회사명,거래소코드,회계년도,종가(원),액면가(원)
한국투자 KINDEX 싱가포르리츠부동산상장지수투자신탁(재간접형),316300,2019/12/30,12185,0
한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),256440,2019/12/24,10380,0
한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),256440,2019/12/26,10410,0
한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),256440,2019/12/27,10410,0
한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),256440,2019/12/30,10410,0
한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형),145670,2019/12/24,7830,0
한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형),145670,2019/12/26,7805,0
한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형),145670,2019/12/27,7655,0
한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형),145670,2019/12/30,7700,0
한국투자 KINDEX 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H),196030,2019/12/24,17400,0
한국투자 KINDEX 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H),196030,2019/12/26,17520,0
한국투자 KINDEX 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H),196030,2019/12/27,17550,0
한국투자 KINDEX 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H),196030,2019/12/30,17350,0
한국투자 KINDEX 일본Nikkei225증권상장지수투자신탁(주식-파생형)(H),238720,2019/12/24,15750,0
한국투자 KINDEX 일본Nikkei225증권상장지수투자신탁(주식-파생형)(H),238720,2019/12/26,15810,0
한국투자 KINDEX 일본Nikkei225증권상장지수투자신탁(주식-파생형)(H),238720,2019/12/27,15745,0
한국투자 KINDEX 일본Nikkei225증권상장지수투자신탁(주식-파생형)(H),238720,2019/12/30,15610,0
한국투자 KINDEX 일본인버스 증권 상장지수투자신탁(주식-파생형)(합성 H),205720,2019/12/24,5505,0
한국투자 KINDEX 일본인버스 증권 상장지수투자신탁(주식-파생형)(합성 H),205720,2019/12/26,5500,0
한국투자 KINDEX 일본인버스 증권 상장지수투자신탁(주식-파생형)(합성 H),205720,2019/12/27,5485,0
한국투자 KINDEX 일본인버스 증권 상장지수투자신탁(주식-파생형)(합성 H),205720,2019/12/30,5515,0
한국투자 KINDEX 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형),168580,2019/12/24,23100,0
한국투자 KINDEX 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형),168580,2019/12/26,23235,0
한국투자 KINDEX 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형),168580,2019/12/27,23405,0
한국투자 KINDEX 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형),168580,2019/12/30,23625,0
한국투자 KINDEX 중장기국공채액티브증권상장지수투자신탁(채권),272910,2019/12/24,102040,0
한국투자 KINDEX 중장기국공채액티브증권상장지수투자신탁(채권),272910,2019/12/26,102085,0
한국투자 KINDEX 중장기국공채액티브증권상장지수투자신탁(채권),272910,2019/12/27,102035,0
한국투자 KINDEX 중장기국공채액티브증권상장지수투자신탁(채권),272910,2019/12/30,102045,0
한국투자 KINDEX 코스닥증권상장지수투자신탁(주식-파생형)(합성),251890,2019/12/24,9255,0
한국투자 KINDEX 코스닥증권상장지수투자신탁(주식-파생형)(합성),251890,2019/12/26,9365,0
한국투자 KINDEX 코스닥증권상장지수투자신탁(주식-파생형)(합성),251890,2019/12/27,9540,0
한국투자 KINDEX 코스닥증권상장지수투자신탁(주식-파생형)(합성),251890,2019/12/30,9690,0
한국투자 KINDEX 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성),261920,2019/12/24,15710,0
한국투자 KINDEX 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성),261920,2019/12/26,15790,0
한국투자 KINDEX 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성),261920,2019/12/27,15765,0
한국투자 KINDEX 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성),261920,2019/12/30,15695,0
한국투자KINDEX중국본토레버리지CSI300증권상장지수투자신탁(주식혼합-파생형)(합성),219900,2019/12/24,3405,0
한국투자KINDEX중국본토레버리지CSI300증권상장지수투자신탁(주식혼합-파생형)(합성),219900,2019/12/26,3445,0
한국투자KINDEX중국본토레버리지CSI300증권상장지수투자신탁(주식혼합-파생형)(합성),219900,2019/12/27,3500,0
한국투자KINDEX중국본토레버리지CSI300증권상장지수투자신탁(주식혼합-파생형)(합성),219900,2019/12/30,3540,0
한국투자금융지주보통주,071050,2019/12/24,73000,5000
한국투자금융지주보통주,071050,2019/12/26,73200,5000
한국투자금융지주보통주,071050,2019/12/27,72400,5000
한국투자금융지주보통주,071050,2019/12/30,72400,5000
한국특강보통주,007280,2019/12/24,1580,500
한국특강보통주,007280,2019/12/26,1565,500
한국특강보통주,007280,2019/12/27,1575,500
한국특강보통주,007280,2019/12/30,1630,500
한국팩키지,037230,2019/12/24,2050,500
한국팩키지,037230,2019/12/26,2120,500
한국팩키지,037230,2019/12/27,2125,500
한국팩키지,037230,2019/12/30,2165,500
한국프랜지공업보통주,010100,2019/12/24,2090,1000
한국프랜지공업보통주,010100,2019/12/26,2095,1000
한국프랜지공업보통주,010100,2019/12/27,2160,1000
한국프랜지공업보통주,010100,2019/12/30,2200,1000
한국항공우주산업보통주,047810,2019/12/24,33850,5000
한국항공우주산업보통주,047810,2019/12/26,33700,5000
한국항공우주산업보통주,047810,2019/12/27,33950,5000
한국항공우주산업보통주,047810,2019/12/30,34050,5000
한국화장품보통주,123690,2019/12/24,10300,500
한국화장품보통주,123690,2019/12/26,10750,500
한국화장품보통주,123690,2019/12/27,10950,500
한국화장품보통주,123690,2019/12/30,10850,500
한국화장품제조보통주,003350,2019/12/24,30300,500
한국화장품제조보통주,003350,2019/12/26,30600,500
한국화장품제조보통주,003350,2019/12/27,30750,500
한국화장품제조보통주,003350,2019/12/30,31050,500
한글과컴퓨터,030520,2019/12/24,9980,500
한글과컴퓨터,030520,2019/12/26,10100,500
한글과컴퓨터,030520,2019/12/27,10000,500
한글과컴퓨터,030520,2019/12/30,10000,500
한네트,052600,2019/12/24,3085,500
한네트,052600,2019/12/26,3125,500
한네트,052600,2019/12/27,3080,500
한네트,052600,2019/12/30,3095,500
한농화성보통주,011500,2019/12/24,4345,500
한농화성보통주,011500,2019/12/26,4400,500
한농화성보통주,011500,2019/12/27,4320,500
한농화성보통주,011500,2019/12/30,4255,500
한독보통주,002390,2019/12/24,22150,500
한독보통주,002390,2019/12/26,22500,500
한독보통주,002390,2019/12/27,22650,500
한독보통주,002390,2019/12/30,22650,500
한독크린텍,256150,2019/12/24,15300,500
한독크린텍,256150,2019/12/26,15350,500
한독크린텍,256150,2019/12/27,15450,500
한독크린텍,256150,2019/12/30,15550,500
한라보통주,014790,2019/12/24,2910,5000
한라보통주,014790,2019/12/26,2925,5000
한라보통주,014790,2019/12/27,2950,5000
한라보통주,014790,2019/12/30,3000,5000
한라아이엠에스,092460,2019/12/24,7400,500
한라아이엠에스,092460,2019/12/26,7590,500
한라아이엠에스,092460,2019/12/27,7590,500
한라아이엠에스,092460,2019/12/30,7580,500
한라홀딩스보통주,060980,2019/12/24,47050,5000
한라홀딩스보통주,060980,2019/12/26,46950,5000
한라홀딩스보통주,060980,2019/12/27,45250,5000
한라홀딩스보통주,060980,2019/12/30,45900,5000
한미글로벌건축사사무소보통주,053690,2019/12/24,9380,500
한미글로벌건축사사무소보통주,053690,2019/12/26,9700,500
한미글로벌건축사사무소보통주,053690,2019/12/27,9570,500
한미글로벌건축사사무소보통주,053690,2019/12/30,9600,500
한미반도체보통주,042700,2019/12/24,7770,200
한미반도체보통주,042700,2019/12/26,8060,200
한미반도체보통주,042700,2019/12/27,8180,200
한미반도체보통주,042700,2019/12/30,8100,200
한미사이언스보통주,008930,2019/12/24,38800,500
한미사이언스보통주,008930,2019/12/26,38950,500
한미사이언스보통주,008930,2019/12/27,36800,500
한미사이언스보통주,008930,2019/12/30,38350,500
한미약품보통주,128940,2019/12/24,304000,2500
한미약품보통주,128940,2019/12/26,306500,2500
한미약품보통주,128940,2019/12/27,288000,2500
한미약품보통주,128940,2019/12/30,296500,2500
한빛소프트,047080,2019/12/24,3255,500
한빛소프트,047080,2019/12/26,3270,500
한빛소프트,047080,2019/12/27,3380,500
한빛소프트,047080,2019/12/30,3395,500
한샘보통주,009240,2019/12/24,62500,1000
한샘보통주,009240,2019/12/26,62800,1000
한샘보통주,009240,2019/12/27,62500,1000
한샘보통주,009240,2019/12/30,62200,1000
한섬보통주,020000,2019/12/24,30650,500
한섬보통주,020000,2019/12/26,31200,500
한섬보통주,020000,2019/12/27,30750,500
한섬보통주,020000,2019/12/30,31550,500
한성기업보통주,003680,2019/12/24,5160,5000
한성기업보통주,003680,2019/12/26,5180,5000
한성기업보통주,003680,2019/12/27,5270,5000
한성기업보통주,003680,2019/12/30,5310,5000
한세실업보통주,105630,2019/12/24,17350,500
한세실업보통주,105630,2019/12/26,17500,500
한세실업보통주,105630,2019/12/27,17300,500
한세실업보통주,105630,2019/12/30,17300,500
한세엠케이보통주,069640,2019/12/24,4490,500
한세엠케이보통주,069640,2019/12/26,4495,500
한세엠케이보통주,069640,2019/12/27,4500,500
한세엠케이보통주,069640,2019/12/30,4515,500
한세예스24홀딩스보통주,016450,2019/12/24,7290,500
한세예스24홀딩스보통주,016450,2019/12/26,7330,500
한세예스24홀딩스보통주,016450,2019/12/27,7380,500
한세예스24홀딩스보통주,016450,2019/12/30,7380,500
한솔PNS보통주,010420,2019/12/24,1600,500
한솔PNS보통주,010420,2019/12/26,1635,500
한솔PNS보통주,010420,2019/12/27,1680,500
한솔PNS보통주,010420,2019/12/30,1735,500
한솔로지스틱스보통주,009180,2019/12/24,1560,500
한솔로지스틱스보통주,009180,2019/12/26,1565,500
한솔로지스틱스보통주,009180,2019/12/27,1580,500
한솔로지스틱스보통주,009180,2019/12/30,1535,500
한솔아이원스,114810,2019/12/24,6190,500
한솔아이원스,114810,2019/12/26,6440,500
한솔아이원스,114810,2019/12/27,6360,500
한솔아이원스,114810,2019/12/30,6420,500
한솔인티큐브,070590,2019/12/24,3130,500
한솔인티큐브,070590,2019/12/26,2990,500
한솔인티큐브,070590,2019/12/27,2970,500
한솔인티큐브,070590,2019/12/30,3000,500
한솔제지보통주,213500,2019/12/24,14500,5000
한솔제지보통주,213500,2019/12/26,14750,5000
한솔제지보통주,213500,2019/12/27,14500,5000
한솔제지보통주,213500,2019/12/30,14450,5000
한솔케미칼보통주,014680,2019/12/24,106500,5000
한솔케미칼보통주,014680,2019/12/26,106000,5000
한솔케미칼보통주,014680,2019/12/27,107500,5000
한솔케미칼보통주,014680,2019/12/30,106000,5000
한솔테크닉스보통주,004710,2019/12/24,8240,5000
한솔테크닉스보통주,004710,2019/12/26,8750,5000
한솔테크닉스보통주,004710,2019/12/27,8800,5000
한솔테크닉스보통주,004710,2019/12/30,8940,5000
한솔홀딩스보통주,004150,2019/12/24,3930,5000
한솔홀딩스보통주,004150,2019/12/26,3950,5000
한솔홀딩스보통주,004150,2019/12/27,3935,5000
한솔홀딩스보통주,004150,2019/12/30,3925,5000
한솔홈데코보통주,025750,2019/12/24,1085,1000
한솔홈데코보통주,025750,2019/12/26,1100,1000
한솔홈데코보통주,025750,2019/12/27,1090,1000
한솔홈데코보통주,025750,2019/12/30,1095,1000
한송네오텍,226440,2019/12/24,1255,100
한송네오텍,226440,2019/12/26,1285,100
한송네오텍,226440,2019/12/27,1310,100
한송네오텍,226440,2019/12/30,1330,100
한신공영보통주,004960,2019/12/24,14150,5000
한신공영보통주,004960,2019/12/26,14750,5000
한신공영보통주,004960,2019/12/27,14700,5000
한신공영보통주,004960,2019/12/30,14800,5000
한신기계공업보통주,011700,2019/12/24,1660,500
한신기계공업보통주,011700,2019/12/26,1660,500
한신기계공업보통주,011700,2019/12/27,1665,500
한신기계공업보통주,011700,2019/12/30,1670,500
한양디지텍,078350,2019/12/24,5520,500
한양디지텍,078350,2019/12/26,5650,500
한양디지텍,078350,2019/12/27,5870,500
한양디지텍,078350,2019/12/30,5800,500
한양이엔지,045100,2019/12/24,11750,500
한양이엔지,045100,2019/12/26,12150,500
한양이엔지,045100,2019/12/27,12200,500
한양이엔지,045100,2019/12/30,12300,500
한양증권보통주,001750,2019/12/24,8440,5000
한양증권보통주,001750,2019/12/26,8560,5000
한양증권보통주,001750,2019/12/27,8150,5000
한양증권보통주,001750,2019/12/30,7850,5000
한온시스템보통주,018880,2019/12/24,11350,100
한온시스템보통주,018880,2019/12/26,11400,100
한온시스템보통주,018880,2019/12/27,11250,100
한온시스템보통주,018880,2019/12/30,11150,100
한올바이오파마보통주,009420,2019/12/24,34050,500
한올바이오파마보통주,009420,2019/12/26,33350,500
한올바이오파마보통주,009420,2019/12/27,35050,500
한올바이오파마보통주,009420,2019/12/30,36300,500
한익스프레스보통주,014130,2019/12/24,4215,500
한익스프레스보통주,014130,2019/12/26,4245,500
한익스프레스보통주,014130,2019/12/27,4180,500
한익스프레스보통주,014130,2019/12/30,4410,500
한일네트웍스,046110,2019/12/24,4435,500
한일네트웍스,046110,2019/12/26,4505,500
한일네트웍스,046110,2019/12/27,4445,500
한일네트웍스,046110,2019/12/30,4435,500
한일단조공업,024740,2019/12/24,1635,500
한일단조공업,024740,2019/12/26,1575,500
한일단조공업,024740,2019/12/27,1620,500
한일단조공업,024740,2019/12/30,1660,500
한일사료,005860,2019/12/24,1725,500
한일사료,005860,2019/12/26,1750,500
한일사료,005860,2019/12/27,1795,500
한일사료,005860,2019/12/30,1825,500
한일시멘트보통주,300720,2019/12/24,95600,5000
한일시멘트보통주,300720,2019/12/26,96500,5000
한일시멘트보통주,300720,2019/12/27,94800,5000
한일시멘트보통주,300720,2019/12/30,93400,5000
한일진공,123840,2019/12/24,990,100
한일진공,123840,2019/12/26,970,100
한일진공,123840,2019/12/27,954,100
한일진공,123840,2019/12/30,974,100
한일철강보통주,002220,2019/12/24,2025,500
한일철강보통주,002220,2019/12/26,2030,500
한일철강보통주,002220,2019/12/27,2030,500
한일철강보통주,002220,2019/12/30,2030,500
한일현대시멘트보통주,006390,2019/12/24,30300,5000
한일현대시멘트보통주,006390,2019/12/26,30750,5000
한일현대시멘트보통주,006390,2019/12/27,30500,5000
한일현대시멘트보통주,006390,2019/12/30,30450,5000
한일홀딩스보통주,003300,2019/12/24,44000,5000
한일홀딩스보통주,003300,2019/12/26,44900,5000
한일홀딩스보통주,003300,2019/12/27,43800,5000
한일홀딩스보통주,003300,2019/12/30,43900,5000
한일화학공업,007770,2019/12/24,11550,500
한일화학공업,007770,2019/12/26,11550,500
한일화학공업,007770,2019/12/27,11500,500
한일화학공업,007770,2019/12/30,11500,500
한전KPS 보통주,051600,2019/12/24,40750,200
한전KPS 보통주,051600,2019/12/26,40250,200
한전KPS 보통주,051600,2019/12/27,39250,200
한전KPS 보통주,051600,2019/12/30,39150,200
한전산업개발보통주,130660,2019/12/24,3605,500
한전산업개발보통주,130660,2019/12/26,3660,500
한전산업개발보통주,130660,2019/12/27,3525,500
한전산업개발보통주,130660,2019/12/30,3500,500
한진보통주,002320,2019/12/24,30800,5000
한진보통주,002320,2019/12/26,29850,5000
한진보통주,002320,2019/12/27,29650,5000
한진보통주,002320,2019/12/30,30000,5000
한진중공업홀딩스보통주,003480,2019/12/24,2590,5000
한진중공업홀딩스보통주,003480,2019/12/26,2585,5000
한진중공업홀딩스보통주,003480,2019/12/27,2600,5000
한진중공업홀딩스보통주,003480,2019/12/30,2590,5000
한진칼보통주,180640,2019/12/24,42900,2500
한진칼보통주,180640,2019/12/26,38700,2500
한진칼보통주,180640,2019/12/27,39800,2500
한진칼보통주,180640,2019/12/30,40000,2500
한창보통주,005110,2019/12/24,2620,500
한창보통주,005110,2019/12/26,2665,500
한창보통주,005110,2019/12/27,2700,500
한창보통주,005110,2019/12/30,2710,500
한창산업,079170,2019/12/24,5540,500
한창산업,079170,2019/12/26,5510,500
한창산업,079170,2019/12/27,5460,500
한창산업,079170,2019/12/30,5460,500
한창제지보통주,009460,2019/12/24,2975,500
한창제지보통주,009460,2019/12/26,3005,500
한창제지보통주,009460,2019/12/27,3010,500
한창제지보통주,009460,2019/12/30,3060,500
한컴위드,054920,2019/12/24,2740,500
한컴위드,054920,2019/12/26,2760,500
한컴위드,054920,2019/12/27,2780,500
한컴위드,054920,2019/12/30,2780,500
한컴지엠디,077280,2019/12/24,2225,500
한컴지엠디,077280,2019/12/26,2225,500
한컴지엠디,077280,2019/12/27,2225,500
한컴지엠디,077280,2019/12/30,2225,500
한탑,002680,2019/12/24,1905,500
한탑,002680,2019/12/26,1875,500
한탑,002680,2019/12/27,1890,500
한탑,002680,2019/12/30,1930,500
한프,066110,2019/12/24,823,500
한프,066110,2019/12/26,803,500
한프,066110,2019/12/27,769,500
한프,066110,2019/12/30,770,500
한화 ARIRANG 200선물인버스2X증권상장지수투자신탁(주식-파생형),253160,2019/12/24,12695,0
한화 ARIRANG 200선물인버스2X증권상장지수투자신탁(주식-파생형),253160,2019/12/26,12630,0
한화 ARIRANG 200선물인버스2X증권상장지수투자신탁(주식-파생형),253160,2019/12/27,12210,0
한화 ARIRANG 200선물인버스2X증권상장지수투자신탁(주식-파생형),253160,2019/12/30,12275,0
한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형),289670,2019/12/24,56950,0
한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형),289670,2019/12/26,56925,0
한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형),289670,2019/12/27,56750,0
한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형),289670,2019/12/30,56760,0
한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형),298340,2019/12/24,52405,0
한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형),298340,2019/12/26,52405,0
한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형),298340,2019/12/27,52415,0
한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형),298340,2019/12/30,52440,0
한화 ARIRANG 단기유동성 증권 상장지수투자신탁(채권),190160,2019/12/24,111120,0
한화 ARIRANG 단기유동성 증권 상장지수투자신탁(채권),190160,2019/12/26,111130,0
한화 ARIRANG 단기유동성 증권 상장지수투자신탁(채권),190160,2019/12/27,111145,0
한화 ARIRANG 단기유동성 증권 상장지수투자신탁(채권),190160,2019/12/30,111150,0
한화 ARIRANG 단기채권액티브증권상장지수투자신탁(채권),278620,2019/12/24,104375,0
한화 ARIRANG 단기채권액티브증권상장지수투자신탁(채권),278620,2019/12/26,104390,0
한화 ARIRANG 단기채권액티브증권상장지수투자신탁(채권),278620,2019/12/27,104400,0
한화 ARIRANG 단기채권액티브증권상장지수투자신탁(채권),278620,2019/12/30,104410,0
한화 ARIRANG 미국단기우량회사채증권상장지수투자신탁(채권),332610,2019/12/24,96325,0
한화 ARIRANG 미국단기우량회사채증권상장지수투자신탁(채권),332610,2019/12/26,96275,0
한화 ARIRANG 미국단기우량회사채증권상장지수투자신탁(채권),332610,2019/12/27,96225,0
한화 ARIRANG 미국단기우량회사채증권상장지수투자신탁(채권),332610,2019/12/30,95900,0
한화 ARIRANG 미국장기우량회사채증권상장지수투자신탁(채권),332620,2019/12/24,94930,0
한화 ARIRANG 미국장기우량회사채증권상장지수투자신탁(채권),332620,2019/12/26,94995,0
한화 ARIRANG 미국장기우량회사채증권상장지수투자신탁(채권),332620,2019/12/27,95280,0
한화 ARIRANG 미국장기우량회사채증권상장지수투자신탁(채권),332620,2019/12/30,95070,0
한화 ARIRANG 우량단기채권증권상장지수투자신탁(채권),263190,2019/12/24,52585,0
한화 ARIRANG 우량단기채권증권상장지수투자신탁(채권),263190,2019/12/26,52580,0
한화 ARIRANG 우량단기채권증권상장지수투자신탁(채권),263190,2019/12/27,52590,0
한화 ARIRANG 우량단기채권증권상장지수투자신탁(채권),263190,2019/12/30,52595,0
한화 ARIRANG 우량회사채50증권상장지수투자신탁(채권),239660,2019/12/24,106765,0
한화 ARIRANG 우량회사채50증권상장지수투자신탁(채권),239660,2019/12/26,106790,0
한화 ARIRANG 우량회사채50증권상장지수투자신탁(채권),239660,2019/12/27,106800,0
한화 ARIRANG 우량회사채50증권상장지수투자신탁(채권),239660,2019/12/30,106815,0
한화ARIRANG MSCI AC World 증권상장지수투자신탁(주식-파생형)(합성 H),189400,2019/12/24,14360,0
한화ARIRANG MSCI AC World 증권상장지수투자신탁(주식-파생형)(합성 H),189400,2019/12/26,14465,0
한화ARIRANG MSCI AC World 증권상장지수투자신탁(주식-파생형)(합성 H),189400,2019/12/27,14515,0
한화ARIRANG MSCI AC World 증권상장지수투자신탁(주식-파생형)(합성 H),189400,2019/12/30,14395,0
한화갤러리아타임월드보통주,027390,2019/12/24,23600,5000
한화갤러리아타임월드보통주,027390,2019/12/26,23250,5000
한화갤러리아타임월드보통주,027390,2019/12/27,23350,5000
한화갤러리아타임월드보통주,027390,2019/12/30,23350,5000
한화보통주,000880,2019/12/24,25350,5000
한화보통주,000880,2019/12/26,25600,5000
한화보통주,000880,2019/12/27,25250,5000
한화보통주,000880,2019/12/30,25000,5000
한화생명보험보통주,088350,2019/12/24,2350,5000
한화생명보험보통주,088350,2019/12/26,2370,5000
한화생명보험보통주,088350,2019/12/27,2350,5000
한화생명보험보통주,088350,2019/12/30,2310,5000
한화손해보험보통주,000370,2019/12/24,2860,5000
한화손해보험보통주,000370,2019/12/26,2840,5000
한화손해보험보통주,000370,2019/12/27,2820,5000
한화손해보험보통주,000370,2019/12/30,2825,5000
한화솔루션보통주,009830,2019/12/24,18850,5000
한화솔루션보통주,009830,2019/12/26,18850,5000
한화솔루션보통주,009830,2019/12/27,18850,5000
한화솔루션보통주,009830,2019/12/30,18850,5000
한화수성기업인수목적,265920,2019/12/24,2050,100
한화수성기업인수목적,265920,2019/12/26,2045,100
한화수성기업인수목적,265920,2019/12/27,2050,100
한화수성기업인수목적,265920,2019/12/30,2050,100
한화시스템보통주,272210,2019/12/24,10150,5000
한화시스템보통주,272210,2019/12/26,10250,5000
한화시스템보통주,272210,2019/12/27,10200,5000
한화시스템보통주,272210,2019/12/30,10350,5000
한화에스비아이기업인수목적,317320,2019/12/24,2610,100
한화에스비아이기업인수목적,317320,2019/12/26,2600,100
한화에스비아이기업인수목적,317320,2019/12/27,2590,100
한화에스비아이기업인수목적,317320,2019/12/30,2655,100
한화에어로스페이스보통주,012450,2019/12/24,34750,5000
한화에어로스페이스보통주,012450,2019/12/26,34400,5000
한화에어로스페이스보통주,012450,2019/12/27,34900,5000
한화에어로스페이스보통주,012450,2019/12/30,35050,5000
한화에이스기업인수목적4호,279410,2019/12/24,2040,100
한화에이스기업인수목적4호,279410,2019/12/26,2035,100
한화에이스기업인수목적4호,279410,2019/12/27,2055,100
한화에이스기업인수목적4호,279410,2019/12/30,2045,100
한화투자증권보통주,003530,2019/12/24,2050,5000
한화투자증권보통주,003530,2019/12/26,2060,5000
한화투자증권보통주,003530,2019/12/27,2065,5000
한화투자증권보통주,003530,2019/12/30,2065,5000
해덕파워웨이,102210,2019/12/24,1100,100
해덕파워웨이,102210,2019/12/26,1100,100
해덕파워웨이,102210,2019/12/27,1100,100
해덕파워웨이,102210,2019/12/30,1100,100
해성디에스보통주,195870,2019/12/24,15200,5000
해성디에스보통주,195870,2019/12/26,15500,5000
해성디에스보통주,195870,2019/12/27,15750,5000
해성디에스보통주,195870,2019/12/30,15800,5000
해성산업,034810,2019/12/24,9800,500
해성산업,034810,2019/12/26,9900,500
해성산업,034810,2019/12/27,9960,500
해성산업,034810,2019/12/30,10200,500
해성옵틱스,076610,2019/12/24,2040,500
해성옵틱스,076610,2019/12/26,2090,500
해성옵틱스,076610,2019/12/27,2165,500
해성옵틱스,076610,2019/12/30,2295,500
해태제과식품주식회사,101530,2019/12/24,7170,500
해태제과식품주식회사,101530,2019/12/26,7160,500
해태제과식품주식회사,101530,2019/12/27,7170,500
해태제과식품주식회사,101530,2019/12/30,7180,500
핸디소프트,220180,2019/12/24,1980,500
핸디소프트,220180,2019/12/26,2080,500
핸디소프트,220180,2019/12/27,2010,500
핸디소프트,220180,2019/12/30,2035,500
핸즈코퍼레이션보통주,143210,2019/12/24,6670,500
핸즈코퍼레이션보통주,143210,2019/12/26,6840,500
핸즈코퍼레이션보통주,143210,2019/12/27,6780,500
핸즈코퍼레이션보통주,143210,2019/12/30,6840,500
행남사,008800,2019/12/24,1770,500
행남사,008800,2019/12/26,1770,500
행남사,008800,2019/12/27,1770,500
행남사,008800,2019/12/30,1770,500
헝셩그룹유한회사,900270,2019/12/24,1060,0
헝셩그룹유한회사,900270,2019/12/26,1060,0
헝셩그룹유한회사,900270,2019/12/27,1065,0
헝셩그룹유한회사,900270,2019/12/30,1065,0
헥토이노베이션,214180,2019/12/24,14650,500
헥토이노베이션,214180,2019/12/26,14850,500
헥토이노베이션,214180,2019/12/27,14650,500
헥토이노베이션,214180,2019/12/30,14950,500
헥토파이낸셜,234340,2019/12/24,27000,500
헥토파이낸셜,234340,2019/12/26,27700,500
헥토파이낸셜,234340,2019/12/27,29050,500
헥토파이낸셜,234340,2019/12/30,28900,500
헬릭스미스,084990,2019/12/24,85300,500
헬릭스미스,084990,2019/12/26,85100,500
헬릭스미스,084990,2019/12/27,88800,500
헬릭스미스,084990,2019/12/30,92700,500
현대건설기계보통주,267270,2019/12/24,30250,5000
현대건설기계보통주,267270,2019/12/26,30700,5000
현대건설기계보통주,267270,2019/12/27,30250,5000
현대건설기계보통주,267270,2019/12/30,29900,5000
현대건설보통주,000720,2019/12/24,42450,5000
현대건설보통주,000720,2019/12/26,42650,5000
현대건설보통주,000720,2019/12/27,42450,5000
현대건설보통주,000720,2019/12/30,42300,5000
현대공업,170030,2019/12/24,3025,500
현대공업,170030,2019/12/26,3070,500
현대공업,170030,2019/12/27,3045,500
현대공업,170030,2019/12/30,3030,500
현대그린푸드보통주,005440,2019/12/24,11600,500
현대그린푸드보통주,005440,2019/12/26,11750,500
현대그린푸드보통주,005440,2019/12/27,11650,500
현대그린푸드보통주,005440,2019/12/30,11850,500
현대글로비스보통주,086280,2019/12/24,145500,500
현대글로비스보통주,086280,2019/12/26,148000,500
현대글로비스보통주,086280,2019/12/27,144500,500
현대글로비스보통주,086280,2019/12/30,143000,500
현대두산인프라코어보통주,042670,2019/12/24,5490,5000
현대두산인프라코어보통주,042670,2019/12/26,5470,5000
현대두산인프라코어보통주,042670,2019/12/27,5470,5000
현대두산인프라코어보통주,042670,2019/12/30,5550,5000
현대로템보통주,064350,2019/12/24,15500,5000
현대로템보통주,064350,2019/12/26,15650,5000
현대로템보통주,064350,2019/12/27,15700,5000
현대로템보통주,064350,2019/12/30,15600,5000
현대리바트보통주,079430,2019/12/24,13150,1000
현대리바트보통주,079430,2019/12/26,13400,1000
현대리바트보통주,079430,2019/12/27,13400,1000
현대리바트보통주,079430,2019/12/30,13350,1000
현대모비스보통주,012330,2019/12/24,257500,5000
현대모비스보통주,012330,2019/12/26,261000,5000
현대모비스보통주,012330,2019/12/27,257500,5000
현대모비스보통주,012330,2019/12/30,256000,5000
현대무벡스,319400,2019/12/24,2010,100
현대무벡스,319400,2019/12/26,2010,100
현대무벡스,319400,2019/12/27,2005,100
현대무벡스,319400,2019/12/30,2010,100
현대미포조선보통주,010620,2019/12/24,45450,5000
현대미포조선보통주,010620,2019/12/26,45700,5000
현대미포조선보통주,010620,2019/12/27,45750,5000
현대미포조선보통주,010620,2019/12/30,46050,5000
현대바이오랜드,052260,2019/12/24,20150,500
