회사명,거래소코드,회계년도,액면가(원),종가(원)
테크엘,064520,2011/12/20,500,973
테크엘,064520,2011/12/21,500,1020
테크엘,064520,2011/12/22,500,1030
테크엘,064520,2011/12/23,500,1020
테크엘,064520,2011/12/26,500,1020
테크엘,064520,2011/12/27,500,1005
테크엘,064520,2011/12/28,500,1015
테크엘,064520,2011/12/29,500,999
테크윙,089030,2011/12/20,500,8330
테크윙,089030,2011/12/21,500,8350
테크윙,089030,2011/12/22,500,8270
테크윙,089030,2011/12/23,500,8360
테크윙,089030,2011/12/26,500,8300
테크윙,089030,2011/12/27,500,8120
테크윙,089030,2011/12/28,500,7920
테크윙,089030,2011/12/29,500,7600
텔레칩스,054450,2011/12/20,500,4800
텔레칩스,054450,2011/12/21,500,4900
텔레칩스,054450,2011/12/22,500,5000
텔레칩스,054450,2011/12/23,500,5030
텔레칩스,054450,2011/12/26,500,5070
텔레칩스,054450,2011/12/27,500,4970
텔레칩스,054450,2011/12/28,500,4870
텔레칩스,054450,2011/12/29,500,4850
텔레필드,091440,2011/12/20,500,1135
텔레필드,091440,2011/12/21,500,1200
텔레필드,091440,2011/12/22,500,1220
텔레필드,091440,2011/12/23,500,1175
텔레필드,091440,2011/12/26,500,1185
텔레필드,091440,2011/12/27,500,1135
텔레필드,091440,2011/12/28,500,1125
텔레필드,091440,2011/12/29,500,1195
텔코웨어 보통주,078000,2011/12/20,500,7110
텔코웨어 보통주,078000,2011/12/21,500,7130
텔코웨어 보통주,078000,2011/12/22,500,7140
텔코웨어 보통주,078000,2011/12/23,500,7140
텔코웨어 보통주,078000,2011/12/26,500,7140
텔코웨어 보통주,078000,2011/12/27,500,7130
텔코웨어 보통주,078000,2011/12/28,500,7110
텔코웨어 보통주,078000,2011/12/29,500,7110
토비스,051360,2011/12/20,500,5490
토비스,051360,2011/12/21,500,5430
토비스,051360,2011/12/22,500,5430
토비스,051360,2011/12/23,500,5440
토비스,051360,2011/12/26,500,5260
토비스,051360,2011/12/27,500,5000
토비스,051360,2011/12/28,500,5010
토비스,051360,2011/12/29,500,5020
토탈소프트뱅크,045340,2011/12/20,500,2670
토탈소프트뱅크,045340,2011/12/21,500,2700
토탈소프트뱅크,045340,2011/12/22,500,2450
토탈소프트뱅크,045340,2011/12/23,500,2360
토탈소프트뱅크,045340,2011/12/26,500,2410
토탈소프트뱅크,045340,2011/12/27,500,2400
토탈소프트뱅크,045340,2011/12/28,500,2385
토탈소프트뱅크,045340,2011/12/29,500,2350
톱텍,108230,2011/12/20,500,16850
톱텍,108230,2011/12/21,500,17450
톱텍,108230,2011/12/22,500,17400
톱텍,108230,2011/12/23,500,17400
톱텍,108230,2011/12/26,500,17300
톱텍,108230,2011/12/27,500,16650
톱텍,108230,2011/12/28,500,16550
톱텍,108230,2011/12/29,500,16950
투비소프트,079970,2011/12/20,500,4705
투비소프트,079970,2011/12/21,500,4860
투비소프트,079970,2011/12/22,500,4790
투비소프트,079970,2011/12/23,500,4805
투비소프트,079970,2011/12/26,500,4610
투비소프트,079970,2011/12/27,500,4645
투비소프트,079970,2011/12/28,500,4570
투비소프트,079970,2011/12/29,500,4790
트레이스,052290,2011/12/20,500,5600
트레이스,052290,2011/12/21,500,5700
트레이스,052290,2011/12/22,500,5720
트레이스,052290,2011/12/23,500,5720
트레이스,052290,2011/12/26,500,5710
트레이스,052290,2011/12/27,500,5600
트레이스,052290,2011/12/28,500,5660
트레이스,052290,2011/12/29,500,5580
특수건설,026150,2011/12/20,500,2520
특수건설,026150,2011/12/21,500,2565
특수건설,026150,2011/12/22,500,2600
특수건설,026150,2011/12/23,500,2640
특수건설,026150,2011/12/26,500,3035
특수건설,026150,2011/12/27,500,2860
특수건설,026150,2011/12/28,500,2790
특수건설,026150,2011/12/29,500,2845
티브로드 한빛방송,043890,2011/12/20,5000,21550
티브로드 한빛방송,043890,2011/12/21,5000,22100
티브로드 한빛방송,043890,2011/12/22,5000,21950
티브로드 한빛방송,043890,2011/12/23,5000,21650
티브로드 한빛방송,043890,2011/12/26,5000,21900
티브로드 한빛방송,043890,2011/12/27,5000,21550
티브로드 한빛방송,043890,2011/12/28,5000,21400
티브로드 한빛방송,043890,2011/12/29,5000,20950
티브로드도봉강북방송,035210,2011/12/20,500,2930
티브로드도봉강북방송,035210,2011/12/21,500,2955
티브로드도봉강북방송,035210,2011/12/22,500,2935
티브로드도봉강북방송,035210,2011/12/23,500,2900
티브로드도봉강북방송,035210,2011/12/26,500,2880
티브로드도봉강북방송,035210,2011/12/27,500,2870
티브로드도봉강북방송,035210,2011/12/28,500,2905
티브로드도봉강북방송,035210,2011/12/29,500,2905
티비씨,033830,2011/12/20,5000,5800
티비씨,033830,2011/12/21,5000,5840
티비씨,033830,2011/12/22,5000,5920
티비씨,033830,2011/12/23,5000,5900
티비씨,033830,2011/12/26,5000,5910
티비씨,033830,2011/12/27,5000,5760
티비씨,033830,2011/12/28,5000,5760
티비씨,033830,2011/12/29,5000,5850
티사이언티픽,057680,2011/12/20,500,2010
티사이언티픽,057680,2011/12/21,500,2160
티사이언티픽,057680,2011/12/22,500,2150
티사이언티픽,057680,2011/12/23,500,2130
티사이언티픽,057680,2011/12/26,500,2080
티사이언티픽,057680,2011/12/27,500,2020
티사이언티픽,057680,2011/12/28,500,2000
티사이언티픽,057680,2011/12/29,500,1985
티씨케이,064760,2011/12/20,500,15200
티씨케이,064760,2011/12/21,500,15550
티씨케이,064760,2011/12/22,500,15600
티씨케이,064760,2011/12/23,500,15600
티씨케이,064760,2011/12/26,500,15100
티씨케이,064760,2011/12/27,500,14550
티씨케이,064760,2011/12/28,500,15200
티씨케이,064760,2011/12/29,500,15300
티에스넥스젠,043220,2011/12/20,500,988
티에스넥스젠,043220,2011/12/21,500,935
티에스넥스젠,043220,2011/12/22,500,986
티에스넥스젠,043220,2011/12/23,500,971
티에스넥스젠,043220,2011/12/26,500,984
티에스넥스젠,043220,2011/12/27,500,920
티에스넥스젠,043220,2011/12/28,500,922
티에스넥스젠,043220,2011/12/29,500,927
티에스엠텍,066350,2011/12/20,500,8470
티에스엠텍,066350,2011/12/21,500,8500
티에스엠텍,066350,2011/12/22,500,8390
티에스엠텍,066350,2011/12/23,500,8190
티에스엠텍,066350,2011/12/26,500,8150
티에스엠텍,066350,2011/12/27,500,7870
티에스엠텍,066350,2011/12/28,500,7780
티에스엠텍,066350,2011/12/29,500,7850
티에스이,131290,2011/12/20,500,11800
티에스이,131290,2011/12/21,500,12550
티에스이,131290,2011/12/22,500,14400
티에스이,131290,2011/12/23,500,14050
티에스이,131290,2011/12/26,500,14350
티에스이,131290,2011/12/27,500,14600
티에스이,131290,2011/12/28,500,13250
티에스이,131290,2011/12/29,500,13100
티에이치엔보통주,019180,2011/12/20,500,1420
티에이치엔보통주,019180,2011/12/21,500,1430
티에이치엔보통주,019180,2011/12/22,500,1440
티에이치엔보통주,019180,2011/12/23,500,1435
티에이치엔보통주,019180,2011/12/26,500,1445
티에이치엔보통주,019180,2011/12/27,500,1445
티에이치엔보통주,019180,2011/12/28,500,1400
티에이치엔보통주,019180,2011/12/29,500,1375
티엘아이,062860,2011/12/20,500,6270
티엘아이,062860,2011/12/21,500,6540
티엘아이,062860,2011/12/22,500,6740
티엘아이,062860,2011/12/23,500,6670
티엘아이,062860,2011/12/26,500,6590
티엘아이,062860,2011/12/27,500,6190
티엘아이,062860,2011/12/28,500,6090
티엘아이,062860,2011/12/29,500,6150
티와이엠보통주,002900,2011/12/20,5000,26250
티와이엠보통주,002900,2011/12/21,5000,28000
티와이엠보통주,002900,2011/12/22,5000,27000
티와이엠보통주,002900,2011/12/23,5000,25750
티와이엠보통주,002900,2011/12/26,5000,25850
티와이엠보통주,002900,2011/12/27,5000,25300
티와이엠보통주,002900,2011/12/28,5000,25050
티와이엠보통주,002900,2011/12/29,5000,26500
티웨이홀딩스보통주,004870,2011/12/20,500,2790
티웨이홀딩스보통주,004870,2011/12/21,500,3100
티웨이홀딩스보통주,004870,2011/12/22,500,3100
티웨이홀딩스보통주,004870,2011/12/23,500,3100
티웨이홀딩스보통주,004870,2011/12/26,500,3100
티웨이홀딩스보통주,004870,2011/12/27,500,3100
티웨이홀딩스보통주,004870,2011/12/28,500,3100
티웨이홀딩스보통주,004870,2011/12/29,500,3100
티이씨앤코보통주,008900,2011/12/20,500,112
티이씨앤코보통주,008900,2011/12/21,500,110
티이씨앤코보통주,008900,2011/12/22,500,101
티이씨앤코보통주,008900,2011/12/23,500,101
티이씨앤코보통주,008900,2011/12/26,500,94
티이씨앤코보통주,008900,2011/12/27,500,89
티이씨앤코보통주,008900,2011/12/28,500,92
티이씨앤코보통주,008900,2011/12/29,500,91
티제이미디어,032540,2011/12/20,500,3545
티제이미디어,032540,2011/12/21,500,3480
티제이미디어,032540,2011/12/22,500,3470
티제이미디어,032540,2011/12/23,500,3560
티제이미디어,032540,2011/12/26,500,3570
티제이미디어,032540,2011/12/27,500,3535
티제이미디어,032540,2011/12/28,500,3350
티제이미디어,032540,2011/12/29,500,3375
티케이지애강,022220,2011/12/20,500,1810
티케이지애강,022220,2011/12/21,500,1845
티케이지애강,022220,2011/12/22,500,1870
티케이지애강,022220,2011/12/23,500,1870
티케이지애강,022220,2011/12/26,500,1855
티케이지애강,022220,2011/12/27,500,1760
티케이지애강,022220,2011/12/28,500,1785
티케이지애강,022220,2011/12/29,500,1810
티케이지휴켐스보통주,069260,2011/12/20,1000,19450
티케이지휴켐스보통주,069260,2011/12/21,1000,19750
티케이지휴켐스보통주,069260,2011/12/22,1000,20700
티케이지휴켐스보통주,069260,2011/12/23,1000,20750
티케이지휴켐스보통주,069260,2011/12/26,1000,20850
티케이지휴켐스보통주,069260,2011/12/27,1000,20600
티케이지휴켐스보통주,069260,2011/12/28,1000,19800
티케이지휴켐스보통주,069260,2011/12/29,1000,19950
티케이케미칼,104480,2011/12/20,500,2020
티케이케미칼,104480,2011/12/21,500,2080
티케이케미칼,104480,2011/12/22,500,2115
티케이케미칼,104480,2011/12/23,500,2135
티케이케미칼,104480,2011/12/26,500,2120
티케이케미칼,104480,2011/12/27,500,2050
티케이케미칼,104480,2011/12/28,500,2040
티케이케미칼,104480,2011/12/29,500,2035
티플랙스,081150,2011/12/20,500,4955
티플랙스,081150,2011/12/21,500,5100
티플랙스,081150,2011/12/22,500,5200
티플랙스,081150,2011/12/23,500,5170
티플랙스,081150,2011/12/26,500,5140
티플랙스,081150,2011/12/27,500,5170
티플랙스,081150,2011/12/28,500,4750
티플랙스,081150,2011/12/29,500,4715
티피씨,130740,2011/12/20,500,9510
티피씨,130740,2011/12/21,500,9650
티피씨,130740,2011/12/22,500,9670
티피씨,130740,2011/12/23,500,9600
티피씨,130740,2011/12/26,500,9520
티피씨,130740,2011/12/27,500,9360
티피씨,130740,2011/12/28,500,9380
티피씨,130740,2011/12/29,500,9160
티피씨메카트로닉스,048770,2011/12/20,500,6870
티피씨메카트로닉스,048770,2011/12/21,500,7110
티피씨메카트로닉스,048770,2011/12/22,500,7150
티피씨메카트로닉스,048770,2011/12/23,500,7160
티피씨메카트로닉스,048770,2011/12/26,500,6960
티피씨메카트로닉스,048770,2011/12/27,500,6980
티피씨메카트로닉스,048770,2011/12/28,500,7080
티피씨메카트로닉스,048770,2011/12/29,500,7280
팅크웨어,084730,2011/12/20,500,9450
팅크웨어,084730,2011/12/21,500,9740
팅크웨어,084730,2011/12/22,500,10200
팅크웨어,084730,2011/12/23,500,10300
팅크웨어,084730,2011/12/26,500,10150
팅크웨어,084730,2011/12/27,500,10150
팅크웨어,084730,2011/12/28,500,11650
팅크웨어,084730,2011/12/29,500,11650
파나진,046210,2011/12/20,500,4220
파나진,046210,2011/12/21,500,4335
파나진,046210,2011/12/22,500,4210
파나진,046210,2011/12/23,500,4165
파나진,046210,2011/12/26,500,4100
파나진,046210,2011/12/27,500,4095
파나진,046210,2011/12/28,500,4115
파나진,046210,2011/12/29,500,4115
파나케이아,058530,2011/12/20,500,2800
파나케이아,058530,2011/12/21,500,2750
파나케이아,058530,2011/12/22,500,2895
파나케이아,058530,2011/12/23,500,2810
파나케이아,058530,2011/12/26,500,3230
파나케이아,058530,2011/12/27,500,3280
파나케이아,058530,2011/12/28,500,3300
파나케이아,058530,2011/12/29,500,3100
파라다이스,034230,2011/12/20,500,7600
파라다이스,034230,2011/12/21,500,7880
파라다이스,034230,2011/12/22,500,8320
파라다이스,034230,2011/12/23,500,8150
파라다이스,034230,2011/12/26,500,8050
파라다이스,034230,2011/12/27,500,7970
파라다이스,034230,2011/12/28,500,7910
파라다이스,034230,2011/12/29,500,8400
파라텍,033540,2011/12/20,500,3000
파라텍,033540,2011/12/21,500,3030
파라텍,033540,2011/12/22,500,3030
파라텍,033540,2011/12/23,500,3025
파라텍,033540,2011/12/26,500,3035
파라텍,033540,2011/12/27,500,3005
파라텍,033540,2011/12/28,500,2965
파라텍,033540,2011/12/29,500,2890
파루,043200,2011/12/20,500,906
파루,043200,2011/12/21,500,930
파루,043200,2011/12/22,500,923
파루,043200,2011/12/23,500,910
파루,043200,2011/12/26,500,879
파루,043200,2011/12/27,500,843
파루,043200,2011/12/28,500,856
파루,043200,2011/12/29,500,875
파미셀보통주,005690,2011/12/20,500,12150
파미셀보통주,005690,2011/12/21,500,11950
파미셀보통주,005690,2011/12/22,500,12500
파미셀보통주,005690,2011/12/23,500,12200
파미셀보통주,005690,2011/12/26,500,11700
파미셀보통주,005690,2011/12/27,500,11200
파미셀보통주,005690,2011/12/28,500,11500
파미셀보통주,005690,2011/12/29,500,11150
파브코 (보통주),101990,2011/12/20,500,1330
파브코 (보통주),101990,2011/12/21,500,1330
파브코 (보통주),101990,2011/12/22,500,1325
파브코 (보통주),101990,2011/12/23,500,1300
파브코 (보통주),101990,2011/12/26,500,1285
파브코 (보통주),101990,2011/12/27,500,1275
파브코 (보통주),101990,2011/12/28,500,1255
파브코 (보통주),101990,2011/12/29,500,1270
파세코,037070,2011/12/20,500,2340
파세코,037070,2011/12/21,500,2215
파세코,037070,2011/12/22,500,2245
파세코,037070,2011/12/23,500,2220
파세코,037070,2011/12/26,500,2190
파세코,037070,2011/12/27,500,2190
파세코,037070,2011/12/28,500,2140
파세코,037070,2011/12/29,500,2170
파워로직스,047310,2011/12/20,500,4150
파워로직스,047310,2011/12/21,500,4300
파워로직스,047310,2011/12/22,500,4285
파워로직스,047310,2011/12/23,500,4360
파워로직스,047310,2011/12/26,500,4530
파워로직스,047310,2011/12/27,500,4340
파워로직스,047310,2011/12/28,500,4520
파워로직스,047310,2011/12/29,500,4770
파인디앤씨,049120,2011/12/20,500,2745
파인디앤씨,049120,2011/12/21,500,2700
파인디앤씨,049120,2011/12/22,500,2715
파인디앤씨,049120,2011/12/23,500,2695
파인디앤씨,049120,2011/12/26,500,2870
파인디앤씨,049120,2011/12/27,500,2610
파인디앤씨,049120,2011/12/28,500,2745
파인디앤씨,049120,2011/12/29,500,2900
파인디지털,038950,2011/12/20,500,2610
파인디지털,038950,2011/12/21,500,2625
파인디지털,038950,2011/12/22,500,2535
파인디지털,038950,2011/12/23,500,2915
파인디지털,038950,2011/12/26,500,2780
파인디지털,038950,2011/12/27,500,2710
파인디지털,038950,2011/12/28,500,2720
파인디지털,038950,2011/12/29,500,2755
파인테크닉스,106240,2011/12/20,500,10550
파인테크닉스,106240,2011/12/21,500,10400
파인테크닉스,106240,2011/12/22,500,10150
파인테크닉스,106240,2011/12/23,500,10050
파인테크닉스,106240,2011/12/26,500,10000
파인테크닉스,106240,2011/12/27,500,9600
파인테크닉스,106240,2011/12/28,500,10100
파인테크닉스,106240,2011/12/29,500,10550
파커스,065690,2011/12/20,500,3630
파커스,065690,2011/12/21,500,3675
파커스,065690,2011/12/22,500,3715
파커스,065690,2011/12/23,500,4100
파커스,065690,2011/12/26,500,3855
파커스,065690,2011/12/27,500,3825
파커스,065690,2011/12/28,500,3840
파커스,065690,2011/12/29,500,3840
파트론,091700,2011/12/20,500,14350
파트론,091700,2011/12/21,500,14700
파트론,091700,2011/12/22,500,14550
파트론,091700,2011/12/23,500,14500
파트론,091700,2011/12/26,500,14800
파트론,091700,2011/12/27,500,14200
파트론,091700,2011/12/28,500,14200
파트론,091700,2011/12/29,500,14450
팜스코보통주,036580,2011/12/20,500,3840
팜스코보통주,036580,2011/12/21,500,3940
팜스코보통주,036580,2011/12/22,500,3920
팜스코보통주,036580,2011/12/23,500,3980
팜스코보통주,036580,2011/12/26,500,3975
팜스코보통주,036580,2011/12/27,500,4000
팜스코보통주,036580,2011/12/28,500,3990
팜스코보통주,036580,2011/12/29,500,4000
팜스토리,027710,2011/12/20,500,1195
팜스토리,027710,2011/12/21,500,1300
팜스토리,027710,2011/12/22,500,1255
팜스토리,027710,2011/12/23,500,1225
팜스토리,027710,2011/12/26,500,1225
팜스토리,027710,2011/12/27,500,1200
팜스토리,027710,2011/12/28,500,1210
팜스토리,027710,2011/12/29,500,1245
팜젠사이언스보통주,004720,2011/12/20,500,455
팜젠사이언스보통주,004720,2011/12/21,500,488
팜젠사이언스보통주,004720,2011/12/22,500,481
팜젠사이언스보통주,004720,2011/12/23,500,480
팜젠사이언스보통주,004720,2011/12/26,500,484
팜젠사이언스보통주,004720,2011/12/27,500,481
팜젠사이언스보통주,004720,2011/12/28,500,470
팜젠사이언스보통주,004720,2011/12/29,500,466
팬스타엔터프라이즈,054300,2011/12/20,500,1830
팬스타엔터프라이즈,054300,2011/12/21,500,1665
팬스타엔터프라이즈,054300,2011/12/22,500,1700
팬스타엔터프라이즈,054300,2011/12/23,500,1700
팬스타엔터프라이즈,054300,2011/12/26,500,1670
팬스타엔터프라이즈,054300,2011/12/27,500,1500
팬스타엔터프라이즈,054300,2011/12/28,500,1350
팬스타엔터프라이즈,054300,2011/12/29,500,1350
팬엔터테인먼트,068050,2011/12/20,500,3260
팬엔터테인먼트,068050,2011/12/21,500,3530
팬엔터테인먼트,068050,2011/12/22,500,3530
팬엔터테인먼트,068050,2011/12/23,500,3650
팬엔터테인먼트,068050,2011/12/26,500,3655
팬엔터테인먼트,068050,2011/12/27,500,3580
팬엔터테인먼트,068050,2011/12/28,500,3790
팬엔터테인먼트,068050,2011/12/29,500,3795
팬오션보통주,028670,2011/12/20,1000,5380
팬오션보통주,028670,2011/12/21,1000,5820
팬오션보통주,028670,2011/12/22,1000,5660
팬오션보통주,028670,2011/12/23,1000,5970
팬오션보통주,028670,2011/12/26,1000,5960
팬오션보통주,028670,2011/12/27,1000,5900
팬오션보통주,028670,2011/12/28,1000,6060
팬오션보통주,028670,2011/12/29,1000,6080
퍼스텍보통주,010820,2011/12/20,500,2305
퍼스텍보통주,010820,2011/12/21,500,2015
퍼스텍보통주,010820,2011/12/22,500,1960
퍼스텍보통주,010820,2011/12/23,500,1960
퍼스텍보통주,010820,2011/12/26,500,1935
퍼스텍보통주,010820,2011/12/27,500,1940
퍼스텍보통주,010820,2011/12/28,500,1990
퍼스텍보통주,010820,2011/12/29,500,1930
퍼시스보통주,016800,2011/12/20,1000,28700
퍼시스보통주,016800,2011/12/21,1000,30000
퍼시스보통주,016800,2011/12/22,1000,30100
퍼시스보통주,016800,2011/12/23,1000,29550
퍼시스보통주,016800,2011/12/26,1000,29550
퍼시스보통주,016800,2011/12/27,1000,29350
퍼시스보통주,016800,2011/12/28,1000,29350
퍼시스보통주,016800,2011/12/29,1000,29350
페이퍼코리아보통주,001020,2011/12/20,500,489
페이퍼코리아보통주,001020,2011/12/21,500,489
페이퍼코리아보통주,001020,2011/12/22,500,484
페이퍼코리아보통주,001020,2011/12/23,500,485
페이퍼코리아보통주,001020,2011/12/26,500,475
페이퍼코리아보통주,001020,2011/12/27,500,477
페이퍼코리아보통주,001020,2011/12/28,500,479
페이퍼코리아보통주,001020,2011/12/29,500,480
평산,089480,2011/12/20,500,805
평산,089480,2011/12/21,500,811
평산,089480,2011/12/22,500,807
평산,089480,2011/12/23,500,810
평산,089480,2011/12/26,500,792
평산,089480,2011/12/27,500,755
평산,089480,2011/12/28,500,780
평산,089480,2011/12/29,500,870
평산차업집단 KDR,950010,2011/12/20,0,1290
평산차업집단 KDR,950010,2011/12/21,0,1230
평산차업집단 KDR,950010,2011/12/22,0,1230
평산차업집단 KDR,950010,2011/12/23,0,1240
평산차업집단 KDR,950010,2011/12/26,0,1200
평산차업집단 KDR,950010,2011/12/27,0,1225
평산차업집단 KDR,950010,2011/12/28,0,1205
평산차업집단 KDR,950010,2011/12/29,0,1230
평안물산,037240,2011/12/20,500,353
평안물산,037240,2011/12/21,500,307
평안물산,037240,2011/12/22,500,353
평안물산,037240,2011/12/23,500,375
평안물산,037240,2011/12/26,500,357
평안물산,037240,2011/12/27,500,341
평안물산,037240,2011/12/28,500,325
평안물산,037240,2011/12/29,500,335
평화산업 주식회사 보통주,090080,2011/12/20,500,1385
평화산업 주식회사 보통주,090080,2011/12/21,500,1415
평화산업 주식회사 보통주,090080,2011/12/22,500,1395
평화산업 주식회사 보통주,090080,2011/12/23,500,1425
평화산업 주식회사 보통주,090080,2011/12/26,500,1430
평화산업 주식회사 보통주,090080,2011/12/27,500,1420
평화산업 주식회사 보통주,090080,2011/12/28,500,1405
평화산업 주식회사 보통주,090080,2011/12/29,500,1440
평화홀딩스보통주,010770,2011/12/20,500,2880
평화홀딩스보통주,010770,2011/12/21,500,2890
평화홀딩스보통주,010770,2011/12/22,500,2960
평화홀딩스보통주,010770,2011/12/23,500,2930
평화홀딩스보통주,010770,2011/12/26,500,2915
평화홀딩스보통주,010770,2011/12/27,500,2900
평화홀딩스보통주,010770,2011/12/28,500,2900
평화홀딩스보통주,010770,2011/12/29,500,2910
포메탈,119500,2011/12/20,500,19500
포메탈,119500,2011/12/21,500,20250
포메탈,119500,2011/12/22,500,19750
포메탈,119500,2011/12/23,500,19850
포메탈,119500,2011/12/26,500,19300
포메탈,119500,2011/12/27,500,18600
포메탈,119500,2011/12/28,500,18500
포메탈,119500,2011/12/29,500,18850
포스코스틸리온보통주,058430,2011/12/20,5000,17500
포스코스틸리온보통주,058430,2011/12/21,5000,17650
포스코스틸리온보통주,058430,2011/12/22,5000,17700
포스코스틸리온보통주,058430,2011/12/23,5000,17900
포스코스틸리온보통주,058430,2011/12/26,5000,18100
포스코스틸리온보통주,058430,2011/12/27,5000,17900
포스코스틸리온보통주,058430,2011/12/28,5000,17600
포스코스틸리온보통주,058430,2011/12/29,5000,17450
포스코아이씨티,022100,2011/12/20,500,9040
포스코아이씨티,022100,2011/12/21,500,9200
포스코아이씨티,022100,2011/12/22,500,9100
포스코아이씨티,022100,2011/12/23,500,8990
포스코아이씨티,022100,2011/12/26,500,8850
포스코아이씨티,022100,2011/12/27,500,8700
포스코아이씨티,022100,2011/12/28,500,8740
포스코아이씨티,022100,2011/12/29,500,8770
포스코엠텍,009520,2011/12/20,5000,74300
포스코엠텍,009520,2011/12/21,5000,75600
포스코엠텍,009520,2011/12/22,5000,76000
포스코엠텍,009520,2011/12/23,5000,78800
포스코엠텍,009520,2011/12/26,5000,78300
포스코엠텍,009520,2011/12/27,5000,77600
포스코엠텍,009520,2011/12/28,5000,75800
포스코엠텍,009520,2011/12/29,5000,75000
포스코인터내셔널보통주,047050,2011/12/20,5000,27600
포스코인터내셔널보통주,047050,2011/12/21,5000,28300
포스코인터내셔널보통주,047050,2011/12/22,5000,28400
포스코인터내셔널보통주,047050,2011/12/23,5000,28800
포스코인터내셔널보통주,047050,2011/12/26,5000,28400
포스코인터내셔널보통주,047050,2011/12/27,5000,28700
포스코인터내셔널보통주,047050,2011/12/28,5000,28750
포스코인터내셔널보통주,047050,2011/12/29,5000,28950
포스코켐텍,003670,2011/12/20,5000,181000
포스코켐텍,003670,2011/12/21,5000,183500
포스코켐텍,003670,2011/12/22,5000,181900
포스코켐텍,003670,2011/12/23,5000,182200
