회사명,거래소코드,회계년도,액면가(원),종가(원)
3노드디지탈그룹유한공사,900010,2010/12/20,0.1,1920
3노드디지탈그룹유한공사,900010,2010/12/21,0.1,1920
3노드디지탈그룹유한공사,900010,2010/12/22,0.1,1915
3노드디지탈그룹유한공사,900010,2010/12/23,0.1,1820
3노드디지탈그룹유한공사,900010,2010/12/24,0.1,1855
3노드디지탈그룹유한공사,900010,2010/12/27,0.1,1815
3노드디지탈그룹유한공사,900010,2010/12/28,0.1,1775
3노드디지탈그룹유한공사,900010,2010/12/29,0.1,1815
3노드디지탈그룹유한공사,900010,2010/12/30,0.1,1840
AK홀딩스보통주,006840,2010/12/20,5000,35300
AK홀딩스보통주,006840,2010/12/21,5000,36450
AK홀딩스보통주,006840,2010/12/22,5000,35650
AK홀딩스보통주,006840,2010/12/23,5000,35200
AK홀딩스보통주,006840,2010/12/24,5000,34950
AK홀딩스보통주,006840,2010/12/27,5000,35000
AK홀딩스보통주,006840,2010/12/28,5000,35700
AK홀딩스보통주,006840,2010/12/29,5000,34800
AK홀딩스보통주,006840,2010/12/30,5000,35200
BYC보통주,001460,2010/12/20,5000,161000
BYC보통주,001460,2010/12/21,5000,164000
BYC보통주,001460,2010/12/22,5000,162000
BYC보통주,001460,2010/12/23,5000,156500
BYC보통주,001460,2010/12/24,5000,156500
BYC보통주,001460,2010/12/27,5000,156000
BYC보통주,001460,2010/12/28,5000,159000
BYC보통주,001460,2010/12/29,5000,163000
BYC보통주,001460,2010/12/30,5000,161000
CJ보통주,001040,2010/12/20,5000,82800
CJ보통주,001040,2010/12/21,5000,83700
CJ보통주,001040,2010/12/22,5000,83400
CJ보통주,001040,2010/12/23,5000,81500
CJ보통주,001040,2010/12/24,5000,81100
CJ보통주,001040,2010/12/27,5000,78200
CJ보통주,001040,2010/12/28,5000,79300
CJ보통주,001040,2010/12/29,5000,79300
CJ보통주,001040,2010/12/30,5000,78900
CJ씨푸드보통주,011150,2010/12/20,500,2385
CJ씨푸드보통주,011150,2010/12/21,500,2405
CJ씨푸드보통주,011150,2010/12/22,500,2400
CJ씨푸드보통주,011150,2010/12/23,500,2370
CJ씨푸드보통주,011150,2010/12/24,500,2340
CJ씨푸드보통주,011150,2010/12/27,500,2360
CJ씨푸드보통주,011150,2010/12/28,500,2340
CJ씨푸드보통주,011150,2010/12/29,500,2315
CJ씨푸드보통주,011150,2010/12/30,500,2365
CMG제약,058820,2010/12/20,500,770
CMG제약,058820,2010/12/21,500,779
CMG제약,058820,2010/12/22,500,770
CMG제약,058820,2010/12/23,500,789
CMG제약,058820,2010/12/24,500,800
CMG제약,058820,2010/12/27,500,765
CMG제약,058820,2010/12/28,500,765
CMG제약,058820,2010/12/29,500,777
CMG제약,058820,2010/12/30,500,792
CS홀딩스보통주,000590,2010/12/20,5000,65600
CS홀딩스보통주,000590,2010/12/21,5000,66200
CS홀딩스보통주,000590,2010/12/22,5000,65400
CS홀딩스보통주,000590,2010/12/23,5000,65600
CS홀딩스보통주,000590,2010/12/24,5000,65800
CS홀딩스보통주,000590,2010/12/27,5000,66200
CS홀딩스보통주,000590,2010/12/28,5000,65400
CS홀딩스보통주,000590,2010/12/29,5000,64300
CS홀딩스보통주,000590,2010/12/30,5000,64200
DB Inc.보통주,012030,2010/12/20,5000,22600
DB Inc.보통주,012030,2010/12/21,5000,23500
DB Inc.보통주,012030,2010/12/22,5000,23250
DB Inc.보통주,012030,2010/12/23,5000,22700
DB Inc.보통주,012030,2010/12/24,5000,22200
DB Inc.보통주,012030,2010/12/27,5000,23000
DB Inc.보통주,012030,2010/12/28,5000,23200
DB Inc.보통주,012030,2010/12/29,5000,22900
DB Inc.보통주,012030,2010/12/30,5000,22800
DB금융투자보통주,016610,2010/12/20,5000,7760
DB금융투자보통주,016610,2010/12/21,5000,7800
DB금융투자보통주,016610,2010/12/22,5000,7680
DB금융투자보통주,016610,2010/12/23,5000,7650
DB금융투자보통주,016610,2010/12/24,5000,7560
DB금융투자보통주,016610,2010/12/27,5000,7470
DB금융투자보통주,016610,2010/12/28,5000,7560
DB금융투자보통주,016610,2010/12/29,5000,7720
DB금융투자보통주,016610,2010/12/30,5000,7800
DB손해보험보통주,005830,2010/12/20,500,42850
DB손해보험보통주,005830,2010/12/21,500,42800
DB손해보험보통주,005830,2010/12/22,500,40950
DB손해보험보통주,005830,2010/12/23,500,40800
DB손해보험보통주,005830,2010/12/24,500,41850
DB손해보험보통주,005830,2010/12/27,500,42300
DB손해보험보통주,005830,2010/12/28,500,41300
DB손해보험보통주,005830,2010/12/29,500,42150
DB손해보험보통주,005830,2010/12/30,500,45000
DB하이텍보통주,000990,2010/12/20,5000,10800
