회사명,거래소코드,회계년도,액면가(원),종가(원)
AJ네트웍스보통주,095570,2019/12/24,1000,4930
AJ네트웍스보통주,095570,2019/12/26,1000,5030
AJ네트웍스보통주,095570,2019/12/27,1000,4890
AJ네트웍스보통주,095570,2019/12/30,1000,4970
AK홀딩스보통주,006840,2019/12/24,5000,34500
AK홀딩스보통주,006840,2019/12/26,5000,34900
AK홀딩스보통주,006840,2019/12/27,5000,34850
AK홀딩스보통주,006840,2019/12/30,5000,34600
BGF리테일보통주,282330,2019/12/24,1000,165500
BGF리테일보통주,282330,2019/12/26,1000,165500
BGF리테일보통주,282330,2019/12/27,1000,168500
BGF리테일보통주,282330,2019/12/30,1000,169500
BGF보통주,027410,2019/12/24,1000,5530
BGF보통주,027410,2019/12/26,1000,5580
BGF보통주,027410,2019/12/27,1000,5600
BGF보통주,027410,2019/12/30,1000,5600
BNK금융지주보통주,138930,2019/12/24,5000,7850
BNK금융지주보통주,138930,2019/12/26,5000,7770
BNK금융지주보통주,138930,2019/12/27,5000,7620
BNK금융지주보통주,138930,2019/12/30,5000,7660
BYC보통주,001460,2019/12/24,5000,233500
BYC보통주,001460,2019/12/26,5000,235500
BYC보통주,001460,2019/12/27,5000,237000
BYC보통주,001460,2019/12/30,5000,236500
CJ보통주,001040,2019/12/24,5000,96000
CJ보통주,001040,2019/12/26,5000,97000
CJ보통주,001040,2019/12/27,5000,96400
CJ보통주,001040,2019/12/30,5000,96600
CJ씨푸드보통주,011150,2019/12/24,500,2540
CJ씨푸드보통주,011150,2019/12/26,500,2560
CJ씨푸드보통주,011150,2019/12/27,500,2610
CJ씨푸드보통주,011150,2019/12/30,500,2695
CMG제약,058820,2019/12/24,500,4000
CMG제약,058820,2019/12/26,500,3980
CMG제약,058820,2019/12/27,500,4080
CMG제약,058820,2019/12/30,500,4250
CS홀딩스보통주,000590,2019/12/24,5000,57500
CS홀딩스보통주,000590,2019/12/26,5000,57800
CS홀딩스보통주,000590,2019/12/27,5000,58000
CS홀딩스보통주,000590,2019/12/30,5000,58500
DB Inc.보통주,012030,2019/12/24,500,852
DB Inc.보통주,012030,2019/12/26,500,854
DB Inc.보통주,012030,2019/12/27,500,882
DB Inc.보통주,012030,2019/12/30,500,880
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2019/12/24,0,8860
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2019/12/26,0,8860
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2019/12/27,0,8980
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2019/12/30,0,8945
DB금융투자보통주,016610,2019/12/24,5000,4400
DB금융투자보통주,016610,2019/12/26,5000,4440
DB금융투자보통주,016610,2019/12/27,5000,4250
DB금융투자보통주,016610,2019/12/30,5000,4235
DB손해보험보통주,005830,2019/12/24,500,54500
DB손해보험보통주,005830,2019/12/26,500,54500
DB손해보험보통주,005830,2019/12/27,500,52800
DB손해보험보통주,005830,2019/12/30,500,52300
DB하이텍보통주,000990,2019/12/24,5000,26650
DB하이텍보통주,000990,2019/12/26,5000,26650
DB하이텍보통주,000990,2019/12/27,5000,28150
DB하이텍보통주,000990,2019/12/30,5000,27600
DGB금융지주보통주,139130,2019/12/24,5000,7390
DGB금융지주보통주,139130,2019/12/26,5000,7460
DGB금융지주보통주,139130,2019/12/27,5000,7150
DGB금융지주보통주,139130,2019/12/30,5000,7120
DI동일보통주,001530,2019/12/24,5000,74900
DI동일보통주,001530,2019/12/26,5000,75400
DI동일보통주,001530,2019/12/27,5000,74000
DI동일보통주,001530,2019/12/30,5000,74100
DL건설보통주,001880,2019/12/24,5000,20350
DL건설보통주,001880,2019/12/26,5000,20000
DL건설보통주,001880,2019/12/27,5000,19600
DL건설보통주,001880,2019/12/30,5000,19850
DL보통주,000210,2019/12/24,5000,91000
DL보통주,000210,2019/12/26,5000,90800
DL보통주,000210,2019/12/27,5000,88800
DL보통주,000210,2019/12/30,5000,90500
DSR보통주,155660,2019/12/24,500,4370
DSR보통주,155660,2019/12/26,500,4545
DSR보통주,155660,2019/12/27,500,4600
DSR보통주,155660,2019/12/30,500,4590
DSR제강보통주,069730,2019/12/24,500,4490
DSR제강보통주,069730,2019/12/26,500,4550
DSR제강보통주,069730,2019/12/27,500,4550
DSR제강보통주,069730,2019/12/30,500,4550
E1보통주,017940,2019/12/24,5000,48800
E1보통주,017940,2019/12/26,5000,49300
E1보통주,017940,2019/12/27,5000,48200
E1보통주,017940,2019/12/30,5000,48300
ES큐브,050120,2019/12/24,500,813
ES큐브,050120,2019/12/26,500,845
ES큐브,050120,2019/12/27,500,841
ES큐브,050120,2019/12/30,500,852
F&F홀딩스,007700,2019/12/24,500,106000
F&F홀딩스,007700,2019/12/26,500,108500
F&F홀딩스,007700,2019/12/27,500,112500
F&F홀딩스,007700,2019/12/30,500,112000
GS건설보통주,006360,2019/12/24,5000,31650
GS건설보통주,006360,2019/12/26,5000,31900
GS건설보통주,006360,2019/12/27,5000,30900
GS건설보통주,006360,2019/12/30,5000,31050
GS보통주,078930,2019/12/24,5000,53200
GS보통주,078930,2019/12/26,5000,53200
GS보통주,078930,2019/12/27,5000,52200
GS보통주,078930,2019/12/30,5000,51600
HDC보통주,012630,2019/12/24,5000,10850
HDC보통주,012630,2019/12/26,5000,11050
