회사명,거래소코드,회계년도,액면가(원),종가(원)
AJ네트웍스보통주,095570,2018/12/24,1000,4315
AJ네트웍스보통주,095570,2018/12/26,1000,4310
AJ네트웍스보통주,095570,2018/12/27,1000,4415
AJ네트웍스보통주,095570,2018/12/28,1000,4505
AK홀딩스보통주,006840,2018/12/24,5000,54300
AK홀딩스보통주,006840,2018/12/26,5000,53600
AK홀딩스보통주,006840,2018/12/27,5000,54500
AK홀딩스보통주,006840,2018/12/28,5000,54000
BGF리테일보통주,282330,2018/12/24,1000,210500
BGF리테일보통주,282330,2018/12/26,1000,210000
BGF리테일보통주,282330,2018/12/27,1000,203000
BGF리테일보통주,282330,2018/12/28,1000,204000
BGF보통주,027410,2018/12/24,1000,8370
BGF보통주,027410,2018/12/26,1000,8160
BGF보통주,027410,2018/12/27,1000,8110
BGF보통주,027410,2018/12/28,1000,8070
BNK금융지주보통주,138930,2018/12/24,5000,7670
BNK금융지주보통주,138930,2018/12/26,5000,7600
BNK금융지주보통주,138930,2018/12/27,5000,7350
BNK금융지주보통주,138930,2018/12/28,5000,7330
BYC보통주,001460,2018/12/24,5000,245000
BYC보통주,001460,2018/12/26,5000,248500
BYC보통주,001460,2018/12/27,5000,246000
BYC보통주,001460,2018/12/28,5000,246000
CJ보통주,001040,2018/12/24,5000,134000
CJ보통주,001040,2018/12/26,5000,131500
CJ보통주,001040,2018/12/27,5000,120500
CJ보통주,001040,2018/12/28,5000,121500
CJ씨푸드보통주,011150,2018/12/24,500,2355
CJ씨푸드보통주,011150,2018/12/26,500,2265
CJ씨푸드보통주,011150,2018/12/27,500,2270
CJ씨푸드보통주,011150,2018/12/28,500,2320
CMG제약,058820,2018/12/24,500,4090
CMG제약,058820,2018/12/26,500,4100
CMG제약,058820,2018/12/27,500,4150
CMG제약,058820,2018/12/28,500,4235
CS홀딩스보통주,000590,2018/12/24,5000,65200
CS홀딩스보통주,000590,2018/12/26,5000,64500
CS홀딩스보통주,000590,2018/12/27,5000,63700
CS홀딩스보통주,000590,2018/12/28,5000,63900
DB Inc.보통주,012030,2018/12/24,500,823
DB Inc.보통주,012030,2018/12/26,500,809
DB Inc.보통주,012030,2018/12/27,500,830
DB Inc.보통주,012030,2018/12/28,500,831
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2018/12/24,0,8410
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2018/12/26,0,8210
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2018/12/27,0,8405
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2018/12/28,0,8515
DB금융투자보통주,016610,2018/12/24,5000,4560
DB금융투자보통주,016610,2018/12/26,5000,4655
