회사명,거래소코드,회계년도,액면가(원),종가(원)
테크엘,064520,2013/01/02,500,1425
테크윙,089030,2013/01/02,500,6150
텔레칩스,054450,2013/01/02,500,4260
텔레필드,091440,2013/01/02,500,1765
텔코웨어 보통주,078000,2013/01/02,500,11350
토비스,051360,2013/01/02,500,5040
토탈소프트뱅크,045340,2013/01/02,500,2715
톱텍,108230,2013/01/02,500,17000
투비소프트,079970,2013/01/02,500,5760
트레이스,052290,2013/01/02,500,3460
특수건설,026150,2013/01/02,500,4225
티비씨,033830,2013/01/02,5000,6070
티사이언티픽,057680,2013/01/02,500,2685
티씨케이,064760,2013/01/02,500,7200
티에스넥스젠,043220,2013/01/02,500,1325
티에스엠텍,066350,2013/01/02,500,6030
티에스이,131290,2013/01/02,500,7040
티에이치엔보통주,019180,2013/01/02,500,1885
티엘아이,062860,2013/01/02,500,6880
티와이엠보통주,002900,2013/01/02,5000,12250
티웨이홀딩스보통주,004870,2013/01/02,500,2075
티이씨앤코보통주,008900,2013/01/02,500,632
티제이미디어,032540,2013/01/02,500,3360
티케이지애강,022220,2013/01/02,500,1825
티케이지휴켐스보통주,069260,2013/01/02,1000,25600
티케이케미칼,104480,2013/01/02,500,1835
티플랙스,081150,2013/01/02,500,1965
티피씨,130740,2013/01/02,500,2580
티피씨메카트로닉스,048770,2013/01/02,500,1860
팅크웨어,084730,2013/01/02,500,18700
파나진,046210,2013/01/02,500,2600
파나케이아,058530,2013/01/02,500,1920
파라다이스,034230,2013/01/02,500,18000
파라텍,033540,2013/01/02,500,2720
파루,043200,2013/01/02,500,2230
파미셀보통주,005690,2013/01/02,500,5050
파브코 (보통주),101990,2013/01/02,500,1235
파세코,037070,2013/01/02,500,2260
파워로직스,047310,2013/01/02,500,4035
파인디앤씨,049120,2013/01/02,500,2655
파인디지털,038950,2013/01/02,500,8120
파인테크닉스,106240,2013/01/02,500,4400
파커스,065690,2013/01/02,500,4330
파트론,091700,2013/01/02,500,19400
팜스코보통주,036580,2013/01/02,500,4245
팜스토리,027710,2013/01/02,500,1200
팜젠사이언스보통주,004720,2013/01/02,500,735
팬스타엔터프라이즈,054300,2013/01/02,500,678
팬엔터테인먼트,068050,2013/01/02,500,4785
팬오션보통주,028670,2013/01/02,1000,4830
퍼스텍보통주,010820,2013/01/02,500,1880
퍼시스보통주,016800,2013/01/02,1000,25800
페이퍼코리아보통주,001020,2013/01/02,500,732
평산차업집단 KDR,950010,2013/01/02,0,1625
평화산업 주식회사 보통주,090080,2013/01/02,500,1900
