회사명,거래소코드,회계년도,액면가(원),종가(원)
AJ네트웍스보통주,095570,2017/12/26,1000,6940
AJ네트웍스보통주,095570,2017/12/27,1000,7000
AJ네트웍스보통주,095570,2017/12/28,1000,6970
AK홀딩스보통주,006840,2017/12/26,5000,65400
AK홀딩스보통주,006840,2017/12/27,5000,67900
AK홀딩스보통주,006840,2017/12/28,5000,68500
BGF리테일보통주,282330,2017/12/26,1000,219000
BGF리테일보통주,282330,2017/12/27,1000,212500
BGF리테일보통주,282330,2017/12/28,1000,210000
BGF보통주,027410,2017/12/26,1000,14550
BGF보통주,027410,2017/12/27,1000,14350
BGF보통주,027410,2017/12/28,1000,15250
BNK금융지주보통주,138930,2017/12/26,5000,9560
BNK금융지주보통주,138930,2017/12/27,5000,9340
BNK금융지주보통주,138930,2017/12/28,5000,9420
BYC보통주,001460,2017/12/26,5000,310500
BYC보통주,001460,2017/12/27,5000,306500
BYC보통주,001460,2017/12/28,5000,306000
CJ보통주,001040,2017/12/26,5000,179500
CJ보통주,001040,2017/12/27,5000,177500
CJ보통주,001040,2017/12/28,5000,181500
CJ씨푸드보통주,011150,2017/12/26,500,2835
CJ씨푸드보통주,011150,2017/12/27,500,2840
CJ씨푸드보통주,011150,2017/12/28,500,2875
CMG제약,058820,2017/12/26,500,6030
CMG제약,058820,2017/12/27,500,6190
CMG제약,058820,2017/12/28,500,6240
CS홀딩스보통주,000590,2017/12/26,5000,80800
CS홀딩스보통주,000590,2017/12/27,5000,80100
CS홀딩스보통주,000590,2017/12/28,5000,80200
DB Inc.보통주,012030,2017/12/26,500,650
DB Inc.보통주,012030,2017/12/27,500,650
DB Inc.보통주,012030,2017/12/28,500,658
DB금융투자보통주,016610,2017/12/26,5000,3970
DB금융투자보통주,016610,2017/12/27,5000,3955
DB금융투자보통주,016610,2017/12/28,5000,4005
DB손해보험보통주,005830,2017/12/26,500,73000
DB손해보험보통주,005830,2017/12/27,500,70600
DB손해보험보통주,005830,2017/12/28,500,71200
DB하이텍보통주,000990,2017/12/26,5000,11600
DB하이텍보통주,000990,2017/12/27,5000,11850
DB하이텍보통주,000990,2017/12/28,5000,12000
DGB금융지주보통주,139130,2017/12/26,5000,10700
DGB금융지주보통주,139130,2017/12/27,5000,10650
DGB금융지주보통주,139130,2017/12/28,5000,10550
DI동일보통주,001530,2017/12/26,5000,54700
DI동일보통주,001530,2017/12/27,5000,53700
DI동일보통주,001530,2017/12/28,5000,53700
DL건설보통주,001880,2017/12/26,5000,15550
DL건설보통주,001880,2017/12/27,5000,15300
DL건설보통주,001880,2017/12/28,5000,15000
DL보통주,000210,2017/12/26,5000,81400
DL보통주,000210,2017/12/27,5000,80400
DL보통주,000210,2017/12/28,5000,82400
DSR보통주,155660,2017/12/26,500,5030
DSR보통주,155660,2017/12/27,500,5090
DSR보통주,155660,2017/12/28,500,5170
DSR제강보통주,069730,2017/12/26,500,5030
DSR제강보통주,069730,2017/12/27,500,5060
DSR제강보통주,069730,2017/12/28,500,5240
E1보통주,017940,2017/12/26,5000,57600
E1보통주,017940,2017/12/27,5000,56600
E1보통주,017940,2017/12/28,5000,56900
ES큐브,050120,2017/12/26,500,913
ES큐브,050120,2017/12/27,500,971
ES큐브,050120,2017/12/28,500,1030
F&F홀딩스,007700,2017/12/26,500,41750
F&F홀딩스,007700,2017/12/27,500,42650
F&F홀딩스,007700,2017/12/28,500,41950
GS건설보통주,006360,2017/12/26,5000,27050
GS건설보통주,006360,2017/12/27,5000,27350
GS건설보통주,006360,2017/12/28,5000,28300
GS보통주,078930,2017/12/26,5000,62400
GS보통주,078930,2017/12/27,5000,61800
GS보통주,078930,2017/12/28,5000,62200
HDC보통주,012630,2017/12/26,5000,39100
HDC보통주,012630,2017/12/27,5000,38150
HDC보통주,012630,2017/12/28,5000,38550
HJ중공업보통주,097230,2017/12/26,5000,3195
HJ중공업보통주,097230,2017/12/27,5000,3085
HJ중공업보통주,097230,2017/12/28,5000,3310
IHQ보통주,003560,2017/12/26,500,2400
IHQ보통주,003560,2017/12/27,500,2410
IHQ보통주,003560,2017/12/28,500,2540
JB금융지주보통주,175330,2017/12/26,5000,6120
JB금융지주보통주,175330,2017/12/27,5000,6090
JB금융지주보통주,175330,2017/12/28,5000,6070
JW생명과학보통주,234080,2017/12/26,5000,41500
JW생명과학보통주,234080,2017/12/27,5000,42250
JW생명과학보통주,234080,2017/12/28,5000,42100
JW중외제약보통주,001060,2017/12/26,2500,43850
JW중외제약보통주,001060,2017/12/27,2500,43950
JW중외제약보통주,001060,2017/12/28,2500,45300
JW홀딩스 보통주,096760,2017/12/26,500,7900
JW홀딩스 보통주,096760,2017/12/27,500,8110
JW홀딩스 보통주,096760,2017/12/28,500,8370
KB KBSTAR 200선물레버리지증권상장지수투자신탁(주식-파생형),252400,2017/12/26,0,15280
KB KBSTAR 200선물레버리지증권상장지수투자신탁(주식-파생형),252400,2017/12/27,0,15615
KB KBSTAR 200선물레버리지증권상장지수투자신탁(주식-파생형),252400,2017/12/28,0,16010
KB KBSTAR 200선물인버스2X증권상장지수투자신탁(주식-파생형),252420,2017/12/26,0,6105
KB KBSTAR 200선물인버스2X증권상장지수투자신탁(주식-파생형),252420,2017/12/27,0,5975
KB KBSTAR 200선물인버스2X증권상장지수투자신탁(주식-파생형),252420,2017/12/28,0,5820
KB KBSTAR 200선물인버스증권상장지수투자신탁(주식-파생형),252410,2017/12/26,0,7910
KB KBSTAR 200선물인버스증권상장지수투자신탁(주식-파생형),252410,2017/12/27,0,7850
KB KBSTAR 200선물인버스증권상장지수투자신탁(주식-파생형),252410,2017/12/28,0,7730
KB KBSTAR 국고채3년선물인버스증권상장지수투자신탁(채권-파생형),282000,2017/12/26,0,99970
KB KBSTAR 국고채3년선물인버스증권상장지수투자신탁(채권-파생형),282000,2017/12/27,0,100065
KB KBSTAR 국고채3년선물인버스증권상장지수투자신탁(채권-파생형),282000,2017/12/28,0,100045
KB KBSTAR 글로벌4차산업IT증권상장지수투자신탁(주식-파생형)(합성 H),276650,2017/12/26,0,11120
KB KBSTAR 글로벌4차산업IT증권상장지수투자신탁(주식-파생형)(합성 H),276650,2017/12/27,0,11060
KB KBSTAR 글로벌4차산업IT증권상장지수투자신탁(주식-파생형)(합성 H),276650,2017/12/28,0,11100
KB KBSTAR 단기국공채액티브증권상장지수투자신탁(채권),272560,2017/12/26,0,100470
KB KBSTAR 단기국공채액티브증권상장지수투자신탁(채권),272560,2017/12/27,0,100035
KB KBSTAR 단기국공채액티브증권상장지수투자신탁(채권),272560,2017/12/28,0,100045
KB KBSTAR 단기통안채증권상장지수투자신탁(채권),196230,2017/12/26,0,104150
KB KBSTAR 단기통안채증권상장지수투자신탁(채권),196230,2017/12/27,0,102850
KB KBSTAR 단기통안채증권상장지수투자신탁(채권),196230,2017/12/28,0,102865
KB KBSTAR 미국S&P원유생산기업증권상장지수투자신탁(주식-파생형)(합성 H),219390,2017/12/26,0,7125
KB KBSTAR 미국S&P원유생산기업증권상장지수투자신탁(주식-파생형)(합성 H),219390,2017/12/27,0,7240
KB KBSTAR 미국S&P원유생산기업증권상장지수투자신탁(주식-파생형)(합성 H),219390,2017/12/28,0,7235
KB KBSTAR 미국장기국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성 H),267490,2017/12/26,0,10050
KB KBSTAR 미국장기국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성 H),267490,2017/12/27,0,10135
KB KBSTAR 미국장기국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성 H),267490,2017/12/28,0,10300
KB KBSTAR 미국장기국채선물인버스2X증권상장지수투자신탁(채권-파생형)(합성 H),267500,2017/12/26,0,9715
