회사명,거래소코드,회계년도,액면가(원),종가(원)
3노드디지탈그룹유한공사,900010,2011/12/20,0.1,875
3노드디지탈그룹유한공사,900010,2011/12/21,0.1,922
3노드디지탈그룹유한공사,900010,2011/12/22,0.1,915
3노드디지탈그룹유한공사,900010,2011/12/23,0.1,926
3노드디지탈그룹유한공사,900010,2011/12/26,0.1,925
3노드디지탈그룹유한공사,900010,2011/12/27,0.1,901
3노드디지탈그룹유한공사,900010,2011/12/28,0.1,891
3노드디지탈그룹유한공사,900010,2011/12/29,0.1,912
AK홀딩스보통주,006840,2011/12/20,5000,36050
AK홀딩스보통주,006840,2011/12/21,5000,35400
AK홀딩스보통주,006840,2011/12/22,5000,36350
AK홀딩스보통주,006840,2011/12/23,5000,37300
AK홀딩스보통주,006840,2011/12/26,5000,37100
AK홀딩스보통주,006840,2011/12/27,5000,36300
AK홀딩스보통주,006840,2011/12/28,5000,36500
AK홀딩스보통주,006840,2011/12/29,5000,36500
BNK금융지주보통주,138930,2011/12/20,5000,10550
BNK금융지주보통주,138930,2011/12/21,5000,11100
BNK금융지주보통주,138930,2011/12/22,5000,11100
BNK금융지주보통주,138930,2011/12/23,5000,11150
BNK금융지주보통주,138930,2011/12/26,5000,11050
BNK금융지주보통주,138930,2011/12/27,5000,11250
BNK금융지주보통주,138930,2011/12/28,5000,11000
BNK금융지주보통주,138930,2011/12/29,5000,11050
BYC보통주,001460,2011/12/20,5000,154000
BYC보통주,001460,2011/12/21,5000,154000
BYC보통주,001460,2011/12/22,5000,154500
BYC보통주,001460,2011/12/23,5000,151000
BYC보통주,001460,2011/12/26,5000,152000
BYC보통주,001460,2011/12/27,5000,153500
BYC보통주,001460,2011/12/28,5000,153500
BYC보통주,001460,2011/12/29,5000,154000
CJ보통주,001040,2011/12/20,5000,75800
CJ보통주,001040,2011/12/21,5000,76000
CJ보통주,001040,2011/12/22,5000,76100
CJ보통주,001040,2011/12/23,5000,76400
CJ보통주,001040,2011/12/26,5000,76500
CJ보통주,001040,2011/12/27,5000,75900
CJ보통주,001040,2011/12/28,5000,74900
CJ보통주,001040,2011/12/29,5000,77000
CJ씨푸드보통주,011150,2011/12/20,500,2595
CJ씨푸드보통주,011150,2011/12/21,500,2615
CJ씨푸드보통주,011150,2011/12/22,500,2600
CJ씨푸드보통주,011150,2011/12/23,500,2685
CJ씨푸드보통주,011150,2011/12/26,500,2700
CJ씨푸드보통주,011150,2011/12/27,500,2620
CJ씨푸드보통주,011150,2011/12/28,500,2700
CJ씨푸드보통주,011150,2011/12/29,500,2700
CMG제약,058820,2011/12/20,500,621
CMG제약,058820,2011/12/21,500,628
CMG제약,058820,2011/12/22,500,674
CMG제약,058820,2011/12/23,500,697
CMG제약,058820,2011/12/26,500,670
CMG제약,058820,2011/12/27,500,594
CMG제약,058820,2011/12/28,500,683
CMG제약,058820,2011/12/29,500,785
CS홀딩스보통주,000590,2011/12/20,5000,33300
CS홀딩스보통주,000590,2011/12/21,5000,33900
CS홀딩스보통주,000590,2011/12/22,5000,33900
CS홀딩스보통주,000590,2011/12/23,5000,34850
CS홀딩스보통주,000590,2011/12/26,5000,34150
CS홀딩스보통주,000590,2011/12/27,5000,33750
CS홀딩스보통주,000590,2011/12/28,5000,33900
CS홀딩스보통주,000590,2011/12/29,5000,35400
DB Inc.보통주,012030,2011/12/20,5000,11150
DB Inc.보통주,012030,2011/12/21,5000,11500
DB Inc.보통주,012030,2011/12/22,5000,11200
DB Inc.보통주,012030,2011/12/23,5000,11450
DB Inc.보통주,012030,2011/12/26,5000,11550
DB Inc.보통주,012030,2011/12/27,5000,11200
DB Inc.보통주,012030,2011/12/28,5000,10950
DB Inc.보통주,012030,2011/12/29,5000,10900
DB금융투자보통주,016610,2011/12/20,5000,3950
DB금융투자보통주,016610,2011/12/21,5000,4010
DB금융투자보통주,016610,2011/12/22,5000,4025
DB금융투자보통주,016610,2011/12/23,5000,4045
DB금융투자보통주,016610,2011/12/26,5000,4080
DB금융투자보통주,016610,2011/12/27,5000,4105
DB금융투자보통주,016610,2011/12/28,5000,4120
DB금융투자보통주,016610,2011/12/29,5000,4200
DB손해보험보통주,005830,2011/12/20,500,49550
DB손해보험보통주,005830,2011/12/21,500,52500
DB손해보험보통주,005830,2011/12/22,500,53000
DB손해보험보통주,005830,2011/12/23,500,53100
DB손해보험보통주,005830,2011/12/26,500,53500
DB손해보험보통주,005830,2011/12/27,500,53300
DB손해보험보통주,005830,2011/12/28,500,53100
DB손해보험보통주,005830,2011/12/29,500,53400
DB하이텍보통주,000990,2011/12/20,5000,7620
DB하이텍보통주,000990,2011/12/21,5000,7680
DB하이텍보통주,000990,2011/12/22,5000,7610
DB하이텍보통주,000990,2011/12/23,5000,7630
DB하이텍보통주,000990,2011/12/26,5000,7500
DB하이텍보통주,000990,2011/12/27,5000,7180
DB하이텍보통주,000990,2011/12/28,5000,7320
DB하이텍보통주,000990,2011/12/29,5000,7250
DGB금융지주보통주,139130,2011/12/20,5000,12350
DGB금융지주보통주,139130,2011/12/21,5000,12900
DGB금융지주보통주,139130,2011/12/22,5000,12900
DGB금융지주보통주,139130,2011/12/23,5000,13150
DGB금융지주보통주,139130,2011/12/26,5000,13150
DGB금융지주보통주,139130,2011/12/27,5000,13150
DGB금융지주보통주,139130,2011/12/28,5000,13000
DGB금융지주보통주,139130,2011/12/29,5000,12900
DI동일보통주,001530,2011/12/20,5000,49000
DI동일보통주,001530,2011/12/21,5000,48950
DI동일보통주,001530,2011/12/22,5000,48950
DI동일보통주,001530,2011/12/23,5000,49600
DI동일보통주,001530,2011/12/26,5000,49800
DI동일보통주,001530,2011/12/27,5000,49500
DI동일보통주,001530,2011/12/28,5000,49000
DI동일보통주,001530,2011/12/29,5000,49000
DL건설보통주,001880,2011/12/20,5000,1660
DL건설보통주,001880,2011/12/21,5000,1685
DL건설보통주,001880,2011/12/22,5000,1720
DL건설보통주,001880,2011/12/23,5000,1735
DL건설보통주,001880,2011/12/26,5000,1715
DL건설보통주,001880,2011/12/27,5000,1660
DL건설보통주,001880,2011/12/28,5000,1650
DL건설보통주,001880,2011/12/29,5000,1650
DL보통주,000210,2011/12/20,5000,86600
DL보통주,000210,2011/12/21,5000,90800
DL보통주,000210,2011/12/22,5000,90500
DL보통주,000210,2011/12/23,5000,90800
DL보통주,000210,2011/12/26,5000,90800
DL보통주,000210,2011/12/27,5000,89800
DL보통주,000210,2011/12/28,5000,88700
DL보통주,000210,2011/12/29,5000,89800
DSR제강보통주,069730,2011/12/20,500,3125
DSR제강보통주,069730,2011/12/21,500,3240
DSR제강보통주,069730,2011/12/22,500,3285
DSR제강보통주,069730,2011/12/23,500,3350
DSR제강보통주,069730,2011/12/26,500,3365
DSR제강보통주,069730,2011/12/27,500,3350
DSR제강보통주,069730,2011/12/28,500,3320
DSR제강보통주,069730,2011/12/29,500,3320
E1보통주,017940,2011/12/20,5000,53000
E1보통주,017940,2011/12/21,5000,52900
E1보통주,017940,2011/12/22,5000,53200
E1보통주,017940,2011/12/23,5000,53100
E1보통주,017940,2011/12/26,5000,53700
E1보통주,017940,2011/12/27,5000,54900
E1보통주,017940,2011/12/28,5000,54000
E1보통주,017940,2011/12/29,5000,53100
ES큐브,050120,2011/12/20,500,2085
ES큐브,050120,2011/12/21,500,2105
ES큐브,050120,2011/12/22,500,2080
ES큐브,050120,2011/12/23,500,2160
ES큐브,050120,2011/12/26,500,2130
ES큐브,050120,2011/12/27,500,2085
ES큐브,050120,2011/12/28,500,2140
ES큐브,050120,2011/12/29,500,2120
F&F홀딩스,007700,2011/12/20,500,6400
F&F홀딩스,007700,2011/12/21,500,6550
F&F홀딩스,007700,2011/12/22,500,6670
F&F홀딩스,007700,2011/12/23,500,6800
F&F홀딩스,007700,2011/12/26,500,6700
F&F홀딩스,007700,2011/12/27,500,6660
F&F홀딩스,007700,2011/12/28,500,6700
F&F홀딩스,007700,2011/12/29,500,6700
GS건설보통주,006360,2011/12/20,5000,86200
GS건설보통주,006360,2011/12/21,5000,92800
GS건설보통주,006360,2011/12/22,5000,94000
GS건설보통주,006360,2011/12/23,5000,93800
GS건설보통주,006360,2011/12/26,5000,92800
GS건설보통주,006360,2011/12/27,5000,92000
GS건설보통주,006360,2011/12/28,5000,92500
GS건설보통주,006360,2011/12/29,5000,92100
GS보통주,078930,2011/12/20,5000,50700
GS보통주,078930,2011/12/21,5000,52200
GS보통주,078930,2011/12/22,5000,51800
GS보통주,078930,2011/12/23,5000,52100
GS보통주,078930,2011/12/26,5000,51800
GS보통주,078930,2011/12/27,5000,51000
GS보통주,078930,2011/12/28,5000,49750
GS보통주,078930,2011/12/29,5000,50700
HDC보통주,012630,2011/12/20,5000,16750
HDC보통주,012630,2011/12/21,5000,17800
HDC보통주,012630,2011/12/22,5000,17400
HDC보통주,012630,2011/12/23,5000,18050
HDC보통주,012630,2011/12/26,5000,18150
HDC보통주,012630,2011/12/27,5000,17700
HDC보통주,012630,2011/12/28,5000,17200
HDC보통주,012630,2011/12/29,5000,16800
HJ중공업보통주,097230,2011/12/20,5000,20850
HJ중공업보통주,097230,2011/12/21,5000,21500
HJ중공업보통주,097230,2011/12/22,5000,20150
HJ중공업보통주,097230,2011/12/23,5000,19700
HJ중공업보통주,097230,2011/12/26,5000,18550
HJ중공업보통주,097230,2011/12/27,5000,18300
HJ중공업보통주,097230,2011/12/28,5000,18600
HJ중공업보통주,097230,2011/12/29,5000,18550
IHQ보통주,003560,2011/12/20,500,3650
IHQ보통주,003560,2011/12/21,500,3620
IHQ보통주,003560,2011/12/22,500,3545
IHQ보통주,003560,2011/12/23,500,3450
IHQ보통주,003560,2011/12/26,500,3635
IHQ보통주,003560,2011/12/27,500,3535
IHQ보통주,003560,2011/12/28,500,3730
IHQ보통주,003560,2011/12/29,500,3815
JW중외제약보통주,001060,2011/12/20,2500,14000
JW중외제약보통주,001060,2011/12/21,2500,14700
JW중외제약보통주,001060,2011/12/22,2500,14950
JW중외제약보통주,001060,2011/12/23,2500,14850
JW중외제약보통주,001060,2011/12/26,2500,14900
JW중외제약보통주,001060,2011/12/27,2500,14800
JW중외제약보통주,001060,2011/12/28,2500,14350
JW중외제약보통주,001060,2011/12/29,2500,14250
JW홀딩스 보통주,096760,2011/12/20,500,2430
JW홀딩스 보통주,096760,2011/12/21,500,2535
JW홀딩스 보통주,096760,2011/12/22,500,2535
JW홀딩스 보통주,096760,2011/12/23,500,2505
JW홀딩스 보통주,096760,2011/12/26,500,2495
JW홀딩스 보통주,096760,2011/12/27,500,2475
JW홀딩스 보통주,096760,2011/12/28,500,2370
JW홀딩스 보통주,096760,2011/12/29,500,2395
