회사명,거래소코드,회계년도,액면가(원),종가(원)
AJ네트웍스보통주,095570,2019/01/02,1000,4530
AK홀딩스보통주,006840,2019/01/02,5000,51900
BGF리테일보통주,282330,2019/01/02,1000,205500
BGF보통주,027410,2019/01/02,1000,7960
BNK금융지주보통주,138930,2019/01/02,5000,7000
BYC보통주,001460,2019/01/02,5000,256000
CJ보통주,001040,2019/01/02,5000,116000
CJ씨푸드보통주,011150,2019/01/02,500,2315
CMG제약,058820,2019/01/02,500,4165
CS홀딩스보통주,000590,2019/01/02,5000,63600
DB Inc.보통주,012030,2019/01/02,500,830
DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],292340,2019/01/02,0,8330
DB금융투자보통주,016610,2019/01/02,5000,4320
DB손해보험보통주,005830,2019/01/02,500,69500
DB하이텍보통주,000990,2019/01/02,5000,10500
DGB금융지주보통주,139130,2019/01/02,5000,8050
DI동일보통주,001530,2019/01/02,5000,58500
DL건설보통주,001880,2019/01/02,5000,14050
DL보통주,000210,2019/01/02,5000,96400
DSR보통주,155660,2019/01/02,500,3920
DSR제강보통주,069730,2019/01/02,500,4210
E1보통주,017940,2019/01/02,5000,55100
ES큐브,050120,2019/01/02,500,680
F&F홀딩스,007700,2019/01/02,500,40100
GS건설보통주,006360,2019/01/02,5000,42150
GS보통주,078930,2019/01/02,5000,48500
HDC보통주,012630,2019/01/02,5000,16550
HDC현대산업개발보통주,294870,2019/01/02,5000,48450
HJ중공업보통주,097230,2019/01/02,5000,1590
IHQ보통주,003560,2019/01/02,500,1870
JB금융지주보통주,175330,2019/01/02,5000,5540
JW생명과학보통주,234080,2019/01/02,2500,22150
JW중외제약보통주,001060,2019/01/02,2500,41000
JW홀딩스 보통주,096760,2019/01/02,500,7190
KB KBSTAR 200선물레버리지증권상장지수투자신탁(주식-파생형),252400,2019/01/02,0,10080
KB KBSTAR 200선물인버스2X증권상장지수투자신탁(주식-파생형),252420,2019/01/02,0,8495
KB KBSTAR 200선물인버스증권상장지수투자신탁(주식-파생형),252410,2019/01/02,0,9460
KB KBSTAR KRX300레버리지증권상장지수투자신탁(주식-파생형),307010,2019/01/02,0,8850
KB KBSTAR KRX300선물인버스증권상장지수투자신탁(주식-파생형),307020,2019/01/02,0,10500
KB KBSTAR 국고채3년선물인버스증권상장지수투자신탁(채권-파생형),282000,2019/01/02,0,99395
KB KBSTAR 국채선물10년인버스증권상장지수투자신탁(채권-파생형),295020,2019/01/02,0,46880
KB KBSTAR 국채선물10년증권상장지수투자신탁(채권-파생형),295000,2019/01/02,0,54160
KB KBSTAR 글로벌4차산업IT증권상장지수투자신탁(주식-파생형)(합성 H),276650,2019/01/02,0,10345
KB KBSTAR 단기국공채액티브증권상장지수투자신탁(채권),272560,2019/01/02,0,100075
KB KBSTAR 단기통안채증권상장지수투자신탁(채권),196230,2019/01/02,0,103500
KB KBSTAR 미국S&P원유생산기업증권상장지수투자신탁(주식-파생형)(합성 H),219390,2019/01/02,0,5085
KB KBSTAR 미국장기국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성 H),267490,2019/01/02,0,9765
KB KBSTAR 미국장기국채선물인버스2X증권상장지수투자신탁(채권-파생형)(합성 H),267500,2019/01/02,0,9690
KB KBSTAR 미국장기국채선물인버스증권상장지수투자신탁(채권-파생형)(H),267450,2019/01/02,0,9915
KB KBSTAR 미국장기국채선물증권상장지수투자신탁(채권-파생형)(H),267440,2019/01/02,0,9980
KB KBSTAR 일본레버리지증권상장지수투자신탁(주식-재간접파생형)(H),196220,2019/01/02,0,12335
KB KBSTAR 중국MSCI China증권상장지수투자신탁(주식)(H),310080,2019/01/02,0,9260
KB KBSTAR 중국본토대형주CSI100증권상장지수자투자신탁(주식),174360,2019/01/02,0,12120
KB KBSTAR 중장기국공채액티브증권상장지수투자신탁(채권),272570,2019/01/02,0,100720
KB KBSTAR 차이나HSCEI증권상장지수투자신탁(주식)(H),250730,2019/01/02,0,10995
KB KBSTAR 차이나H선물인버스증권상장지수투자신탁(주식-파생형)(H),291680,2019/01/02,0,11930
KB KBSTAR 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형),278240,2019/01/02,0,11065
KB KBSTAR 코스닥150선물인버스증권상장지수투자신탁(주식-파생형),275750,2019/01/02,0,7715
KB금융지주 보통주,105560,2019/01/02,5000,45950
KB오토시스,024120,2019/01/02,500,5400
KCTC 보통주,009070,2019/01/02,500,2905
KD,044180,2019/01/02,100,107
KG스틸보통주,016380,2019/01/02,5000,6570
KG케미칼보통주,001390,2019/01/02,5000,16500
KH 필룩스보통주,033180,2019/01/02,500,12000
KINDEX골드선물레버리지특별자산상장지수투자신탁(금-파생형)(합성 H),225130,2019/01/02,0,11360
KISCO홀딩스보통주,001940,2019/01/02,1000,13000
KPX케미칼보통주,025000,2019/01/02,5000,52000
KPX홀딩스보통주,092230,2019/01/02,5000,61400
KR모터스보통주,000040,2019/01/02,500,500
LF보통주,093050,2019/01/02,5000,25050
LG디스플레이보통주,034220,2019/01/02,5000,17800
LG보통주,003550,2019/01/02,5000,68100
LG생활건강보통주,051900,2019/01/02,5000,1081000
LG유플러스보통주,032640,2019/01/02,5000,17950
LG이노텍보통주,011070,2019/01/02,5000,83700
LG전자보통주,066570,2019/01/02,5000,62800
LG화학보통주,051910,2019/01/02,5000,337000
LIG넥스원보통주,079550,2019/01/02,5000,38250
LS ELECTRIC보통주,010120,2019/01/02,5000,47400
LS네트웍스보통주,000680,2019/01/02,5000,2500
LS보통주,006260,2019/01/02,5000,48600
LX인터내셔널보통주,001120,2019/01/02,5000,15350
MDS테크,086960,2019/01/02,500,15200
MH에탄올보통주,023150,2019/01/02,500,5790
NAVER보통주,035420,2019/01/02,100,118000
NH-Amundi HANARO 200선물레버리지증권상장지수투자신탁[주식-파생형],304780,2019/01/02,0,12060
NH-Amundi HANARO 200선물인버스증권상장지수투자신탁(주식-파생형),306520,2019/01/02,0,16765
NH-Amundi HANARO 단기통안채증권상장지수투자신탁(채권),306540,2019/01/02,0,100460
NH-Amundi HANARO 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형),306530,2019/01/02,0,9605
NHN보통주,181710,2019/01/02,500,57300
NICE보통주,034310,2019/01/02,500,17900
NI스틸보통주,008260,2019/01/02,500,2270
NPC보통주,004250,2019/01/02,500,3730
OCI보통주,010060,2019/01/02,5000,106500
S-Oil보통주,010950,2019/01/02,2500,91300
SBS미디어홀딩스보통주,101060,2019/01/02,500,2050
SGC에너지보통주,005090,2019/01/02,5000,29200
SG글로벌보통주,001380,2019/01/02,500,2900
SHD보통주,001770,2019/01/02,5000,20300
SH에너지화학보통주,002360,2019/01/02,500,1085
SIMPAC보통주,009160,2019/01/02,500,2440
SJM보통주,123700,2019/01/02,500,3000
SJM홀딩스보통주,025530,2019/01/02,500,3420
SKC보통주,011790,2019/01/02,5000,35450
SK가스보통주,018670,2019/01/02,5000,70000
SK네트웍스보통주,001740,2019/01/02,2500,5180
SK디앤디보통주,210980,2019/01/02,1000,27200
SK보통주,034730,2019/01/02,200,252000
SK이노베이션 보통주,096770,2019/01/02,5000,169000
SK증권보통주,001510,2019/01/02,500,661
SK케미칼보통주,285130,2019/01/02,5000,69700
SK텔레콤보통주,017670,2019/01/02,500,272500
SNT모티브보통주,064960,2019/01/02,5000,27400
SNT에너지보통주,100840,2019/01/02,500,10750
SNT중공업보통주,003570,2019/01/02,2500,7100
SNT홀딩스보통주,036530,2019/01/02,500,13200
SPC삼립보통주,005610,2019/01/02,5000,125500
STX보통주,011810,2019/01/02,2500,11400
STX엔진보통주,077970,2019/01/02,2500,6700
STX중공업보통주,071970,2019/01/02,2500,5600
TBH글로벌보통주,084870,2019/01/02,500,2990
TCC스틸보통주,002710,2019/01/02,1000,1990
WISCOM보통주,024070,2019/01/02,500,2755
가비아,079940,2019/01/02,500,6540
가온미디어,078890,2019/01/02,500,7720
가온전선보통주,000500,2019/01/02,5000,16950
감성코퍼레이션,036620,2019/01/02,500,614
강남제비스코보통주,000860,2019/01/02,1000,24550
강스템바이오텍,217730,2019/01/02,500,23600
강원랜드보통주,035250,2019/01/02,500,30900
강원에너지,114190,2019/01/02,500,2890
갤럭시아머니트리,094480,2019/01/02,500,2795
갤럭시아에스엠보통주,011420,2019/01/02,500,1660
경남스틸,039240,2019/01/02,100,1960
경남제약,053950,2019/01/02,500,17200
경농보통주,002100,2019/01/02,500,10350
경동나비엔보통주,009450,2019/01/02,1000,40000
경동도시가스보통주,267290,2019/01/02,2500,33200
경동인베스트보통주,012320,2019/01/02,5000,37000
경동제약,011040,2019/01/02,500,11150
경방보통주,000050,2019/01/02,500,10950
경보제약보통주,214390,2019/01/02,500,10000
경인양행보통주,012610,2019/01/02,500,5800
경인전자보통주,009140,2019/01/02,5000,21800
경창산업,024910,2019/01/02,500,1370
계룡건설산업보통주,013580,2019/01/02,5000,21100
계양전기보통주,012200,2019/01/02,500,3335
고려개발보통주,004200,2019/01/02,5000,4635
고려산업보통주,002140,2019/01/02,1000,2150
고려시멘트,198440,2019/01/02,100,2500
고려신용정보,049720,2019/01/02,500,3815
고려아연보통주,010130,2019/01/02,5000,424000
고려제강보통주,002240,2019/01/02,1000,23450
고려제약,014570,2019/01/02,500,7030
고영테크놀러지,098460,2019/01/02,500,83500
골드앤에스,035290,2019/01/02,500,3000
골드퍼시픽,038530,2019/01/02,500,1465
골프존,215000,2019/01/02,500,33300
골프존뉴딘홀딩스,121440,2019/01/02,500,3585
광동제약보통주,009290,2019/01/02,1000,6710
광림,014200,2019/01/02,500,2495
광명전기보통주,017040,2019/01/02,500,2580
광무,029480,2019/01/02,500,460
광전자보통주,017900,2019/01/02,500,2050
광주신세계보통주,037710,2019/01/02,5000,177500
광진실업,026910,2019/01/02,500,3550
교보악사 파워 단기채 증권 상장지수투자신탁[채권],226810,2019/01/02,0,105105
교보증권보통주,030610,2019/01/02,5000,8900
구영테크,053270,2019/01/02,500,1545
국도화학보통주,007690,2019/01/02,5000,45750
국동보통주,005320,2019/01/02,500,2730
국보디자인,066620,2019/01/02,500,13350
국보보통주,001140,2019/01/02,5000,11100
국순당,043650,2019/01/02,500,4045
국영지앤엠,006050,2019/01/02,500,1515
국일신동,060480,2019/01/02,500,4310
국일제지,078130,2019/01/02,100,1160
국전약품,307750,2019/01/02,100,2010
국제약품보통주,002720,2019/01/02,1000,4250
그래디언트,035080,2019/01/02,500,2300
그랜드코리아레저보통주,114090,2019/01/02,500,23950
그리티,204020,2019/01/02,500,7050
그린케미칼보통주,083420,2019/01/02,500,3580
극동유화보통주,014530,2019/01/02,500,3230
글로벌스탠다드테크놀로지,083450,2019/01/02,500,4405
글로벌에스엠테크리미티드,900070,2019/01/02,0.5,769
