회사명,거래소코드,회계년도,액면가(원),종가(원)
테이팩스보통주,055490,2018/01/02,500,31250
테크엘,064520,2018/01/02,500,1620
테크윙,089030,2018/01/02,500,20050
텔레칩스,054450,2018/01/02,500,12150
텔레필드,091440,2018/01/02,500,3065
텔코웨어 보통주,078000,2018/01/02,500,12050
텔콘알에프제약,200230,2018/01/02,100,15000
토니모리보통주,214420,2018/01/02,200,19000
토박스코리아,215480,2018/01/02,100,1595
토비스,051360,2018/01/02,500,7780
토탈소프트뱅크,045340,2018/01/02,500,3395
톱텍,108230,2018/01/02,500,29500
투비소프트,079970,2018/01/02,500,8140
트레이스,052290,2018/01/02,500,2325
트루윈,105550,2018/01/02,500,4700
특수건설,026150,2018/01/02,500,3965
티비씨,033830,2018/01/02,500,644
티사이언티픽,057680,2018/01/02,500,8110
티씨케이,064760,2018/01/02,500,76300
티에스넥스젠,043220,2018/01/02,500,1210
티에스이,131290,2018/01/02,500,16850
티에스인베스트먼트,246690,2018/01/02,500,3165
티에이치엔보통주,019180,2018/01/02,500,1730
티엘아이,062860,2018/01/02,500,5480
티와이엠보통주,002900,2018/01/02,500,1665
티웨이홀딩스보통주,004870,2018/01/02,500,3600
티제이미디어,032540,2018/01/02,500,4665
티케이지애강,022220,2018/01/02,500,2720
티케이지휴켐스보통주,069260,2018/01/02,1000,24500
티케이케미칼,104480,2018/01/02,500,1985
티플랙스,081150,2018/01/02,500,1780
티피씨,130740,2018/01/02,500,2700
티피씨메카트로닉스,048770,2018/01/02,500,6290
팅크웨어,084730,2018/01/02,500,10200
파나진,046210,2018/01/02,500,9000
파나케이아,058530,2018/01/02,500,861
파라다이스,034230,2018/01/02,500,22650
파라텍,033540,2018/01/02,500,4400
파루,043200,2018/01/02,500,3965
파마리서치,214450,2018/01/02,500,63500
파미셀보통주,005690,2018/01/02,500,6060
파버나인,177830,2018/01/02,500,5600
파세코,037070,2018/01/02,500,5960
파수,150900,2018/01/02,500,5370
파워로직스,047310,2018/01/02,500,6220
파이오링크,170790,2018/01/02,500,5960
파인디앤씨,049120,2018/01/02,500,3490
파인디지털,038950,2018/01/02,500,5300
파인테크닉스,106240,2018/01/02,500,2445
파인텍,131760,2018/01/02,500,5500
파커스,065690,2018/01/02,500,3270
파크시스템스,140860,2018/01/02,500,31150
파트론,091700,2018/01/02,500,9900
파티게임즈,194510,2018/01/02,500,10500
팍스넷,038160,2018/01/02,500,9630
팜스코보통주,036580,2018/01/02,500,11600
팜스토리,027710,2018/01/02,500,1340
팜젠사이언스보통주,004720,2018/01/02,500,11800
패션플랫폼,225590,2018/01/02,100,2000
팬스타엔터프라이즈,054300,2018/01/02,500,806
팬엔터테인먼트,068050,2018/01/02,500,4205
팬오션보통주,028670,2018/01/02,1000,5450
팬젠,222110,2018/01/02,500,15150
퍼스텍보통주,010820,2018/01/02,500,3360
퍼시스보통주,016800,2018/01/02,1000,33100
펄어비스,263750,2018/01/02,500,249000
페이퍼코리아보통주,001020,2018/01/02,500,1240
펩트론,087010,2018/01/02,500,68600
평화산업 주식회사 보통주,090080,2018/01/02,500,1435
평화홀딩스보통주,010770,2018/01/02,500,3450
포메탈,119500,2018/01/02,500,4085
포스코스틸리온보통주,058430,2018/01/02,5000,28150
포스코아이씨티,022100,2018/01/02,500,8460
포스코엠텍,009520,2018/01/02,500,2270
포스코인터내셔널보통주,047050,2018/01/02,5000,18750
포스코켐텍,003670,2018/01/02,500,40500
포스코홀딩스보통주,005490,2018/01/02,5000,339000
포인트엔지니어링,256630,2018/01/02,100,1950
폴라리스세원,234100,2018/01/02,500,8340
폴라리스오피스,041020,2018/01/02,500,1390
폴라리스우노,114630,2018/01/02,500,5480
폴루스바이오팜보통주,007630,2018/01/02,500,9520
푸드웰,005670,2018/01/02,500,4885
푸른기술,094940,2018/01/02,500,5750
푸른상호저축은행,007330,2018/01/02,1000,7100
풀무원보통주,017810,2018/01/02,5000,179500
풍국주정공업,023900,2018/01/02,500,14200
풍산 보통주,103140,2018/01/02,5000,49600
풍산홀딩스보통주,005810,2018/01/02,5000,53500
퓨전,195440,2018/01/02,500,7300
퓨쳐켐,220100,2018/01/02,500,19500
프럼파스트,035200,2018/01/02,500,4735
프로스테믹스,203690,2018/01/02,100,7960
프로텍,053610,2018/01/02,500,20800
프리엠스,053160,2018/01/02,500,8680
플래스크,041590,2018/01/02,500,4890
플랜티넷,075130,2018/01/02,500,5280
플레이그램보통주,009810,2018/01/02,500,532
플레이위드,023770,2018/01/02,500,7530
피델릭스,032580,2018/01/02,500,1965
피씨디렉트,051380,2018/01/02,500,4120
피씨엘,241820,2018/01/02,500,17600
피아이첨단소재,178920,2018/01/02,500,46350
피앤씨테크,237750,2018/01/02,500,8400
피에스케이홀딩스,031980,2018/01/02,500,24900
피에스텍,002230,2018/01/02,500,5330
피에이치씨,057880,2018/01/02,500,1700
피에이치에이,043370,2018/01/02,500,10450
피엔티,137400,2018/01/02,500,14150
