회사명,거래소코드,회계년도,액면가(원),종가(원)
테크엘,064520,2012/01/02,500,977
테크윙,089030,2012/01/02,500,7950
텔레칩스,054450,2012/01/02,500,4770
텔레필드,091440,2012/01/02,500,1180
텔코웨어 보통주,078000,2012/01/02,500,7100
토비스,051360,2012/01/02,500,4935
토탈소프트뱅크,045340,2012/01/02,500,2300
톱텍,108230,2012/01/02,500,17200
투비소프트,079970,2012/01/02,500,4955
트레이스,052290,2012/01/02,500,5730
특수건설,026150,2012/01/02,500,2835
티브로드 한빛방송,043890,2012/01/02,5000,20800
티브로드도봉강북방송,035210,2012/01/02,500,2885
티비씨,033830,2012/01/02,5000,5620
티사이언티픽,057680,2012/01/02,500,2000
티씨케이,064760,2012/01/02,500,15050
티에스넥스젠,043220,2012/01/02,500,916
티에스엠텍,066350,2012/01/02,500,7850
티에스이,131290,2012/01/02,500,13000
티에이치엔보통주,019180,2012/01/02,500,1345
티엘아이,062860,2012/01/02,500,6340
티와이엠보통주,002900,2012/01/02,5000,26700
티웨이홀딩스보통주,004870,2012/01/02,500,3100
티이씨앤코보통주,008900,2012/01/02,500,87
티제이미디어,032540,2012/01/02,500,3345
티케이지애강,022220,2012/01/02,500,1805
티케이지휴켐스보통주,069260,2012/01/02,1000,19650
티케이케미칼,104480,2012/01/02,500,2025
티플랙스,081150,2012/01/02,500,4550
티피씨,130740,2012/01/02,500,9040
티피씨메카트로닉스,048770,2012/01/02,500,7000
팅크웨어,084730,2012/01/02,500,11850
파나진,046210,2012/01/02,500,4120
파나케이아,058530,2012/01/02,500,3240
파라다이스,034230,2012/01/02,500,8480
파라텍,033540,2012/01/02,500,2845
파루,043200,2012/01/02,500,888
파미셀보통주,005690,2012/01/02,500,12800
파브코 (보통주),101990,2012/01/02,500,1270
파세코,037070,2012/01/02,500,2200
파워로직스,047310,2012/01/02,500,4765
파인디앤씨,049120,2012/01/02,500,2930
파인디지털,038950,2012/01/02,500,2910
파인테크닉스,106240,2012/01/02,500,11500
파커스,065690,2012/01/02,500,3750
파트론,091700,2012/01/02,500,14700
팜스코보통주,036580,2012/01/02,500,3995
팜스토리,027710,2012/01/02,500,1245
팜젠사이언스보통주,004720,2012/01/02,500,497
팬스타엔터프라이즈,054300,2012/01/02,500,1300
팬엔터테인먼트,068050,2012/01/02,500,3600
팬오션보통주,028670,2012/01/02,1000,6130
퍼스텍보통주,010820,2012/01/02,500,1910
퍼시스보통주,016800,2012/01/02,1000,28800
페이퍼코리아보통주,001020,2012/01/02,500,473
평산,089480,2012/01/02,500,828
평산차업집단 KDR,950010,2012/01/02,0,1220
평안물산,037240,2012/01/02,500,285
평화산업 주식회사 보통주,090080,2012/01/02,500,1390
평화홀딩스보통주,010770,2012/01/02,500,2910
포메탈,119500,2012/01/02,500,19000
포스코스틸리온보통주,058430,2012/01/02,5000,17400
포스코아이씨티,022100,2012/01/02,500,8910
포스코엠텍,009520,2012/01/02,5000,73800
포스코인터내셔널보통주,047050,2012/01/02,5000,28450
포스코켐텍,003670,2012/01/02,5000,182500
포스코플랜텍 보통주,051310,2012/01/02,500,11400
포스코홀딩스보통주,005490,2012/01/02,5000,376000
폴라리스오피스,041020,2012/01/02,500,14450
폴라리스우노,114630,2012/01/02,500,3175
폴루스바이오팜보통주,007630,2012/01/02,1000,493
폴리플러스,065610,2012/01/02,500,749
푸드웰,005670,2012/01/02,500,3025
푸른기술,094940,2012/01/02,500,3495
푸른상호저축은행,007330,2012/01/02,1000,3410
풀무원보통주,017810,2012/01/02,5000,31800
풍국주정공업,023900,2012/01/02,500,4655
풍림산업(보통주),001310,2012/01/02,5000,1325
풍산 보통주,103140,2012/01/02,5000,26100
풍산홀딩스보통주,005810,2012/01/02,5000,23500
프럼파스트,035200,2012/01/02,500,2455
프로텍,053610,2012/01/02,500,6720
프리엠스,053160,2012/01/02,500,2635
프리젠,060910,2012/01/02,500,323
플래스크,041590,2012/01/02,500,1460
플랜티넷,075130,2012/01/02,500,5440
플레이그램보통주,009810,2012/01/02,500,462
플레이위드,023770,2012/01/02,500,2700
플렉스컴,065270,2012/01/02,500,8030
피델릭스,032580,2012/01/02,500,1960
피씨디렉트,051380,2012/01/02,500,2215
피에스케이홀딩스,031980,2012/01/02,500,5960
피에스텍,002230,2012/01/02,500,3845
피에이치씨,057880,2012/01/02,500,2130
피에이치에이,043370,2012/01/02,500,15400
피엔풍년,024940,2012/01/02,500,1090
피엘에이,082390,2012/01/02,500,1880
피제이메탈,128660,2012/01/02,500,2075
피제이전자,006140,2012/01/02,5000,29550
하나금융지주보통주,086790,2012/01/02,5000,35100
하나마이크론,067310,2012/01/02,500,11800
하나투어보통주,039130,2012/01/02,500,34000
하림,136480,2012/01/02,500,4585
하림홀딩스,024660,2012/01/02,500,2565
하이드로리튬,101670,2012/01/02,500,2230
하이록코리아,013030,2012/01/02,500,17300
하이비젼시스템,126700,2012/01/02,100,2960
하이소닉,106080,2012/01/02,500,3685
하이스틸 보통주,071090,2012/01/02,5000,36350
하이텍팜,106190,2012/01/02,500,26450
하이트론씨스템즈보통주,019490,2012/01/02,2500,6430
하이트진로보통주,000080,2012/01/02,5000,26300
하이트진로홀딩스보통주,000140,2012/01/02,5000,10800
하츠,066130,2012/01/02,500,3050
한국가구,004590,2012/01/02,1000,9490
한국가스공사보통주,036460,2012/01/02,5000,40900
한국경제티브이,039340,2012/01/02,500,2095
한국공항보통주,005430,2012/01/02,5000,30900
한국기업평가,034950,2012/01/02,5000,20500
