회사명,거래소코드,회계년도,액면가(원),종가(원)
테크엘,064520,2014/12/22,500,1205
테크엘,064520,2014/12/23,500,1165
테크엘,064520,2014/12/24,500,1170
테크엘,064520,2014/12/26,500,1150
테크엘,064520,2014/12/29,500,1215
테크엘,064520,2014/12/30,500,1205
테크윙,089030,2014/12/22,500,8140
테크윙,089030,2014/12/23,500,8050
테크윙,089030,2014/12/24,500,7950
테크윙,089030,2014/12/26,500,8100
테크윙,089030,2014/12/29,500,8130
테크윙,089030,2014/12/30,500,7960
텔레칩스,054450,2014/12/22,500,5000
텔레칩스,054450,2014/12/23,500,5000
텔레칩스,054450,2014/12/24,500,4940
텔레칩스,054450,2014/12/26,500,4940
텔레칩스,054450,2014/12/29,500,4935
텔레칩스,054450,2014/12/30,500,4945
텔레필드,091440,2014/12/22,500,2270
텔레필드,091440,2014/12/23,500,2155
텔레필드,091440,2014/12/24,500,2100
텔레필드,091440,2014/12/26,500,2075
텔레필드,091440,2014/12/29,500,2125
텔레필드,091440,2014/12/30,500,2325
텔코웨어 보통주,078000,2014/12/22,500,13100
텔코웨어 보통주,078000,2014/12/23,500,12950
텔코웨어 보통주,078000,2014/12/24,500,13050
텔코웨어 보통주,078000,2014/12/26,500,13200
텔코웨어 보통주,078000,2014/12/29,500,12400
텔코웨어 보통주,078000,2014/12/30,500,12300
텔콘알에프제약,200230,2014/12/22,500,12600
텔콘알에프제약,200230,2014/12/23,500,12450
텔콘알에프제약,200230,2014/12/24,500,12600
텔콘알에프제약,200230,2014/12/26,500,12350
텔콘알에프제약,200230,2014/12/29,500,12100
텔콘알에프제약,200230,2014/12/30,500,12550
토비스,051360,2014/12/22,500,16200
토비스,051360,2014/12/23,500,15750
토비스,051360,2014/12/24,500,15750
토비스,051360,2014/12/26,500,16150
토비스,051360,2014/12/29,500,16550
토비스,051360,2014/12/30,500,16400
토탈소프트뱅크,045340,2014/12/22,500,1495
토탈소프트뱅크,045340,2014/12/23,500,1445
토탈소프트뱅크,045340,2014/12/24,500,1450
토탈소프트뱅크,045340,2014/12/26,500,1435
토탈소프트뱅크,045340,2014/12/29,500,1495
토탈소프트뱅크,045340,2014/12/30,500,1505
톱텍,108230,2014/12/22,500,11400
톱텍,108230,2014/12/23,500,11600
톱텍,108230,2014/12/24,500,11850
톱텍,108230,2014/12/26,500,11800
톱텍,108230,2014/12/29,500,12100
톱텍,108230,2014/12/30,500,12300
투비소프트,079970,2014/12/22,500,4830
투비소프트,079970,2014/12/23,500,4875
투비소프트,079970,2014/12/24,500,4865
투비소프트,079970,2014/12/26,500,5050
투비소프트,079970,2014/12/29,500,5010
투비소프트,079970,2014/12/30,500,4985
트레이스,052290,2014/12/22,500,2550
트레이스,052290,2014/12/23,500,2550
트레이스,052290,2014/12/24,500,2570
트레이스,052290,2014/12/26,500,2500
트레이스,052290,2014/12/29,500,2555
트레이스,052290,2014/12/30,500,2755
트루윈,105550,2014/12/22,500,7360
트루윈,105550,2014/12/23,500,6950
트루윈,105550,2014/12/24,500,6710
트루윈,105550,2014/12/26,500,7020
트루윈,105550,2014/12/29,500,7140
트루윈,105550,2014/12/30,500,6920
특수건설,026150,2014/12/22,500,2885
특수건설,026150,2014/12/23,500,2810
특수건설,026150,2014/12/24,500,2880
특수건설,026150,2014/12/26,500,2875
특수건설,026150,2014/12/29,500,2865
특수건설,026150,2014/12/30,500,3010
티비씨,033830,2014/12/22,5000,5520
티비씨,033830,2014/12/23,5000,5540
티비씨,033830,2014/12/24,5000,5520
티비씨,033830,2014/12/26,5000,5550
티비씨,033830,2014/12/29,5000,5480
티비씨,033830,2014/12/30,5000,5480
티사이언티픽,057680,2014/12/22,500,2770
티사이언티픽,057680,2014/12/23,500,2755
티사이언티픽,057680,2014/12/24,500,2675
티사이언티픽,057680,2014/12/26,500,2610
티사이언티픽,057680,2014/12/29,500,2630
티사이언티픽,057680,2014/12/30,500,2700
티씨케이,064760,2014/12/22,500,8200
티씨케이,064760,2014/12/23,500,8250
티씨케이,064760,2014/12/24,500,8380
티씨케이,064760,2014/12/26,500,8490
티씨케이,064760,2014/12/29,500,8470
티씨케이,064760,2014/12/30,500,8450
티에스넥스젠,043220,2014/12/22,500,2525
티에스넥스젠,043220,2014/12/23,500,2500
티에스넥스젠,043220,2014/12/24,500,2250
티에스넥스젠,043220,2014/12/26,500,2585
티에스넥스젠,043220,2014/12/29,500,2540
티에스넥스젠,043220,2014/12/30,500,2480
티에스엠텍,066350,2014/12/22,500,2540
티에스엠텍,066350,2014/12/23,500,2520
티에스엠텍,066350,2014/12/24,500,2565
티에스엠텍,066350,2014/12/26,500,2535
티에스엠텍,066350,2014/12/29,500,2525
티에스엠텍,066350,2014/12/30,500,2435
티에스이,131290,2014/12/22,500,11200
티에스이,131290,2014/12/23,500,11200
티에스이,131290,2014/12/24,500,11050
티에스이,131290,2014/12/26,500,11050
티에스이,131290,2014/12/29,500,10700
티에스이,131290,2014/12/30,500,11050
티에이치엔보통주,019180,2014/12/22,500,1330
티에이치엔보통주,019180,2014/12/23,500,1365
티에이치엔보통주,019180,2014/12/24,500,1370
티에이치엔보통주,019180,2014/12/26,500,1415
티에이치엔보통주,019180,2014/12/29,500,1410
티에이치엔보통주,019180,2014/12/30,500,1400
티엘아이,062860,2014/12/22,500,6820
티엘아이,062860,2014/12/23,500,6610
티엘아이,062860,2014/12/24,500,6640
티엘아이,062860,2014/12/26,500,6580
티엘아이,062860,2014/12/29,500,6770
티엘아이,062860,2014/12/30,500,6830
티와이엠보통주,002900,2014/12/22,5000,7590
티와이엠보통주,002900,2014/12/23,5000,7600
티와이엠보통주,002900,2014/12/24,5000,7640
티와이엠보통주,002900,2014/12/26,5000,7630
티와이엠보통주,002900,2014/12/29,5000,7590
티와이엠보통주,002900,2014/12/30,5000,7600
티웨이홀딩스보통주,004870,2014/12/22,500,9030
티웨이홀딩스보통주,004870,2014/12/23,500,9300
