회사명,거래소코드,회계년도,액면가(원),종가(원)
테크엘,064520,2012/12/20,500,1395
테크엘,064520,2012/12/21,500,1400
테크엘,064520,2012/12/24,500,1445
테크엘,064520,2012/12/26,500,1410
테크엘,064520,2012/12/27,500,1375
테크엘,064520,2012/12/28,500,1370
테크윙,089030,2012/12/20,500,5990
테크윙,089030,2012/12/21,500,5900
테크윙,089030,2012/12/24,500,6200
테크윙,089030,2012/12/26,500,6150
테크윙,089030,2012/12/27,500,6130
테크윙,089030,2012/12/28,500,6080
텔레칩스,054450,2012/12/20,500,4230
텔레칩스,054450,2012/12/21,500,4230
텔레칩스,054450,2012/12/24,500,4275
텔레칩스,054450,2012/12/26,500,4240
텔레칩스,054450,2012/12/27,500,4245
텔레칩스,054450,2012/12/28,500,4255
텔레필드,091440,2012/12/20,500,1735
텔레필드,091440,2012/12/21,500,1720
텔레필드,091440,2012/12/24,500,1670
텔레필드,091440,2012/12/26,500,1625
텔레필드,091440,2012/12/27,500,1595
텔레필드,091440,2012/12/28,500,1745
텔코웨어 보통주,078000,2012/12/20,500,9980
텔코웨어 보통주,078000,2012/12/21,500,10300
텔코웨어 보통주,078000,2012/12/24,500,10650
텔코웨어 보통주,078000,2012/12/26,500,10800
텔코웨어 보통주,078000,2012/12/27,500,11150
텔코웨어 보통주,078000,2012/12/28,500,11350
토비스,051360,2012/12/20,500,5120
토비스,051360,2012/12/21,500,5050
토비스,051360,2012/12/24,500,5120
토비스,051360,2012/12/26,500,5120
토비스,051360,2012/12/27,500,5120
토비스,051360,2012/12/28,500,5120
토탈소프트뱅크,045340,2012/12/20,500,1645
토탈소프트뱅크,045340,2012/12/21,500,1655
토탈소프트뱅크,045340,2012/12/24,500,1900
토탈소프트뱅크,045340,2012/12/26,500,2185
토탈소프트뱅크,045340,2012/12/27,500,2400
토탈소프트뱅크,045340,2012/12/28,500,2645
톱텍,108230,2012/12/20,500,17100
톱텍,108230,2012/12/21,500,16750
톱텍,108230,2012/12/24,500,16450
톱텍,108230,2012/12/26,500,16900
톱텍,108230,2012/12/27,500,17000
톱텍,108230,2012/12/28,500,17300
투비소프트,079970,2012/12/20,500,5960
투비소프트,079970,2012/12/21,500,5850
투비소프트,079970,2012/12/24,500,5710
투비소프트,079970,2012/12/26,500,5790
투비소프트,079970,2012/12/27,500,5820
투비소프트,079970,2012/12/28,500,5750
트레이스,052290,2012/12/20,500,3320
트레이스,052290,2012/12/21,500,3175
트레이스,052290,2012/12/24,500,3260
트레이스,052290,2012/12/26,500,3200
트레이스,052290,2012/12/27,500,3185
트레이스,052290,2012/12/28,500,3280
특수건설,026150,2012/12/20,500,3840
특수건설,026150,2012/12/21,500,3630
특수건설,026150,2012/12/24,500,3970
특수건설,026150,2012/12/26,500,4065
특수건설,026150,2012/12/27,500,3975
특수건설,026150,2012/12/28,500,4200
티비씨,033830,2012/12/20,5000,5980
티비씨,033830,2012/12/21,5000,6060
티비씨,033830,2012/12/24,5000,6060
티비씨,033830,2012/12/26,5000,5960
티비씨,033830,2012/12/27,5000,6150
티비씨,033830,2012/12/28,5000,6120
티사이언티픽,057680,2012/12/20,500,2470
티사이언티픽,057680,2012/12/21,500,2590
티사이언티픽,057680,2012/12/24,500,2525
티사이언티픽,057680,2012/12/26,500,2520
티사이언티픽,057680,2012/12/27,500,2585
티사이언티픽,057680,2012/12/28,500,2560
티씨케이,064760,2012/12/20,500,7160
티씨케이,064760,2012/12/21,500,7110
티씨케이,064760,2012/12/24,500,6990
티씨케이,064760,2012/12/26,500,7030
티씨케이,064760,2012/12/27,500,7100
티씨케이,064760,2012/12/28,500,7120
티에스넥스젠,043220,2012/12/20,500,1380
티에스넥스젠,043220,2012/12/21,500,1295
티에스넥스젠,043220,2012/12/24,500,1300
티에스넥스젠,043220,2012/12/26,500,1280
티에스넥스젠,043220,2012/12/27,500,1290
티에스넥스젠,043220,2012/12/28,500,1290
티에스엠텍,066350,2012/12/20,500,5970
티에스엠텍,066350,2012/12/21,500,5890
티에스엠텍,066350,2012/12/24,500,5910
티에스엠텍,066350,2012/12/26,500,5930
티에스엠텍,066350,2012/12/27,500,5900
티에스엠텍,066350,2012/12/28,500,5950
티에스이,131290,2012/12/20,500,7050
티에스이,131290,2012/12/21,500,6970
티에스이,131290,2012/12/24,500,6800
티에스이,131290,2012/12/26,500,6820
티에스이,131290,2012/12/27,500,6870
티에스이,131290,2012/12/28,500,6850
티에이치엔보통주,019180,2012/12/20,500,1920
티에이치엔보통주,019180,2012/12/21,500,1900
티에이치엔보통주,019180,2012/12/24,500,1925
티에이치엔보통주,019180,2012/12/26,500,1885
티에이치엔보통주,019180,2012/12/27,500,1910
티에이치엔보통주,019180,2012/12/28,500,1875
티엘아이,062860,2012/12/20,500,6430
티엘아이,062860,2012/12/21,500,6550
티엘아이,062860,2012/12/24,500,6690
티엘아이,062860,2012/12/26,500,6710
티엘아이,062860,2012/12/27,500,6750
티엘아이,062860,2012/12/28,500,6900
티와이엠보통주,002900,2012/12/20,5000,13500
티와이엠보통주,002900,2012/12/21,5000,13200
티와이엠보통주,002900,2012/12/24,5000,12000
티와이엠보통주,002900,2012/12/26,5000,11800
티와이엠보통주,002900,2012/12/27,5000,11300
티와이엠보통주,002900,2012/12/28,5000,11650
티웨이홀딩스보통주,004870,2012/12/20,500,2160
티웨이홀딩스보통주,004870,2012/12/21,500,2095
티웨이홀딩스보통주,004870,2012/12/24,500,2025
티웨이홀딩스보통주,004870,2012/12/26,500,1955
티웨이홀딩스보통주,004870,2012/12/27,500,2020
티웨이홀딩스보통주,004870,2012/12/28,500,2060
티이씨앤코보통주,008900,2012/12/20,500,611
티이씨앤코보통주,008900,2012/12/21,500,623
티이씨앤코보통주,008900,2012/12/24,500,635
티이씨앤코보통주,008900,2012/12/26,500,634
티이씨앤코보통주,008900,2012/12/27,500,630
티이씨앤코보통주,008900,2012/12/28,500,628
티제이미디어,032540,2012/12/20,500,3415
티제이미디어,032540,2012/12/21,500,3400
티제이미디어,032540,2012/12/24,500,3450
티제이미디어,032540,2012/12/26,500,3455
티제이미디어,032540,2012/12/27,500,3355
티제이미디어,032540,2012/12/28,500,3365
티케이지애강,022220,2012/12/20,500,1735
티케이지애강,022220,2012/12/21,500,1735
티케이지애강,022220,2012/12/24,500,1765
티케이지애강,022220,2012/12/26,500,1770
티케이지애강,022220,2012/12/27,500,1785
티케이지애강,022220,2012/12/28,500,1800
티케이지휴켐스보통주,069260,2012/12/20,1000,25950
티케이지휴켐스보통주,069260,2012/12/21,1000,26200
티케이지휴켐스보통주,069260,2012/12/24,1000,26000
티케이지휴켐스보통주,069260,2012/12/26,1000,26100
티케이지휴켐스보통주,069260,2012/12/27,1000,25650
티케이지휴켐스보통주,069260,2012/12/28,1000,25900
티케이케미칼,104480,2012/12/20,500,1815
티케이케미칼,104480,2012/12/21,500,1750
티케이케미칼,104480,2012/12/24,500,1770
티케이케미칼,104480,2012/12/26,500,1810
티케이케미칼,104480,2012/12/27,500,1815
티케이케미칼,104480,2012/12/28,500,1810
티플랙스,081150,2012/12/20,500,1925
티플랙스,081150,2012/12/21,500,1920
티플랙스,081150,2012/12/24,500,1955
티플랙스,081150,2012/12/26,500,2000
티플랙스,081150,2012/12/27,500,1950
티플랙스,081150,2012/12/28,500,1970
티피씨,130740,2012/12/20,500,2715
티피씨,130740,2012/12/21,500,2700
티피씨,130740,2012/12/24,500,2625
티피씨,130740,2012/12/26,500,2665
티피씨,130740,2012/12/27,500,2480
티피씨,130740,2012/12/28,500,2535
티피씨메카트로닉스,048770,2012/12/20,500,1830
