회사명,거래소코드,회계년도,종가(원),액면가(원)
티사이언티픽,057680,2017/12/26,7560,500
티사이언티픽,057680,2017/12/27,9150,500
티사이언티픽,057680,2017/12/28,7400,500
티씨케이,064760,2017/12/26,74000,500
티씨케이,064760,2017/12/27,74500,500
티씨케이,064760,2017/12/28,77000,500
티에스넥스젠,043220,2017/12/26,1200,500
티에스넥스젠,043220,2017/12/27,1215,500
티에스넥스젠,043220,2017/12/28,1185,500
티에스이,131290,2017/12/26,16050,500
티에스이,131290,2017/12/27,16350,500
티에스이,131290,2017/12/28,16700,500
티에스인베스트먼트,246690,2017/12/26,3010,500
티에스인베스트먼트,246690,2017/12/27,3100,500
티에스인베스트먼트,246690,2017/12/28,3080,500
티에이치엔보통주,019180,2017/12/26,1770,500
티에이치엔보통주,019180,2017/12/27,1675,500
티에이치엔보통주,019180,2017/12/28,1710,500
티엘아이,062860,2017/12/26,5530,500
티엘아이,062860,2017/12/27,5500,500
티엘아이,062860,2017/12/28,5500,500
티와이엠보통주,002900,2017/12/26,1600,500
티와이엠보통주,002900,2017/12/27,1590,500
티와이엠보통주,002900,2017/12/28,1630,500
티웨이홀딩스보통주,004870,2017/12/26,3450,500
티웨이홀딩스보통주,004870,2017/12/27,3470,500
티웨이홀딩스보통주,004870,2017/12/28,3495,500
티제이미디어,032540,2017/12/26,4555,500
티제이미디어,032540,2017/12/27,4570,500
티제이미디어,032540,2017/12/28,4600,500
티케이지애강,022220,2017/12/26,2700,500
티케이지애강,022220,2017/12/27,2700,500
티케이지애강,022220,2017/12/28,2695,500
티케이지휴켐스보통주,069260,2017/12/26,25150,1000
티케이지휴켐스보통주,069260,2017/12/27,24550,1000
티케이지휴켐스보통주,069260,2017/12/28,24550,1000
티케이케미칼,104480,2017/12/26,1880,500
티케이케미칼,104480,2017/12/27,1920,500
티케이케미칼,104480,2017/12/28,1955,500
티플랙스,081150,2017/12/26,1755,500
티플랙스,081150,2017/12/27,1760,500
티플랙스,081150,2017/12/28,1760,500
티피씨,130740,2017/12/26,2665,500
티피씨,130740,2017/12/27,2695,500
티피씨,130740,2017/12/28,2700,500
티피씨메카트로닉스,048770,2017/12/26,6000,500
티피씨메카트로닉스,048770,2017/12/27,6110,500
티피씨메카트로닉스,048770,2017/12/28,6180,500
팅크웨어,084730,2017/12/26,10200,500
팅크웨어,084730,2017/12/27,10300,500
팅크웨어,084730,2017/12/28,10250,500
파나진,046210,2017/12/26,7820,500
파나진,046210,2017/12/27,8400,500
파나진,046210,2017/12/28,8480,500
파나케이아,058530,2017/12/26,792,500
파나케이아,058530,2017/12/27,903,500
파나케이아,058530,2017/12/28,840,500
파라다이스,034230,2017/12/26,21550,500
파라다이스,034230,2017/12/27,22250,500
파라다이스,034230,2017/12/28,22300,500
파라텍,033540,2017/12/26,4510,500
파라텍,033540,2017/12/27,4385,500
파라텍,033540,2017/12/28,4440,500
파루,043200,2017/12/26,3705,500
파루,043200,2017/12/27,3850,500
파루,043200,2017/12/28,3915,500
파마리서치,214450,2017/12/26,57900,500
파마리서치,214450,2017/12/27,58400,500
파마리서치,214450,2017/12/28,58900,500
파미셀보통주,005690,2017/12/26,5370,500
파미셀보통주,005690,2017/12/27,5580,500
파미셀보통주,005690,2017/12/28,5700,500
파버나인,177830,2017/12/26,5530,500
파버나인,177830,2017/12/27,5570,500
파버나인,177830,2017/12/28,5530,500
파세코,037070,2017/12/26,5820,500
파세코,037070,2017/12/27,5900,500
파세코,037070,2017/12/28,5950,500
파수,150900,2017/12/26,5280,500
파수,150900,2017/12/27,5270,500
파수,150900,2017/12/28,5360,500
파워로직스,047310,2017/12/26,6140,500
파워로직스,047310,2017/12/27,6070,500
파워로직스,047310,2017/12/28,6030,500
파이오링크,170790,2017/12/26,5790,500
파이오링크,170790,2017/12/27,5970,500
파이오링크,170790,2017/12/28,5980,500
파인디앤씨,049120,2017/12/26,3250,500
파인디앤씨,049120,2017/12/27,3240,500
파인디앤씨,049120,2017/12/28,3365,500
파인디지털,038950,2017/12/26,5120,500
파인디지털,038950,2017/12/27,5250,500
파인디지털,038950,2017/12/28,5270,500
파인테크닉스,106240,2017/12/26,2430,500
파인테크닉스,106240,2017/12/27,2480,500
파인테크닉스,106240,2017/12/28,2490,500
파인텍,131760,2017/12/26,5240,500
파인텍,131760,2017/12/27,5330,500
파인텍,131760,2017/12/28,5350,500
파커스,065690,2017/12/26,3325,500
파커스,065690,2017/12/27,3315,500
파커스,065690,2017/12/28,3280,500
파크시스템스,140860,2017/12/26,27050,500
파크시스템스,140860,2017/12/27,29950,500
파크시스템스,140860,2017/12/28,30100,500
파트론,091700,2017/12/26,9820,500
파트론,091700,2017/12/27,9700,500
파트론,091700,2017/12/28,9440,500
파티게임즈,194510,2017/12/26,9530,500
파티게임즈,194510,2017/12/27,10050,500
파티게임즈,194510,2017/12/28,10000,500
팍스넷,038160,2017/12/26,10000,500
팍스넷,038160,2017/12/27,10500,500
팍스넷,038160,2017/12/28,9500,500
팜스코보통주,036580,2017/12/26,11900,500
팜스코보통주,036580,2017/12/27,11750,500
팜스코보통주,036580,2017/12/28,11600,500
팜스토리,027710,2017/12/26,1305,500
팜스토리,027710,2017/12/27,1310,500
팜스토리,027710,2017/12/28,1325,500
팜젠사이언스보통주,004720,2017/12/26,10750,500
팜젠사이언스보통주,004720,2017/12/27,11100,500
팜젠사이언스보통주,004720,2017/12/28,11450,500
패션플랫폼,225590,2017/12/26,1840,100
패션플랫폼,225590,2017/12/27,1845,100
패션플랫폼,225590,2017/12/28,1945,100
팬스타엔터프라이즈,054300,2017/12/26,835,500
팬스타엔터프라이즈,054300,2017/12/27,834,500
팬스타엔터프라이즈,054300,2017/12/28,812,500
팬엔터테인먼트,068050,2017/12/26,4200,500
팬엔터테인먼트,068050,2017/12/27,4180,500
팬엔터테인먼트,068050,2017/12/28,4180,500
팬오션보통주,028670,2017/12/26,4915,1000
팬오션보통주,028670,2017/12/27,5190,1000
팬오션보통주,028670,2017/12/28,5270,1000
팬젠,222110,2017/12/26,14450,500
팬젠,222110,2017/12/27,14650,500
팬젠,222110,2017/12/28,14800,500
퍼스텍보통주,010820,2017/12/26,3200,500
퍼스텍보통주,010820,2017/12/27,3205,500
퍼스텍보통주,010820,2017/12/28,3300,500
퍼시스보통주,016800,2017/12/26,33100,1000
퍼시스보통주,016800,2017/12/27,33300,1000
퍼시스보통주,016800,2017/12/28,33000,1000
펄어비스,263750,2017/12/26,228900,500
펄어비스,263750,2017/12/27,250000,500
펄어비스,263750,2017/12/28,247600,500
페이퍼코리아보통주,001020,2017/12/26,1195,500
페이퍼코리아보통주,001020,2017/12/27,1220,500
페이퍼코리아보통주,001020,2017/12/28,1230,500
펩트론,087010,2017/12/26,61000,500
펩트론,087010,2017/12/27,64900,500
펩트론,087010,2017/12/28,66000,500
평화산업 주식회사 보통주,090080,2017/12/26,1450,500
평화산업 주식회사 보통주,090080,2017/12/27,1445,500
평화산업 주식회사 보통주,090080,2017/12/28,1435,500
평화홀딩스보통주,010770,2017/12/26,3460,500
평화홀딩스보통주,010770,2017/12/27,3455,500
평화홀딩스보통주,010770,2017/12/28,3435,500
포메탈,119500,2017/12/26,3605,500
포메탈,119500,2017/12/27,3730,500
포메탈,119500,2017/12/28,3765,500
포스코스틸리온보통주,058430,2017/12/26,28600,5000
포스코스틸리온보통주,058430,2017/12/27,28450,5000
포스코스틸리온보통주,058430,2017/12/28,28500,5000
포스코아이씨티,022100,2017/12/26,8050,500
포스코아이씨티,022100,2017/12/27,8350,500
포스코아이씨티,022100,2017/12/28,8350,500
포스코엠텍,009520,2017/12/26,2225,500
포스코엠텍,009520,2017/12/27,2270,500
포스코엠텍,009520,2017/12/28,2290,500
포스코인터내셔널보통주,047050,2017/12/26,18050,5000
포스코인터내셔널보통주,047050,2017/12/27,17850,5000
포스코인터내셔널보통주,047050,2017/12/28,18150,5000
포스코켐텍,003670,2017/12/26,37500,500
포스코켐텍,003670,2017/12/27,38200,500
포스코켐텍,003670,2017/12/28,39800,500
포스코홀딩스보통주,005490,2017/12/26,339500,5000
포스코홀딩스보통주,005490,2017/12/27,334500,5000
포스코홀딩스보통주,005490,2017/12/28,332500,5000
포인트엔지니어링,256630,2017/12/26,1955,100
포인트엔지니어링,256630,2017/12/27,1950,100
포인트엔지니어링,256630,2017/12/28,1950,100
폴라리스세원,234100,2017/12/26,8020,500
폴라리스세원,234100,2017/12/27,8190,500
폴라리스세원,234100,2017/12/28,8200,500
폴라리스오피스,041020,2017/12/26,1325,500
폴라리스오피스,041020,2017/12/27,1410,500
폴라리스오피스,041020,2017/12/28,1375,500
폴라리스우노,114630,2017/12/26,6010,500
폴라리스우노,114630,2017/12/27,5800,500
폴라리스우노,114630,2017/12/28,5750,500
폴루스바이오팜보통주,007630,2017/12/26,8690,500
폴루스바이오팜보통주,007630,2017/12/27,8860,500
폴루스바이오팜보통주,007630,2017/12/28,9200,500
푸드웰,005670,2017/12/26,4830,500
푸드웰,005670,2017/12/27,4825,500
푸드웰,005670,2017/12/28,4865,500
푸른기술,094940,2017/12/26,5420,500
푸른기술,094940,2017/12/27,5500,500
푸른기술,094940,2017/12/28,5570,500
푸른상호저축은행,007330,2017/12/26,7730,1000
푸른상호저축은행,007330,2017/12/27,7300,1000
푸른상호저축은행,007330,2017/12/28,7200,1000
풀무원보통주,017810,2017/12/26,159000,5000
풀무원보통주,017810,2017/12/27,162000,5000
풀무원보통주,017810,2017/12/28,172000,5000
풍국주정공업,023900,2017/12/26,14350,500
풍국주정공업,023900,2017/12/27,14400,500
풍국주정공업,023900,2017/12/28,13950,500
풍산 보통주,103140,2017/12/26,46500,5000
풍산 보통주,103140,2017/12/27,46600,5000
풍산 보통주,103140,2017/12/28,47500,5000
풍산홀딩스보통주,005810,2017/12/26,52300,5000
풍산홀딩스보통주,005810,2017/12/27,52200,5000
풍산홀딩스보통주,005810,2017/12/28,52500,5000
퓨전,195440,2017/12/26,7030,500
퓨전,195440,2017/12/27,7350,500
퓨전,195440,2017/12/28,7020,500
퓨쳐켐,220100,2017/12/26,17450,500
퓨쳐켐,220100,2017/12/27,18350,500
퓨쳐켐,220100,2017/12/28,18400,500
프럼파스트,035200,2017/12/26,5240,500
프럼파스트,035200,2017/12/27,4730,500
프럼파스트,035200,2017/12/28,4800,500
프로스테믹스,203690,2017/12/26,6690,100
프로스테믹스,203690,2017/12/27,6930,100
프로스테믹스,203690,2017/12/28,7150,100
프로텍,053610,2017/12/26,19500,500
프로텍,053610,2017/12/27,20500,500
프로텍,053610,2017/12/28,20300,500
프리엠스,053160,2017/12/26,8100,500
프리엠스,053160,2017/12/27,8340,500
프리엠스,053160,2017/12/28,8600,500
플래스크,041590,2017/12/26,4250,500
플래스크,041590,2017/12/27,4635,500
플래스크,041590,2017/12/28,4795,500
플랜티넷,075130,2017/12/26,5260,500
플랜티넷,075130,2017/12/27,5210,500
플랜티넷,075130,2017/12/28,5220,500
플레이그램보통주,009810,2017/12/26,554,500
플레이그램보통주,009810,2017/12/27,545,500
플레이그램보통주,009810,2017/12/28,523,500
플레이위드,023770,2017/12/26,7610,500
플레이위드,023770,2017/12/27,7500,500
플레이위드,023770,2017/12/28,7740,500
피델릭스,032580,2017/12/26,1920,500
피델릭스,032580,2017/12/27,1930,500
피델릭스,032580,2017/12/28,1995,500
피씨디렉트,051380,2017/12/26,4320,500
피씨디렉트,051380,2017/12/27,4310,500
피씨디렉트,051380,2017/12/28,4275,500
피씨엘,241820,2017/12/26,15900,500
피씨엘,241820,2017/12/27,16100,500
피씨엘,241820,2017/12/28,17350,500
피아이첨단소재,178920,2017/12/26,51700,500
피아이첨단소재,178920,2017/12/27,51300,500
피아이첨단소재,178920,2017/12/28,47250,500
피앤씨테크,237750,2017/12/26,8130,500
피앤씨테크,237750,2017/12/27,8100,500
피앤씨테크,237750,2017/12/28,8320,500
피에스케이홀딩스,031980,2017/12/26,25150,500
피에스케이홀딩스,031980,2017/12/27,25500,500
피에스케이홀딩스,031980,2017/12/28,25750,500
피에스텍,002230,2017/12/26,5090,500
피에스텍,002230,2017/12/27,5160,500
피에스텍,002230,2017/12/28,5210,500
피에이치씨,057880,2017/12/26,1610,500
피에이치씨,057880,2017/12/27,1675,500
피에이치씨,057880,2017/12/28,1675,500
피에이치에이,043370,2017/12/26,10600,500
피에이치에이,043370,2017/12/27,10650,500
피에이치에이,043370,2017/12/28,10500,500
피엔티,137400,2017/12/26,13150,500
피엔티,137400,2017/12/27,13650,500
피엔티,137400,2017/12/28,13650,500
피엔풍년,024940,2017/12/26,2695,500
피엔풍년,024940,2017/12/27,2680,500
피엔풍년,024940,2017/12/28,2690,500
피제이메탈,128660,2017/12/26,2160,500
피제이메탈,128660,2017/12/27,2120,500
피제이메탈,128660,2017/12/28,2115,500
피제이전자,006140,2017/12/26,7810,500
피제이전자,006140,2017/12/27,7790,500
피제이전자,006140,2017/12/28,7770,500
픽셀플러스,087600,2017/12/26,9750,500
픽셀플러스,087600,2017/12/27,9990,500
픽셀플러스,087600,2017/12/28,10000,500
필옵틱스,161580,2017/12/26,33800,500
필옵틱스,161580,2017/12/27,34800,500
필옵틱스,161580,2017/12/28,35100,500
하나금융지주보통주,086790,2017/12/26,51400,5000
하나금융지주보통주,086790,2017/12/27,50100,5000
하나금융지주보통주,086790,2017/12/28,49800,5000
하나마이크론,067310,2017/12/26,5330,500
하나마이크론,067310,2017/12/27,5280,500
하나마이크론,067310,2017/12/28,5360,500
하나머티리얼즈,166090,2017/12/26,33800,500
하나머티리얼즈,166090,2017/12/27,35650,500
하나머티리얼즈,166090,2017/12/28,37000,500
하나투어보통주,039130,2017/12/26,98100,500
하나투어보통주,039130,2017/12/27,102500,500
하나투어보통주,039130,2017/12/28,103000,500
하림,136480,2017/12/26,3095,500
하림,136480,2017/12/27,3055,500
하림,136480,2017/12/28,3120,500
하림지주,003380,2017/12/26,16850,100
하림지주,003380,2017/12/27,16950,100
하림지주,003380,2017/12/28,16850,100
하림홀딩스,024660,2017/12/26,3685,500
하림홀딩스,024660,2017/12/27,3700,500
하림홀딩스,024660,2017/12/28,3710,500
하이드로리튬,101670,2017/12/26,1670,200
하이드로리튬,101670,2017/12/27,1625,200
하이드로리튬,101670,2017/12/28,1635,200
하이로닉,149980,2017/12/26,4650,100
하이로닉,149980,2017/12/27,4650,100
하이로닉,149980,2017/12/28,4790,100
하이록코리아,013030,2017/12/26,22700,500
하이록코리아,013030,2017/12/27,22650,500
하이록코리아,013030,2017/12/28,22500,500
하이비젼시스템,126700,2017/12/26,12300,500
하이비젼시스템,126700,2017/12/27,12550,500
하이비젼시스템,126700,2017/12/28,13000,500
하이소닉,106080,2017/12/26,533,200
하이소닉,106080,2017/12/27,536,200
하이소닉,106080,2017/12/28,525,200
하이스틸 보통주,071090,2017/12/26,22000,5000
하이스틸 보통주,071090,2017/12/27,22050,5000
하이스틸 보통주,071090,2017/12/28,22400,5000
하이에이아이1호기업인수목적,235010,2017/12/26,1985,100
하이에이아이1호기업인수목적,235010,2017/12/27,1975,100
하이에이아이1호기업인수목적,235010,2017/12/28,1985,100
하이즈항공,221840,2017/12/26,7120,500
하이즈항공,221840,2017/12/27,7000,500
하이즈항공,221840,2017/12/28,7100,500
하이텍팜,106190,2017/12/26,11200,500
하이텍팜,106190,2017/12/27,11300,500
하이텍팜,106190,2017/12/28,11800,500
하이트론씨스템즈보통주,019490,2017/12/26,4070,2500
하이트론씨스템즈보통주,019490,2017/12/27,4140,2500
하이트론씨스템즈보통주,019490,2017/12/28,4155,2500
하이트진로보통주,000080,2017/12/26,24350,5000
하이트진로보통주,000080,2017/12/27,24250,5000
하이트진로보통주,000080,2017/12/28,24100,5000
하이트진로홀딩스보통주,000140,2017/12/26,10000,5000
하이트진로홀딩스보통주,000140,2017/12/27,10000,5000
하이트진로홀딩스보통주,000140,2017/12/28,10100,5000
하츠,066130,2017/12/26,4625,500
하츠,066130,2017/12/27,4615,500
하츠,066130,2017/12/28,4745,500
한국가구,004590,2017/12/26,35850,1000
한국가구,004590,2017/12/27,35500,1000
한국가구,004590,2017/12/28,35600,1000
한국가스공사보통주,036460,2017/12/26,42150,5000
한국가스공사보통주,036460,2017/12/27,41700,5000
한국가스공사보통주,036460,2017/12/28,42550,5000
한국경제티브이,039340,2017/12/26,3840,500
한국경제티브이,039340,2017/12/27,3850,500
한국경제티브이,039340,2017/12/28,3800,500
한국공항보통주,005430,2017/12/26,53300,5000
한국공항보통주,005430,2017/12/27,52300,5000
한국공항보통주,005430,2017/12/28,52800,5000
한국기업평가,034950,2017/12/26,53500,5000
한국기업평가,034950,2017/12/27,53100,5000
한국기업평가,034950,2017/12/28,54100,5000
한국내화보통주,010040,2017/12/26,3010,500
한국내화보통주,010040,2017/12/27,3010,500
한국내화보통주,010040,2017/12/28,3015,500
한국단자공업보통주,025540,2017/12/26,69000,500
한국단자공업보통주,025540,2017/12/27,66900,500
한국단자공업보통주,025540,2017/12/28,66900,500
한국맥널티,222980,2017/12/26,13400,500
한국맥널티,222980,2017/12/27,13200,500
한국맥널티,222980,2017/12/28,13100,500
한국비엔씨,256840,2017/12/26,1980,100
한국비엔씨,256840,2017/12/27,1965,100
한국비엔씨,256840,2017/12/28,1965,100
한국석유공업보통주,004090,2017/12/26,98500,5000
한국석유공업보통주,004090,2017/12/27,97800,5000
한국석유공업보통주,004090,2017/12/28,96500,5000
한국선재,025550,2017/12/26,2905,500
한국선재,025550,2017/12/27,2820,500
한국선재,025550,2017/12/28,2790,500
한국수출포장공업보통주,002200,2017/12/26,16050,5000
한국수출포장공업보통주,002200,2017/12/27,16050,5000
한국수출포장공업보통주,002200,2017/12/28,15650,5000
한국쉘석유보통주,002960,2017/12/26,402000,5000
한국쉘석유보통주,002960,2017/12/27,386000,5000
한국쉘석유보통주,002960,2017/12/28,384000,5000
한국알콜산업,017890,2017/12/26,7190,500
한국알콜산업,017890,2017/12/27,7130,500
한국알콜산업,017890,2017/12/28,7050,500
한국앤컴퍼니보통주,000240,2017/12/26,18650,500
한국앤컴퍼니보통주,000240,2017/12/27,18550,500
한국앤컴퍼니보통주,000240,2017/12/28,18900,500
한국유나이티드제약 보통주,033270,2017/12/26,28900,500
한국유나이티드제약 보통주,033270,2017/12/27,29300,500
한국유나이티드제약 보통주,033270,2017/12/28,30450,500
한국유리공업보통주,002000,2017/12/26,34150,5000
한국유리공업보통주,002000,2017/12/27,33450,5000
한국유리공업보통주,002000,2017/12/28,34000,5000
한국자산신탁보통주,123890,2017/12/26,8100,500
한국자산신탁보통주,123890,2017/12/27,7330,500
한국자산신탁보통주,123890,2017/12/28,7390,500
한국전력공사보통주,015760,2017/12/26,39100,5000
한국전력공사보통주,015760,2017/12/27,38400,5000
한국전력공사보통주,015760,2017/12/28,38150,5000
한국전력기술 보통주,052690,2017/12/26,23850,200
한국전력기술 보통주,052690,2017/12/27,23900,200
한국전력기술 보통주,052690,2017/12/28,23800,200
한국전자금융,063570,2017/12/26,12900,500
한국전자금융,063570,2017/12/27,13000,500
한국전자금융,063570,2017/12/28,12400,500
한국전자인증,041460,2017/12/26,6270,500
한국전자인증,041460,2017/12/27,6430,500
한국전자인증,041460,2017/12/28,6490,500
한국전자홀딩스보통주,006200,2017/12/26,797,500
한국전자홀딩스보통주,006200,2017/12/27,800,500
한국전자홀딩스보통주,006200,2017/12/28,807,500
한국정밀기계,101680,2017/12/26,2250,500
한국정밀기계,101680,2017/12/27,2215,500
한국정밀기계,101680,2017/12/28,2295,500
한국정보공학,039740,2017/12/26,3935,500
한국정보공학,039740,2017/12/27,3935,500
한국정보공학,039740,2017/12/28,3995,500
한국정보인증,053300,2017/12/26,5610,500
한국정보인증,053300,2017/12/27,5700,500
한국정보인증,053300,2017/12/28,5670,500
한국정보통신,025770,2017/12/26,12450,500
한국정보통신,025770,2017/12/27,12400,500
한국정보통신,025770,2017/12/28,12150,500
한국제4호기업인수목적,240540,2017/12/26,1975,100
한국제4호기업인수목적,240540,2017/12/27,1975,100
한국제4호기업인수목적,240540,2017/12/28,1975,100
한국제5호기업인수목적,271740,2017/12/26,1980,100
한국제5호기업인수목적,271740,2017/12/27,2000,100
한국제5호기업인수목적,271740,2017/12/28,2000,100
한국제6호기업인수목적,281410,2017/12/26,1965,100
한국제6호기업인수목적,281410,2017/12/27,1960,100
한국제6호기업인수목적,281410,2017/12/28,1965,100
한국제지보통주,002300,2017/12/26,22700,5000
한국제지보통주,002300,2017/12/27,22350,5000
한국제지보통주,002300,2017/12/28,22400,5000
한국조선해양보통주,009540,2017/12/26,136000,5000
한국조선해양보통주,009540,2017/12/27,96900,5000
한국조선해양보통주,009540,2017/12/28,100500,5000
한국종합기술보통주,023350,2017/12/26,5130,500
한국종합기술보통주,023350,2017/12/27,5040,500
한국종합기술보통주,023350,2017/12/28,5140,500
한국주강보통주,025890,2017/12/26,2285,500
한국주강보통주,025890,2017/12/27,2280,500
한국주강보통주,025890,2017/12/28,2260,500
한국주철관공업보통주,000970,2017/12/26,9030,500
한국주철관공업보통주,000970,2017/12/27,8960,500
한국주철관공업보통주,000970,2017/12/28,8970,500
한국철강보통주,104700,2017/12/26,37800,5000
한국철강보통주,104700,2017/12/27,37100,5000
한국철강보통주,104700,2017/12/28,37750,5000
한국카본보통주,017960,2017/12/26,5340,500
한국카본보통주,017960,2017/12/27,5340,500
한국카본보통주,017960,2017/12/28,5360,500
한국캐피탈,023760,2017/12/26,633,500
한국캐피탈,023760,2017/12/27,627,500
한국캐피탈,023760,2017/12/28,617,500
한국컴퓨터,054040,2017/12/26,5450,500
한국컴퓨터,054040,2017/12/27,5480,500
한국컴퓨터,054040,2017/12/28,5540,500
한국콜마보통주,161890,2017/12/26,81400,500
한국콜마보통주,161890,2017/12/27,81000,500
한국콜마보통주,161890,2017/12/28,82000,500
한국콜마홀딩스보통주,024720,2017/12/26,39400,500
한국콜마홀딩스보통주,024720,2017/12/27,39800,500
한국콜마홀딩스보통주,024720,2017/12/28,40800,500
한국큐빅,021650,2017/12/26,2410,500
한국큐빅,021650,2017/12/27,2450,500
한국큐빅,021650,2017/12/28,2440,500
한국타이어앤테크놀로지보통주,161390,2017/12/26,55100,500
한국타이어앤테크놀로지보통주,161390,2017/12/27,54200,500
한국타이어앤테크놀로지보통주,161390,2017/12/28,54600,500
한국테크놀로지,053590,2017/12/26,2420,500
한국테크놀로지,053590,2017/12/27,2435,500
한국테크놀로지,053590,2017/12/28,2450,500
한국토지신탁보통주,034830,2017/12/26,3205,1000
한국토지신탁보통주,034830,2017/12/27,3165,1000
한국토지신탁보통주,034830,2017/12/28,3130,1000
한국투자 KINDEX S&P아시아TOP50증권상장지수투자신탁(주식),277540,2017/12/26,10340,0
한국투자 KINDEX S&P아시아TOP50증권상장지수투자신탁(주식),277540,2017/12/27,10350,0
한국투자 KINDEX S&P아시아TOP50증권상장지수투자신탁(주식),277540,2017/12/28,10435,0
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2017/12/26,68590,0
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2017/12/27,69115,0
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2017/12/28,69175,0
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/12/26,101320,0
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/12/27,100090,0
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/12/28,100095,0
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/12/26,20615,0
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/12/27,20720,0
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/12/28,20665,0
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/12/26,6510,0
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/12/27,6640,0
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/12/28,6815,0
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2017/12/26,10350,0
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2017/12/27,10335,0
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2017/12/28,10395,0
한국투자 KINDEX 베트남VN30증권상장지수투자신탁(주식-파생형)(합성),245710,2017/12/26,13795,0
한국투자 KINDEX 베트남VN30증권상장지수투자신탁(주식-파생형)(합성),245710,2017/12/27,13940,0
한국투자 KINDEX 베트남VN30증권상장지수투자신탁(주식-파생형)(합성),245710,2017/12/28,13930,0
한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),256440,2017/12/26,10205,0
한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),256440,2017/12/27,10205,0
한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),256440,2017/12/28,10265,0
한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형),145670,2017/12/26,7385,0
한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형),145670,2017/12/27,7300,0
한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형),145670,2017/12/28,7220,0
한국투자 KINDEX 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H),196030,2017/12/26,19060,0
