회사명,거래소코드,회계년도,액면가(원),종가(원)
테이팩스보통주,055490,2019/01/02,500,20550
테크엘,064520,2019/01/02,500,418
테크윙,089030,2019/01/02,500,8800
텔레칩스,054450,2019/01/02,500,9870
텔레필드,091440,2019/01/02,500,2825
텔코웨어 보통주,078000,2019/01/02,500,13300
텔콘알에프제약,200230,2019/01/02,100,8030
토니모리보통주,214420,2019/01/02,200,10700
토박스코리아,215480,2019/01/02,100,848
토비스,051360,2019/01/02,500,6610
토탈소프트뱅크,045340,2019/01/02,500,2605
톱텍,108230,2019/01/02,500,7670
투비소프트,079970,2019/01/02,500,5390
트루윈,105550,2019/01/02,500,4175
특수건설,026150,2019/01/02,500,5320
티로보틱스,117730,2019/01/02,500,9420
티비씨,033830,2019/01/02,500,574
티사이언티픽,057680,2019/01/02,500,1730
티씨케이,064760,2019/01/02,500,39700
티앤알바이오팹,246710,2019/01/02,500,8990
티에스넥스젠,043220,2019/01/02,500,809
티에스이,131290,2019/01/02,500,6750
티에스인베스트먼트,246690,2019/01/02,500,2370
티에이치엔보통주,019180,2019/01/02,500,2375
티엘아이,062860,2019/01/02,500,4305
티와이엠보통주,002900,2019/01/02,500,1800
티웨이항공보통주,091810,2019/01/02,500,7360
티웨이홀딩스보통주,004870,2019/01/02,500,2350
티제이미디어,032540,2019/01/02,500,3435
티케이지애강,022220,2019/01/02,500,2140
티케이지휴켐스보통주,069260,2019/01/02,1000,23400
티케이케미칼,104480,2019/01/02,500,2715
티플랙스,081150,2019/01/02,500,2850
티피씨,130740,2019/01/02,500,2710
티피씨메카트로닉스,048770,2019/01/02,500,3775
팅크웨어,084730,2019/01/02,500,7810
파나진,046210,2019/01/02,500,4475
파나케이아,058530,2019/01/02,500,991
파라다이스,034230,2019/01/02,500,18400
파라텍,033540,2019/01/02,500,5600
파루,043200,2019/01/02,500,2690
파마리서치,214450,2019/01/02,500,32500
파멥신,208340,2019/01/02,500,81000
파미셀보통주,005690,2019/01/02,500,12800
파버나인,177830,2019/01/02,500,4375
파세코,037070,2019/01/02,500,4550
파수,150900,2019/01/02,500,3160
파워넷,037030,2019/01/02,1000,3355
파워로직스,047310,2019/01/02,500,6220
파이오링크,170790,2019/01/02,500,4360
파인디앤씨,049120,2019/01/02,500,2060
파인디지털,038950,2019/01/02,500,3420
파인테크닉스,106240,2019/01/02,500,1380
파인텍,131760,2019/01/02,500,2290
파커스,065690,2019/01/02,500,3100
파크시스템스,140860,2019/01/02,500,39700
파트론,091700,2019/01/02,500,8130
파티게임즈,194510,2019/01/02,500,536
