회사명,거래소코드,회계년도,액면가(원),종가(원)
테크엘,064520,2015/01/02,500,1235
테크윙,089030,2015/01/02,500,7960
텔레칩스,054450,2015/01/02,500,4930
텔레필드,091440,2015/01/02,500,2320
텔코웨어 보통주,078000,2015/01/02,500,11850
텔콘알에프제약,200230,2015/01/02,500,13700
토비스,051360,2015/01/02,500,16800
토탈소프트뱅크,045340,2015/01/02,500,1490
톱텍,108230,2015/01/02,500,12350
투비소프트,079970,2015/01/02,500,4970
트레이스,052290,2015/01/02,500,2845
트루윈,105550,2015/01/02,500,7330
특수건설,026150,2015/01/02,500,3000
티비씨,033830,2015/01/02,5000,5490
티사이언티픽,057680,2015/01/02,500,2645
티씨케이,064760,2015/01/02,500,8480
티에스넥스젠,043220,2015/01/02,500,2495
티에스엠텍,066350,2015/01/02,500,2450
티에스이,131290,2015/01/02,500,11500
티에이치엔보통주,019180,2015/01/02,500,1385
티엘아이,062860,2015/01/02,500,6850
티와이엠보통주,002900,2015/01/02,5000,7570
티웨이홀딩스보통주,004870,2015/01/02,500,11750
티이씨앤코보통주,008900,2015/01/02,500,1585
티제이미디어,032540,2015/01/02,500,2550
티케이지애강,022220,2015/01/02,500,2100
티케이지휴켐스보통주,069260,2015/01/02,1000,26300
티케이케미칼,104480,2015/01/02,500,1880
티플랙스,081150,2015/01/02,500,1425
티피씨,130740,2015/01/02,500,2730
티피씨메카트로닉스,048770,2015/01/02,500,8940
팅크웨어,084730,2015/01/02,500,7860
파나진,046210,2015/01/02,500,4640
파나케이아,058530,2015/01/02,500,1440
파라다이스,034230,2015/01/02,500,23350
파라텍,033540,2015/01/02,500,4500
파루,043200,2015/01/02,500,4150
파미셀보통주,005690,2015/01/02,500,3345
파버나인,177830,2015/01/02,500,7980
파세코,037070,2015/01/02,500,6150
파수,150900,2015/01/02,500,11700
파워로직스,047310,2015/01/02,500,3770
파이오링크,170790,2015/01/02,500,15700
파인디앤씨,049120,2015/01/02,500,1825
파인디지털,038950,2015/01/02,500,7230
파인테크닉스,106240,2015/01/02,500,2530
파커스,065690,2015/01/02,500,2870
파트론,091700,2015/01/02,500,12600
파티게임즈,194510,2015/01/02,500,28000
팜스코보통주,036580,2015/01/02,500,13300
팜스토리,027710,2015/01/02,500,1235
팜젠사이언스보통주,004720,2015/01/02,500,5560
팬스타엔터프라이즈,054300,2015/01/02,500,3650
팬엔터테인먼트,068050,2015/01/02,500,6280
팬오션보통주,028670,2015/01/02,1000,2630
퍼스텍보통주,010820,2015/01/02,500,1955
퍼시스보통주,016800,2015/01/02,1000,31700
페이퍼코리아보통주,001020,2015/01/02,500,771
평산차업집단 KDR,950010,2015/01/02,0,690
평화산업 주식회사 보통주,090080,2015/01/02,500,1230
평화홀딩스보통주,010770,2015/01/02,500,2890
포메탈,119500,2015/01/02,500,2785
포스코스틸리온보통주,058430,2015/01/02,5000,13250
포스코아이씨티,022100,2015/01/02,500,5250
포스코엠텍,009520,2015/01/02,500,2885
포스코인터내셔널보통주,047050,2015/01/02,5000,30400
포스코켐텍,003670,2015/01/02,5000,140000
포스코플랜텍 보통주,051310,2015/01/02,500,3080
포스코홀딩스보통주,005490,2015/01/02,5000,283500
폴라리스오피스,041020,2015/01/02,500,7610
폴라리스우노,114630,2015/01/02,500,3360
폴루스바이오팜보통주,007630,2015/01/02,500,2335
푸드웰,005670,2015/01/02,500,2740
푸른기술,094940,2015/01/02,500,3760
푸른상호저축은행,007330,2015/01/02,1000,3750
풀무원보통주,017810,2015/01/02,5000,112000
풍국주정공업,023900,2015/01/02,500,9680
풍산 보통주,103140,2015/01/02,5000,24800
풍산홀딩스보통주,005810,2015/01/02,5000,43300
프럼파스트,035200,2015/01/02,500,3145
프로스테믹스,203690,2015/01/02,100,2000
프로텍,053610,2015/01/02,500,8690
프리엠스,053160,2015/01/02,500,3475
프리젠,060910,2015/01/02,500,230
플래스크,041590,2015/01/02,500,2355
플랜티넷,075130,2015/01/02,500,5900
플레이그램보통주,009810,2015/01/02,500,900
플레이위드,023770,2015/01/02,500,5480
플렉스컴,065270,2015/01/02,500,5680
피델릭스,032580,2015/01/02,500,1930
피씨디렉트,051380,2015/01/02,500,3360
피아이첨단소재,178920,2015/01/02,500,8000
피에스케이홀딩스,031980,2015/01/02,500,14600
피에스텍,002230,2015/01/02,500,4050
피에이치씨,057880,2015/01/02,500,1780
피에이치에이,043370,2015/01/02,500,18100
피엔티,137400,2015/01/02,500,8450
피엔풍년,024940,2015/01/02,500,3115
피엘에이,082390,2015/01/02,500,806
피제이메탈,128660,2015/01/02,500,1910
피제이전자,006140,2015/01/02,500,6880
하나금융지주보통주,086790,2015/01/02,5000,32000
하나마이크론,067310,2015/01/02,500,10050
하나머스트3호기업인수목적,208870,2015/01/02,100,2040
하나투어보통주,039130,2015/01/02,500,77300
하림,136480,2015/01/02,500,4365
하림홀딩스,024660,2015/01/02,500,4965
하이드로리튬,101670,2015/01/02,500,2070
하이로닉,149980,2015/01/02,500,90000
하이록코리아,013030,2015/01/02,500,33000
하이비젼시스템,126700,2015/01/02,500,10150
하이소닉,106080,2015/01/02,500,3280
하이스틸 보통주,071090,2015/01/02,5000,15900
하이텍팜,106190,2015/01/02,500,13950
하이트론씨스템즈보통주,019490,2015/01/02,2500,5180
하이트진로보통주,000080,2015/01/02,5000,22600
하이트진로홀딩스보통주,000140,2015/01/02,5000,11950
하츠,066130,2015/01/02,500,4490
한국가구,004590,2015/01/02,1000,21400
한국가스공사보통주,036460,2015/01/02,5000,49100
한국경제티브이,039340,2015/01/02,500,2245
한국공항보통주,005430,2015/01/02,5000,40750
한국기업평가,034950,2015/01/02,5000,38200
한국내화보통주,010040,2015/01/02,500,3165
한국단자공업보통주,025540,2015/01/02,500,66500
한국석유공업보통주,004090,2015/01/02,5000,70400
한국선재,025550,2015/01/02,500,1775
한국수출포장공업보통주,002200,2015/01/02,5000,23500
한국쉘석유보통주,002960,2015/01/02,5000,404500
한국알콜산업,017890,2015/01/02,500,4865
한국앤컴퍼니보통주,000240,2015/01/02,500,24550
한국유나이티드제약 보통주,033270,2015/01/02,500,13600
한국유리공업보통주,002000,2015/01/02,5000,23800
한국전력공사보통주,015760,2015/01/02,5000,42700
한국전력기술 보통주,052690,2015/01/02,200,49650
한국전자금융,063570,2015/01/02,500,2640
한국전자인증,041460,2015/01/02,500,4030
한국전자홀딩스보통주,006200,2015/01/02,500,1115
한국정밀기계,101680,2015/01/02,500,6110
한국정보공학,039740,2015/01/02,500,4220
한국정보인증,053300,2015/01/02,500,3500
한국정보통신,025770,2015/01/02,500,8320
한국제지보통주,002300,2015/01/02,5000,29350
한국조선해양보통주,009540,2015/01/02,5000,112000
한국종합기술보통주,023350,2015/01/02,500,4855
한국주강보통주,025890,2015/01/02,500,2435
한국주철관공업보통주,000970,2015/01/02,500,4910
한국철강보통주,104700,2015/01/02,5000,30750
한국카본보통주,017960,2015/01/02,500,5790
한국캐피탈,023760,2015/01/02,500,607
한국컴퓨터,054040,2015/01/02,500,3310
한국콜마보통주,161890,2015/01/02,500,43650
한국콜마홀딩스보통주,024720,2015/01/02,500,42500
한국큐빅,021650,2015/01/02,500,2585
한국타이어앤테크놀로지보통주,161390,2015/01/02,500,51600
한국테크놀로지,053590,2015/01/02,500,1480
한국토지신탁,034830,2015/01/02,1000,3785
한국투자 KINDEX iBoxx 선진국하이일드 증권 상장지수투자신탁(채권-파생형)(합성 H),181450,2015/01/02,0,102610
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2015/01/02,0,59515
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/01/02,0,100140
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/01/02,0,3970
한국투자 KINDEX 인버스 증권 상장지수투자신탁(주식-파생형),145670,2015/01/02,0,9755
한국투자 KINDEX 일본 레버리지 증권 상장지수투자신탁(주식-재간접파생형)(H),196030,2015/01/02,0,12840
한국투자 KINDEX 일본인버스 증권 상장지수투자신탁(주식-파생형)(합성 H),205720,2015/01/02,0,9275
한국투자 KINDEX 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형),168580,2015/01/02,0,18915
한국투자금융지주보통주,071050,2015/01/02,5000,48100
한국특강보통주,007280,2015/01/02,5000,26950
한국팩키지,037230,2015/01/02,500,940
한국프랜지공업보통주,010100,2015/01/02,5000,16650
한국항공우주산업보통주,047810,2015/01/02,5000,39800
한국화장품보통주,123690,2015/01/02,500,4510
한국화장품제조보통주,003350,2015/01/02,500,8040
한글과컴퓨터,030520,2015/01/02,500,20000
한네트,052600,2015/01/02,500,2290
한농화성보통주,011500,2015/01/02,500,3665
한독보통주,002390,2015/01/02,500,20200
한라보통주,014790,2015/01/02,5000,6470
한라아이엠에스,092460,2015/01/02,500,5110
한라홀딩스보통주,060980,2015/01/02,5000,69000
한미글로벌건축사사무소보통주,053690,2015/01/02,500,8190
한미반도체보통주,042700,2015/01/02,500,16300
한미사이언스보통주,008930,2015/01/02,500,15200
