회사명,거래소코드,회계년도,종가,RETA,EBTA,OM,종업원수증가율
(주)MH에탄올,23150,2011,2730.0,0.3681909726054149,-0.023807532746595774,-0.0713435895136601,-0.037735849056603765
(주)MH에탄올,23150,2012,2765.0,0.3866884668845215,0.007712651930006927,0.01734151996442923,0.019607843137254832
(주)MH에탄올,23150,2013,2990.0,0.31082900193569774,0.005466039181995926,0.011397673439503195,-0.019230769230769273
(주)MH에탄올,23150,2014,7440.0,0.5212840583005014,0.05342375169490878,0.09328785787279263,0.03921568627450989
(주)MH에탄올,23150,2015,8760.0,0.639827101739211,0.12694164766613905,0.1990205334583358,-0.1132075471698113
(주)MH에탄올,23150,2016,7900.0,0.7848784304015308,0.14447646176116943,0.21374265612273957,-0.08510638297872342
(주)MH에탄올,23150,2017,6340.0,0.12058186778751523,0.013218752975303378,0.12720511397204448,0.11627906976744184
(주)MH에탄올,23150,2018,5890.0,0.15982055948822266,-0.02250327307148757,-0.13607140010140412,0.04166666666666674
(주)MH에탄올,23150,2019,6140.0,0.13936861069465037,-0.012082747955985665,-0.06744679005919707,-0.06000000000000005
(주)SH에너지화학,2360,2011,316.0,0.027740707400215107,0.022153983440476116,0.013392810414721778,-0.018018018018018056
(주)SH에너지화학,2360,2012,991.0,0.03533301694173801,0.007663067447056406,0.004096847548963908,0.02752293577981657
(주)SH에너지화학,2360,2013,724.0,0.07744629596492413,0.04827574116438122,0.022999805900696443,0.03571428571428581
(주)SH에너지화학,2360,2014,1710.0,0.20028073148826797,0.18982901309895764,0.09103848461929015,0.2068965517241379
(주)SH에너지화학,2360,2015,1440.0,0.25588243792719934,0.15201733583287902,0.08113584517975964,0.04285714285714293
(주)SH에너지화학,2360,2016,1575.0,0.33659773073101784,0.18711956594558718,0.10665990737621261,0.013698630136986356
(주)SH에너지화학,2360,2017,1405.0,0.35541293145435837,0.10029660810075933,0.06681230041511561,0.0
(주)SH에너지화학,2360,2018,1100.0,0.35089046866090273,0.02212343667156084,0.014753236413364564,0.054054054054053946
(주)SH에너지화학,2360,2019,1020.0,0.29656623795235604,-0.026770965656983132,-0.02345687325915057,0.012820512820512775
(주)SIMPAC,9160,2011,4930.0,0.3603549123729449,0.10931432533204652,0.15779469281034111,0.11739130434782608
(주)SIMPAC,9160,2012,7620.0,0.4137328764216259,0.07647355492713276,0.10813900541541165,0.07003891050583655
(주)SIMPAC,9160,2013,6960.0,0.40978659693061514,0.07681979261677852,0.13515200502836547,0.0072727272727273196
(주)SIMPAC,9160,2014,5120.0,0.40947421692402464,0.04390207248675215,0.06371948219301658,0.10108303249097483
(주)SIMPAC,9160,2015,5600.0,0.41075657816046224,0.05194308364136144,0.08148789700313108,-0.02950819672131144
(주)SIMPAC,9160,2016,4740.0,0.4472207954738198,0.051935727314035916,0.08125888077317373,0.03378378378378377
(주)SIMPAC,9160,2017,4130.0,0.5020515455140967,0.025125760690931493,0.04152404798283444,-0.0032679738562091387
(주)SIMPAC,9160,2018,2440.0,0.36707965876312354,0.1049023734286119,0.2336014699213158,0.639344262295082
(주)SIMPAC,9160,2019,2945.0,0.38006203674807115,0.019252234258664763,0.030401130183607683,-0.018000000000000016
(주)SNT에너지,100840,2011,17600.0,0.4556783338620208,-0.019407176128851567,-0.027474648913245383,0.022222222222222143
(주)SNT에너지,100840,2012,16400.0,0.46145231853632657,0.03971155828689209,0.05039984298044081,0.059782608695652106
(주)SNT에너지,100840,2013,16700.0,0.4812541549052403,0.06667973496864986,0.10352340290396783,0.07179487179487176
(주)SNT에너지,100840,2014,15350.0,0.5228782714953826,0.04858586177161677,0.06094813046583732,0.04306220095693769
(주)SNT에너지,100840,2015,29750.0,0.5775287149655384,0.11301104742292581,0.13738742845880997,0.06422018348623859
(주)SNT에너지,100840,2016,19200.0,0.5196925721216693,0.008602760653728038,0.011783722726868182,-0.06034482758620685
(주)SNT에너지,100840,2017,16100.0,0.617478099710513,0.02010497048368931,0.03279259719918761,-0.10550458715596334
(주)SNT에너지,100840,2018,11050.0,0.6664240069239951,0.008500743655856905,0.017120833597221077,-0.02564102564102566
(주)SNT에너지,100840,2019,19800.0,0.6043045998868484,0.06011769459546438,0.09409572057089556,0.0052631578947368585
(주)SNT홀딩스,36530,2011,12600.0,0.13238093150083355,0.05789976019544337,0.07394136368017915,0.0
(주)SNT홀딩스,36530,2012,9730.0,0.1370765461366865,0.0390223252102741,0.048519897922343194,0.0
(주)SNT홀딩스,36530,2013,16250.0,0.13336651181296305,0.03358480275249758,0.045788571421205494,-0.11111111111111116
(주)SNT홀딩스,36530,2014,19600.0,0.14183625305899483,0.037043721937279346,0.04866515077931508,0.0
(주)SNT홀딩스,36530,2015,29350.0,0.14466528859950786,0.08054195476568542,0.10833725357538722,0.0
(주)SNT홀딩스,36530,2016,15850.0,0.14328419027979608,0.016684871041576656,0.02398161891464837,0.0
(주)SNT홀딩스,36530,2017,15750.0,0.14692585698249358,0.01413193326554445,0.02011043869942956,-0.125
(주)SNT홀딩스,36530,2018,13000.0,0.15100870951645656,0.048774998439766744,0.07357577071725076,0.4285714285714286
(주)SNT홀딩스,36530,2019,15450.0,0.14402795233437662,0.06528405567714393,0.09656641195040667,0.0
(주)STX,11810,2011,11550.0,0.08882412223511824,0.028941141631680257,0.025383811957066883,-0.39035769828926903
(주)STX,11810,2012,8400.0,0.08325569085947604,-0.10266410553403188,-0.08445043304625924,-0.04336734693877553
(주)STX,11810,2013,2580.0,-0.9172712510800584,-1.1148221255549267,-0.6110355143971934,-0.528
(주)STX,11810,2014,375.0,-0.7147136020500365,0.2884043212680139,0.2214282830235543,-0.2994350282485876
(주)STX,11810,2015,3435.0,-0.02245853929534163,-0.04598871233499366,-0.03573524352981647,0.024193548387096753
(주)STX,11810,2016,1660.0,-0.6459787850656131,-0.647014521505308,-0.26619608837120884,-0.055118110236220486
(주)STX,11810,2017,23850.0,-0.19251779163785054,0.5332328354118131,0.18550367596921744,-0.008333333333333304
(주)STX,11810,2018,11750.0,0.012105165315732384,0.017642461750601468,0.0065037242553984236,-0.07563025210084029
(주)STX,11810,2019,8010.0,-0.05569114472770381,-0.058772698787910166,-0.0223761592861163,0.05454545454545445
(주)TCC스틸,2710,2011,5140.0,0.41543938231086946,0.012308713999229327,0.01087082160349181,-0.02777777777777779
(주)TCC스틸,2710,2012,4615.0,0.3461873083842377,0.0006471297179434407,0.0007060892465698879,0.012698412698412653
(주)TCC스틸,2710,2013,3480.0,0.34419260927813733,-0.044329556717785566,-0.04812457014342956,-0.025078369905956133
(주)TCC스틸,2710,2014,2650.0,0.3355949946642795,-0.027118801691678126,-0.028791160011409737,-0.01607717041800638
(주)TCC스틸,2710,2015,2180.0,0.11085131724708112,-0.040413141346823514,-0.03068054392893482,-0.0816993464052288
(주)TCC스틸,2710,2016,2465.0,0.20251851852113675,0.08353814798653028,0.05317578964113996,-0.014234875444839812
(주)TCC스틸,2710,2017,1890.0,0.19166600584285465,0.018237158411201104,0.012986582531196585,0.02166064981949467
(주)TCC스틸,2710,2018,2000.0,0.19763729880800965,0.050410612250289574,0.037185643951258875,-0.021201413427561877
(주)TCC스틸,2710,2019,2720.0,0.18657477409374193,0.03421784800944344,0.024593400820161492,-0.0072202166064981865
(주)가비아,79940,2011,3950.0,0.30848333077769585,0.1365558997968422,0.1678671971448894,0.23225806451612896
(주)가비아,79940,2012,4035.0,0.2980623562700779,0.1343257217194561,0.16581000207593183,0.10471204188481686
(주)가비아,79940,2013,4790.0,0.31719828505337216,0.12401939623918959,0.16008998300897914,0.08056872037914697
(주)가비아,79940,2014,6420.0,0.31920895251821946,0.08130459638404226,0.09961310570648538,0.08333333333333326
(주)가비아,79940,2015,7130.0,0.33767924932372534,0.0974156761726281,0.11169389977298295,0.06072874493927127
(주)가비아,79940,2016,5840.0,0.3071370108643662,0.08930312303606816,0.10994475791292413,0.022900763358778553
(주)가비아,79940,2017,5870.0,0.30543359393907077,0.08373379541065121,0.0961007388695692,0.026119402985074647
(주)가비아,79940,2018,6360.0,0.28467412994957986,0.11931922704563089,0.1403711897754869,0.018181818181818077
(주)가비아,79940,2019,8280.0,0.2369738938175029,0.12384320803007137,0.166939357997948,-0.010714285714285676
(주)가온칩스,399720,2018,,,,,
(주)가온칩스,399720,2019,,,,,0.0
(주)강스템바이오텍,217730,2013,,,,,
(주)강스템바이오텍,217730,2014,,,,,0.0
(주)강스템바이오텍,217730,2015,10900.0,-0.6446832690846831,-0.23032570715344336,-3.8759047092368077,0.0
(주)강스템바이오텍,217730,2016,10800.0,-0.5144465839796151,-0.22984138723832157,-12.93784683289729,0.27419354838709675
(주)강스템바이오텍,217730,2017,12500.0,-0.7470945081248473,-0.21451004268545723,-1.1085867320475917,-0.05063291139240511
(주)강스템바이오텍,217730,2018,21800.0,-0.7062198170347747,-0.19213930843364824,-1.5343973140883147,0.18666666666666676
(주)강스템바이오텍,217730,2019,8140.0,-0.6748518133830159,-0.23144450325300486,-4.380354908849639,0.146067415730337
(주)강원랜드,35250,2011,27200.0,0.8151181277050588,0.1842849533835705,0.39478226291318563,0.021435531016563925
(주)강원랜드,35250,2012,29250.0,0.798480896662188,0.1400509978114464,0.3140585823886573,0.012400635930047699
(주)강원랜드,35250,2013,30950.0,0.7938794876584132,0.12695308036324982,0.2892947991837939,0.14855527638190957
(주)강원랜드,35250,2014,30400.0,0.786059416676418,0.14693814944885772,0.33138738722037164,-0.018047579983593076
(주)강원랜드,35250,2015,38400.0,0.7952739184967796,0.16090947616517293,0.36351671588542644,0.008075744917850125
(주)강원랜드,35250,2016,35750.0,0.80183366915938,0.15000311760209584,0.3518120266661957,0.0024861878453039665
(주)강원랜드,35250,2017,34800.0,0.8215048196560666,0.1352700804493705,0.35288550461603974,0.017635712317442875
(주)강원랜드,35250,2018,32000.0,0.8328999416845839,0.09706085014785475,0.2855848039685045,0.4064446249661522
(주)강원랜드,35250,2019,29600.0,0.8238131721824424,0.11016488996566871,0.3216441112190109,-0.009048902579899876
(주)강원에너지,114190,2011,4530.0,0.3081500279965771,0.1348801162164637,0.14426954943176112,0.14634146341463405
(주)강원에너지,114190,2012,4405.0,0.28778707948069043,0.12689068326354927,0.10637649909768099,0.07446808510638303
(주)강원에너지,114190,2013,2205.0,0.39999575932706816,0.0720154059009378,0.10297718393280277,0.10891089108910901
(주)강원에너지,114190,2014,2105.0,0.4433243091988965,0.017015068206683113,0.02215657985932412,0.3125
(주)강원에너지,114190,2015,2870.0,0.358133743670842,0.00234363397918569,0.004336150532520274,-0.09523809523809523
(주)강원에너지,114190,2016,2740.0,0.3866362643280364,0.007835750674151938,0.014302462575619025,-0.052631578947368474
(주)강원에너지,114190,2017,2490.0,0.2527579649208708,-0.07926176253088746,-0.09002960193895206,0.08730158730158721
(주)강원에너지,114190,2018,2740.0,0.28036191072022404,0.02687516138214123,0.02935922570144484,-0.13138686131386856
(주)강원에너지,114190,2019,3810.0,-0.13447877332668953,-0.6146129691421318,-0.8175950893288781,-0.10084033613445376
(주)갤럭시아에스엠,11420,2011,1715.0,-0.04254118499973709,0.09799066981426616,0.09339236697849825,0.1212121212121211
(주)갤럭시아에스엠,11420,2012,1600.0,-0.03854647046668015,0.01936850782117458,0.015473444993338024,0.08108108108108114
(주)갤럭시아에스엠,11420,2013,1880.0,-0.0827805301766384,-0.0409546924775267,-0.03319309837625371,0.25
(주)갤럭시아에스엠,11420,2014,1680.0,-0.08938205213146472,-0.00305300529808691,-0.0031495769460683654,0.26
(주)갤럭시아에스엠,11420,2015,3455.0,-0.021412904498714982,0.03793309219306037,0.04170634129559904,0.4761904761904763
(주)갤럭시아에스엠,11420,2016,2125.0,-0.06931270954243408,-0.030502301615310742,-0.03387458266851246,0.15053763440860224
(주)갤럭시아에스엠,11420,2017,2935.0,-0.19968835130681117,-0.13112864897307422,-0.1752698941667239,0.17757009345794383
(주)갤럭시아에스엠,11420,2018,1660.0,-0.770713075330709,-0.46483250053957,-0.7006772266684218,-0.11904761904761907
(주)갤럭시아에스엠,11420,2019,1485.0,-0.9561814809487763,-0.03965692734525858,-0.038979135916981496,0.09009009009009006
(주)경농,2100,2011,3005.0,0.5407009440336512,0.012788551196196082,0.018327859200557378,-0.04938271604938271
(주)경농,2100,2012,3195.0,0.36295745927944517,0.04911649865289267,0.09660926934685014,-0.00649350649350644
(주)경농,2100,2013,3545.0,0.42558840962092565,0.07104057087781313,0.09261253849022376,0.016339869281045694
(주)경농,2100,2014,4670.0,0.4016752395079102,0.03945533043469496,0.05958037723128636,0.09324758842443726
(주)경농,2100,2015,5090.0,0.36958944221648726,0.027626929276411617,0.04449450869522562,0.01764705882352935
(주)경농,2100,2016,5800.0,0.37451160727528254,0.023960679251320234,0.03769565065781646,-0.03179190751445082
(주)경농,2100,2017,6010.0,0.37809247981514776,0.038498135987929616,0.06260710141713838,0.008955223880596996
(주)경농,2100,2018,10800.0,0.39555173824808154,0.031109413787737617,0.0522639299197534,0.035502958579881616
(주)경농,2100,2019,11350.0,0.38803120922243123,0.0199206150531556,0.03247333938107179,0.03428571428571425
(주)경동나비엔,9450,2011,6000.0,0.4003938725725674,0.04622461166291004,0.035654027608401806,0.0688073394495412
(주)경동나비엔,9450,2012,11700.0,0.3750196047382497,0.03849287116517532,0.030440706981422563,0.12160228898426317
(주)경동나비엔,9450,2013,17450.0,0.3401889008543994,0.04371943687548651,0.037449580622139066,-0.07908163265306123
(주)경동나비엔,9450,2014,29000.0,0.3150333978485136,0.027438902601143785,0.02569104193099921,0.056786703601108046
(주)경동나비엔,9450,2015,31250.0,0.36000108315576196,0.055419754592399374,0.043519653649176634,0.044560943643512374
(주)경동나비엔,9450,2016,43050.0,0.39638666710853115,0.11369509343960593,0.08377326656225273,0.14303638644918437
(주)경동나비엔,9450,2017,51300.0,0.3656714497187705,0.07257042182147486,0.05338922655496299,0.07025246981339195
(주)경동나비엔,9450,2018,41550.0,0.3502429861483346,0.05894179659800098,0.047332071385508864,0.10051282051282051
(주)경동나비엔,9450,2019,46600.0,0.3592158020048604,0.07932555130686364,0.06247444629013653,0.08760484622553588
(주)경동도시가스,267290,2017,36250.0,0.02598341352595846,0.03263169407761918,0.026593645384310114,
(주)경동도시가스,267290,2018,33200.0,0.057290499734942754,0.0568459250083119,0.027538486418333837,0.025925925925925908
(주)경동도시가스,267290,2019,21250.0,0.08474195276568953,0.042709031286600606,0.02251463737809527,0.0036101083032491488
(주)경동인베스트,12320,2011,54000.0,0.35006712277873,0.04764471297441255,0.025824863195051777,0.022140221402213944
(주)경동인베스트,12320,2012,75700.0,0.33195407874689803,0.052217294397084314,0.025244911998401957,0.025270758122743597
(주)경동인베스트,12320,2013,98100.0,0.3679817072604143,0.053243687348945704,0.02301040333915538,0.01760563380281699
(주)경동인베스트,12320,2014,111000.0,0.36636602123415823,0.06826939313866186,0.03463980877532591,-0.02422145328719727
(주)경동인베스트,12320,2015,89200.0,0.4055487008719486,-0.023273757192765955,-0.0169430756837423,0.01773049645390068
(주)경동인베스트,12320,2016,76700.0,0.43292883375042174,0.023199762930258782,0.022104847880121955,-0.0034843205574912606
(주)경동인베스트,12320,2017,42750.0,0.8179938312965008,0.07988791901744573,0.24542458402043546,-0.9615384615384616
(주)경동인베스트,12320,2018,37250.0,0.8283651693681258,0.051839465430938626,0.13422216569184126,0.18181818181818188
(주)경동인베스트,12320,2019,36650.0,0.8066306950840323,0.024294783522632795,0.05412653449427497,-0.07692307692307687
(주)경방,50,2011,93800.0,0.48195291808148877,-0.0011173096307195633,-0.0043401526945896305,0.10634328358208944
(주)경방,50,2012,89600.0,0.48289377457047294,-0.007701386130076275,-0.030818395845602004,-0.02360876897133224
(주)경방,50,2013,109000.0,0.5087061129768502,0.014728773265242957,0.05502198584260997,0.16753022452504318
(주)경방,50,2014,182000.0,0.4906264283062092,0.010899454594767493,0.04312403508475423,0.004437869822485174
(주)경방,50,2015,192500.0,0.49922214901431966,0.017677622741395286,0.06518077299206758,-0.09425625920471281
(주)경방,50,2016,15300.0,0.5198418607674983,0.024898743459383737,0.08588256801262864,-0.06666666666666665
(주)경방,50,2017,13900.0,0.5474955435092063,0.027927268788028415,0.09861870693030202,-0.12369337979094075
(주)경방,50,2018,10800.0,0.5544629892460746,0.02085726249588432,0.0772590427276687,-0.08151093439363821
(주)경방,50,2019,9280.0,0.5394052397548388,0.03932810674065549,0.15676053434030038,-0.43939393939393945
(주)경보제약,214390,2011,,,,,0.0
(주)경보제약,214390,2012,,,,,0.0
(주)경보제약,214390,2013,,0.34334408811043193,0.16125636970600274,0.14253269702143054,0.0
(주)경보제약,214390,2014,,0.3037635037473035,0.17873885480023363,0.17690001521133847,0.0
(주)경보제약,214390,2015,14200.0,0.3587815673433854,0.13060775757210052,0.14341364677459803,0.0
(주)경보제약,214390,2016,13950.0,0.37838318003525934,0.07678116550645596,0.08377554147873327,0.045226130653266416
(주)경보제약,214390,2017,12550.0,0.4398999042311829,0.1184219757485597,0.12658282936028623,-0.014423076923076872
(주)경보제약,214390,2018,10250.0,0.43817920101819036,0.07961063859470574,0.08762904979605113,0.09756097560975618
(주)경보제약,214390,2019,8260.0,0.40918891656500783,0.029359387994643372,0.03642111940371419,0.09777777777777774
(주)경인양행,12610,2011,4035.0,0.35741980820004937,0.01576719970866806,0.021618429999343314,0.2989690721649485
(주)경인양행,12610,2012,2730.0,0.40653899561165335,0.011568025816061452,0.015211295477674068,-0.02910052910052907
(주)경인양행,12610,2013,4150.0,0.40193717520447947,0.04219495056798472,0.05127699107850821,0.17438692098092634
(주)경인양행,12610,2014,4260.0,0.4297844398843116,0.04132890417451812,0.046675492064132296,0.02088167053364276
(주)경인양행,12610,2015,3670.0,0.4061844441235737,0.017620582697828076,0.02187392677295659,0.06590909090909092
(주)경인양행,12610,2016,4990.0,0.3905579464959354,0.02999995512614976,0.03757702393313074,0.036247334754797356
(주)경인양행,12610,2017,5800.0,0.37162292977872113,0.017518388735769126,0.020903298347913424,0.06378600823045266
(주)경인양행,12610,2018,5800.0,0.3351605429361064,0.04277235810293823,0.05335164817226072,0.19729206963249513
(주)경인양행,12610,2019,7740.0,0.2991225046181322,0.03789316427969037,0.04985653300532957,-0.003231017770597755
(주)고려시멘트,198440,2014,2045.0,,,,
(주)고려시멘트,198440,2015,2020.0,,,,0.0
(주)고려시멘트,198440,2016,1995.0,,,,0.0
(주)고려시멘트,198440,2017,1720.0,0.28213259358990667,0.014927035020739268,0.01973264378040516,0.0
(주)고려시멘트,198440,2018,2595.0,0.2831659384234514,0.049339111313827275,0.07336054748264845,0.018181818181818077
(주)고려시멘트,198440,2019,3075.0,0.2992590665923158,0.028951536275591088,0.051858187261258994,-0.1339285714285714
(주)고바이오랩,348150,2019,,-1.6061742888354862,-1.2475849745540786,-76.43575493609058,
(주)고영테크놀러지,98460,2011,30900.0,0.5519023063654969,0.21973200507858054,0.22196525261982328,0.2272727272727273
(주)고영테크놀러지,98460,2012,28100.0,0.5871818015264635,0.1871380868278605,0.17934709020537573,0.24691358024691357
(주)고영테크놀러지,98460,2013,27950.0,0.6039334968130273,0.13180492659308557,0.14246318335989822,0.10891089108910901
(주)고영테크놀러지,98460,2014,42800.0,0.6558554828337602,0.19466738978029743,0.1931414708657751,0.2678571428571428
(주)고영테크놀러지,98460,2015,38650.0,0.7049891661796005,0.1563115191189404,0.17018864218044208,0.08098591549295775
(주)고영테크놀러지,98460,2016,45200.0,0.6940163987579394,0.1840859242997537,0.20908243154072095,0.026058631921824116
(주)고영테크놀러지,98460,2017,82500.0,0.7765294411797119,0.16002725730362968,0.16147414498438908,0.0793650793650793
(주)고영테크놀러지,98460,2018,82500.0,0.689322750584216,0.18915710845197867,0.22159576638761955,0.19999999999999996
(주)고영테크놀러지,98460,2019,105500.0,0.7132941025919292,0.12437961481778204,0.17110753550320978,0.15931372549019618
(주)골드앤에스,35290,2011,436.0,-0.10351305540403005,0.017917547915204585,0.01759871384658363,-0.09039548022598876
(주)골드앤에스,35290,2012,476.0,-0.20932527716808538,-0.13118557269572562,-0.15528165350078937,-0.024844720496894457
(주)골드앤에스,35290,2013,175.0,-0.5310019992222385,-0.29783343559960773,-0.38740225053547755,-0.2738853503184714
(주)골드앤에스,35290,2014,3360.0,-0.755477237443893,-0.19071427100746954,-0.2836189607616891,-0.3508771929824561
(주)골드앤에스,35290,2015,5980.0,-0.6363043393657,-0.18411221863129404,-0.19990553175329145,-0.29729729729729726
(주)골드앤에스,35290,2016,3795.0,-0.8054028879299541,0.03346641570501237,0.039316276207107134,0.15384615384615374
(주)골드앤에스,35290,2017,4690.0,-1.4265223099145483,-0.4749526811969814,-0.6371491719871099,-0.21666666666666667
(주)골드앤에스,35290,2018,3170.0,-0.6692709005947853,-0.11888387606597764,-0.5816875664999933,0.2978723404255319
(주)골드앤에스,35290,2019,11750.0,-3.3831628269333636,-1.5307452642460908,-3.2238645521176785,-0.19672131147540983
(주)골드퍼시픽,38530,2011,1095.0,0.05530270602383677,0.03604692809658173,0.08813229597954957,2.1052631578947367
(주)골드퍼시픽,38530,2012,1235.0,0.06203658619079927,0.008524208731364826,0.02426316226939387,0.18644067796610164
(주)골드퍼시픽,38530,2013,849.0,-0.1960198556310321,-0.2784811265115812,-1.3088131808892842,-0.19999999999999996
(주)골드퍼시픽,38530,2014,1200.0,-0.1719204243875014,-0.17617477406760693,-0.44827191520792137,-0.6071428571428572
(주)골드퍼시픽,38530,2015,1620.0,-0.5041745924730924,-0.35753434111700255,-0.5482038528481289,1.0454545454545454
(주)골드퍼시픽,38530,2016,732.0,-2.696827100288741,-2.1069375060352997,-2.444018940144554,1.1333333333333333
(주)골드퍼시픽,38530,2017,3780.0,-1.1655613318098446,-0.036248577092857726,-0.19140667312075135,-0.6875
(주)골드퍼시픽,38530,2018,1415.0,-0.1336988738955119,-0.11822632502219009,-0.7834167589156876,-0.1333333333333333
(주)골드퍼시픽,38530,2019,1620.0,-0.5025816105540251,-0.4309710574885775,-2.776398211624441,1.1538461538461537
(주)골프존,215000,2015,87900.0,0.1867309621913332,0.25638575401614666,0.22658505585638655,
(주)골프존,215000,2016,65300.0,0.23460859743530008,0.2341960634741938,0.2028387319055405,0.05263157894736836
(주)골프존,215000,2017,44850.0,0.43203218320711484,0.20004285921206122,0.25359323653367516,-0.12857142857142856
(주)골프존,215000,2018,33450.0,0.4571620684061007,0.10373143501261728,0.132627539670654,0.9262295081967213
(주)골프존,215000,2019,68900.0,0.3974764066137649,0.09549424312312794,0.1208425055525992,-0.15319148936170213
(주)골프존뉴딘홀딩스,121440,2011,47800.0,0.5109294801782205,0.13215772637868303,0.2315303386214587,0.0
(주)골프존뉴딘홀딩스,121440,2012,62900.0,0.47292447357884965,0.1525225416140182,0.2848569367789867,0.27954545454545454
(주)골프존뉴딘홀딩스,121440,2013,20150.0,0.3859037642723652,0.09247532253998905,0.16154534918566466,-0.18472468916518647
(주)골프존뉴딘홀딩스,121440,2014,25250.0,0.38708966900357783,0.13191076331125234,0.23399288426473824,-0.09150326797385622
(주)골프존뉴딘홀딩스,121440,2015,7150.0,1.5203829536806217,-0.026554171117870597,-0.12383690208263157,-0.6594724220623501
(주)골프존뉴딘홀딩스,121440,2016,7760.0,0.25809563308200256,0.004390129916951698,0.013728847924354068,0.15492957746478875
(주)골프존뉴딘홀딩스,121440,2017,5320.0,0.2241513592602248,-0.02358910854452874,-0.08348354056890289,-0.30487804878048785
(주)골프존뉴딘홀딩스,121440,2018,3685.0,0.22979180592864704,0.012480378356631473,0.04335199373667487,-0.5
