회사명,거래소코드,회계년도,DOL,DFL
(주)SH에너지화학,2360,2019,10.82177955307458,1.0
(주)SIMPAC,9160,2011,1.1778098133980648,1.0
(주)SIMPAC,9160,2012,1.0,1.0
(주)SIMPAC,9160,2013,1.0,1.0
(주)SIMPAC,9160,2014,1.0,1.0
(주)SIMPAC,9160,2015,6.164553141461003,1.0
(주)SIMPAC,9160,2016,1.7769651868560703,1.0
(주)SIMPAC,9160,2017,1.489122708938902,1.0
(주)SIMPAC,9160,2018,13.334338031957433,1.0
(주)SIMPAC,9160,2019,1.0,1.0
(주)SNT에너지,100840,2011,26.43180796224699,1.0
(주)SNT에너지,100840,2012,1.0,1.0
(주)SNT에너지,100840,2013,1.0,1.0
(주)SNT에너지,100840,2014,1.0,1.0
(주)SNT에너지,100840,2015,19.585544293593053,1.0
(주)SNT에너지,100840,2016,40.65916332330508,1.0
(주)SNT에너지,100840,2017,1.0,1.0
(주)SNT에너지,100840,2018,2.4844502675570768,1.0
(주)SNT에너지,100840,2019,14.109932992983126,1.0
(주)SNT홀딩스,36530,2011,0.15617516332636358,1.0
(주)SNT홀딩스,36530,2012,1.0,1.0
(주)SNT홀딩스,36530,2013,2.710342497448481,1.0
(주)SNT홀딩스,36530,2014,1.0,0.89060261447416
(주)SNT홀딩스,36530,2015,24.46583269229865,1.0
(주)SNT홀딩스,36530,2016,19.616972183461233,1.0
(주)SNT홀딩스,36530,2017,1.0,1.0
(주)SNT홀딩스,36530,2018,1.0,1.0
(주)SNT홀딩스,36530,2019,8.70913400087251,1.0
(주)STX,11810,2011,1.0,0.4729114106213714
(주)STX,11810,2012,1.0,1.0
(주)STX,11810,2013,1.0,0.9382068524657972
(주)STX,11810,2014,3.725415823133489,0.9411404578227146
(주)STX,11810,2015,491.7016504556409,1.0
(주)STX,11810,2016,152.24648626685487,1.0
(주)STX,11810,2017,1.0,1.0
(주)STX,11810,2018,5.8318053171371895,1.0
(주)STX,11810,2019,219.51411592600147,1.0
(주)TCC스틸,2710,2011,1.0,1.0
(주)TCC스틸,2710,2012,38.23486807410388,1.0
(주)TCC스틸,2710,2013,160103.0404415696,1.0
(주)TCC스틸,2710,2014,1.0,1.0
(주)TCC스틸,2710,2015,13.032930225615216,0.05988924793472283
(주)TCC스틸,2710,2016,33.80925432098828,0.974092921859032
(주)TCC스틸,2710,2017,7.610132462860464,1.0
(주)TCC스틸,2710,2018,98.48571525564012,1.0
(주)TCC스틸,2710,2019,1.0,1.0
(주)가비아,79940,2011,0.8607454619097329,1.0
(주)가비아,79940,2012,1.1165526324106747,1.0
(주)가비아,79940,2013,0.3924124601442011,1.0
(주)가비아,79940,2014,1.0,1.0
(주)가비아,79940,2015,1.8875974469735999,1.0
(주)가비아,79940,2016,1.6808140288479252,1.0
(주)가비아,79940,2017,1.0,1.0
(주)가비아,79940,2018,5.44818406805595,1.0
(주)가비아,79940,2019,2.469486300779151,1.0
(주)가온칩스,399720,2018,,
(주)가온칩스,399720,2019,,
(주)강스템바이오텍,217730,2013,,
(주)강스템바이오텍,217730,2014,,
(주)강스템바이오텍,217730,2015,,1.0
(주)강스템바이오텍,217730,2016,1.0,1.0
(주)강스템바이오텍,217730,2017,0.03958056092421474,1.0
(주)강스템바이오텍,217730,2018,67.27610046607687,1.0
(주)강스템바이오텍,217730,2019,1.0,1.0
(주)강원랜드,35250,2011,2.8858842768896333,1.0
(주)강원랜드,35250,2012,1.0,1.0
(주)강원랜드,35250,2013,1.0,1.0
(주)강원랜드,35250,2014,2.0884386911433763,1.0
(주)강원랜드,35250,2015,2.4980072604980688,1.0
(주)강원랜드,35250,2016,0.7599661100577066,1.0
(주)강원랜드,35250,2017,0.6889497121284047,1.0
(주)강원랜드,35250,2018,3.0917249579543515,1.0
(주)강원랜드,35250,2019,2.207076246566799,1.0
(주)강원에너지,114190,2012,,1.0
(주)강원에너지,114190,2013,1.0739792398430126,1.0
(주)강원에너지,114190,2014,1.0,1.0
(주)강원에너지,114190,2015,8.839432389396256,1.0
(주)강원에너지,114190,2016,141.8524921745164,1.0
(주)강원에너지,114190,2017,5.035533167905563,1.0
(주)강원에너지,114190,2018,1.0,1.0
(주)강원에너지,114190,2019,43.31361713224901,1.0
(주)갤럭시아에스엠,11420,2011,3677.3134396084347,1.0
(주)갤럭시아에스엠,11420,2012,1.0,1.0
(주)갤럭시아에스엠,11420,2013,34.92779849285621,1.0
(주)갤럭시아에스엠,11420,2014,15.525486932336216,1.0
(주)갤럭시아에스엠,11420,2015,1.0,1.0
(주)갤럭시아에스엠,11420,2016,11.664236607003335,1.0
(주)갤럭시아에스엠,11420,2017,1.0,1.0
(주)갤럭시아에스엠,11420,2018,1.0,1.0
(주)갤럭시아에스엠,11420,2019,1.0,0.8242403927533745
(주)경농,2100,2011,6.086997559086676,1.0
(주)경농,2100,2012,148.35471254304002,1.0
(주)경농,2100,2013,0.814220593371415,0.9999999283166917
(주)경농,2100,2014,12.244024125512198,1.0
(주)경농,2100,2015,1.0,1.0
(주)경농,2100,2016,1.0,1.0
(주)경농,2100,2017,46.67656794584908,1.0
(주)경농,2100,2018,1.0,1.0
(주)경농,2100,2019,1.0,1.0
(주)경동나비엔,9450,2011,1.8699111341153827,1.0
(주)경동나비엔,9450,2012,1.0,1.0
(주)경동나비엔,9450,2013,2.303417864028313,1.0
(주)경동나비엔,9450,2014,1.0,1.0
(주)경동나비엔,9450,2015,4.059773882093016,1.0
(주)경동나비엔,9450,2016,8.89125529821439,1.0
(주)경동나비엔,9450,2017,1.0,1.0
(주)경동나비엔,9450,2018,1.0,1.0
(주)경동나비엔,9450,2019,1.9166698310486872,1.0
(주)경동도시가스,267290,2017,,1.0
(주)경동도시가스,267290,2018,1.0903803411166795,1.0
(주)경동도시가스,267290,2019,2.4369088883214713,1.0
(주)경동인베스트,12320,2011,1.0,1.0
(주)경동인베스트,12320,2012,1.1675130734332864,1.0
(주)경동인베스트,12320,2013,1.422781922572997,1.0
(주)경동인베스트,12320,2014,1.0,1.0
(주)경동인베스트,12320,2015,3.33530307997886,1.0
(주)경동인베스트,12320,2016,6.526624619090956,0.7975271286975534
(주)경동인베스트,12320,2017,1.0,0.8119020174131528
(주)경동인베스트,12320,2018,1.0,1.0
(주)경동인베스트,12320,2019,1.0,1.0
(주)경방,50,2011,1.0,1.0
(주)경방,50,2012,1.0,1.0
(주)경방,50,2013,1.0,1.0
(주)경방,50,2014,4.0494879944549425,1.0
(주)경방,50,2015,5.212503923058992,1.0
(주)경방,50,2016,13.820091645692566,1.0
(주)경방,50,2017,3.1979883221403016,1.0
(주)경방,50,2018,7.813654338633184,1.0
(주)경방,50,2019,1.0,1.0
(주)경보제약,214390,2011,,
(주)경보제약,214390,2012,,
(주)경보제약,214390,2013,,1.0
(주)경보제약,214390,2014,1.0,1.0
(주)경보제약,214390,2015,41.63289363194611,1.0
(주)경보제약,214390,2016,1.0,1.0
(주)경보제약,214390,2017,15.655357534601164,1.0
(주)경보제약,214390,2018,1.0,1.0
(주)경보제약,214390,2019,12.473297389228872,1.0
(주)경인양행,12610,2011,5.051508696316128,1.0
(주)경인양행,12610,2012,4.4187944045161,1.0
(주)경인양행,12610,2013,20.096110606824066,1.0
(주)경인양행,12610,2014,1.0,1.0000000985391861
(주)경인양행,12610,2015,12.621241469736558,1.0
(주)경인양행,12610,2016,19.386026702400102,1.0
(주)경인양행,12610,2017,1.0,1.0
(주)경인양행,12610,2018,18.2019258711532,1.0
(주)경인양행,12610,2019,2.2265866395672136,1.0
(주)고려시멘트,198440,2014,,
(주)고려시멘트,198440,2015,,
(주)고려시멘트,198440,2016,,
(주)고려시멘트,198440,2017,,1.0
(주)고려시멘트,198440,2018,1.0,1.0
(주)고려시멘트,198440,2019,2.5069897516379442,0.7740186500940396
(주)고바이오랩,348150,2019,,1.0
(주)고영테크놀러지,98460,2011,1.0,1.0
(주)고영테크놀러지,98460,2012,1.0,1.0
(주)고영테크놀러지,98460,2013,1.0,1.0
(주)고영테크놀러지,98460,2014,2.122941536533543,1.0
(주)고영테크놀러지,98460,2015,2.9932829169973822,1.0
(주)고영테크놀러지,98460,2016,1.48319035516868,1.0
(주)고영테크놀러지,98460,2017,1.0,1.0
(주)고영테크놀러지,98460,2018,3.4007996305233554,1.0
(주)고영테크놀러지,98460,2019,4.444331432052992,1.0
(주)골드앤에스,35290,2011,18.93574881088246,1.0
(주)골드앤에스,35290,2012,97.46938408473625,1.0
(주)골드앤에스,35290,2013,1.0,1.0
(주)골드앤에스,35290,2014,2.316070860498043,0.9326129190620415
(주)골드앤에스,35290,2015,1.7028646196021542,0.4621551464044324
(주)골드앤에스,35290,2016,3.833975887941394,1.0
(주)골드앤에스,35290,2017,113.08003098874046,1.027583180528782
(주)골드앤에스,35290,2018,1.4460002237496727,1.0
(주)골드앤에스,35290,2019,1.0,0.9895523411344759
(주)골드퍼시픽,38530,2011,38.16735120106572,1.0
(주)골드퍼시픽,38530,2012,11.193130866946682,1.0
(주)골드퍼시픽,38530,2013,119.50505231411168,1.0
(주)골드퍼시픽,38530,2014,1.0,1.0
(주)골드퍼시픽,38530,2015,2.93309486434079,1.0
(주)골드퍼시픽,38530,2016,1.0,1.0
(주)골드퍼시픽,38530,2017,2.017534976947522,1.0
(주)골드퍼시픽,38530,2018,27.01213154351094,1.0
(주)골드퍼시픽,38530,2019,6.168099460915265,1.0
(주)골프존,215000,2015,,1.0
(주)골프존,215000,2016,0.0011078111795334955,1.0
(주)골프존,215000,2017,1.0,1.001293530769169
(주)골프존,215000,2018,106.20833665216799,1.0
(주)골프존,215000,2019,1.0,1.0
(주)골프존뉴딘홀딩스,121440,2011,1.0,1.0
(주)골프존뉴딘홀딩스,121440,2012,1.6891511252426152,1.0
(주)골프존뉴딘홀딩스,121440,2013,1.0,1.0
(주)골프존뉴딘홀딩스,121440,2014,154.42038593237126,1.0
(주)골프존뉴딘홀딩스,121440,2015,2.0904422286056743,1.0
(주)골프존뉴딘홀딩스,121440,2016,1.0,1.0
(주)골프존뉴딘홀딩스,121440,2017,67.6395980793018,0.96044428377823
(주)골프존뉴딘홀딩스,121440,2018,1.0,0.6852595654004907
(주)골프존뉴딘홀딩스,121440,2019,217.62995043856827,1.0
(주)공구우먼,366030,2017,,
(주)공구우먼,366030,2018,,
(주)공구우먼,366030,2019,,
(주)광림,14200,2011,1.3680257292074929,1.0
(주)광림,14200,2012,3.8881126671124995,1.0
(주)광림,14200,2013,8.386593872542946,1.0
(주)광림,14200,2014,1.0,1.0
(주)광림,14200,2015,1.0,1.0
(주)광림,14200,2016,1.9076834776847074,1.0
(주)광림,14200,2017,20.8645817407241,1.0
(주)광림,14200,2018,19.764381390127575,1.0
(주)광림,14200,2019,1.0,1.0
(주)광명전기,17040,2011,76.08039175288873,1.0
(주)광명전기,17040,2012,1.0,1.0
(주)광명전기,17040,2013,2741.323959895179,1.0
(주)광명전기,17040,2014,2.8330240552037123,1.0
(주)광명전기,17040,2015,0.17341175692049557,1.0
(주)광명전기,17040,2016,3.420434554084034,0.32997153414673297
(주)광명전기,17040,2017,1.0,1.0
(주)광명전기,17040,2018,1.0,1.0
(주)광명전기,17040,2019,8.796846808784577,0.9044664381444747
(주)광무,29480,2011,1.0,1.0
(주)광무,29480,2012,3.9073975446864795,0.9449835901839166
(주)광무,29480,2013,1.0,1.0
(주)광무,29480,2014,1.0,1.0
(주)광무,29480,2015,1.0,1.0
(주)광무,29480,2016,1.0,1.0
(주)광무,29480,2017,194.96412228746553,1.0
(주)광무,29480,2018,7.405459453136814,1.0
(주)광무,29480,2019,0.43701788343581743,1.0
(주)광주신세계,37710,2011,3.1474129764527654,1.0
(주)광주신세계,37710,2012,1.0,1.0
(주)광주신세계,37710,2013,2.8730622905608896,1.0
(주)광주신세계,37710,2014,15.082713419338711,1.0
(주)광주신세계,37710,2015,34.752072585475915,1.0
(주)광주신세계,37710,2016,1.0,1.0
(주)광주신세계,37710,2017,1.0,1.0
(주)광주신세계,37710,2018,0.26944651051009644,0.9595457672313197
(주)광주신세계,37710,2019,0.6991585146119644,1.0
(주)구영테크,53270,2011,71.13610213034694,1.0
(주)구영테크,53270,2012,1.0,1.0
(주)구영테크,53270,2013,3.076265629401195,1.0
(주)구영테크,53270,2014,1.0,1.0
(주)구영테크,53270,2015,94.28859321687123,1.0
(주)구영테크,53270,2016,2.812319339104765,1.0
(주)구영테크,53270,2017,1.0,1.0
(주)구영테크,53270,2018,11.095295182827035,1.0
(주)구영테크,53270,2019,1.0,1.0
(주)국동,5320,2011,354.52798009104225,1.0
(주)국동,5320,2012,16.39493631296905,1.0
(주)국동,5320,2013,1.0,1.0
(주)국동,5320,2014,4.717052016768857,1.0
(주)국동,5320,2015,4.851099276674663,1.0
(주)국동,5320,2016,1.1691828047260093,1.0
(주)국동,5320,2017,83.67406726312875,1.0
(주)국동,5320,2018,1.0,1.0
(주)국동,5320,2019,1.0,1.0
(주)국보,1140,2011,1.0,1.0
(주)국보,1140,2012,1.0,1.0
(주)국보,1140,2013,1.0,1.0
(주)국보,1140,2014,1.0,1.0780192739095886
(주)국보,1140,2015,6.61968079428677,1.1184646121332726
(주)국보,1140,2016,1.586178739333526,1.0
(주)국보,1140,2017,2.981041542335771,1.0
(주)국보,1140,2018,1.0,1.0
(주)국보,1140,2019,2.7304062259468362,1.0
(주)국보디자인,66620,2011,0.8683979079957518,1.0
(주)국보디자인,66620,2012,1.0,1.0
(주)국보디자인,66620,2013,0.867597222869063,1.0
(주)국보디자인,66620,2014,0.007192792381484034,1.0
(주)국보디자인,66620,2015,1.0,1.0
(주)국보디자인,66620,2016,1.0,1.0
(주)국보디자인,66620,2017,0.7049908078933993,1.0
(주)국보디자인,66620,2018,1.0,1.0
(주)국보디자인,66620,2019,2.5728827996464707,1.0
(주)국순당,43650,2011,1.0,1.0
(주)국순당,43650,2012,1.0,1.0
(주)국순당,43650,2013,0.43516964229804955,1.0
(주)국순당,43650,2014,5.38529939350712,1.0
(주)국순당,43650,2015,12.862445306604847,1.0
(주)국순당,43650,2016,2.1787261768689437,1.0
(주)국순당,43650,2017,45.28772605696981,1.0
(주)국순당,43650,2018,64.85297561982551,1.0
(주)국순당,43650,2019,2.69249917295406,1.0
(주)국영지앤엠,6050,2011,1.0,1.0
(주)국영지앤엠,6050,2012,1.0,1.0
(주)국영지앤엠,6050,2013,1.0,1.0
(주)국영지앤엠,6050,2014,7.5950782035197575,1.0
(주)국영지앤엠,6050,2015,10.62882351097494,1.0
(주)국영지앤엠,6050,2016,1.0,1.0
(주)국영지앤엠,6050,2017,12.243218089058544,1.0
(주)국영지앤엠,6050,2018,11.957146475572397,1.0
(주)국영지앤엠,6050,2019,1.0,1.0
(주)국전약품,307750,2018,,
(주)국전약품,307750,2019,,
(주)그래디언트,35080,2011,1.0,1.0
(주)그래디언트,35080,2012,1.0,1.0
(주)그래디언트,35080,2013,0.15852682637161308,1.0
(주)그래디언트,35080,2014,9.293504815017469,1.2462984734463438
(주)그래디언트,35080,2015,0.7545021117462095,1.0
(주)그래디언트,35080,2016,1.0,1.0
(주)그래디언트,35080,2017,1.0,1.0
(주)그래디언트,35080,2018,32.889534529637054,1.0
(주)그래디언트,35080,2019,307.25153881053853,1.0
(주)그리티,204020,2011,,
(주)그리티,204020,2012,,
(주)그리티,204020,2013,,
(주)그리티,204020,2014,,1.0
(주)그리티,204020,2015,1.0,1.0
(주)그리티,204020,2016,1.0,1.0
(주)그리티,204020,2017,7.021443141106127,1.0
(주)그리티,204020,2018,7.24357383234447,1.0
(주)그리티,204020,2019,1.0,1.0
(주)그린플러스,186230,2011,,
(주)그린플러스,186230,2012,,
(주)그린플러스,186230,2013,,
(주)그린플러스,186230,2014,,
(주)그린플러스,186230,2015,,
(주)그린플러스,186230,2016,,
(주)그린플러스,186230,2017,,
(주)그린플러스,186230,2018,,1.0
(주)그린플러스,186230,2019,2.1731318736697722,1.0
(주)극동자동화,272420,2014,,
(주)극동자동화,272420,2015,,
(주)극동자동화,272420,2016,,
(주)극동자동화,272420,2017,,
(주)글로벌스탠다드테크놀로지,83450,2011,4.534205292804193,1.0
(주)글로벌스탠다드테크놀로지,83450,2012,1.7604143177668214,1.0
(주)글로벌스탠다드테크놀로지,83450,2013,1.0,1.0
(주)글로벌스탠다드테크놀로지,83450,2014,3.282365592529537,1.0
(주)글로벌스탠다드테크놀로지,83450,2015,5.237698745723823,1.0
(주)글로벌스탠다드테크놀로지,83450,2016,1.0,1.0
(주)글로벌스탠다드테크놀로지,83450,2017,3.017260907060729,1.0
(주)글로벌스탠다드테크놀로지,83450,2018,1.7084369275434317,1.0
(주)글로벌스탠다드테크놀로지,83450,2019,2.516783225037692,1.0
(주)금양,1570,2011,66.50092467512113,1.0
(주)금양,1570,2012,2.1310887983724824,1.0
(주)금양,1570,2013,1.0,1.0
(주)금양,1570,2014,1.0,1.0
(주)금양,1570,2015,1.0,1.0
(주)금양,1570,2016,1.0,1.0
(주)금양,1570,2017,1.0,1.0
(주)금양,1570,2018,0.6204903112870652,1.0
(주)금양,1570,2019,9.65987474218887,1.0
(주)금오하이텍,165270,2011,,
(주)금오하이텍,165270,2012,,
(주)금오하이텍,165270,2013,,
(주)금오하이텍,165270,2014,,
(주)금오하이텍,165270,2015,,
(주)금오하이텍,165270,2016,,
(주)금호에이치티,214330,2011,,
(주)금호에이치티,214330,2012,,
(주)금호에이치티,214330,2013,,1.0
(주)금호에이치티,214330,2014,1.9682964581672302,1.0
(주)금호에이치티,214330,2015,0.8466035528629401,1.0
(주)금호에이치티,214330,2016,1.0,1.0
(주)금호에이치티,214330,2017,2.958467624903931,1.0
(주)금호에이치티,214330,2018,3.5245959344330258,1.0
(주)금호에이치티,214330,2019,1.0,1.0
(주)금화피에스시,36190,2011,1.0,1.0
(주)금화피에스시,36190,2012,0.7062754611004308,1.0
(주)금화피에스시,36190,2013,0.43485746369505074,1.0
(주)금화피에스시,36190,2014,1.0,1.0
(주)금화피에스시,36190,2015,0.2445437691803316,1.0
(주)금화피에스시,36190,2016,1.0,1.0
(주)금화피에스시,36190,2017,1.2649647088539493,1.0
(주)금화피에스시,36190,2018,7.226816722383665,1.0
(주)금화피에스시,36190,2019,2.9488927723535596,1.0
(주)기가레인,49080,2013,,1.0
(주)기가레인,49080,2014,1.0,1.0
(주)기가레인,49080,2015,7.630700569403817,1.0
(주)기가레인,49080,2016,1.0,1.0
(주)기가레인,49080,2017,1.0,1.0
(주)기가레인,49080,2018,1.0,1.0
(주)기가레인,49080,2019,1.0,1.0
(주)기산텔레콤,35460,2011,14.713562130182885,1.0
(주)기산텔레콤,35460,2012,1.0,1.0
(주)기산텔레콤,35460,2013,1.0,1.0
(주)기산텔레콤,35460,2014,4.837104749411946,1.0
(주)기산텔레콤,35460,2015,1.0,1.0
(주)기산텔레콤,35460,2016,9.902007162059082,1.0
(주)기산텔레콤,35460,2017,15.127985035396792,1.0
(주)기산텔레콤,35460,2018,3.608136749129134,1.0
(주)기산텔레콤,35460,2019,1.0,1.0
(주)까뮤이앤씨,13700,2011,120.67999766208449,1.0
(주)까뮤이앤씨,13700,2012,1.0,1.0
(주)까뮤이앤씨,13700,2013,1.0,1.0
(주)까뮤이앤씨,13700,2014,1.0,1.0
(주)까뮤이앤씨,13700,2015,17.712487410557124,1.0
(주)까뮤이앤씨,13700,2016,1.0,1.0
(주)까뮤이앤씨,13700,2017,6.8456384591523225,1.0
(주)까뮤이앤씨,13700,2018,2.4461663418331283,1.0
(주)까뮤이앤씨,13700,2019,4.704821371316748,1.0
(주)까스텔바작,308100,2016,,1.0
(주)까스텔바작,308100,2017,1.0,1.0
(주)까스텔바작,308100,2018,7.849766861108476,1.0
(주)까스텔바작,308100,2019,3.256171842999581,1.0
(주)나노,187790,2014,,
(주)나노,187790,2015,,1.0
(주)나노,187790,2016,2.80261252780053,1.0
(주)나노,187790,2017,1.0,1.0
(주)나노,187790,2018,1.0,1.0
(주)나노,187790,2019,3.587642287179556,1.0
(주)나노브릭,286750,2015,,
(주)나노브릭,286750,2016,,
(주)나노브릭,286750,2017,,1.1296488673194947
(주)나노브릭,286750,2018,1.0,1.0
(주)나노브릭,286750,2019,1.0,0.9723849275897057
(주)나노신소재,121600,2011,1.0,1.0
(주)나노신소재,121600,2012,4.454175724175442,1.0
(주)나노신소재,121600,2013,1.0,1.0
(주)나노신소재,121600,2014,66.2547230855656,1.0
(주)나노신소재,121600,2015,1.8689335290988176,1.0
(주)나노신소재,121600,2016,4.766129608722953,1.0
(주)나노신소재,121600,2017,1.3786595904086347,1.0
(주)나노신소재,121600,2018,0.8428275196100039,1.0
(주)나노신소재,121600,2019,3.794608822443653,1.0
(주)나노엔텍,39860,2011,1.0,1.0
(주)나노엔텍,39860,2012,1.0,1.0
(주)나노엔텍,39860,2013,1.0,1.0
(주)나노엔텍,39860,2014,45.724322055490276,1.0
(주)나노엔텍,39860,2015,7.4194381938804135,1.0
(주)나노엔텍,39860,2016,1.0,1.0
(주)나노엔텍,39860,2017,1.0,1.0
(주)나노엔텍,39860,2018,1.0,1.0
(주)나노엔텍,39860,2019,41.4800437774681,1.0
(주)나노트로닉스,10670,2011,4.5586992939443265,1.0
(주)나노트로닉스,10670,2012,6.441046570386898,1.0
(주)나래나노텍,137080,2011,,
(주)나래나노텍,137080,2012,,
(주)나래나노텍,137080,2013,,
(주)나래나노텍,137080,2014,,
(주)나래나노텍,137080,2015,,
(주)나래나노텍,137080,2016,,
(주)나래나노텍,137080,2017,,1.0
(주)나래나노텍,137080,2018,193.0095630536748,1.0
(주)나래나노텍,137080,2019,5.825103296107989,1.0
(주)나무가,190510,2011,,
(주)나무가,190510,2012,,1.0
(주)나무가,190510,2013,0.5632175521470201,1.0
(주)나무가,190510,2014,33.39050465111337,1.0
(주)나무가,190510,2015,4.3035178235506475,1.0
(주)나무가,190510,2016,5.422870238428837,1.0
(주)나무가,190510,2017,1.0,1.0
(주)나무가,190510,2018,1.0,1.0
(주)나무가,190510,2019,1.0,1.0
(주)나스미디어,89600,2011,2.20739693905319,1.0
(주)나스미디어,89600,2012,0.9343045102065202,1.0
(주)나스미디어,89600,2013,1.0,1.0
(주)나스미디어,89600,2014,2.024006294290154,1.0
(주)나스미디어,89600,2015,0.4702859697218985,1.0
(주)나스미디어,89600,2016,0.385800049072492,1.0
(주)나스미디어,89600,2017,1.7066341446945323,1.0
(주)나스미디어,89600,2018,2.0054979253346117,1.0
(주)나스미디어,89600,2019,0.9395415611532051,1.0
(주)나이벡,138610,2011,1.0,1.0
(주)나이벡,138610,2012,1.0,1.0
(주)나이벡,138610,2013,1.0,1.0
(주)나이벡,138610,2014,1.0,1.0
(주)나이벡,138610,2015,2.5782296867323318,1.0
(주)나이벡,138610,2016,1.6402522518072433,1.0
(주)나이벡,138610,2017,1.0,1.0
(주)나이벡,138610,2018,1.0,1.0
(주)나이벡,138610,2019,1.0,1.0
(주)나이스디앤비,130580,2011,4.606533653729202,1.0
(주)나이스디앤비,130580,2012,2.0692737377200285,1.0
(주)나이스디앤비,130580,2013,1.0,1.0
(주)나이스디앤비,130580,2014,2.576410893125626,1.0
(주)나이스디앤비,130580,2015,0.9523091630480215,1.0
(주)나이스디앤비,130580,2016,0.9660035227860082,1.0
(주)나이스디앤비,130580,2017,0.488641347684467,1.0
(주)나이스디앤비,130580,2018,1.949355868548685,1.0
(주)나이스디앤비,130580,2019,0.43830460277154304,1.0
(주)나이스홀딩스,34310,2011,2.3193135105725617,1.0
(주)나이스홀딩스,34310,2012,3.7272487186466488,1.0013529928552678
(주)나이스홀딩스,34310,2013,0.15605766130544954,0.9855050655533663
(주)나이스홀딩스,34310,2014,1.0,1.0256746513956934
(주)나이스홀딩스,34310,2015,0.7750646123605611,0.987240534652597
(주)나이스홀딩스,34310,2016,1.9699368694132846,1.0
(주)나이스홀딩스,34310,2017,0.2821243368273174,1.0
(주)나이스홀딩스,34310,2018,0.6328972841211559,1.0
(주)나이스홀딩스,34310,2019,2.27746360664859,1.7588477377488254
(주)나이코,192240,2012,,
(주)나이코,192240,2013,,
(주)나이코,192240,2014,,
(주)나이코,192240,2015,,
(주)나인테크,267320,2017,,
(주)나인테크,267320,2018,,
(주)나인테크,267320,2019,,
(주)남선알미늄,8350,2011,21.378972904869727,1.0
(주)남선알미늄,8350,2012,1.0,1.000054967837768
(주)남선알미늄,8350,2013,1.0,1.0
(주)남선알미늄,8350,2014,1.0,1.0
(주)남선알미늄,8350,2015,1.0,1.0
(주)남선알미늄,8350,2016,2.576399058335113,1.0
(주)남선알미늄,8350,2017,1.0,1.0
(주)남선알미늄,8350,2018,1.0,1.0
(주)남선알미늄,8350,2019,6.426073643320894,1.0
(주)남성,4270,2011,1.0,0.8180127809694833
(주)남성,4270,2012,127.90211821962465,1.0
(주)남성,4270,2013,1.0,1.0
(주)남성,4270,2014,1.0,1.0
(주)남성,4270,2015,1.0,1.0
(주)남성,4270,2016,1.0,1.0
(주)남성,4270,2017,0.22069189099453704,1.0
