회사명,거래소코드,회계년도,자기자본구성비율,설비투자효율,총자본투자효율,이자보상배율(이자비용),유동비율,당좌비율,부채비율,총자본정상영업이익률,매출액정상영업이익률,매출액순이익률,자기자본순이익률,매출채권회전률,재고자산회전률,총자본회전률,순운전자본비율,부실
(주)캐스텍코리아,71850,2018,43.35,68.33,23.92,1.27,96.07,62.64,104.24,1.8,2.38,0.51,0.92,1.43,69.52,0.87,39.8,0
(주)캐스텍코리아,71850,2019,41.54,75.82,22.68,-0.35,82.02,56.06,122.8,-0.66,-1.01,-3.02,-4.63,1.23,79.37,0.74,44.81,0
(주)캠시스,50110,2011,63.44,110.17,5.51,999999999.0,181.22,120.27,47.13,1.03,0.64,-2.98,-6.74,4.75,31.68,1.75,11.79,0
(주)캠시스,50110,2012,46.2,97.32,6.3,-3.52,122.92,102.78,95.36,3.66,2.02,-2.36,-7.95,4.98,26.2,2.03,34.5,0
(주)캠시스,50110,2013,38.95,54.5,15.1,6.87,125.02,81.69,123.62,13.51,6.82,2.69,12.87,5.42,29.28,2.14,30.13,0
(주)캠시스,50110,2014,38.29,63.43,13.77,4.27,99.02,74.08,139.02,8.16,4.82,0.86,3.51,4.49,36.52,1.76,37.82,0
(주)캠시스,50110,2015,38.37,62.57,16.07,3.81,111.62,64.43,114.92,3.14,1.86,0.22,0.55,4.07,37.17,1.77,39.68,0
(주)캠시스,50110,2016,34.89,115.59,8.21,-5.12,95.93,58.84,149.96,-6.88,-4.83,-7.68,-29.88,3.43,51.56,1.45,31.39,0
(주)캠시스,50110,2017,25.64,74.79,11.2,-0.03,99.47,55.09,236.13,5.36,3.23,-8.11,-44.98,4.71,50.92,1.73,38.41,0
(주)캠시스,50110,2018,31.67,56.74,13.09,2.84,99.39,66.85,197.31,5.53,2.94,2.08,14.75,6.6,45.1,2.0,30.33,0
(주)캠시스,50110,2019,30.57,59.43,9.67,1.98,103.44,57.92,201.06,4.23,2.34,0.61,2.1,6.56,49.78,1.88,25.18,0
(주)커넥트웨이브,119860,2011,94.76,60.49,49.05,999999999.0,2430.0,2430.0,3.49,10.34,17.42,20.61,13.28,27.65,0.0,0.61,0.18,0
(주)커넥트웨이브,119860,2012,89.05,57.83,53.56,999999999.0,1510.02,1510.02,6.16,10.49,20.38,20.91,11.73,33.36,0.0,0.53,1.91,0
(주)커넥트웨이브,119860,2013,90.69,57.86,51.51,999999999.0,1804.3,1785.52,5.09,9.9,20.56,20.95,11.22,38.5,3.46,0.5,1.72,0
(주)커넥트웨이브,119860,2014,89.12,63.02,41.28,999999999.0,1194.58,1175.65,7.62,8.75,14.74,14.04,9.35,58.76,6.64,0.62,1.38,0
(주)커넥트웨이브,119860,2015,90.04,64.16,38.87,999999999.0,995.57,986.07,8.59,9.18,12.56,13.31,10.89,42.18,5.0,0.79,0.78,0
(주)커넥트웨이브,119860,2016,89.13,51.79,32.46,999999999.0,724.8,703.78,11.2,12.45,13.25,13.87,14.56,42.62,5.68,1.07,0.23,0
(주)커넥트웨이브,119860,2017,82.8,46.23,26.38,999999999.0,452.75,428.64,19.25,18.37,14.17,12.56,19.03,29.7,8.65,1.49,1.26,0
(주)커넥트웨이브,119860,2018,82.97,40.15,29.11,999999999.0,432.34,405.8,18.68,20.04,16.62,13.51,19.68,15.75,12.07,1.38,1.76,0
(주)커넥트웨이브,119860,2019,71.13,32.46,22.72,999999999.0,290.78,267.39,37.27,21.72,14.07,11.63,23.63,18.51,12.62,1.77,2.62,0
(주)컴투스,78340,2011,93.02,74.03,54.34,999999999.0,986.35,986.35,7.29,4.22,8.24,11.45,6.28,14.13,0.0,0.65,0.0,0
(주)컴투스,78340,2012,90.76,49.36,50.83,999999999.0,567.93,567.93,8.93,18.29,20.88,26.6,25.39,23.3,0.0,1.33,0.0,0
(주)컴투스,78340,2013,91.23,48.97,42.79,999999999.0,732.55,732.55,8.11,7.07,9.51,23.79,19.64,21.89,0.0,1.2,0.0,0
(주)컴투스,78340,2014,84.34,13.27,52.85,999999999.0,543.1,543.1,15.2,55.01,43.13,33.75,49.78,74.95,0.0,1.79,0.0,0
(주)컴투스,78340,2015,87.44,14.49,46.91,999999999.0,742.17,742.17,13.44,39.89,38.27,29.02,34.97,138.01,0.0,1.23,0.0,0
(주)컴투스,78340,2016,89.18,14.64,45.6,999999999.0,879.0,879.0,11.72,29.67,37.42,29.58,26.53,171.78,0.0,0.87,0.0,0
(주)컴투스,78340,2017,90.77,15.45,44.72,999999999.0,1003.78,1003.78,10.06,25.11,38.32,28.03,20.4,186.05,0.0,0.71,0.0,0
(주)컴투스,78340,2018,92.87,18.9,42.33,999999999.0,1224.22,1224.22,7.49,16.78,30.44,26.92,16.15,165.51,0.0,0.62,0.0,0
(주)컴투스,78340,2019,92.09,34.78,46.19,999999999.0,1082.25,1082.25,7.64,13.16,26.84,23.35,12.68,53.67,0.0,0.59,0.87,0
(주)컴투스홀딩스,63080,2011,87.66,28.07,61.71,999999999.0,833.2,833.2,11.7,25.53,40.91,37.66,26.46,10.06,0.0,0.65,1.44,0
(주)컴투스홀딩스,63080,2012,91.32,25.69,52.15,999999999.0,1013.42,1013.42,7.11,27.22,34.34,31.9,28.19,6.55,0.0,0.89,0.8,0
(주)컴투스홀딩스,63080,2013,92.9,45.89,37.19,999999999.0,551.14,551.14,6.94,8.7,14.91,17.22,10.89,4.87,0.0,0.92,0.17,0
(주)컴투스홀딩스,63080,2014,85.53,39.22,38.04,999999999.0,242.98,242.98,14.58,5.61,7.84,15.82,12.89,7.24,0.0,1.46,4.26,0
(주)컴투스홀딩스,63080,2015,63.99,40.51,38.02,212.55,164.11,164.11,30.87,1.16,2.13,13.16,9.88,6.55,0.0,1.22,29.27,0
(주)컴투스홀딩스,63080,2016,72.16,42.68,42.48,37.17,136.78,136.78,18.4,1.3,2.65,16.38,11.89,6.56,0.0,1.33,17.16,0
(주)컴투스홀딩스,63080,2017,72.32,70.98,48.77,6.49,64.57,64.57,23.08,-6.05,-18.93,8.07,3.56,3.94,0.0,1.21,15.96,0
(주)컴투스홀딩스,63080,2018,68.88,68.01,55.37,6.67,56.48,56.48,27.42,-5.08,-15.61,-4.82,-2.45,4.03,0.0,1.47,18.77,0
(주)컴투스홀딩스,63080,2019,63.82,63.04,58.33,5.55,47.11,47.11,29.59,-4.53,-14.23,9.86,5.54,6.0,0.0,1.77,26.02,0
(주)케스피온,79190,2011,52.64,115.2,15.2,-13.46,84.49,64.02,57.09,-5.03,-7.76,-7.97,-9.85,1.2,33.8,0.71,34.78,0
(주)케스피온,79190,2012,41.72,102.68,20.53,-4.19,90.06,59.05,91.09,-7.08,-14.63,-11.38,-12.77,0.94,69.22,0.53,42.41,0
(주)케스피온,79190,2013,40.89,40.6,24.12,4.07,101.77,56.1,93.1,7.37,7.36,4.21,10.35,2.02,55.39,1.15,43.69,0
(주)케스피온,79190,2014,35.31,132.31,12.83,-4.21,80.58,40.39,110.53,-9.05,-14.49,-16.68,-29.52,1.04,91.64,0.67,52.49,0
(주)케스피온,79190,2015,41.31,73.74,26.37,-1.75,118.89,69.71,75.03,-3.23,-5.25,-10.59,-15.78,1.13,90.39,0.64,43.87,0
(주)케스피온,79190,2016,41.47,53.66,28.59,1.68,118.04,82.78,90.34,3.88,4.79,2.52,4.93,1.59,64.15,0.85,45.64,0
(주)케스피온,79190,2017,47.11,74.48,27.46,-0.9,101.38,65.58,83.34,0.44,0.67,-4.65,-6.86,1.41,75.87,0.7,39.31,0
(주)케스피온,79190,2018,34.16,104.35,27.6,-4.14,113.22,103.9,159.24,3.42,4.32,-19.42,-36.53,1.98,46.63,0.93,38.64,0
(주)케스피온,79190,2019,60.22,79.37,22.51,0.49,107.77,85.53,49.74,1.6,1.78,0.39,1.07,2.08,22.97,1.06,21.38,0
(주)케어랩스,263700,2016,,,,,,,,,,,,,,,,0
(주)케어랩스,263700,2017,67.48,48.35,36.41,51.16,206.57,206.52,28.27,15.71,15.9,13.04,20.4,9.39,0.03,1.0,17.67,0
(주)케어랩스,263700,2018,51.38,60.71,32.38,8.96,360.08,358.87,22.18,6.17,9.33,7.08,8.54,4.48,0.59,0.76,39.91,0
(주)케어랩스,263700,2019,53.08,76.47,27.34,1.37,108.83,107.44,64.74,2.87,5.29,0.78,0.96,3.21,2.09,0.65,37.81,0
(주)케어젠,214370,2017,94.85,23.76,68.68,999999999.0,1943.59,1899.91,4.01,9.7,47.15,39.18,8.73,1.5,28.26,0.23,0.0,1
(주)케어젠,214370,2018,93.48,27.08,60.3,999999999.0,1559.03,1506.84,5.2,8.96,38.55,31.73,8.01,1.44,32.94,0.25,0.0,1
(주)케이사인,192250,2013,,,,,,,,,,,,,,,,0
(주)케이사인,192250,2014,85.57,46.93,22.32,96.31,581.33,581.33,16.7,15.33,26.71,3.41,2.47,27.07,0.0,0.6,5.9,0
(주)케이사인,192250,2015,89.86,22.39,41.31,999999999.0,761.92,749.49,11.28,17.36,27.27,24.72,18.16,30.43,3.91,0.68,0.0,0
(주)케이사인,192250,2016,68.42,31.1,33.59,999999999.0,1123.44,1123.44,10.32,8.22,16.77,15.62,10.27,28.47,3.84,0.52,24.52,0
(주)케이사인,192250,2017,66.15,0.0,-0.42,999999999.0,204.34,204.34,51.18,-6.72,-19.13,-18.61,-8.82,19.14,0.0,0.38,26.67,0
(주)케이사인,192250,2018,73.92,88.18,23.83,999999999.0,267.16,266.83,35.27,1.95,5.9,-3.26,-0.93,12.68,0.46,0.36,20.42,0
(주)케이사인,192250,2019,83.98,36.67,40.68,999999999.0,813.67,811.35,9.65,5.51,14.55,14.02,7.0,11.44,1.3,0.43,8.9,0
(주)케이씨,29460,2011,79.24,59.31,24.02,999999999.0,296.37,260.7,23.47,5.63,5.44,5.3,8.31,4.81,27.24,1.24,1.98,0
(주)케이씨,29460,2012,87.2,64.87,33.63,999999999.0,485.97,420.69,12.26,3.61,5.17,6.55,5.78,3.06,35.5,0.87,0.0,0
(주)케이씨,29460,2013,78.57,49.03,28.66,999999999.0,312.5,283.87,25.43,11.36,10.88,9.22,12.36,4.72,21.92,1.25,0.0,0
(주)케이씨,29460,2014,74.54,56.37,27.34,999999999.0,290.17,259.39,30.31,9.48,8.74,7.18,11.07,5.56,21.47,1.25,0.64,0
(주)케이씨,29460,2015,74.99,45.86,30.0,999999999.0,292.89,270.05,29.55,14.21,12.34,10.49,16.27,6.18,18.84,1.34,0.69,0
(주)케이씨,29460,2016,71.92,48.25,29.72,999999999.0,242.43,214.23,34.85,12.33,11.09,10.49,15.99,5.31,20.17,1.31,0.8,0
(주)케이씨,29460,2017,65.85,44.47,27.06,999999999.0,206.84,183.43,43.68,13.08,9.69,14.84,27.73,7.29,18.71,1.71,2.03,0
(주)케이씨,29460,2018,72.47,21.33,69.93,999999999.0,258.39,235.27,25.43,16.06,14.47,40.04,67.41,8.83,17.25,1.71,1.78,0
(주)케이씨,29460,2019,74.55,56.56,39.77,999999999.0,321.65,310.9,20.25,10.43,12.76,11.14,11.95,6.76,12.63,1.35,2.59,0
(주)케이씨씨,2380,2011,68.45,34.65,30.68,999999999.0,282.95,214.71,17.15,1.81,4.25,9.7,6.01,1.25,56.85,0.71,12.27,0
(주)케이씨씨,2380,2012,72.71,32.71,35.74,999999999.0,141.65,99.78,24.18,2.81,6.13,13.75,8.96,1.21,61.32,0.71,12.0,0
(주)케이씨씨,2380,2013,72.23,43.91,27.73,142.39,345.23,263.58,11.46,3.34,7.17,7.7,4.96,1.21,55.27,0.73,13.67,0
(주)케이씨씨,2380,2014,71.98,39.43,30.97,78.41,284.47,227.54,14.45,3.48,8.04,9.61,5.79,1.31,53.1,0.73,11.84,0
(주)케이씨씨,2380,2015,67.7,50.97,25.7,16.98,160.43,122.12,23.43,3.57,9.06,5.42,3.05,1.34,55.55,0.74,18.98,0
(주)케이씨씨,2380,2016,65.12,50.47,26.73,9.64,136.44,105.11,28.11,3.66,9.36,4.38,2.58,1.37,55.02,0.76,21.83,0
(주)케이씨씨,2380,2017,61.47,58.24,21.08,4.92,94.19,73.08,44.38,3.53,8.54,1.09,0.71,1.45,50.78,0.8,23.56,0
(주)케이씨씨,2380,2018,64.04,67.97,19.33,999999999.0,186.03,144.36,24.77,2.63,6.44,-0.61,-0.41,1.38,55.11,0.73,20.92,0
(주)케이씨씨,2380,2019,47.46,91.23,20.36,-52.81,101.34,86.25,71.58,1.45,4.9,-8.16,-4.37,1.08,72.05,0.57,26.75,0
(주)케이씨씨건설,21320,2011,37.37,56.01,11.48,5.97,183.08,153.37,116.35,4.46,3.94,2.81,8.12,36.29,47.31,1.34,25.47,0
(주)케이씨씨건설,21320,2012,39.12,78.24,8.79,3.55,175.22,140.37,113.51,0.8,0.69,0.66,1.95,36.49,44.68,1.38,26.7,0
(주)케이씨씨건설,21320,2013,25.05,0.0,-5.82,-16.2,118.1,94.93,237.43,-4.71,-4.74,-12.95,-40.11,36.17,53.75,1.26,38.37,0
(주)케이씨씨건설,21320,2014,34.15,77.46,10.99,1.32,122.35,99.61,158.77,0.09,0.1,0.1,0.41,57.53,53.53,1.25,32.83,0
(주)케이씨씨건설,21320,2015,35.66,0.0,-2.38,-16.76,154.55,125.44,114.34,-9.51,-9.65,-8.79,-24.89,181.26,44.95,1.47,29.56,0
(주)케이씨씨건설,21320,2016,34.34,76.79,10.4,8.54,129.57,100.1,157.46,4.04,3.14,1.49,5.47,299.94,39.62,1.86,16.42,0
(주)케이씨씨건설,21320,2017,35.89,72.76,8.79,78.72,156.86,127.46,128.67,7.79,5.42,1.7,6.93,464.01,37.39,1.96,22.25,0
(주)케이씨씨건설,21320,2018,36.49,72.44,10.59,999999999.0,141.39,102.33,143.68,5.0,4.49,2.27,6.97,482.19,56.0,1.48,20.83,0
(주)케이씨씨건설,21320,2019,36.33,68.25,8.48,999999999.0,162.17,144.42,131.64,5.86,3.58,1.72,7.72,708.69,31.85,2.1,22.95,0
(주)케이씨아이,36670,2011,61.88,44.54,30.98,3.16,192.63,112.83,34.22,2.78,5.26,5.41,4.52,0.94,109.58,0.54,34.8,0
(주)케이씨아이,36670,2012,63.12,42.06,29.93,3.68,141.52,72.27,38.35,4.27,7.46,6.27,5.73,0.98,107.4,0.59,34.27,0
(주)케이씨아이,36670,2013,69.33,41.79,30.69,5.43,147.16,77.0,35.39,4.49,7.24,6.89,6.45,1.03,100.0,0.64,26.64,0
(주)케이씨아이,36670,2014,71.78,40.4,30.82,10.59,162.65,92.5,36.48,6.0,8.45,8.44,8.49,1.26,91.6,0.73,21.43,0
(주)케이씨아이,36670,2015,79.42,33.34,37.25,31.43,226.26,139.96,25.2,11.49,16.61,14.11,12.92,1.34,94.03,0.71,13.92,0
(주)케이씨아이,36670,2016,77.82,32.15,34.81,67.85,228.38,109.38,28.21,14.19,18.57,15.19,14.77,1.58,104.51,0.79,14.28,0
(주)케이씨아이,36670,2017,78.11,44.84,26.26,28.66,234.9,142.03,27.77,8.31,10.54,8.2,8.29,1.71,106.87,0.81,16.91,0
(주)케이씨아이,36670,2018,84.45,32.48,31.57,91.78,488.88,266.18,13.0,17.63,18.68,14.65,16.99,2.1,86.5,0.97,6.08,0
(주)케이씨아이,36670,2019,83.14,34.07,35.9,999999999.0,321.36,188.91,20.23,20.13,20.81,16.39,18.93,2.2,87.84,0.99,5.27,0
(주)케이씨티시,9070,2011,54.43,36.77,59.28,3.64,132.97,131.13,36.11,4.0,3.87,1.2,2.06,1.96,1.42,1.22,22.3,0
(주)케이씨티시,9070,2012,50.11,30.8,52.8,2.76,112.83,111.71,55.56,5.84,5.01,0.02,-0.4,2.29,1.05,1.39,28.04,0
(주)케이씨티시,9070,2013,50.08,31.06,51.08,4.22,153.81,152.04,41.71,6.51,5.19,1.09,2.06,2.5,0.99,1.45,29.7,0
(주)케이씨티시,9070,2014,49.45,26.5,56.74,10.73,108.39,107.37,52.53,4.79,4.29,4.8,10.72,2.09,1.03,1.32,31.64,0
(주)케이씨티시,9070,2015,47.32,19.96,56.22,5.86,84.77,84.31,68.42,3.84,3.75,2.54,5.31,1.78,0.73,1.22,35.77,0
(주)케이씨티시,9070,2016,52.18,19.74,59.1,6.02,77.33,76.81,56.8,3.87,3.91,2.35,4.68,1.64,0.56,1.14,29.43,0
(주)케이씨티시,9070,2017,49.72,18.63,58.17,5.96,65.04,64.54,71.41,3.24,3.17,2.47,4.96,1.65,0.59,1.17,29.76,0
(주)케이씨티시,9070,2018,50.43,16.97,62.64,4.3,84.28,83.75,53.87,4.01,3.74,1.82,3.88,1.73,0.54,1.23,32.08,0
(주)케이씨티시,9070,2019,46.5,18.06,59.18,3.31,74.84,74.34,67.14,4.75,4.26,1.84,3.75,1.83,0.49,1.26,36.51,0
(주)케이씨피드,25880,2011,57.56,60.32,9.32,999999999.0,187.13,125.08,59.31,2.7,2.74,2.45,4.26,4.92,71.54,1.19,34.52,0
(주)케이씨피드,25880,2012,44.52,55.69,11.07,20.75,143.47,99.74,91.81,2.24,2.31,2.26,4.98,3.55,72.85,1.19,44.04,0
(주)케이씨피드,25880,2013,47.07,68.88,8.12,4.99,148.48,121.01,76.38,1.96,2.08,0.34,0.97,3.13,53.89,1.12,43.89,0
(주)케이씨피드,25880,2014,37.81,101.55,6.47,-12.25,116.1,86.58,125.27,-0.93,-1.15,-3.21,-5.7,2.82,54.22,0.98,52.72,0
(주)케이씨피드,25880,2015,44.27,96.2,7.87,999999999.0,107.36,79.37,83.56,-0.34,-0.45,-2.57,-4.57,2.63,60.25,0.97,46.51,0
(주)케이씨피드,25880,2016,49.02,62.55,12.96,999999999.0,134.48,115.07,73.74,1.85,2.35,0.93,1.63,2.6,40.17,1.04,43.58,0
(주)케이씨피드,25880,2017,55.56,52.96,14.98,27.71,136.76,118.3,68.28,2.71,3.61,8.47,12.24,2.63,34.0,0.95,34.88,0
(주)케이씨피드,25880,2018,56.42,71.18,13.23,999999999.0,154.11,121.17,55.97,0.34,0.56,1.58,1.7,2.22,52.5,0.77,35.56,0
(주)케이씨피드,25880,2019,51.68,485.09,2.02,999999999.0,131.92,101.81,75.01,-1.65,-2.66,-10.1,-11.61,2.39,64.68,0.82,41.19,0
(주)케이아이엔엑스,93320,2011,93.41,23.79,57.88,999999999.0,1002.21,1002.21,6.18,16.44,22.68,20.17,15.42,2.14,0.28,0.74,0.0,0
(주)케이아이엔엑스,93320,2012,93.86,28.43,56.68,999999999.0,1033.39,1033.39,5.23,15.23,19.39,16.04,12.43,2.71,0.0,0.8,0.0,0
(주)케이아이엔엑스,93320,2013,93.9,30.62,59.14,999999999.0,1109.91,1109.91,5.24,13.66,17.68,16.84,13.08,2.92,0.0,0.78,0.0,0
(주)케이아이엔엑스,93320,2014,94.25,31.71,58.43,999999999.0,1179.4,1179.4,4.72,13.93,17.22,15.45,12.41,3.36,0.0,0.81,0.0,0
(주)케이아이엔엑스,93320,2015,94.12,37.89,53.56,999999999.0,1309.78,1309.78,4.95,14.17,16.85,10.78,9.93,3.79,0.0,0.84,0.0,0
(주)케이아이엔엑스,93320,2016,91.31,47.76,42.0,999999999.0,752.74,752.74,8.66,13.85,17.65,14.33,11.4,4.15,0.0,0.83,0.0,0
(주)케이아이엔엑스,93320,2017,89.99,35.58,57.73,999999999.0,646.47,646.47,10.44,14.58,19.36,14.23,11.75,4.54,0.0,0.85,0.0,0
(주)케이아이엔엑스,93320,2018,91.29,29.24,64.59,999999999.0,813.75,813.75,8.1,18.49,23.38,22.14,19.55,4.89,0.0,0.93,1.72,0
(주)케이아이엔엑스,93320,2019,80.63,28.92,66.34,999999999.0,427.05,427.05,15.31,18.09,25.48,24.25,20.1,2.96,0.0,0.87,13.36,0
(주)케이에스에스해운,44450,2011,46.06,34.06,55.49,18.24,47.76,40.05,35.84,10.53,29.35,24.53,19.83,0.43,12.3,0.44,47.18,0
(주)케이에스에스해운,44450,2012,44.42,42.02,45.04,5.11,46.88,37.6,25.22,4.12,10.99,11.45,9.48,0.43,11.22,0.44,50.64,0
(주)케이에스에스해운,44450,2013,47.41,33.96,57.11,8.5,44.35,33.73,18.93,5.88,16.05,22.23,17.7,0.41,9.91,0.39,46.86,0
(주)케이에스에스해운,44450,2014,37.25,36.09,50.49,4.77,31.97,26.24,37.62,5.3,16.03,15.29,12.21,0.36,9.56,0.34,59.54,0
(주)케이에스에스해운,44450,2015,38.87,33.9,53.89,4.54,39.05,35.36,41.02,5.45,20.72,16.13,10.91,0.28,8.17,0.29,56.06,0
(주)케이에스에스해운,44450,2016,36.42,35.52,51.99,2.4,37.6,33.68,35.87,5.47,23.11,9.4,5.91,0.25,8.45,0.26,60.88,0
(주)케이에스에스해운,44450,2017,25.13,29.34,60.71,2.54,50.19,45.98,59.54,5.81,25.38,14.47,11.09,0.25,9.26,0.24,73.22,0
(주)케이에스에스해운,44450,2018,27.63,29.68,58.6,1.86,36.91,30.61,48.85,5.21,23.26,10.28,8.73,0.24,12.04,0.23,69.73,0
(주)케이에스에스해운,44450,2019,29.36,28.96,54.37,1.96,38.18,31.88,59.85,5.67,22.82,10.13,8.82,0.27,14.43,0.25,66.38,0
(주)케이에이치바텍,60720,2011,53.41,60.4,21.42,999999999.0,143.37,112.78,71.25,4.58,4.93,3.16,5.22,2.5,43.14,1.06,28.43,0
(주)케이에이치바텍,60720,2012,46.59,75.56,19.98,2.52,127.08,101.51,91.85,1.99,2.16,-0.9,-1.67,2.23,44.53,1.03,28.37,0
(주)케이에이치바텍,60720,2013,55.24,50.23,22.33,21.88,147.32,127.11,68.58,15.76,8.11,6.94,26.86,4.66,17.32,2.0,25.94,0
(주)케이에이치바텍,60720,2014,46.23,57.3,22.72,999999999.0,123.85,98.7,109.7,6.87,5.94,4.22,10.24,3.06,33.25,1.17,16.76,0
(주)케이에이치바텍,60720,2015,61.89,58.34,19.3,21.48,118.27,101.41,59.34,6.04,4.22,2.7,7.59,3.38,25.15,1.46,18.66,0
(주)케이에이치바텍,60720,2016,60.5,85.36,23.37,-7.99,118.95,99.13,63.34,-3.53,-4.06,-4.89,-6.73,1.69,28.8,0.88,20.08,0
(주)케이에이치바텍,60720,2017,65.16,0.0,-1.78,-13.88,149.16,121.63,45.41,-8.56,-8.96,-10.74,-16.29,1.88,29.91,1.0,16.87,0
(주)케이에이치바텍,60720,2018,58.4,150.73,18.09,-13.77,158.87,134.0,51.11,-5.93,-9.0,-19.17,-20.27,1.32,43.16,0.78,23.0,0
(주)케이에이치바텍,60720,2019,65.09,72.65,31.35,1.15,151.58,121.62,44.07,2.4,3.43,-5.69,-6.36,1.39,41.71,0.91,20.95,0
(주)케이에이치필룩스,33180,2011,62.45,68.86,21.53,4.83,160.27,96.47,56.6,3.99,3.84,2.53,4.32,3.27,85.85,1.19,19.02,0
(주)케이에이치필룩스,33180,2012,63.99,56.48,19.33,6.25,163.95,96.66,54.42,5.97,5.62,3.7,6.21,3.53,79.1,1.22,18.78,0
(주)케이에이치필룩스,33180,2013,63.68,68.43,30.03,18.41,166.54,101.92,54.75,7.23,6.82,4.48,7.44,3.46,79.07,1.23,15.56,0
(주)케이에이치필룩스,33180,2014,64.89,67.78,32.46,25.38,162.04,94.53,50.67,7.49,7.1,5.06,8.31,3.23,77.36,1.27,13.19,0
(주)케이에이치필룩스,33180,2015,64.2,74.53,33.64,14.96,155.99,91.44,47.76,4.69,5.08,3.23,4.62,2.45,82.95,1.16,17.51,0
(주)케이에이치필룩스,33180,2016,47.98,63.73,33.96,10.54,132.15,60.24,94.16,7.86,9.84,5.43,7.74,2.69,126.08,0.98,35.37,0
(주)케이에이치필룩스,33180,2017,48.86,67.56,33.13,4.09,132.91,57.6,77.37,4.7,7.5,3.33,5.07,2.21,176.6,0.75,32.89,0
(주)케이에이치필룩스,33180,2018,52.62,114.73,20.17,-2.18,104.14,46.89,82.8,0.42,0.94,-10.04,-7.95,1.77,216.43,0.56,32.68,0
(주)케이에이치필룩스,33180,2019,65.36,114.67,19.45,-1.65,91.83,55.02,51.33,0.81,2.15,-8.65,-5.29,1.86,172.0,0.56,26.56,0
(주)케이엑스이노베이션,122450,2011,87.52,18.79,50.25,999999999.0,574.47,566.87,13.58,25.96,29.88,24.88,25.5,4.26,3.2,0.95,1.4,0
(주)케이엑스이노베이션,122450,2012,64.61,25.58,38.84,999999999.0,351.89,347.1,26.28,13.64,19.53,17.58,15.85,3.58,4.44,0.74,8.14,0
(주)케이엑스이노베이션,122450,2013,69.6,56.99,50.67,999999999.0,227.15,224.32,38.93,10.66,13.81,9.37,11.19,3.98,3.73,0.82,14.37,0
(주)케이엑스이노베이션,122450,2014,73.94,56.47,44.25,999999999.0,247.27,241.02,31.94,13.35,15.01,9.61,11.63,5.3,4.64,0.97,12.48,0
(주)케이엑스이노베이션,122450,2015,82.25,56.63,43.03,999999999.0,374.98,361.62,19.61,12.02,14.26,8.53,10.13,6.34,8.04,0.94,5.6,0
(주)케이엑스이노베이션,122450,2016,70.31,42.39,60.54,32.78,184.15,177.41,21.63,9.54,16.83,22.34,21.83,1.4,8.79,0.64,14.69,0
(주)케이엑스이노베이션,122450,2017,73.43,41.57,53.99,999999999.0,288.78,277.09,12.73,7.76,17.63,20.91,20.6,0.75,8.82,0.48,11.02,0
(주)케이엑스이노베이션,122450,2018,64.9,46.55,47.64,9.08,84.43,80.76,32.88,5.53,17.99,34.82,23.7,0.47,10.88,0.34,17.26,0
(주)케이엑스이노베이션,122450,2019,65.89,49.13,48.35,7.85,101.52,92.78,28.31,6.13,17.4,9.53,7.13,0.51,12.6,0.39,19.06,0
(주)케이엑스하이텍,52900,2011,40.25,73.95,17.03,-1.0,57.41,42.01,139.74,-1.05,-1.21,-3.2,-6.4,1.5,29.6,1.03,35.09,0
(주)케이엑스하이텍,52900,2012,43.45,107.86,11.07,-4.65,69.44,44.41,94.67,-7.53,-7.6,-8.6,-20.39,1.73,34.8,1.1,33.39,0
(주)케이엑스하이텍,52900,2013,9.37,77.03,17.4,-2.38,89.99,73.98,576.89,0.4,0.4,-36.54,-134.54,2.0,34.62,1.11,66.43,0
(주)케이엑스하이텍,52900,2014,66.22,58.44,25.17,4.75,160.0,134.27,39.04,7.52,6.32,3.6,12.45,2.76,23.84,1.29,17.26,0
(주)케이엑스하이텍,52900,2015,74.56,76.8,25.76,5.84,191.89,142.98,26.26,1.21,1.07,0.93,1.48,2.4,25.86,1.25,14.43,0
(주)케이엑스하이텍,52900,2016,76.52,63.75,30.27,14.16,178.49,150.31,28.05,3.26,3.93,4.12,4.46,1.88,33.45,0.97,10.35,0
(주)케이엑스하이텍,52900,2017,79.05,74.27,21.53,-1.6,196.21,162.9,23.9,0.9,1.12,-0.84,-0.87,2.21,28.23,1.07,10.24,0
(주)케이엑스하이텍,52900,2018,85.26,58.62,28.17,999999999.0,268.84,206.43,13.15,5.87,6.86,7.58,7.88,3.01,28.47,1.39,5.33,0
(주)케이엑스하이텍,52900,2019,84.38,62.67,29.65,28.8,314.76,257.33,14.27,6.88,8.89,3.77,3.45,3.03,32.83,1.3,4.47,0
(주)케이엔더블유,105330,2011,65.75,61.83,17.74,999999999.0,230.32,198.88,41.11,4.22,3.85,3.16,5.26,3.09,29.51,1.15,19.5,0
(주)케이엔더블유,105330,2012,63.91,122.19,11.84,-17.27,172.91,137.84,39.57,-4.52,-6.22,-5.98,-6.69,1.69,43.62,0.76,22.17,0
(주)케이엔더블유,105330,2013,64.82,80.13,13.59,-2.44,167.97,131.49,43.0,0.12,0.09,-1.17,-2.29,2.48,27.62,1.31,20.47,0
(주)케이엔더블유,105330,2014,66.04,53.35,19.72,18.67,199.51,164.2,44.37,6.82,5.46,4.47,8.51,2.85,30.0,1.28,15.68,0
(주)케이엔더블유,105330,2015,64.52,67.66,21.36,7.54,172.79,141.69,49.12,2.54,2.52,1.23,2.07,2.49,36.48,1.04,18.31,0
