회사명,거래소코드,회계년도,자기자본구성비율,설비투자효율,총자본투자효율,이자보상배율(이자비용),유동비율,당좌비율,부채비율,총자본정상영업이익률,매출액정상영업이익률,매출액순이익률,자기자본순이익률,매출채권회전률,재고자산회전률,총자본회전률,순운전자본비율,부실
(주)CMG제약,58820,2011,66.05,89.82,19.56,-9.65,200.97,165.03,42.33,2.37,3.61,-8.5,-8.28,1.77,56.81,0.68,9.08,0
(주)CMG제약,58820,2012,55.32,1749.87,1.66,-15.18,693.49,649.98,21.5,-9.96,-25.87,-40.97,-26.84,1.71,63.97,0.39,30.58,0
(주)CMG제약,58820,2013,87.63,71.28,34.29,1.92,694.71,610.74,11.23,1.4,3.88,1.45,0.74,2.03,67.75,0.37,2.53,0
(주)CMG제약,58820,2014,84.39,79.3,31.04,999999999.0,324.58,268.23,17.79,0.78,1.94,0.69,0.32,1.54,76.46,0.41,2.66,0
(주)CMG제약,58820,2015,82.8,144.1,15.96,999999999.0,296.85,235.21,18.91,-4.49,-9.51,-13.5,-7.62,1.48,69.98,0.47,0.01,0
(주)CMG제약,58820,2016,91.1,63.53,31.9,999999999.0,862.15,792.17,9.04,2.07,5.25,5.24,2.34,1.9,65.59,0.4,0.0,0
(주)CMG제약,58820,2017,89.39,64.09,33.01,999999999.0,746.28,673.66,11.11,1.41,3.75,6.83,2.85,2.51,62.82,0.39,0.0,0
(주)CMG제약,58820,2018,90.91,67.33,33.79,999999999.0,957.86,856.94,8.17,2.29,5.15,12.16,6.01,2.98,60.3,0.47,0.0,0
(주)CMG제약,58820,2019,93.71,72.6,32.47,999999999.0,1618.07,1520.84,5.17,1.7,4.44,5.2,2.15,2.83,54.86,0.41,0.15,0
(주)DB하이텍,990,2011,25.69,62.53,39.45,-0.79,35.2,25.5,257.97,-3.34,-7.81,-17.74,-27.74,0.7,51.83,0.5,59.0,1
(주)DB하이텍,990,2012,25.13,55.93,41.58,-0.06,55.66,41.39,190.94,-1.33,-2.64,-5.31,-10.47,0.82,48.31,0.56,58.88,1
(주)ES큐브,50120,2011,70.74,120.2,22.56,999999999.0,230.24,194.35,37.71,-6.58,-6.84,-8.99,-12.61,12.37,36.32,0.99,0.18,0
(주)ES큐브,50120,2012,86.12,86.11,32.14,999999999.0,472.77,371.91,12.05,0.19,0.16,-0.64,0.29,17.59,31.59,1.24,0.33,0
(주)ES큐브,50120,2013,89.89,1052.79,2.45,999999999.0,1056.51,883.95,8.57,-2.49,-1.99,-28.08,-40.47,21.87,34.6,1.27,0.32,0
(주)ES큐브,50120,2014,87.66,82.73,12.98,999999999.0,769.89,668.53,12.1,0.33,0.38,-1.38,1.15,19.86,50.69,0.87,4.74,0
(주)ES큐브,50120,2015,89.27,197.05,6.33,999999999.0,765.67,639.55,10.83,-7.24,-9.63,-5.47,1.56,19.76,55.71,0.79,3.47,0
(주)ES큐브,50120,2016,68.18,16.17,78.38,999999999.0,1493.9,1275.25,4.75,2.69,6.3,62.82,38.07,7.59,75.74,0.61,28.34,0
(주)ES큐브,50120,2017,68.77,55.49,20.96,6.01,1378.49,1153.05,5.08,2.13,6.29,4.86,2.41,3.83,80.64,0.57,27.01,0
(주)ES큐브,50120,2018,62.93,390.13,3.45,-6.86,119.8,95.25,53.16,-1.11,-3.59,-18.13,-5.54,2.52,95.04,0.53,31.99,0
(주)ES큐브,50120,2019,15.96,0.0,-1.28,-3.85,156.01,152.69,310.83,-0.91,-5.99,-31.5,-21.76,2.69,70.5,0.19,14.85,0
(주)HJ중공업,97230,2017,13.72,119.69,7.0,-1.78,56.89,35.58,576.82,-2.47,-4.76,-11.34,-37.73,1.17,103.04,0.59,58.98,1
(주)HJ중공업,97230,2018,-25.91,46.6,23.0,0.91,80.41,56.15,0.0,1.78,3.63,-75.6,0.0,1.4,132.07,0.58,61.15,1
(주)MH에탄올,23150,2011,31.79,50.81,19.52,0.19,58.36,45.92,183.43,0.45,1.35,-9.73,-9.74,0.6,73.2,0.36,8.89,0
(주)MH에탄올,23150,2012,29.53,37.66,25.71,1.23,61.27,36.07,205.72,4.06,9.12,0.48,1.01,0.81,92.53,0.47,56.9,0
(주)MH에탄올,23150,2013,35.38,40.06,20.98,1.22,57.37,40.78,164.02,2.28,4.84,11.3,16.85,0.87,96.98,0.51,57.67,0
(주)MH에탄올,23150,2014,61.72,38.67,23.06,4.79,90.87,68.77,59.9,8.13,17.85,-0.41,-0.38,0.92,72.55,0.52,34.38,0
(주)MH에탄올,23150,2015,73.27,26.64,32.66,17.99,109.55,92.01,35.48,13.48,22.01,15.44,14.06,1.38,38.36,0.76,23.57,0
(주)MH에탄올,23150,2016,87.89,28.32,34.95,36.46,257.95,185.46,12.02,15.69,24.28,16.66,13.41,1.32,34.12,0.78,7.58,0
(주)MH에탄올,23150,2017,21.36,41.08,27.32,999999999.0,44.64,41.69,177.74,2.84,15.62,8.29,10.42,0.24,39.14,0.19,50.68,0
(주)MH에탄올,23150,2018,20.81,54.67,23.15,0.09,20.96,16.33,154.04,0.26,1.69,-16.53,-0.93,0.19,30.45,0.16,49.8,0
(주)MH에탄올,23150,2019,17.58,44.05,27.91,0.47,11.62,8.73,355.65,1.76,9.68,-9.34,-0.88,0.2,33.2,0.19,53.23,0
(주)SH에너지화학,2360,2011,62.31,59.35,8.2,2.75,147.77,115.16,52.23,4.16,2.41,1.04,3.31,5.25,18.11,2.0,27.79,1
(주)SH에너지화학,2360,2012,62.57,70.26,7.49,1.63,171.22,123.05,45.47,2.1,1.13,0.11,0.61,5.88,23.83,2.08,27.55,1
(주)SIMPAC,9160,2011,54.34,33.46,24.95,999999999.0,130.69,108.07,69.24,9.42,12.7,11.6,15.9,3.22,40.31,1.02,14.01,0
(주)SIMPAC,9160,2012,58.95,41.97,19.42,999999999.0,140.97,117.58,57.68,8.0,11.18,8.56,10.81,3.07,41.97,0.99,12.66,0
(주)SIMPAC,9160,2013,57.69,38.71,22.41,999999999.0,81.19,62.03,64.07,6.93,11.47,9.74,10.11,2.79,45.23,0.84,18.32,0
(주)SIMPAC,9160,2014,57.37,54.56,19.65,13.05,105.96,76.17,62.39,4.66,6.59,5.44,6.7,2.17,46.02,0.92,10.69,0
(주)SIMPAC,9160,2015,54.87,52.03,22.25,19.45,102.82,69.62,72.98,5.28,7.88,6.1,7.29,1.54,65.63,0.81,12.58,0
(주)SIMPAC,9160,2016,57.53,51.46,22.13,20.43,113.8,84.21,64.61,5.61,8.82,6.06,6.85,1.49,69.81,0.75,13.12,0
(주)SIMPAC,9160,2017,63.18,60.25,18.77,12.3,115.32,85.28,54.25,2.93,5.07,5.59,5.36,1.31,67.43,0.68,14.49,0
(주)SIMPAC,9160,2018,63.81,27.54,37.32,47.59,135.98,87.82,52.53,1.92,3.33,22.6,20.48,1.16,89.0,0.62,16.64,0
(주)SIMPAC,9160,2019,64.96,57.13,15.22,9.77,131.76,91.59,49.75,1.64,2.59,2.21,2.17,1.39,84.11,0.71,18.96,0
(주)SNT에너지,100840,2011,58.08,0.0,-2.6,-17.29,151.52,135.46,59.78,-2.49,-3.38,-2.13,-2.53,1.59,19.49,0.75,7.23,0
(주)SNT에너지,100840,2012,62.6,0.0,-1.7,999999999.0,182.56,162.88,48.25,5.32,6.56,3.94,5.29,1.88,25.97,0.82,1.66,0
(주)SNT에너지,100840,2013,63.58,39.91,18.01,999999999.0,197.1,177.76,46.42,5.56,8.37,8.06,8.49,1.65,32.0,0.67,1.67,0
(주)SNT에너지,100840,2014,68.21,49.06,13.15,999999999.0,222.54,199.37,36.88,4.47,5.68,4.64,5.55,2.02,26.72,0.8,1.82,0
(주)SNT에너지,100840,2015,73.18,30.12,20.65,999999999.0,286.28,269.65,27.78,10.93,13.04,10.39,12.31,2.18,19.96,0.86,0.0,0
(주)SNT에너지,100840,2016,66.03,75.95,8.28,999999999.0,207.24,200.61,44.47,0.36,0.47,0.65,0.72,2.15,12.55,0.78,0.0,0
(주)SNT에너지,100840,2017,77.87,63.97,12.33,999999999.0,351.97,347.24,21.01,5.92,10.43,2.49,1.98,1.57,9.02,0.58,0.0,0
(주)SNT에너지,100840,2018,82.31,81.17,12.18,999999999.0,492.86,474.82,13.64,-0.65,-1.36,1.31,0.78,1.2,10.49,0.49,0.0,0
(주)SNT에너지,100840,2019,73.36,41.98,17.2,999999999.0,303.82,288.69,27.54,5.23,8.19,7.24,6.31,1.73,17.47,0.65,0.02,0
(주)SNT홀딩스,36530,2011,61.7,48.6,19.0,999999999.0,174.28,128.31,45.6,5.79,7.24,5.24,6.88,1.7,56.69,0.84,4.0,0
(주)SNT홀딩스,36530,2012,63.52,57.9,17.33,999999999.0,184.89,132.96,40.99,4.08,5.14,3.79,5.6,1.69,60.74,0.83,3.29,0
(주)SNT홀딩스,36530,2013,63.95,61.36,18.23,999999999.0,188.1,133.44,41.42,4.01,5.38,3.41,4.41,1.6,68.5,0.77,3.75,0
(주)SNT홀딩스,36530,2014,66.49,59.16,18.05,999999999.0,208.24,148.81,35.23,3.13,4.22,4.32,5.51,1.62,69.96,0.77,1.64,0
(주)SNT홀딩스,36530,2015,70.49,43.92,23.78,999999999.0,263.0,201.03,28.36,7.68,10.02,7.22,5.75,1.73,62.55,0.8,0.34,0
(주)SNT홀딩스,36530,2016,69.27,65.54,14.98,999999999.0,247.45,198.81,31.82,3.3,4.7,0.66,0.47,1.67,60.02,0.73,0.32,0
(주)SNT홀딩스,36530,2017,70.79,66.85,14.61,999999999.0,264.63,216.54,29.54,2.78,4.02,1.71,1.14,1.69,54.79,0.71,0.3,0
(주)SNT홀딩스,36530,2018,71.12,50.66,20.23,999999999.0,306.08,248.36,25.39,3.41,5.18,5.26,4.36,1.6,56.8,0.68,0.31,0
(주)SNT홀딩스,36530,2019,72.69,44.01,21.18,999999999.0,312.26,255.6,24.95,5.81,8.35,8.23,8.78,1.74,54.32,0.72,0.06,0
(주)STX,11810,2012,29.73,0.0,-2.27,-3.74,62.81,55.08,156.85,-7.98,-6.67,-7.97,-35.59,6.61,14.75,2.06,55.63,1
(주)STX,11810,2013,0.0,0.0,-50.83,-19.27,62.06,54.71,0.0,-30.01,-39.27,-65.14,-521.17,3.89,20.61,1.2,106.44,1
(주)TCC스틸,2710,2011,49.62,62.48,9.88,1.8,110.8,62.71,73.45,2.63,2.22,0.89,2.02,6.24,52.41,1.96,31.55,0
(주)TCC스틸,2710,2012,41.31,62.91,9.94,1.04,113.94,61.44,84.83,1.19,1.18,0.02,0.07,4.39,65.63,1.62,41.57,0
(주)TCC스틸,2710,2013,37.84,100.61,8.0,-1.15,141.27,66.03,75.7,-1.42,-1.55,-3.98,-8.85,3.33,79.38,1.38,46.96,0
(주)TCC스틸,2710,2014,34.31,84.95,12.84,-0.24,82.22,38.38,150.05,0.06,0.07,-3.05,-7.71,3.37,84.93,1.35,50.77,0
(주)TCC스틸,2710,2015,22.85,104.11,9.44,-1.48,156.35,124.48,178.6,3.42,3.2,-22.23,-80.07,4.44,63.79,1.66,44.68,0
(주)TCC스틸,2710,2016,36.53,57.28,18.33,5.68,128.15,73.14,91.2,4.66,3.45,3.81,17.99,6.51,41.4,2.21,41.38,0
(주)TCC스틸,2710,2017,36.21,77.14,15.71,2.57,75.13,42.16,158.6,2.89,2.07,0.38,1.5,6.33,48.79,2.1,46.09,0
(주)TCC스틸,2710,2018,36.83,69.01,18.39,6.39,163.32,89.05,83.01,5.85,4.13,2.36,9.19,7.2,53.87,2.11,40.33,0
(주)TCC스틸,2710,2019,37.19,72.07,17.03,3.95,89.76,46.01,142.07,4.15,2.94,1.15,4.42,7.59,59.2,2.09,43.02,0
(주)가비아,79940,2011,74.92,47.92,48.81,999999999.0,207.38,207.27,28.57,13.88,15.48,13.28,18.06,2.51,0.16,1.01,5.82,0
(주)가비아,79940,2012,69.15,49.79,44.97,999999999.0,215.35,213.68,25.21,10.15,11.03,13.64,21.3,2.3,0.69,1.01,15.52,0
(주)가비아,79940,2013,75.19,51.67,46.45,999999999.0,249.42,248.8,21.87,7.97,9.95,13.45,15.65,1.89,0.88,0.85,11.69,0
(주)가비아,79940,2014,76.63,54.85,42.5,999999999.0,258.29,258.29,21.49,8.83,10.42,8.4,8.18,2.17,0.21,0.89,9.13,0
(주)가비아,79940,2015,80.03,51.97,45.5,999999999.0,395.42,395.42,15.71,11.15,12.38,9.31,11.99,2.48,0.0,0.92,5.72,0
(주)가비아,79940,2016,76.28,58.27,44.44,999999999.0,295.5,288.81,21.25,10.87,12.28,9.96,10.68,2.55,2.44,0.89,7.47,0
(주)가비아,79940,2017,74.89,59.97,41.89,999999999.0,224.87,219.17,29.43,9.81,10.94,8.32,8.88,2.62,4.77,0.91,7.2,0
(주)가비아,79940,2018,75.4,57.62,48.35,999999999.0,262.0,255.35,26.09,12.77,14.13,11.92,12.58,2.72,5.19,0.94,7.83,0
(주)가비아,79940,2019,67.51,54.48,89.74,629.45,201.58,195.45,31.93,13.51,16.01,14.23,15.73,2.21,5.69,0.95,17.58,0
(주)강스템바이오텍,217730,2013,,,,,,,,,,,,,,,,0
(주)강스템바이오텍,217730,2014,,,,,,,,,,,,,,,,0
(주)강스템바이오텍,217730,2015,85.01,0.0,-194.04,-5.97,637.19,625.9,13.96,-20.52,-345.23,-387.59,-27.09,0.5,82.34,0.06,4.27,0
(주)강스템바이오텍,217730,2016,48.43,0.0,-604.02,-52.6,1175.05,1157.01,14.06,-25.18,-1081.81,-984.85,-37.55,0.24,198.72,0.02,32.77,0
(주)강스템바이오텍,217730,2017,51.87,0.0,-7.08,-7.83,396.43,369.34,26.01,-24.87,-128.52,-126.27,-46.19,0.69,68.95,0.25,30.19,0
(주)강스템바이오텍,217730,2018,65.01,0.0,-36.34,-17.65,244.28,234.71,42.15,-19.43,-127.59,-155.96,-37.79,0.65,72.55,0.19,23.79,0
(주)강스템바이오텍,217730,2019,60.47,0.0,-223.93,-39.42,268.99,267.69,29.98,-24.78,-385.6,-439.57,-41.61,0.26,66.41,0.09,27.22,0
(주)강원랜드,35250,2011,83.25,32.5,61.49,999999999.0,263.97,263.46,19.53,18.36,38.6,30.12,17.5,0.99,0.61,0.55,0.0,0
(주)강원랜드,35250,2012,81.61,39.59,54.99,999999999.0,224.82,224.59,21.85,14.41,31.24,23.63,13.23,0.97,0.49,0.53,0.0,0
(주)강원랜드,35250,2013,81.16,39.8,61.55,999999999.0,189.47,189.21,22.65,12.92,28.51,21.86,12.17,0.99,0.36,0.55,0.0,0
(주)강원랜드,35250,2014,80.16,32.31,60.41,999999999.0,219.66,219.47,23.08,15.85,34.29,24.01,13.76,1.08,0.33,0.58,0.0,0
(주)강원랜드,35250,2015,81.22,29.37,62.51,999999999.0,263.38,263.14,22.17,16.85,36.44,27.03,15.49,1.19,0.32,0.57,0.0,0
(주)강원랜드,35250,2016,81.75,29.92,61.49,999999999.0,251.71,251.53,22.1,16.13,36.46,26.79,14.55,1.27,0.32,0.55,0.02,0
(주)강원랜드,35250,2017,83.65,32.18,62.33,999999999.0,317.65,317.46,19.46,13.0,33.09,27.27,12.96,1.23,0.3,0.49,0.03,0
(주)강원랜드,35250,2018,84.77,39.78,57.96,999999999.0,276.57,276.38,17.73,10.23,29.95,20.67,8.39,1.1,0.31,0.44,0.0,0
(주)강원랜드,35250,2019,83.77,32.13,59.73,999999999.0,288.36,287.8,17.52,11.56,32.97,22.02,9.16,1.13,0.57,0.48,1.53,0
(주)강원에너지,114190,2018,53.5,59.86,13.5,2.95,161.8,160.55,86.86,0.37,0.4,1.99,4.19,5.7,1.92,1.06,26.05,1
(주)강원에너지,114190,2019,37.32,0.0,-57.58,-20.87,99.04,98.65,145.99,-22.83,-40.37,-83.78,-94.77,3.38,2.84,0.68,32.91,1
(주)갤럭시아에스엠,11420,2011,56.03,27.23,34.42,10.59,157.4,157.27,61.98,11.45,10.91,6.15,12.95,63.45,0.16,1.26,4.21,0
(주)갤럭시아에스엠,11420,2012,58.91,39.78,20.53,3.79,184.17,183.89,51.88,4.72,3.77,0.71,1.49,16.25,0.25,1.56,7.84,0
(주)갤럭시아에스엠,11420,2013,57.11,83.11,9.78,-9.62,147.37,146.43,62.83,1.83,1.61,-3.74,-7.07,14.33,0.64,1.42,11.75,0
(주)갤럭시아에스엠,11420,2014,51.26,86.27,12.48,0.55,149.66,146.81,77.0,-1.02,-0.96,-0.58,-1.14,14.28,2.64,1.32,9.74,0
(주)갤럭시아에스엠,11420,2015,72.41,60.86,17.14,18.39,263.29,263.23,33.92,3.69,3.36,2.98,5.11,20.96,1.52,1.36,2.01,0
(주)갤럭시아에스엠,11420,2016,76.73,122.58,10.75,999999999.0,304.3,304.3,27.79,-5.84,-7.06,-2.97,-3.3,19.16,0.04,1.02,0.72,0
(주)갤럭시아에스엠,11420,2017,81.26,0.0,-0.43,999999999.0,328.78,328.78,21.59,-6.55,-9.51,-15.82,-13.83,25.25,0.0,0.91,0.0,0
(주)갤럭시아에스엠,11420,2018,79.61,0.0,-44.29,999999999.0,213.65,213.65,25.2,-24.89,-46.86,-72.54,-47.79,71.66,0.0,0.84,0.0,0
(주)갤럭시아에스엠,11420,2019,77.19,132.99,12.28,999999999.0,216.18,216.18,28.95,-1.48,-1.59,-4.79,-5.7,75.26,0.0,1.62,0.09,0
(주)경농,2100,2011,82.28,70.01,21.84,3.27,379.4,97.18,17.39,4.42,6.33,0.42,0.36,2.45,211.3,0.82,0.04,0
(주)경농,2100,2012,56.32,49.3,28.52,8.27,138.53,38.82,67.8,4.73,9.29,7.53,7.43,1.47,273.37,0.55,26.07,0
(주)경농,2100,2013,63.74,47.23,27.05,6.3,178.73,42.31,44.42,7.15,9.57,7.1,8.89,2.02,187.23,0.81,17.93,0
(주)경농,2100,2014,59.35,55.97,25.11,5.12,154.43,45.72,53.53,5.42,7.77,3.77,4.73,1.71,190.91,0.75,21.92,0
(주)경농,2100,2015,55.21,59.15,23.88,4.06,140.92,39.99,65.49,4.03,6.17,3.55,4.13,1.63,198.61,0.7,27.43,0
(주)경농,2100,2016,57.33,62.38,23.65,4.13,138.91,35.77,61.07,2.88,4.49,3.12,3.86,1.6,206.96,0.7,23.97,0
(주)경농,2100,2017,57.21,56.39,26.98,5.46,135.0,36.12,63.01,2.57,4.09,4.88,5.83,1.51,208.17,0.68,23.68,0
(주)경농,2100,2018,56.39,59.5,27.25,5.09,132.49,38.2,63.69,4.26,6.95,2.29,3.08,1.5,206.54,0.66,23.67,0
(주)경농,2100,2019,54.43,62.28,24.6,3.02,150.9,41.85,60.73,2.39,3.82,1.76,2.47,1.61,204.3,0.68,25.48,0
(주)경동나비엔,9450,2011,63.87,65.73,17.78,48.81,158.59,84.15,48.58,4.95,3.64,2.77,5.8,3.44,57.36,1.54,5.96,0
(주)경동나비엔,9450,2012,58.68,69.33,18.05,121.0,145.1,85.68,56.97,4.95,3.67,2.42,5.41,3.39,57.93,1.48,8.3,0
(주)경동나비엔,9450,2013,52.79,65.85,19.13,30.55,89.68,41.69,79.81,6.05,4.78,2.69,6.19,2.72,57.83,1.55,13.66,0
(주)경동나비엔,9450,2014,47.31,68.8,18.88,6.27,85.84,41.02,98.05,3.56,3.14,2.19,4.92,2.29,66.05,1.37,26.19,0
(주)경동나비엔,9450,2015,51.25,63.33,21.03,10.61,89.35,40.12,85.95,6.03,4.73,3.27,8.48,2.65,60.85,1.42,17.16,0
(주)경동나비엔,9450,2016,55.56,53.32,24.32,35.74,98.83,48.13,74.34,11.02,7.86,6.42,16.79,2.92,55.44,1.56,7.75,0
(주)경동나비엔,9450,2017,50.92,63.29,21.62,31.61,105.03,54.82,85.71,10.23,6.98,3.95,10.73,3.22,53.41,1.63,11.97,0
(주)경동나비엔,9450,2018,48.0,65.78,22.65,11.9,104.32,49.78,98.22,7.51,5.61,3.41,9.23,3.09,65.4,1.48,20.43,0
(주)경동나비엔,9450,2019,49.37,59.57,25.23,14.46,101.49,50.38,89.77,7.51,5.79,3.6,9.59,2.93,67.92,1.42,16.01,0
(주)경동도시가스,267290,2017,,,,,,,,,,,,,,,,0
(주)경동도시가스,267290,2018,41.18,37.79,6.57,999999999.0,118.17,117.83,117.29,5.73,2.66,2.13,11.11,5.04,0.27,2.18,1.77,0
(주)경동도시가스,267290,2019,45.28,42.54,6.74,999999999.0,123.03,122.62,94.57,3.67,1.97,1.73,7.45,4.4,0.34,1.88,3.51,0
(주)경방,50,2011,46.56,27.06,24.45,0.92,34.1,16.15,64.58,1.66,6.37,-0.32,-0.18,1.15,59.71,0.79,30.33,0
(주)경방,50,2012,46.49,29.55,24.2,0.48,74.98,42.91,26.57,0.54,2.17,-2.37,-1.26,1.05,68.87,0.74,31.11,0
(주)경방,50,2013,49.07,22.06,31.43,2.39,76.48,46.74,21.25,2.74,10.38,4.2,2.32,1.1,48.95,0.81,28.17,0
(주)경방,50,2014,49.75,23.51,31.92,2.15,24.73,15.5,63.21,2.36,9.31,3.49,1.79,1.07,43.25,0.8,28.72,0
(주)경방,50,2015,50.28,21.37,32.75,3.37,58.13,29.7,28.05,2.97,10.89,4.67,2.55,1.13,46.24,0.85,28.32,0
(주)경방,50,2016,52.22,19.66,33.31,5.29,68.2,38.72,22.86,3.32,11.51,7.81,4.39,1.18,47.71,0.87,25.1,0
(주)경방,50,2017,54.88,19.05,34.88,6.55,28.25,18.26,45.7,3.28,11.73,7.02,3.67,1.15,39.32,0.9,22.44,0
(주)경방,50,2018,54.45,23.12,27.89,4.42,73.99,37.34,23.02,3.18,11.66,5.74,2.87,1.18,47.63,0.88,23.65,0
(주)경방,50,2019,54.1,15.31,37.0,7.22,137.68,121.4,25.94,2.4,9.31,12.68,6.01,1.59,48.35,1.02,22.88,0
(주)경인양행,12610,2011,55.16,67.33,23.99,2.54,155.11,66.12,60.8,1.98,2.73,1.24,1.65,1.72,144.47,0.76,28.36,0
(주)경인양행,12610,2012,60.88,68.01,23.12,2.23,155.43,80.65,53.77,1.2,1.67,0.96,1.49,1.68,138.37,0.76,23.71,0
(주)경인양행,12610,2013,59.87,57.82,23.25,8.83,162.42,78.7,57.07,3.69,4.27,3.92,6.41,2.07,112.68,0.9,23.13,0
(주)경인양행,12610,2014,63.33,64.88,26.36,8.74,190.69,86.73,43.55,4.47,5.08,3.66,5.48,2.11,118.78,0.91,23.13,0
(주)경인양행,12610,2015,61.57,71.75,25.7,4.87,161.62,74.26,54.35,2.1,2.55,1.39,1.01,1.94,128.46,0.85,24.49,0
(주)경인양행,12610,2016,60.5,68.23,27.51,7.63,160.17,76.98,57.37,3.15,3.85,2.49,2.7,2.01,129.41,0.86,21.11,0
(주)경인양행,12610,2017,58.93,72.91,25.7,3.79,155.35,77.25,58.95,2.1,2.46,1.59,1.85,2.09,119.57,0.9,26.73,0
(주)경인양행,12610,2018,54.18,63.81,29.83,6.52,149.64,70.7,70.13,5.11,5.95,4.17,6.59,2.17,121.81,0.9,30.84,0
(주)경인양행,12610,2019,50.3,63.65,30.94,4.67,130.79,57.44,81.11,5.32,6.56,4.56,6.57,2.05,134.85,0.88,36.82,0
(주)고바이오랩,348150,2019,,,,,,,,,,,,,,,,0
(주)고영테크놀러지,98460,2011,80.02,30.27,33.63,999999999.0,424.78,329.07,21.4,23.87,21.85,18.15,25.06,6.18,49.7,1.13,0.0,0
(주)고영테크놀러지,98460,2012,80.7,36.28,30.26,999999999.0,498.93,385.1,18.71,22.53,19.88,14.12,19.91,7.05,54.2,1.18,0.0,0
(주)고영테크놀러지,98460,2013,81.29,43.86,27.9,999999999.0,532.19,415.02,18.14,14.96,14.99,12.45,15.35,7.37,63.04,1.04,0.0,0
(주)고영테크놀러지,98460,2014,81.74,35.96,32.69,999999999.0,530.61,442.26,17.68,21.44,19.71,15.48,20.68,8.21,49.81,1.14,0.29,0
(주)고영테크놀러지,98460,2015,82.76,40.52,31.9,999999999.0,579.96,487.87,15.98,15.6,16.07,16.13,18.99,7.36,46.82,1.04,0.17,0
(주)고영테크놀러지,98460,2016,80.6,37.15,36.18,999999999.0,563.7,492.5,17.47,18.75,19.32,17.3,20.61,7.89,41.33,1.03,0.06,0
(주)고영테크놀러지,98460,2017,78.61,44.71,32.3,999999999.0,499.8,430.73,20.01,21.86,21.51,13.15,16.76,8.27,37.57,1.08,0.0,0
(주)고영테크놀러지,98460,2018,80.94,35.11,36.25,999999999.0,562.28,484.7,17.92,18.99,19.3,17.76,21.86,8.15,41.14,1.04,0.0,0
(주)고영테크놀러지,98460,2019,79.77,41.24,36.36,999999999.0,587.8,493.22,15.76,11.4,15.01,13.31,12.59,6.31,55.66,0.81,4.22,0
(주)골드퍼시픽,38530,2015,74.17,0.0,-14.96,-12.14,349.83,308.07,19.29,-23.38,-44.23,-54.82,-55.42,2.98,91.77,0.6,10.41,1
(주)골드퍼시픽,38530,2016,16.99,0.0,-205.06,-48.04,81.37,80.54,353.72,-44.15,-88.91,-244.4,-212.98,4.9,33.56,0.63,0.0,1
(주)골프존,215000,2015,,,,,,,,,,,,,,,,0
(주)골프존,215000,2016,64.2,38.25,38.14,999999999.0,159.04,136.62,46.79,24.18,20.94,16.84,30.3,2.97,21.3,1.26,18.63,0
(주)골프존,215000,2017,74.66,36.23,43.27,999999999.0,309.32,284.03,27.41,16.96,18.72,39.68,51.19,2.77,23.52,0.96,12.81,0
(주)골프존,215000,2018,76.72,50.4,31.83,999999999.0,267.33,248.01,27.88,11.09,14.17,10.28,10.63,2.56,21.7,0.82,7.54,0
(주)골프존,215000,2019,64.0,50.95,40.35,999999999.0,133.84,116.02,30.53,11.4,13.07,6.56,8.21,2.48,15.79,0.93,18.21,0
(주)골프존뉴딘홀딩스,121440,2011,92.31,32.02,31.9,999999999.0,1016.66,994.82,7.79,19.23,25.23,21.54,18.23,6.57,7.36,0.85,0.18,0
(주)골프존뉴딘홀딩스,121440,2012,76.1,29.93,41.92,999999999.0,208.99,194.96,31.07,15.02,23.82,25.33,19.34,2.31,15.05,0.7,16.34,0
(주)골프존뉴딘홀딩스,121440,2013,66.56,36.31,28.71,999999999.0,133.05,117.72,49.61,13.66,22.04,0.77,0.67,1.74,25.11,0.72,15.93,0
(주)골프존뉴딘홀딩스,121440,2014,63.83,31.17,38.5,999999999.0,91.84,75.96,39.57,14.63,23.84,18.44,17.4,1.27,26.71,0.74,25.6,0
(주)골프존뉴딘홀딩스,121440,2015,71.85,122.17,15.69,-4.58,93.81,70.63,18.78,-1.22,-5.68,529.43,168.4,0.38,60.53,0.29,24.3,0
(주)골프존뉴딘홀딩스,121440,2016,69.41,60.02,20.75,1.65,70.74,47.34,27.39,4.84,15.21,1.18,0.75,0.61,43.39,0.47,25.35,0
(주)골프존뉴딘홀딩스,121440,2017,66.21,99.7,10.89,-2.34,97.2,63.78,24.1,2.43,8.62,-10.1,-4.2,0.54,63.34,0.42,27.5,0
(주)골프존뉴딘홀딩스,121440,2018,62.73,53.42,27.26,2.55,47.77,23.21,43.06,0.15,0.5,-3.37,-1.45,0.58,75.06,0.43,28.95,0
(주)골프존뉴딘홀딩스,121440,2019,57.6,105.59,13.25,-2.46,147.33,90.62,19.08,-0.47,-1.58,-15.22,-6.89,0.62,79.54,0.44,32.57,0
(주)광림,14200,2011,65.63,57.62,14.74,4.52,208.74,102.38,41.79,5.35,4.94,2.43,4.63,4.49,104.15,1.24,13.97,0
(주)광림,14200,2012,70.74,77.78,12.05,2.03,257.28,123.09,32.77,1.5,1.55,0.69,0.98,3.58,113.6,1.11,12.98,0
(주)광림,14200,2013,63.78,76.78,11.43,999999999.0,236.97,164.18,43.31,3.46,3.2,1.58,2.54,4.33,85.3,1.22,15.21,0
(주)광림,14200,2014,52.67,82.26,14.75,0.97,174.84,85.19,66.51,0.89,0.94,-0.1,1.09,4.08,121.25,1.0,33.27,0
