회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름,금융비용부담률,고정비율,R&D비율,채무부담비율
(주)SH에너지화학,2360,2017,14208400.0,0.04648915968992598,28.874924749384995,0.0,8.886038391944119
(주)SH에너지화학,2360,2018,5202762.0,0.05034892227979353,28.506643629128785,0.0,4.3550195180650455
(주)SH에너지화학,2360,2019,16081690.0,0.09217793852899032,33.529641461731266,0.0,6.166579062757148
(주)SIMPAC,9160,2011,18427061.0,0.6067911548606555,43.17495803822807,0.0,142.8993502822116
(주)SIMPAC,9160,2012,13157000.0,0.7205294303162277,39.390919833090166,0.0,148.51869167468288
(주)SIMPAC,9160,2013,12060558.0,0.6918989139667231,35.29726209723979,0.0,150.34012135939366
(주)SIMPAC,9160,2014,34443800.0,0.7775733975824735,77.29890437273747,0.0,113.05275828002725
(주)SIMPAC,9160,2015,10256628.0,0.5376568652200853,78.00305292268118,0.0,95.7959506667644
(주)SIMPAC,9160,2016,35245662.0,0.5269240652397681,74.32685265027325,0.0,101.94936399120884
(주)SIMPAC,9160,2017,-9543549.0,0.5022953776813189,71.69479844584951,0.0,75.06623335110085
(주)SIMPAC,9160,2018,37360242.0,0.8174030335487371,82.13893534559568,0.0,39.1816414615873
(주)SIMPAC,9160,2019,37470315.0,0.7471166838348169,59.74862571406414,0.0,37.09366965698605
(주)SNT에너지,100840,2011,-17274075.0,0.3667973561186116,76.33204503739869,0.44632530844568646,288.39000373434374
(주)SNT에너지,100840,2012,26635237.0,0.0846981332610317,66.71319861663899,0.3402805640130637,227.73580361838216
(주)SNT에너지,100840,2013,20128884.0,0.16475137177907928,60.741069733867946,0.395060081000649,212.76515962603585
(주)SNT에너지,100840,2014,-24774316.0,0.13812823833193694,57.80371845115304,0.43241954969985036,174.89900627072524
(주)SNT에너지,100840,2015,2204846.0,0.036315325866072785,51.302761147227436,0.3491371745939051,277.5940201870585
(주)SNT에너지,100840,2016,35017765.0,0.0,51.413519852280665,0.338387310828475,352.846867423601
(주)SNT에너지,100840,2017,-5579426.0,0.0,49.96439998633805,0.4061302084672961,726.7862651217158
(주)SNT에너지,100840,2018,14435813.0,0.0,50.038978453884354,0.4901216054921602,230.3190951119094
(주)SNT에너지,100840,2019,-40064824.0,0.00462436197516105,50.31856638431946,0.3434951699394665,229.41389320297526
(주)SNT홀딩스,36530,2011,86981830.0,0.4293644195985161,75.44112946217429,1.2930971471811006,135.3014162125823
(주)SNT홀딩스,36530,2012,57310654.0,0.253274441536687,74.67093588748791,1.1727420000498767,113.60398505442404
(주)SNT홀딩스,36530,2013,94174241.0,0.17706881758578494,71.75903240975448,1.2609644543104739,101.99505613575501
(주)SNT홀딩스,36530,2014,95278602.0,0.12273505036515002,68.82878229152696,1.1584245589721327,90.68082453841369
(주)SNT홀딩스,36530,2015,120263344.0,0.04582963307568016,60.70403392510501,1.280124961254848,80.4783821473297
(주)SNT홀딩스,36530,2016,143865685.0,0.01640976490038021,59.364066327706645,1.2018944979378376,99.40351858767697
(주)SNT홀딩스,36530,2017,104208804.0,0.022504427292087,57.97721128940202,1.297030291901613,113.41161026989832
(주)SNT홀딩스,36530,2018,128942884.0,0.08670402574786225,57.82592720449692,1.2131984748797624,102.2141521445032
(주)SNT홀딩스,36530,2019,89185851.0,0.04537467040402458,53.57564431126296,0.9864734686951449,86.68227436872039
(주)STX,11810,2011,55801000.0,2.3615124149148894,42.71632439812896,0.0,113.53859425447025
(주)STX,11810,2012,250636000.0,2.1393702768736254,69.32961379600555,0.0,183.9032805739635
(주)STX,11810,2013,130779000.0,3.6669373450896767,-42.284803880211044,0.0,211.78408945958586
(주)STX,11810,2014,-76097000.0,2.8645435046732977,115.39364950566933,0.0,61.675046232085066
(주)STX,11810,2015,-15950000.0,2.492232468557364,140.58223438666334,0.0,53.14183464427528
(주)STX,11810,2016,57833000.0,2.18067811409799,-22.297607956539096,0.0,41.47020974567839
(주)STX,11810,2017,100295000.0,1.2108912021766438,166.2593984962406,0.0,64.16804316705209
(주)STX,11810,2018,-48114000.0,0.8786514835477399,115.9633285437621,0.0,59.25419380761414
(주)STX,11810,2019,528000.0,1.062152146191723,160.39508980121155,0.0,86.09506811025611
(주)TCC스틸,2710,2011,-10245999.0,1.577488671150621,37.457469320885274,0.0,45.566407010076205
(주)TCC스틸,2710,2012,-4610373.0,2.0809262263907162,63.64894286752813,0.0,40.91501738286586
(주)TCC스틸,2710,2013,-29220038.0,2.63211039907346,76.09547209685059,0.0,33.09624126642742
(주)TCC스틸,2710,2014,-21440429.0,2.669580938738475,80.20677471816725,0.0,30.49623249446462
(주)TCC스틸,2710,2015,30047778.0,1.4719255296097455,83.54591373465404,0.0,78.06046363123986
(주)TCC스틸,2710,2016,-35273178.0,1.3675277962345835,62.604023815757195,0.0,49.339083506216596
(주)TCC스틸,2710,2017,-1168958.0,1.3338313546963625,58.409077912207664,0.0,38.18414948650185
(주)TCC스틸,2710,2018,21492009.0,1.2535903591890376,49.78208529267937,0.0,47.75965833642004
(주)TCC스틸,2710,2019,-6746810.0,1.298305771235173,50.77092034547002,0.0,40.810632211377786
(주)가비아,79940,2011,9650833.0,0.6949165296210759,45.51283940148287,1.3609300911541171,3009.8477508650517
(주)가비아,79940,2012,13224986.0,0.7150365929324715,64.18484428439159,1.476271936876844,1014.9606172446963
(주)가비아,79940,2013,12813443.0,0.6293759377799102,54.00504578505257,3.1353467071681704,1988.6104345596716
(주)가비아,79940,2014,16223625.0,0.4238820379642955,49.13169965893919,2.725484532303399,inf
(주)가비아,79940,2015,19257887.0,0.19100669074980745,43.89852671967805,2.7679979738266005,inf
(주)가비아,79940,2016,17871404.0,0.1468394017407377,45.04534519561745,3.2047492195508163,370.3702617364919
(주)가비아,79940,2017,20444884.0,0.2036140013872729,45.49940878821405,4.043578779286754,438.7498627245945
(주)가비아,79940,2018,21870330.0,0.2267913792288849,43.005660252274566,3.599784221727292,198.25066312060673
(주)가비아,79940,2019,36950567.0,0.4673296406387841,63.248709670561844,0.0,169.4785225018573
(주)가온칩스,399720,2018,,,,,
(주)가온칩스,399720,2019,,,,,
(주)강스템바이오텍,217730,2013,,,,,
(주)강스템바이오텍,217730,2014,,,,,
(주)강스템바이오텍,217730,2015,-3800024.0,63.848206208705015,14.032113520926368,255.87538133346985,37.355372887884315
(주)강스템바이오텍,217730,2016,-7796613.0,57.25737270187054,17.579808704485995,656.0413144202988,47.35762034838231
(주)강스템바이오텍,217730,2017,-10646869.0,15.76213308771689,54.03721068273257,73.52300283621734,71.85317857091104
(주)강스템바이오텍,217730,2018,-11476851.0,10.364091075030217,31.8196044527844,67.44195104792409,93.15580574124024
(주)강스템바이오텍,217730,2019,-13321543.0,17.93298253467684,45.43054582271549,206.76508147775098,231.53949240407968
(주)강원랜드,35250,2011,417827759.0,0.03378151108794582,58.134608334114155,0.0056632510694740205,83.9274257282472
(주)강원랜드,35250,2012,446539739.0,0.05521662138272325,57.23672402226755,0.011152135382110977,185.9617311518885
(주)강원랜드,35250,2013,424407127.0,0.02004875390685364,55.03916644446885,0.004716714327044304,148.56412550408288
(주)강원랜드,35250,2014,510413141.0,0.016535793344596064,51.29024905926619,0.0032371305379708492,270.8414182541882
(주)강원랜드,35250,2015,574981576.0,0.01388992232821076,45.1524835230834,0.00662299594501517,222.43455106724898
(주)강원랜드,35250,2016,596486851.0,0.04361555084870401,40.4496195449617,0.006749885384306674,235.52106775572295
(주)강원랜드,35250,2017,463050000.0,0.014759702074963313,37.07206925892132,0.004003440251180007,258.639276032862
(주)강원랜드,35250,2018,363918692.0,0.016324570215097926,36.63563027180918,0.003419260946623871,310.02711513268133
(주)강원랜드,35250,2019,407868874.0,0.1290063957660967,36.86543420330016,0.003951172455346803,106.08737067681848
(주)강원에너지,114190,2011,15102830.0,0.033311502651022167,15.966960670111385,2.7638312823562607,350.053989129988
(주)강원에너지,114190,2012,-3145103.0,0.18683829415150655,12.231113774730371,1.8632021984834324,461.5693368374347
(주)강원에너지,114190,2013,16975955.0,0.35249837551461777,10.435363744765777,3.640422442984802,331.17680205541217
(주)강원에너지,114190,2014,-14600421.0,0.08097111571787367,19.831487020316644,3.7055556519227624,515.2707482084554
(주)강원에너지,114190,2015,9499050.0,0.005163604645503494,22.705827581594278,3.7863403020273543,725.9891620657716
(주)강원에너지,114190,2016,-15783876.0,0.012835952623605576,26.85135188366251,4.791383490803529,1573.097368892071
(주)강원에너지,114190,2017,-3706818.0,0.2564422972101276,31.86564771015305,0.0,4253.671184508359
(주)강원에너지,114190,2018,-10173085.0,1.9727056627953332,29.42361407694456,0.0,2042.8778986899918
(주)강원에너지,114190,2019,6960049.0,4.8146209148462,49.17470454763641,0.0,6654.123450969827
(주)갤럭시아에스엠,11420,2011,5951394.0,1.7302309520479915,2.9516795846105506,0.0,7130.570537879163
(주)갤럭시아에스엠,11420,2012,2801469.0,0.9933944819204569,13.07342438325763,0.0,5225.187398298077
(주)갤럭시아에스엠,11420,2013,4527179.0,0.8464466412606555,14.388839730998345,0.0,1247.4139500280962
(주)갤럭시아에스엠,11420,2014,-70410.0,1.0908220304228051,13.165068396692718,0.0,469.72948641338536
(주)갤럭시아에스엠,11420,2015,2451666.0,0.590587058159786,5.840950857075213,0.0,25721.30319148936
(주)갤럭시아에스엠,11420,2016,-1195544.0,0.3761729085768871,5.771504662804276,0.0,inf
(주)갤럭시아에스엠,11420,2017,-7389242.0,0.2677563645883403,0.8990689463336304,0.0,inf
(주)갤럭시아에스엠,11420,2018,-2809869.0,0.29686207597292036,0.9504437151752093,0.0,inf
(주)갤럭시아에스엠,11420,2019,903569.0,0.17756784878987442,2.348689718447159,0.0,inf
(주)경농,2100,2011,14162963.0,1.40004662129427,34.64751778178345,3.0690881314415352,22.99927226099177
(주)경농,2100,2012,8796940.0,1.65922431925444,61.359082161833754,4.270173634314363,19.16186956647829
(주)경농,2100,2013,18563319.0,1.990192430849804,62.03297767864957,2.942006433197912,17.705523332740274
(주)경농,2100,2014,14706590.0,1.7172914669129544,70.22980429906244,4.517531214607744,22.721341660827548
(주)경농,2100,2015,-9854199.0,1.5557779602564337,69.88780372195772,4.9834733157549,20.029056432965106
(주)경농,2100,2016,15996174.0,1.2839786176566692,72.41077976059593,5.707490002484938,24.457503661707566
(주)경농,2100,2017,15815332.0,1.4609165654559153,73.00624982221197,4.091331389075936,24.66601217129487
(주)경농,2100,2018,10607249.0,1.3465030952043706,70.81988453625847,3.4844096519192904,19.934766416633366
(주)경농,2100,2019,-1020171.0,1.7358435522448128,69.08630660289077,3.018733942997493,20.924507560455886
(주)경동나비엔,9450,2011,15493744.0,0.30323497398805804,61.451992853397705,1.1747188913064965,67.98076657021284
(주)경동나비엔,9450,2012,27648702.0,0.3139736755919782,68.2588736659774,1.222470102371531,94.2929394154984
(주)경동나비엔,9450,2013,20912632.0,0.3317031452321891,98.47381999074032,1.1881911169297,70.61820613955842
(주)경동나비엔,9450,2014,-13266158.0,0.6371832754714138,100.49939038599133,1.5037825357981618,64.94110915183951
(주)경동나비엔,9450,2015,43719574.0,0.6773480877490414,94.6684346887715,1.0799634600334447,74.84265623357851
(주)경동나비엔,9450,2016,61333200.0,0.31366496205220784,85.32259274385112,1.318924080316281,92.95564722327603
(주)경동나비엔,9450,2017,20111583.0,0.2300170590419441,86.52638182494069,1.3204418762841155,83.45203541343176
(주)경동나비엔,9450,2018,-14286091.0,0.49602443641541016,88.88830660436744,1.7297493002378843,51.47560439446192
(주)경동나비엔,9450,2019,78554868.0,0.5236540977508624,92.60169782469076,1.317851285994517,67.09375935207781
(주)경동도시가스,267290,2017,19371687.0,0.03717900728492514,107.63924106597462,0.0,26553.709125107434
(주)경동도시가스,267290,2018,120705226.0,0.026868187856493975,100.06979092900082,0.0,25286.99853652456
(주)경동도시가스,267290,2019,33973376.0,0.06734200630869513,95.98458762547475,0.0,20520.11846389911
(주)경동인베스트,12320,2011,88589199.0,0.17590232280087556,74.07399458106158,0.024713220724937132,6773.011607588397
(주)경동인베스트,12320,2012,150571070.0,0.11258775951191692,67.64461192791111,0.0,2868.2082646334015
(주)경동인베스트,12320,2013,69233629.0,0.06495370428251858,64.67841323216541,0.0,3917.349029591801
(주)경동인베스트,12320,2014,20818461.0,0.09091430302846398,71.81488485870253,0.0,2289.4953967224756
(주)경동인베스트,12320,2015,-50279018.0,0.19051621037895444,83.00993911767272,0.0,3022.4714858232987
(주)경동인베스트,12320,2016,26876328.0,0.3064279481762422,83.40719581362076,0.0,2100.3070021981957
(주)경동인베스트,12320,2017,60158090.0,2.06164705332565,44.27142557765975,0.0,16.376163212907027
(주)경동인베스트,12320,2018,12513851.0,1.6073261239428194,44.3343462924863,0.0,22.646569193096923
(주)경동인베스트,12320,2019,32390710.0,1.5282614089138218,41.1284027087809,0.0,20.921574216192756
(주)경방,50,2011,-14647398.0,5.5337088323570125,48.983945706676835,0.0,26.847895997675515
(주)경방,50,2012,17789061.0,6.00467199881216,52.20910659047332,0.0005473279777840234,39.23458935580811
(주)경방,50,2013,51153970.0,4.016429825875035,48.16104784852326,3.7731549409871515e-05,50.62856470502348
(주)경방,50,2014,23819336.0,3.7730829247228046,47.532893717498034,0.0013433179624833965,49.130747375866996
(주)경방,50,2015,39920580.0,2.7898665447881164,49.13933571373163,0.004606460700663085,33.391453478440745
(주)경방,50,2016,67981079.0,2.0782677555207227,46.40787988293757,0.0019300824621042217,42.348996331473664
(주)경방,50,2017,57866501.0,1.8454261669744416,44.426550213352286,0.004702751956650533,58.67221823933466
(주)경방,50,2018,12093896.0,2.2726156407614337,40.327602231928914,0.008415971542093774,31.74376691517753
(주)경방,50,2019,66875285.0,2.595026867222024,19.645674537775136,0.009892056689818842,60.57899310915046
(주)경보제약,214390,2011,,,,,
(주)경보제약,214390,2012,,,,,
(주)경보제약,214390,2013,21628813.0,0.9351907252789362,66.1393502021163,0.7362222252085987,50.8883280021211
(주)경보제약,214390,2014,16041867.0,0.6388355755146242,80.90958804303642,0.7370884767802917,42.42538699157499
(주)경보제약,214390,2015,4240142.0,0.4929826572467906,60.97864621529936,1.048536989555937,33.52451665338409
(주)경보제약,214390,2016,25328803.0,0.5141748475856384,64.87446053912163,0.7949919392659315,33.04020305177636
(주)경보제약,214390,2017,25805146.0,0.5242423024683106,55.47123108174233,0.3993517233159353,32.212724256324826
(주)경보제약,214390,2018,-1138159.0,0.4413649192994447,51.33616574190436,0.38232008133995976,28.07836443782177
(주)경보제약,214390,2019,23668111.0,0.67714819577369,59.0737135003211,0.7398018850606852,24.547869601570625
(주)경인양행,12610,2011,9839673.0,1.5420687892860392,77.2384351947439,0.0,23.735197197929914
(주)경인양행,12610,2012,20801833.0,1.3244502959006066,70.91481372067,0.0,19.926078073225316
(주)경인양행,12610,2013,1046809.0,0.7456857217788998,67.28399566165656,0.0,19.85597755718078
(주)경인양행,12610,2014,18368986.0,0.7101700063635292,68.38000227271503,0.0,12.81168765474964
(주)경인양행,12610,2015,5444861.0,0.6095978055512578,67.67691647590996,0.0,15.285583309219449
(주)경인양행,12610,2016,19013689.0,0.5970928835320827,66.14912567763376,0.0,25.80641154168834
(주)경인양행,12610,2017,5323456.0,0.7876295500073605,70.96597793026534,0.0,16.311107170451184
(주)경인양행,12610,2018,1873412.0,1.0477601720153853,69.43898080019287,0.0,16.142549355824457
(주)경인양행,12610,2019,6768170.0,1.4079557988223634,81.75375231210879,0.0,11.651154261740835
(주)고려시멘트,198440,2014,,,,,
(주)고려시멘트,198440,2015,,,,,
(주)고려시멘트,198440,2016,,,,,
(주)고려시멘트,198440,2017,3161867.0,0.20500619915912655,61.892592650592995,0.0,176.16639453972306
(주)고려시멘트,198440,2018,1728759.0,0.4861235620246535,56.381923021501024,0.0,104.01846623616807
(주)고려시멘트,198440,2019,2862239.0,0.599615511629636,57.8203125549421,0.0,48.29098844746622
(주)고바이오랩,348150,2019,-5708992.0,134.70310605548127,-0.5283058205520994,749.1336798960659,55.78662285695696
(주)고영테크놀러지,98460,2011,13903738.0,0.0009590064229048815,21.604520340096997,6.790732607762541,57.0041598375352
(주)고영테크놀러지,98460,2012,11397833.0,0.012217912137967158,18.642184494100466,5.976855921346764,39.779229807820975
(주)고영테크놀러지,98460,2013,13282913.0,0.03376235802077713,15.078826239026236,6.504960214151703,51.06689350353597
(주)고영테크놀러지,98460,2014,25603240.0,0.011781002917170385,17.230266885966657,6.969889295326956,48.15211833465171
(주)고영테크놀러지,98460,2015,16569102.0,0.0071683909311842636,14.994007217169274,9.494197609392685,52.693010023564334
(주)고영테크놀러지,98460,2016,29234878.0,0.009648774311996434,15.160274609681156,10.822051530939342,71.07166288197777
(주)고영테크놀러지,98460,2017,19941301.0,0.0035029985401976407,15.70682515874271,11.346551557072525,72.79305756254617
(주)고영테크놀러지,98460,2018,21765311.0,0.0033055025051229726,14.662454865678503,12.614136337873068,49.93039123337205
(주)고영테크놀러지,98460,2019,29168422.0,0.13287892455197378,15.301089683604935,13.62096634317395,37.20103274486466
(주)골드앤에스,35290,2011,8628850.0,2.4076742462369265,4.581012762543227,0.0,36.6554088829601
(주)골드앤에스,35290,2012,2478990.0,2.785298313450904,3.871980898679538,0.0,23.031816672302423
(주)골드앤에스,35290,2013,-204052.0,4.29024539549989,179.8221652419699,0.0,37.66213332201407
(주)골드앤에스,35290,2014,-991208.0,6.995425573836051,188.4309538468516,0.0,29.685853939866714
(주)골드앤에스,35290,2015,1708284.0,2.5895246562349157,2.1829251673487793,0.0,30.34097239927103
(주)골드앤에스,35290,2016,1679723.0,1.0456794459418426,1.431002653602576,0.0,12.648858601814025
(주)골드앤에스,35290,2017,361216.0,1.1035589263738148,2.53658828257834,0.0,20.70632803420242
(주)골드앤에스,35290,2018,-3136830.0,11.784155940266706,81.2147535238584,6.5767542980480735,6.951363697642021
(주)골드앤에스,35290,2019,-6506543.0,63.9535490772738,-73.12019291484184,3.934430262054163,22.38154425687683
(주)골드퍼시픽,38530,2011,1749769.0,1.0845671747386407,46.12913566841248,0.9925313197338239,0.0
(주)골드퍼시픽,38530,2012,-4543789.0,2.6079853985988817,38.13343380842677,1.0418692203104971,5.698709817635785
(주)골드퍼시픽,38530,2013,-2334044.0,7.548028469417252,61.03879075034221,1.2242474432994523,0.0
(주)골드퍼시픽,38530,2014,-4905537.0,8.15115280563684,59.811165134538655,1.0920671684300445,0.0
(주)골드퍼시픽,38530,2015,-5635841.0,4.611177547134323,12.174792901234262,0.40877785472252803,0.0
(주)골드퍼시픽,38530,2016,-6549921.0,5.101260938037775,70.54551631764976,0.0,0.0
(주)골드퍼시픽,38530,2017,-878680.0,30.14012492251223,24.17924225472151,0.0,115.916487790559
(주)골드퍼시픽,38530,2018,-3626992.0,23.400897748376437,0.4712222984584126,0.0,8.432009179187041
(주)골드퍼시픽,38530,2019,-3541143.0,33.898830932273555,4.313898532453685,0.0,44.213873469319886
(주)골프존,215000,2015,44345997.0,0.35305002313723455,71.53807494409779,0.0,154.64937016543308
(주)골프존,215000,2016,35237011.0,0.3502538679835233,60.5737573836937,0.0,35.9980242727243
(주)골프존,215000,2017,80376887.0,0.3563853257055568,37.81046561682424,0.0,34.040606052712974
(주)골프존,215000,2018,32883976.0,0.37682054752932126,42.91151055896334,0.0,40.764002801565226
(주)골프존,215000,2019,39501603.0,0.4062661821391476,57.95130003102985,0.0,28.089269879457834
(주)골프존뉴딘홀딩스,121440,2011,46128334.0,0.022904742596862298,14.98886818684459,0.0,86.74108906019796
(주)골프존뉴딘홀딩스,121440,2012,61269978.0,0.7666177054712056,48.15698151584649,0.0,38.07514728906102
(주)골프존뉴딘홀딩스,121440,2013,63430820.0,0.8485320032688519,52.358756685138786,0.0,31.009319574407762
(주)골프존뉴딘홀딩스,121440,2014,28790402.0,1.0810796617503926,93.40261933878699,0.1388394815937114,28.25279977592831
(주)골프존뉴딘홀딩스,121440,2015,-15266617.0,3.685766329415353,72.785075290034,0.09114272358669126,19.000155084225067
(주)골프존뉴딘홀딩스,121440,2016,15895535.0,2.9114780271213117,75.47609650951443,0.0,21.371355136008713
(주)골프존뉴딘홀딩스,121440,2017,-1173648.0,3.0642552070669513,78.7072680828846,1.3567697570766626,18.61288688481382
(주)골프존뉴딘홀딩스,121440,2018,-20158087.0,3.383723208978414,78.19675903323645,1.6230962710050707,27.076934405409958
(주)골프존뉴딘홀딩스,121440,2019,5656323.0,4.382554641959194,80.61624059855002,1.167575687021328,23.89791213021903
(주)공구우먼,366030,2017,,,,,
(주)공구우먼,366030,2018,,,,,
(주)공구우먼,366030,2019,,,,,
(주)광림,14200,2011,11879861.0,1.0866510685540365,41.921522951436515,0.0,32.81795140406803
(주)광림,14200,2012,2753017.0,0.9040316167695326,37.5992041230019,0.0,24.486736939102546
(주)광림,14200,2013,14536213.0,0.517559894887706,36.9574581782601,0.0,59.21570207525853
(주)광림,14200,2014,-6344996.0,1.3551773393116124,43.994112188871455,0.07996282023311894,19.763329415195376
(주)광림,14200,2015,-2663712.0,1.2899712165213062,30.22612134086487,0.19482184033758293,47.65415751706449
(주)광림,14200,2016,3288372.0,1.2686693683617878,62.49269454693417,0.0,127.59926672786945
(주)광림,14200,2017,-15250032.0,2.8645531254251835,54.040918134360126,0.15898329983000864,86.71850375382706
(주)광림,14200,2018,-13294713.0,3.3352252969172436,65.67177642146211,0.2070605650414033,86.56825602482661
(주)광림,14200,2019,-12235587.0,3.2768112561477056,66.44627965517657,0.19076581541086193,61.11193375728515
(주)광명전기,17040,2011,1765403.0,1.4086263058028614,32.391606769805875,0.0,118.65651900410413
(주)광명전기,17040,2012,3436380.0,0.9840644126304593,29.300035286906294,0.0,89.25781954914909
(주)광명전기,17040,2013,3129414.0,0.7723641819563017,24.455511606269862,0.0,44.4012633106801
(주)광명전기,17040,2014,11464334.0,0.4762262068027272,22.633216694666807,0.0,99.14131635038224
(주)광명전기,17040,2015,18501076.0,0.3838537488562394,20.269462130511837,0.0,103.32765228895803
(주)광명전기,17040,2016,4502682.0,0.3547056679575054,19.413665817691744,0.0,126.67843727247086
(주)광명전기,17040,2017,6647411.0,0.37447682139980304,35.712940851751426,0.0,133.36415203228788
(주)광명전기,17040,2018,-3815893.0,0.7904511703175412,39.789881449055926,0.0,99.48280167204426
