회사명,거래소코드,회계년도,거래량,거래일수
테크엘,064520,2010/01,45601286,20
테크엘,064520,2010/02,46409358,19
테크엘,064520,2010/03,26936659,22
테크엘,064520,2010/04,12401355,22
테크엘,064520,2010/05,37594339,19
테크엘,064520,2010/06,89009024,21
테크엘,064520,2010/07,221580873,22
테크엘,064520,2010/08,61949589,22
테크엘,064520,2010/09,56065526,19
테크엘,064520,2010/10,20235328,21
테크엘,064520,2010/11,17449287,22
테크엘,064520,2010/12,17238114,22
테크엘,064520,2011/01,18006996,21
테크엘,064520,2011/02,24772340,17
테크엘,064520,2011/03,21400467,22
테크엘,064520,2011/04,39530073,21
테크엘,064520,2011/05,9940206,20
테크엘,064520,2011/06,24509408,21
테크엘,064520,2011/07,35399074,21
테크엘,064520,2011/08,57836641,22
테크엘,064520,2011/09,22870496,20
테크엘,064520,2011/10,82183964,20
테크엘,064520,2011/11,92047684,22
테크엘,064520,2011/12,36784260,21
테크엘,064520,2012/01,63268727,20
테크엘,064520,2012/02,126465354,21
테크엘,064520,2012/03,127883890,21
테크엘,064520,2012/04,49283919,20
테크엘,064520,2012/05,41363473,21
테크엘,064520,2012/06,27409888,20
테크엘,064520,2012/07,11394570,22
테크엘,064520,2012/08,60573405,22
테크엘,064520,2012/09,37963971,20
테크엘,064520,2012/10,72072351,21
테크엘,064520,2012/11,37205289,22
테크엘,064520,2012/12,19752280,18
테크엘,064520,2013/01,65312709,22
테크엘,064520,2013/02,18173570,19
테크엘,064520,2013/03,45600130,20
테크엘,064520,2013/04,20180902,22
테크엘,064520,2013/05,16934652,21
테크엘,064520,2013/06,10667823,19
테크엘,064520,2013/07,10301978,23
테크엘,064520,2013/08,10152533,21
테크엘,064520,2013/09,4447688,18
테크엘,064520,2013/10,17546664,21
테크엘,064520,2013/11,21964040,21
테크엘,064520,2013/12,37949705,20
테크엘,064520,2014/01,33603597,20
테크엘,064520,2014/02,17910783,20
테크엘,064520,2014/03,14151620,21
테크엘,064520,2014/04,46546971,22
테크엘,064520,2014/05,49250412,19
테크엘,064520,2014/06,13553105,19
테크엘,064520,2014/07,27566661,23
테크엘,064520,2014/08,15713258,20
테크엘,064520,2014/09,9410716,19
테크엘,064520,2014/10,9807405,21
테크엘,064520,2014/11,6037012,20
테크엘,064520,2014/12,24875509,21
테크엘,064520,2015/01,23882316,21
테크엘,064520,2015/02,11477784,17
테크엘,064520,2015/03,16901117,22
테크엘,064520,2015/04,50938927,22
테크엘,064520,2015/05,20593033,18
테크엘,064520,2015/06,13974344,22
테크엘,064520,2015/07,49138829,23
테크엘,064520,2015/08,22674069,20
테크엘,064520,2015/09,34896664,20
테크엘,064520,2015/10,73032385,21
테크엘,064520,2015/11,360503159,21
테크엘,064520,2015/12,633809271,21
테크엘,064520,2016/01,242892980,20
테크엘,064520,2016/02,163995862,18
테크엘,064520,2016/03,133046419,22
테크엘,064520,2016/04,61263147,20
테크엘,064520,2016/05,84534862,20
테크엘,064520,2016/06,37950376,21
테크엘,064520,2016/07,43700465,21
테크엘,064520,2016/08,36549764,22
테크엘,064520,2016/09,41970962,19
테크엘,064520,2016/10,20674988,20
테크엘,064520,2016/11,39950599,22
테크엘,064520,2016/12,24327864,21
테크엘,064520,2017/01,118518345,20
테크엘,064520,2017/02,44414239,20
테크엘,064520,2017/03,47187364,22
테크엘,064520,2017/04,50254376,20
테크엘,064520,2017/05,18281549,19
테크엘,064520,2017/06,34608628,21
테크엘,064520,2017/07,13141770,21
테크엘,064520,2017/08,14479507,22
테크엘,064520,2017/09,15282715,21
테크엘,064520,2017/10,29055626,16
테크엘,064520,2017/11,140044326,22
테크엘,064520,2017/12,100560723,19
테크엘,064520,2018/01,94312452,22
테크엘,064520,2018/02,29356346,18
테크엘,064520,2018/03,22131926,21
테크엘,064520,2018/04,14155687,21
테크엘,064520,2018/05,35578478,20
테크엘,064520,2018/06,8753751,19
테크엘,064520,2018/07,68978397,22
테크엘,064520,2018/08,13679103,22
테크엘,064520,2018/09,77183255,17
테크엘,064520,2018/10,43311823,21
테크엘,064520,2018/11,37213278,22
테크엘,064520,2018/12,48668425,19
테크엘,064520,2019/01,0,22
테크엘,064520,2019/02,0,17
테크엘,064520,2019/03,0,20
테크엘,064520,2019/04,0,22
테크엘,064520,2019/05,0,21
테크엘,064520,2019/06,0,19
테크엘,064520,2019/07,0,23
테크엘,064520,2019/08,0,21
테크엘,064520,2019/09,0,19
테크엘,064520,2019/10,0,21
테크엘,064520,2019/11,0,21
테크엘,064520,2019/12,0,20
테크윙,089030,2011/11,8889924,15
테크윙,089030,2011/12,6266430,21
테크윙,089030,2012/01,10746131,20
테크윙,089030,2012/02,7485212,21
테크윙,089030,2012/03,9172369,21
테크윙,089030,2012/04,2910288,20
테크윙,089030,2012/05,2943418,21
테크윙,089030,2012/06,2206525,20
테크윙,089030,2012/07,4993950,22
테크윙,089030,2012/08,3709998,22
테크윙,089030,2012/09,3586498,20
테크윙,089030,2012/10,2066718,21
테크윙,089030,2012/11,1938264,22
테크윙,089030,2012/12,2896228,18
테크윙,089030,2013/01,4243366,22
테크윙,089030,2013/02,5322234,19
테크윙,089030,2013/03,3343784,20
테크윙,089030,2013/04,6288521,22
테크윙,089030,2013/05,5707063,21
테크윙,089030,2013/06,3354915,19
테크윙,089030,2013/07,2946480,23
테크윙,089030,2013/08,3244333,21
테크윙,089030,2013/09,1640421,18
테크윙,089030,2013/10,1618700,21
테크윙,089030,2013/11,1455342,21
테크윙,089030,2013/12,2594989,20
테크윙,089030,2014/01,2237320,20
테크윙,089030,2014/02,1329390,20
테크윙,089030,2014/03,1434247,21
테크윙,089030,2014/04,2596174,22
테크윙,089030,2014/05,3019253,19
테크윙,089030,2014/06,2750857,19
테크윙,089030,2014/07,2555219,23
테크윙,089030,2014/08,1210970,20
테크윙,089030,2014/09,1308611,19
테크윙,089030,2014/10,1414197,21
테크윙,089030,2014/11,5514923,20
테크윙,089030,2014/12,3714470,21
테크윙,089030,2015/01,11202492,21
테크윙,089030,2015/02,8716692,17
테크윙,089030,2015/03,8564309,22
테크윙,089030,2015/04,15533020,22
테크윙,089030,2015/05,10973710,18
테크윙,089030,2015/06,8775364,22
테크윙,089030,2015/07,7694413,23
테크윙,089030,2015/08,3797596,20
테크윙,089030,2015/09,3179307,20
테크윙,089030,2015/10,3474614,21
테크윙,089030,2015/11,1938852,21
테크윙,089030,2015/12,1547876,21
테크윙,089030,2016/01,1622221,20
테크윙,089030,2016/02,3197503,18
테크윙,089030,2016/03,3984644,22
테크윙,089030,2016/04,4077026,20
테크윙,089030,2016/05,3658648,20
테크윙,089030,2016/06,3385363,21
테크윙,089030,2016/07,3646888,21
테크윙,089030,2016/08,3553036,22
테크윙,089030,2016/09,1886425,19
테크윙,089030,2016/10,2948166,20
테크윙,089030,2016/11,2242420,22
테크윙,089030,2016/12,2950533,21
테크윙,089030,2017/01,3653219,20
테크윙,089030,2017/02,1811359,20
테크윙,089030,2017/03,1885741,22
테크윙,089030,2017/04,2695034,20
테크윙,089030,2017/05,2223747,19
테크윙,089030,2017/06,3143001,21
테크윙,089030,2017/07,4133897,21
테크윙,089030,2017/08,2696731,22
테크윙,089030,2017/09,7591932,21
테크윙,089030,2017/10,3209139,16
테크윙,089030,2017/11,6055782,22
테크윙,089030,2017/12,5095729,19
테크윙,089030,2018/01,4173347,22
테크윙,089030,2018/02,2838502,18
테크윙,089030,2018/03,4067718,21
테크윙,089030,2018/04,3337394,21
테크윙,089030,2018/05,2915444,20
테크윙,089030,2018/06,2701539,19
테크윙,089030,2018/07,1939203,22
테크윙,089030,2018/08,972926,22
테크윙,089030,2018/09,947736,17
테크윙,089030,2018/10,2253504,21
테크윙,089030,2018/11,2140289,22
테크윙,089030,2018/12,1743997,19
테크윙,089030,2019/01,1176164,22
테크윙,089030,2019/02,3716644,17
테크윙,089030,2019/03,1943140,20
테크윙,089030,2019/04,10500545,22
테크윙,089030,2019/05,4877318,21
테크윙,089030,2019/06,5029070,19
테크윙,089030,2019/07,8346550,23
테크윙,089030,2019/08,3214001,21
테크윙,089030,2019/09,3253362,19
테크윙,089030,2019/10,3694615,21
테크윙,089030,2019/11,2435539,21
테크윙,089030,2019/12,7795082,20
텔레칩스,054450,2010/01,1557966,20
텔레칩스,054450,2010/02,698886,19
텔레칩스,054450,2010/03,733336,22
텔레칩스,054450,2010/04,1252208,22
텔레칩스,054450,2010/05,986419,19
텔레칩스,054450,2010/06,1155853,21
텔레칩스,054450,2010/07,1402829,22
텔레칩스,054450,2010/08,2456616,22
텔레칩스,054450,2010/09,2802398,19
텔레칩스,054450,2010/10,2232244,21
텔레칩스,054450,2010/11,1425171,22
텔레칩스,054450,2010/12,724161,22
텔레칩스,054450,2011/01,1960603,21
텔레칩스,054450,2011/02,943291,17
텔레칩스,054450,2011/03,905352,22
텔레칩스,054450,2011/04,1224248,21
텔레칩스,054450,2011/05,739060,20
텔레칩스,054450,2011/06,840637,21
텔레칩스,054450,2011/07,848004,21
텔레칩스,054450,2011/08,2601861,22
텔레칩스,054450,2011/09,2037515,20
텔레칩스,054450,2011/10,538434,20
텔레칩스,054450,2011/11,2176550,22
텔레칩스,054450,2011/12,1127567,21
텔레칩스,054450,2012/01,2605257,20
텔레칩스,054450,2012/02,1557326,21
텔레칩스,054450,2012/03,942157,21
텔레칩스,054450,2012/04,890632,20
텔레칩스,054450,2012/05,543015,21
텔레칩스,054450,2012/06,222986,20
텔레칩스,054450,2012/07,274120,22
텔레칩스,054450,2012/08,170395,22
텔레칩스,054450,2012/09,406550,20
텔레칩스,054450,2012/10,317587,21
텔레칩스,054450,2012/11,110529,22
텔레칩스,054450,2012/12,108166,18
텔레칩스,054450,2013/01,212742,22
텔레칩스,054450,2013/02,404399,19
텔레칩스,054450,2013/03,285352,20
텔레칩스,054450,2013/04,579804,22
텔레칩스,054450,2013/05,595130,21
텔레칩스,054450,2013/06,249529,19
텔레칩스,054450,2013/07,204786,23
텔레칩스,054450,2013/08,240331,21
텔레칩스,054450,2013/09,88559,18
텔레칩스,054450,2013/10,213802,21
텔레칩스,054450,2013/11,151718,21
텔레칩스,054450,2013/12,164911,20
텔레칩스,054450,2014/01,157054,20
텔레칩스,054450,2014/02,163480,20
텔레칩스,054450,2014/03,275087,21
텔레칩스,054450,2014/04,430937,22
텔레칩스,054450,2014/05,223826,19
텔레칩스,054450,2014/06,224163,19
텔레칩스,054450,2014/07,214222,23
텔레칩스,054450,2014/08,708089,20
텔레칩스,054450,2014/09,394670,19
텔레칩스,054450,2014/10,270195,21
텔레칩스,054450,2014/11,260287,20
텔레칩스,054450,2014/12,210923,21
텔레칩스,054450,2015/01,449617,21
텔레칩스,054450,2015/02,462374,17
텔레칩스,054450,2015/03,2021768,22
텔레칩스,054450,2015/04,1480482,22
텔레칩스,054450,2015/05,981355,18
텔레칩스,054450,2015/06,789302,22
텔레칩스,054450,2015/07,752804,23
텔레칩스,054450,2015/08,1129817,20
텔레칩스,054450,2015/09,480662,20
텔레칩스,054450,2015/10,697502,21
텔레칩스,054450,2015/11,984917,21
텔레칩스,054450,2015/12,560149,21
텔레칩스,054450,2016/01,538599,20
텔레칩스,054450,2016/02,314577,18
텔레칩스,054450,2016/03,407414,22
텔레칩스,054450,2016/04,617398,20
텔레칩스,054450,2016/05,1657966,20
텔레칩스,054450,2016/06,878819,21
텔레칩스,054450,2016/07,1698762,21
텔레칩스,054450,2016/08,1400622,22
텔레칩스,054450,2016/09,1916736,19
텔레칩스,054450,2016/10,854874,20
텔레칩스,054450,2016/11,504901,22
텔레칩스,054450,2016/12,520010,21
텔레칩스,054450,2017/01,472807,20
텔레칩스,054450,2017/02,737133,20
텔레칩스,054450,2017/03,2290064,22
텔레칩스,054450,2017/04,1811672,20
텔레칩스,054450,2017/05,1237595,19
텔레칩스,054450,2017/06,900226,21
텔레칩스,054450,2017/07,726365,21
텔레칩스,054450,2017/08,1977049,22
텔레칩스,054450,2017/09,830857,21
텔레칩스,054450,2017/10,377911,16
텔레칩스,054450,2017/11,1245439,22
텔레칩스,054450,2017/12,930241,19
텔레칩스,054450,2018/01,2530421,22
텔레칩스,054450,2018/02,2765944,18
텔레칩스,054450,2018/03,5725250,21
텔레칩스,054450,2018/04,3290119,21
텔레칩스,054450,2018/05,3111940,20
텔레칩스,054450,2018/06,1558646,19
텔레칩스,054450,2018/07,1146113,22
텔레칩스,054450,2018/08,2308973,22
텔레칩스,054450,2018/09,2016052,17
텔레칩스,054450,2018/10,2165610,21
텔레칩스,054450,2018/11,1831133,22
텔레칩스,054450,2018/12,1380874,19
텔레칩스,054450,2019/01,3891369,22
텔레칩스,054450,2019/02,2524458,17
텔레칩스,054450,2019/03,2669447,20
텔레칩스,054450,2019/04,5069763,22
텔레칩스,054450,2019/05,6314931,21
텔레칩스,054450,2019/06,8806703,19
텔레칩스,054450,2019/07,2535280,23
텔레칩스,054450,2019/08,4410357,21
텔레칩스,054450,2019/09,3230999,19
텔레칩스,054450,2019/10,2010963,21
텔레칩스,054450,2019/11,3871777,21
텔레칩스,054450,2019/12,3116657,20
텔레필드,091440,2010/01,1559403,20
텔레필드,091440,2010/02,842197,19
텔레필드,091440,2010/03,334654,22
텔레필드,091440,2010/04,889002,22
텔레필드,091440,2010/05,381723,19
텔레필드,091440,2010/06,349783,21
텔레필드,091440,2010/07,311885,22
텔레필드,091440,2010/08,247692,22
텔레필드,091440,2010/09,174717,19
텔레필드,091440,2010/10,174121,21
텔레필드,091440,2010/11,640044,22
텔레필드,091440,2010/12,7403257,22
텔레필드,091440,2011/01,1751540,21
텔레필드,091440,2011/02,1976218,17
텔레필드,091440,2011/03,3136634,22
텔레필드,091440,2011/04,4845363,21
텔레필드,091440,2011/05,1260425,20
텔레필드,091440,2011/06,2276036,21
텔레필드,091440,2011/07,1777068,21
텔레필드,091440,2011/08,1201113,22
텔레필드,091440,2011/09,462183,20
텔레필드,091440,2011/10,574427,20
텔레필드,091440,2011/11,2249452,22
텔레필드,091440,2011/12,3466197,21
텔레필드,091440,2012/01,1626172,20
텔레필드,091440,2012/02,1794897,21
텔레필드,091440,2012/03,3171014,21
텔레필드,091440,2012/04,944194,20
텔레필드,091440,2012/05,24426500,21
텔레필드,091440,2012/06,25065183,20
텔레필드,091440,2012/07,19103969,22
텔레필드,091440,2012/08,18054357,22
텔레필드,091440,2012/09,10631149,20
텔레필드,091440,2012/10,6271719,21
텔레필드,091440,2012/11,5509920,22
텔레필드,091440,2012/12,2960343,18
텔레필드,091440,2013/01,3824254,22
텔레필드,091440,2013/02,8277933,19
텔레필드,091440,2013/03,4799033,20
텔레필드,091440,2013/04,2032269,22
텔레필드,091440,2013/05,2963564,21
텔레필드,091440,2013/06,991470,19
텔레필드,091440,2013/07,787411,23
텔레필드,091440,2013/08,475128,21
텔레필드,091440,2013/09,350705,18
텔레필드,091440,2013/10,490191,21
텔레필드,091440,2013/11,5129905,21
텔레필드,091440,2013/12,16503604,20
텔레필드,091440,2014/01,18096451,20
텔레필드,091440,2014/02,5484944,20
텔레필드,091440,2014/03,3510592,21
텔레필드,091440,2014/04,12059149,22
텔레필드,091440,2014/05,3804191,19
텔레필드,091440,2014/06,1696303,19
텔레필드,091440,2014/07,5097784,23
텔레필드,091440,2014/08,1824556,20
텔레필드,091440,2014/09,756316,19
텔레필드,091440,2014/10,704200,21
텔레필드,091440,2014/11,435338,20
텔레필드,091440,2014/12,1937713,21
텔레필드,091440,2015/01,1271868,21
텔레필드,091440,2015/02,832560,17
텔레필드,091440,2015/03,26857954,22
텔레필드,091440,2015/04,10722485,22
텔레필드,091440,2015/05,4394872,18
텔레필드,091440,2015/06,3289223,22
텔레필드,091440,2015/07,1692181,23
텔레필드,091440,2015/08,893023,20
텔레필드,091440,2015/09,859890,20
텔레필드,091440,2015/10,5296101,21
텔레필드,091440,2015/11,2850625,21
텔레필드,091440,2015/12,1069607,21
텔레필드,091440,2016/01,1299305,20
텔레필드,091440,2016/02,1438063,18
텔레필드,091440,2016/03,1063181,22
텔레필드,091440,2016/04,7432164,20
텔레필드,091440,2016/05,1280164,20
텔레필드,091440,2016/06,1387066,21
텔레필드,091440,2016/07,1612001,21
텔레필드,091440,2016/08,1191806,22
텔레필드,091440,2016/09,726557,19
텔레필드,091440,2016/10,884334,20
텔레필드,091440,2016/11,7751671,22
텔레필드,091440,2016/12,8968193,21
텔레필드,091440,2017/01,1520904,20
텔레필드,091440,2017/02,684336,20
텔레필드,091440,2017/03,1338915,22
텔레필드,091440,2017/04,1064027,20
텔레필드,091440,2017/05,740472,19
텔레필드,091440,2017/06,510236,21
텔레필드,091440,2017/07,295134,21
텔레필드,091440,2017/08,190097,22
텔레필드,091440,2017/09,260108,21
텔레필드,091440,2017/10,152541,16
텔레필드,091440,2017/11,874299,22
텔레필드,091440,2017/12,333532,19
텔레필드,091440,2018/01,4126160,22
텔레필드,091440,2018/02,13247029,18
텔레필드,091440,2018/03,4200106,21
텔레필드,091440,2018/04,11357137,21
텔레필드,091440,2018/05,12108547,20
텔레필드,091440,2018/06,2036940,19
텔레필드,091440,2018/07,1122428,22
텔레필드,091440,2018/08,1415422,22
텔레필드,091440,2018/09,1737490,17
텔레필드,091440,2018/10,1767509,21
텔레필드,091440,2018/11,3508019,22
텔레필드,091440,2018/12,3541870,19
텔레필드,091440,2019/01,6301161,22
텔레필드,091440,2019/02,1645642,17
텔레필드,091440,2019/03,1036435,20
텔레필드,091440,2019/04,1997922,22
텔레필드,091440,2019/05,13752855,21
텔레필드,091440,2019/06,9102558,19
텔레필드,091440,2019/07,1957495,23
텔레필드,091440,2019/08,1165044,21
텔레필드,091440,2019/09,3626466,19
텔레필드,091440,2019/10,2683322,21
텔레필드,091440,2019/11,1017549,21
텔레필드,091440,2019/12,866863,20
텔코웨어 보통주,078000,2010/01,468705,20
텔코웨어 보통주,078000,2010/02,141340,19
텔코웨어 보통주,078000,2010/03,278875,22
텔코웨어 보통주,078000,2010/04,400763,22
텔코웨어 보통주,078000,2010/05,228734,19
텔코웨어 보통주,078000,2010/06,212877,21
텔코웨어 보통주,078000,2010/07,66123,22
텔코웨어 보통주,078000,2010/08,175196,22
텔코웨어 보통주,078000,2010/09,63563,19
텔코웨어 보통주,078000,2010/10,103719,21
텔코웨어 보통주,078000,2010/11,181622,22
텔코웨어 보통주,078000,2010/12,162008,22
텔코웨어 보통주,078000,2011/01,87200,21
텔코웨어 보통주,078000,2011/02,64641,17
텔코웨어 보통주,078000,2011/03,153176,22
텔코웨어 보통주,078000,2011/04,178468,21
텔코웨어 보통주,078000,2011/05,150440,20
텔코웨어 보통주,078000,2011/06,150967,21
텔코웨어 보통주,078000,2011/07,39573,21
텔코웨어 보통주,078000,2011/08,83902,22
텔코웨어 보통주,078000,2011/09,38772,20
텔코웨어 보통주,078000,2011/10,30774,20
텔코웨어 보통주,078000,2011/11,43650,22
텔코웨어 보통주,078000,2011/12,50263,21
텔코웨어 보통주,078000,2012/01,63211,20
텔코웨어 보통주,078000,2012/02,76959,21
텔코웨어 보통주,078000,2012/03,479288,21
텔코웨어 보통주,078000,2012/04,138647,20
텔코웨어 보통주,078000,2012/05,171366,21
텔코웨어 보통주,078000,2012/06,55272,20
텔코웨어 보통주,078000,2012/07,57211,22
텔코웨어 보통주,078000,2012/08,76287,22
텔코웨어 보통주,078000,2012/09,93341,20
텔코웨어 보통주,078000,2012/10,74142,21
텔코웨어 보통주,078000,2012/11,189235,22
텔코웨어 보통주,078000,2012/12,148153,18
텔코웨어 보통주,078000,2013/01,63060,22
텔코웨어 보통주,078000,2013/02,45422,19
텔코웨어 보통주,078000,2013/03,51463,20
텔코웨어 보통주,078000,2013/04,152899,22
텔코웨어 보통주,078000,2013/05,710612,21
텔코웨어 보통주,078000,2013/06,467770,19
텔코웨어 보통주,078000,2013/07,153590,23
텔코웨어 보통주,078000,2013/08,120062,21
텔코웨어 보통주,078000,2013/09,79078,18
텔코웨어 보통주,078000,2013/10,446356,21
텔코웨어 보통주,078000,2013/11,858263,21
텔코웨어 보통주,078000,2013/12,567728,20
텔코웨어 보통주,078000,2014/01,470380,20
텔코웨어 보통주,078000,2014/02,445287,20
텔코웨어 보통주,078000,2014/03,291441,21
텔코웨어 보통주,078000,2014/04,210056,22
텔코웨어 보통주,078000,2014/05,558641,19
텔코웨어 보통주,078000,2014/06,317854,19
텔코웨어 보통주,078000,2014/07,563749,23
텔코웨어 보통주,078000,2014/08,371532,20
텔코웨어 보통주,078000,2014/09,329419,19
텔코웨어 보통주,078000,2014/10,474456,21
텔코웨어 보통주,078000,2014/11,392931,20
텔코웨어 보통주,078000,2014/12,273346,21
텔코웨어 보통주,078000,2015/01,323861,21
텔코웨어 보통주,078000,2015/02,337965,17
텔코웨어 보통주,078000,2015/03,375028,22
텔코웨어 보통주,078000,2015/04,389731,22
텔코웨어 보통주,078000,2015/05,244579,18
텔코웨어 보통주,078000,2015/06,368009,22
텔코웨어 보통주,078000,2015/07,380655,23
텔코웨어 보통주,078000,2015/08,224970,20
텔코웨어 보통주,078000,2015/09,205404,20
텔코웨어 보통주,078000,2015/10,174970,21
텔코웨어 보통주,078000,2015/11,237489,21
텔코웨어 보통주,078000,2015/12,153300,21
텔코웨어 보통주,078000,2016/01,125260,20
텔코웨어 보통주,078000,2016/02,126201,18
텔코웨어 보통주,078000,2016/03,314406,22
텔코웨어 보통주,078000,2016/04,278826,20
텔코웨어 보통주,078000,2016/05,146283,20
텔코웨어 보통주,078000,2016/06,374665,21
텔코웨어 보통주,078000,2016/07,290961,21
텔코웨어 보통주,078000,2016/08,641370,22
텔코웨어 보통주,078000,2016/09,456034,19
텔코웨어 보통주,078000,2016/10,1468226,20
텔코웨어 보통주,078000,2016/11,334966,22
텔코웨어 보통주,078000,2016/12,305079,21
텔코웨어 보통주,078000,2017/01,208006,20
텔코웨어 보통주,078000,2017/02,231711,20
텔코웨어 보통주,078000,2017/03,230360,22
텔코웨어 보통주,078000,2017/04,552769,20
텔코웨어 보통주,078000,2017/05,295448,19
텔코웨어 보통주,078000,2017/06,294075,21
텔코웨어 보통주,078000,2017/07,402724,21
텔코웨어 보통주,078000,2017/08,231619,22
텔코웨어 보통주,078000,2017/09,208253,21
텔코웨어 보통주,078000,2017/10,117317,16
텔코웨어 보통주,078000,2017/11,268146,22
텔코웨어 보통주,078000,2017/12,458487,19
텔코웨어 보통주,078000,2018/01,1954440,22
텔코웨어 보통주,078000,2018/02,1797192,18
텔코웨어 보통주,078000,2018/03,1164478,21
텔코웨어 보통주,078000,2018/04,834399,21
텔코웨어 보통주,078000,2018/05,497549,20
텔코웨어 보통주,078000,2018/06,905748,19
텔코웨어 보통주,078000,2018/07,277073,22
텔코웨어 보통주,078000,2018/08,689273,22
텔코웨어 보통주,078000,2018/09,535231,17
텔코웨어 보통주,078000,2018/10,482465,21
텔코웨어 보통주,078000,2018/11,354273,22
텔코웨어 보통주,078000,2018/12,469042,19
텔코웨어 보통주,078000,2019/01,349095,22
텔코웨어 보통주,078000,2019/02,558428,17
텔코웨어 보통주,078000,2019/03,499983,20
텔코웨어 보통주,078000,2019/04,650997,22
텔코웨어 보통주,078000,2019/05,2022414,21
텔코웨어 보통주,078000,2019/06,1563646,19
텔코웨어 보통주,078000,2019/07,562755,23
텔코웨어 보통주,078000,2019/08,429318,21
텔코웨어 보통주,078000,2019/09,418754,19
텔코웨어 보통주,078000,2019/10,572241,21
텔코웨어 보통주,078000,2019/11,336447,21
텔코웨어 보통주,078000,2019/12,462618,20
텔콘알에프제약,200230,2014/11,7269385,5
텔콘알에프제약,200230,2014/12,5232374,21
텔콘알에프제약,200230,2015/01,2686674,21
텔콘알에프제약,200230,2015/02,837657,17
텔콘알에프제약,200230,2015/03,1379336,22
텔콘알에프제약,200230,2015/04,1004404,22
텔콘알에프제약,200230,2015/05,632706,18
텔콘알에프제약,200230,2015/06,404005,22
텔콘알에프제약,200230,2015/07,396595,23
텔콘알에프제약,200230,2015/08,295786,20
텔콘알에프제약,200230,2015/09,265015,20
텔콘알에프제약,200230,2015/10,153328,21
텔콘알에프제약,200230,2015/11,1875086,21
텔콘알에프제약,200230,2015/12,4740285,21
텔콘알에프제약,200230,2016/01,3923089,20
텔콘알에프제약,200230,2016/02,5583440,18
텔콘알에프제약,200230,2016/03,3513881,22
텔콘알에프제약,200230,2016/04,1969035,20
텔콘알에프제약,200230,2016/05,2382038,20
텔콘알에프제약,200230,2016/06,16823786,21
텔콘알에프제약,200230,2016/07,29609249,21
텔콘알에프제약,200230,2016/08,18381748,22
텔콘알에프제약,200230,2016/09,148522858,19
텔콘알에프제약,200230,2016/10,84228548,20
텔콘알에프제약,200230,2016/11,70611595,22
텔콘알에프제약,200230,2016/12,58131623,21
텔콘알에프제약,200230,2017/01,25138552,20
텔콘알에프제약,200230,2017/02,124653571,20
텔콘알에프제약,200230,2017/03,62707640,22
텔콘알에프제약,200230,2017/04,43998903,20
텔콘알에프제약,200230,2017/05,45726407,19
텔콘알에프제약,200230,2017/06,163746681,21
텔콘알에프제약,200230,2017/07,109994406,21
텔콘알에프제약,200230,2017/08,44625815,22
텔콘알에프제약,200230,2017/09,67145020,21
텔콘알에프제약,200230,2017/10,267175765,16
텔콘알에프제약,200230,2017/11,405372274,22
텔콘알에프제약,200230,2017/12,420385131,19
텔콘알에프제약,200230,2018/01,114951029,22
텔콘알에프제약,200230,2018/02,50752141,18
텔콘알에프제약,200230,2018/03,184173808,21
텔콘알에프제약,200230,2018/04,108370645,21
텔콘알에프제약,200230,2018/05,68987664,20
텔콘알에프제약,200230,2018/06,35996231,19
텔콘알에프제약,200230,2018/07,62828400,22
텔콘알에프제약,200230,2018/08,49269250,22
텔콘알에프제약,200230,2018/09,55117763,17
텔콘알에프제약,200230,2018/10,58838296,21
텔콘알에프제약,200230,2018/11,44970651,22
텔콘알에프제약,200230,2018/12,22145743,19
텔콘알에프제약,200230,2019/01,26606958,22
텔콘알에프제약,200230,2019/02,16408208,17
텔콘알에프제약,200230,2019/03,33832052,20
텔콘알에프제약,200230,2019/04,15246440,22
텔콘알에프제약,200230,2019/05,28513303,21
텔콘알에프제약,200230,2019/06,22765590,19
텔콘알에프제약,200230,2019/07,40510156,23
텔콘알에프제약,200230,2019/08,28895824,21
텔콘알에프제약,200230,2019/09,23983834,19
텔콘알에프제약,200230,2019/10,75294007,21
텔콘알에프제약,200230,2019/11,237989540,21
텔콘알에프제약,200230,2019/12,105944113,20
토니모리보통주,214420,2015/07,9955991,16
토니모리보통주,214420,2015/08,2741614,20
토니모리보통주,214420,2015/09,2275938,20
토니모리보통주,214420,2015/10,3108833,21
토니모리보통주,214420,2015/11,1284287,21
토니모리보통주,214420,2015/12,756609,21
토니모리보통주,214420,2016/01,1598811,20
토니모리보통주,214420,2016/02,1113549,18
토니모리보통주,214420,2016/03,1074288,22
토니모리보통주,214420,2016/04,5023864,20
토니모리보통주,214420,2016/05,2963591,20
토니모리보통주,214420,2016/06,7607384,21
토니모리보통주,214420,2016/07,2948298,21
토니모리보통주,214420,2016/08,2308375,22
토니모리보통주,214420,2016/09,1386698,19
토니모리보통주,214420,2016/10,1796211,20
토니모리보통주,214420,2016/11,1703052,22
토니모리보통주,214420,2016/12,2351055,21
토니모리보통주,214420,2017/01,1503977,20
토니모리보통주,214420,2017/02,1987855,20
토니모리보통주,214420,2017/03,1322912,22
토니모리보통주,214420,2017/04,2286528,20
토니모리보통주,214420,2017/05,3352305,19
토니모리보통주,214420,2017/06,2010531,21
토니모리보통주,214420,2017/07,1079306,21
토니모리보통주,214420,2017/08,1455704,22
토니모리보통주,214420,2017/09,1715872,21
토니모리보통주,214420,2017/10,6978346,16
토니모리보통주,214420,2017/11,4101214,22
토니모리보통주,214420,2017/12,2685808,19
