회사명,거래소코드,회계년도,거래량,거래일수
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2017/09,17454,21
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2017/10,18811,16
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2017/11,21833,22
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2017/12,5299,19
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/01,5436,22
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/02,7690,18
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/03,579,21
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/04,1144,21
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/05,524,20
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/06,660,19
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/07,228,22
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/08,441,22
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/09,206,17
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/10,336,21
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/11,321,22
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2018/12,297,19
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/01,642,22
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/02,391,17
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/03,628,20
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/04,748,22
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/05,493,21
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/06,934,19
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/07,25365,23
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/08,20490,21
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/09,27807,19
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/10,36791,21
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/11,12256,21
한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),181480,2019/12,10461,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2013/12,27667,5
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/01,1615329,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/02,1648308,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/03,64979,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/04,21107,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/05,35680,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/06,18042,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/07,112070,23
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/08,22818,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/09,58221,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/10,22152,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/11,26495,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2014/12,23733,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/01,30062,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/02,18838,17
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/03,19690,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/04,92246,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/05,11375,18
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/06,33169,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/07,18054,23
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/08,12552,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/09,11632,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/10,13136,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/11,15554,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2015/12,263630,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/01,12966,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/02,14271,18
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/03,20239,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/04,16540,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/05,16042,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/06,13689,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/07,12405,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/08,12781,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/09,19469,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/10,58703,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/11,13973,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2016/12,124394,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/01,16847,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/02,37037,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/03,35006,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/04,547222,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/05,13625,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/06,13350,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/07,12697,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/08,14075,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/09,20939,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/10,11458,16
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/11,29943,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2017/12,15051,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/01,18629,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/02,17778,18
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/03,22985,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/04,21824,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/05,13654,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/06,16505,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/07,25710,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/08,24263,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/09,12961,17
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/10,31366,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/11,27926,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2018/12,16546,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/01,39577,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/02,9996,17
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/03,12195,20
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/04,16719,22
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/05,19298,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/06,22125,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/07,46237,23
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/08,43716,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/09,42276,19
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/10,17843,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/11,32928,21
한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),190620,2019/12,15384,20
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/03,2239486,9
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/04,4937112,20
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/05,3832925,19
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/06,849512,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/07,65915,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/08,38248,22
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/09,56992,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/10,212421,16
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/11,121446,22
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2017/12,44477,19
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/01,148049,22
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/02,99259,18
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/03,109710,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/04,440624,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/05,266662,20
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/06,119600,19
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/07,144291,22
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/08,60414,22
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/09,40574,17
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/10,69072,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/11,29006,22
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2018/12,17916,19
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/01,46677,22
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/02,46949,17
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/03,27623,20
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/04,58896,22
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/05,44329,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/06,24393,19
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/07,45551,23
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/08,37547,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/09,62278,19
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/10,29836,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/11,28592,21
한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),265690,2019/12,20623,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/01,159309,3
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/02,1568153,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/03,1365071,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/04,1978679,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/05,3654800,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/06,3427809,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/07,3924908,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/08,3280464,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/09,5126324,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/10,5412180,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/11,6746033,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2012/12,5012644,18
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/01,6219261,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/02,3543054,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/03,6812954,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/04,4660513,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/05,2978017,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/06,2873391,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/07,2043028,23
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/08,2254052,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/09,2476721,18
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/10,1585306,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/11,1635424,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2013/12,1916768,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/01,2234702,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/02,1780971,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/03,2455234,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/04,2986183,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/05,2595831,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/06,785727,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/07,1830550,23
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/08,620965,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/09,1153083,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/10,1549795,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/11,570148,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2014/12,597832,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/01,648032,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/02,1733940,17
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/03,4618837,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/04,25316753,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/05,22434560,18
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/06,1270354,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/07,892860,23
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/08,1151253,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/09,1016527,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/10,1034257,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/11,832847,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2015/12,1546551,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/01,3114082,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/02,2282551,18
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/03,1672395,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/04,939677,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/05,1578945,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/06,2385243,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/07,1410944,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/08,1015666,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/09,758481,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/10,1066282,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/11,2598353,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2016/12,452024,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/01,1034568,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/02,812104,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/03,1667921,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/04,1203327,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/05,1119300,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/06,2286513,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/07,1351680,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/08,1079232,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/09,499373,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/10,1300304,16
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/11,1528857,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2017/12,714917,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/01,1406670,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/02,2798412,18
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/03,1930736,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/04,1316900,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/05,969821,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/06,817579,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/07,517530,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/08,547646,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/09,363354,17
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/10,970196,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/11,1096658,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2018/12,563697,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/01,632555,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/02,301821,17
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/03,681913,20
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/04,450725,22
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/05,968782,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/06,551024,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/07,549572,23
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/08,808999,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/09,1086504,19
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/10,1052985,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/11,1208069,21
한국투자 KINDEX 레버리지 증권상장지수투자신탁(주식-파생형),152500,2019/12,1163376,20
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/03,7297118,16
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/04,2222273,21
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/05,65096,20
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/06,84814,19
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/07,341492,22
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/08,3782,22
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/09,5543,17
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/10,5997,21
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/11,20425,22
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2018/12,10299,19
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/01,18352,22
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/02,2491,17
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/03,11681,20
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/04,13367,22
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/05,2338,21
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/06,3505,19
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/07,4361,23
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/08,7943,21
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/09,6612,19
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/10,3786,21
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/11,32604,21
한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),291130,2019/12,10827,20
한국투자 KINDEX 모닝스타싱가포르리츠30증권상장지수투자신탁(채권혼합-파생형),342140,2019/12,841,2
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2017/10,1780728,11
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2017/11,3410264,22
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2017/12,12195,19
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/01,111081,22
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/02,68056,18
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/03,382664,21
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/04,74923,21
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/05,164670,20
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/06,157195,19
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/07,262009,22
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/08,143691,22
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/09,2331300,17
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/10,7657751,21
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/11,1860261,22
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2018/12,779274,19
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2019/01,62433,22
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2019/02,43595,17
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2019/03,41128,20
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2019/04,69484,22
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2019/05,23431,21
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2019/06,25461,19
한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),280320,2019/07,67914,23
