회사명,거래소코드,회계년도,EV/EBITDA
소프트캠프(주),210610,2010,6.11
세하(주),27970,2019,8.19
세하(주),27970,2018,8.8
세하(주),27970,2017,22.35
세하(주),27970,2016,8.93
세하(주),27970,2015,0.0
세하(주),27970,2014,55.95
세하(주),27970,2013,1968.93
세하(주),27970,2012,0.0
세하(주),27970,2011,28.84
세하(주),27970,2010,17.92
(주)제이에스피브이,250300,2013,6.02
세종머티리얼즈(주),135270,2018,5.91
세종머티리얼즈(주),135270,2017,5.19
세종머티리얼즈(주),135270,2016,4.54
세종머티리얼즈(주),135270,2015,4.37
세종머티리얼즈(주),135270,2014,4.54
세종머티리얼즈(주),135270,2013,5.68
세종머티리얼즈(주),135270,2012,40.4
세종머티리얼즈(주),135270,2011,20.66
세종머티리얼즈(주),135270,2010,27.12
세신버팔로(주),110660,2017,0.0
세신버팔로(주),110660,2016,10.24
세신버팔로(주),110660,2015,19.09
세신버팔로(주),110660,2014,19.44
세신버팔로(주),110660,2013,23.94
세신버팔로(주),110660,2012,13.84
세신버팔로(주),110660,2011,12.8
(주)지앤비에스엔지니어링,382800,2019,5.32
(주)지앤에스티,36920,2012,8.62
(주)지에스이,53050,2010,10.09
(주)티플랙스,81150,2018,19.26
(주)윈스,136540,2015,10.64
(주)윈스,136540,2013,13.39
(주)윈스,136540,2014,10.47
(주)윈스,136540,2011,20.42
(주)윈스,136540,2012,7.77
(주)티피씨,130740,2011,11.94
세신버팔로(주),110660,2010,10.81
(주)티피씨,130740,2010,0.64
(주)윈스,136540,2016,13.45
세방전지(주),4490,2014,5.31
세방전지(주),4490,2013,7.23
세방전지(주),4490,2012,4.79
세방전지(주),4490,2011,4.12
세방전지(주),4490,2010,3.53
(주)티피씨,130740,2013,10.19
(주)위지트,36090,2014,5.61
(주)세원물산,24830,2010,5.38
(주)세원물산,24830,2011,5.14
(주)세원물산,24830,2012,10.27
(주)세원물산,24830,2013,7.78
(주)세원물산,24830,2014,12.16
(주)세원물산,24830,2015,3.01
(주)세원물산,24830,2016,5.04
(주)세원물산,24830,2017,4.03
(주)세원물산,24830,2018,2.33
(주)세원물산,24830,2019,1.69
(주)티피씨,130740,2012,6.81
(주)위지트,36090,2012,11.58
(주)위지트,36090,2010,7.3
(주)위지트,36090,2011,46.53
(주)위지윅스튜디오,299900,2018,11.59
(주)티피씨,130740,2015,7.96
(주)위지윅스튜디오,299900,2016,5.11
(주)위지윅스튜디오,299900,2017,0.43
세미텍(주),81220,2013,4.68
세미텍(주),81220,2012,5.08
(주)세종메디칼,258830,2012,
(주)세종메디칼,258830,2013,
(주)세종메디칼,258830,2014,
세미텍(주),81220,2011,3.68
세미텍(주),81220,2010,4.31
세명전기공업(주),17510,2019,29.98
세명전기공업(주),17510,2018,24.64
세명전기공업(주),17510,2017,17.4
세명전기공업(주),17510,2016,18.34
세명전기공업(주),17510,2015,6.28
세명전기공업(주),17510,2014,11.28
세명전기공업(주),17510,2013,9.28
세명전기공업(주),17510,2012,26.92
세명전기공업(주),17510,2011,26.53
세명전기공업(주),17510,2010,23.83
세기상사(주),2420,2019,169.65
세기상사(주),2420,2018,187.06
세기상사(주),2420,2017,155.74
(주)세진중공업,75580,2010,
(주)세진중공업,75580,2011,
(주)세진중공업,75580,2012,
(주)파나진,46210,2012,0.0
남화산업(주),111710,2015,6.6
남화산업(주),111710,2016,-0.97
(주)파나진,46210,2013,0.0
(주)파나진,46210,2014,866.86
남화산업(주),111710,2014,19.79
(주)파나진,46210,2016,2671.74
(주)파나진,46210,2015,113.17
(주)파나진,46210,2018,0.0
(주)파나진,46210,2017,0.0
(주)위세아이텍,65370,2018,-0.98
(주)위세아이텍,65370,2019,-0.1
(주)위세아이텍,65370,2016,0.21
(주)위세아이텍,65370,2017,-0.26
(주)위세아이텍,65370,2014,0.0
(주)위세아이텍,65370,2015,0.92
(주)위세아이텍,65370,2012,226.79
(주)위세아이텍,65370,2013,7.83
(주)지에스이,53050,2011,8.4
(주)지에스이,53050,2012,8.14
성지건설(주),5980,2017,0.0
성지건설(주),5980,2016,0.0
성지건설(주),5980,2015,0.0
성지건설(주),5980,2014,26.06
성지건설(주),5980,2013,14.24
성지건설(주),5980,2012,28.29
성지건설(주),5980,2011,0.0
(주)세토피아,222810,2015,
(주)세토피아,222810,2016,0.0
(주)세토피아,222810,2017,0.0
(주)세토피아,222810,2018,0.0
성지건설(주),5980,2010,0.0
(주)세화피앤씨,85980,2010,
(주)세화피앤씨,85980,2011,0.02
(주)세화피앤씨,85980,2012,2.73
(주)세화피앤씨,85980,2013,3.12
(주)세화피앤씨,85980,2014,5.25
(주)세화피앤씨,85980,2015,2.53
(주)세화피앤씨,252500,2016,1.71
(주)세화피앤씨,85980,2016,1.71
(주)세화피앤씨,252500,2017,16.42
(주)세화피앤씨,252500,2018,31.07
(주)세화피앤씨,252500,2019,35.8
(주)센코,347000,2013,
(주)센코,347000,2014,
(주)센코,347000,2015,
(주)센코,347000,2016,
(주)센코,347000,2017,
(주)센코,347000,2018,
(주)센코,347000,2019,-0.98
(주)센트랄모텍,308170,2010,
(주)센트랄모텍,308170,2011,
(주)센트랄모텍,308170,2012,
(주)센트랄모텍,308170,2013,
(주)센트랄모텍,308170,2014,
(주)센트랄모텍,308170,2015,
(주)센트랄모텍,308170,2016,
성일하이텍(주),365340,2019,4.05
성일하이텍(주),365340,2018,4.11
성일하이텍(주),365340,2017,11.33
(주)파마리서치,214450,2012,
(주)파마리서치,214450,2014,0.4
(주)파멥신,208340,2012,0.0
(주)파마리서치,214450,2015,38.51
(주)위메이드플레이,123420,2012,0.0
(주)위메이드플레이,123420,2013,6.89
(주)위메이드플레이,123420,2010,0.0
(주)위메이드플레이,123420,2011,0.0
(주)파멥신,208340,2014,0.0
성보화학(주),3080,2019,0.0
(주)셀레믹스,331920,2014,
(주)셀레믹스,331920,2015,
성보화학(주),3080,2018,24.93
성보화학(주),3080,2017,0.0
성보화학(주),3080,2016,23.34
성보화학(주),3080,2015,17.63
성보화학(주),3080,2014,12.25
성보화학(주),3080,2013,9.02
성보화학(주),3080,2012,10.72
성보화학(주),3080,2011,12.4
성보화학(주),3080,2010,22.85
선진뷰티사이언스(주),86710,2018,0.0
선진뷰티사이언스(주),86710,2017,0.0
(주)셀리드,299660,2017,
(주)셀리드,299660,2018,
(주)셀리드,299660,2019,0.0
(주)셀리버리,268600,2015,
(주)셀리버리,268600,2016,
(주)셀리버리,268600,2017,
선진뷰티사이언스(주),86710,2016,0.0
(주)셀리버리,268600,2019,0.0
선진뷰티사이언스(주),86710,2015,16.55
선진뷰티사이언스(주),86710,2014,98.8
(주)셀바스에이아이,108860,2012,16.63
(주)셀바스에이아이,108860,2013,11.45
선진뷰티사이언스(주),86710,2013,46.62
선진뷰티사이언스(주),86710,2012,0.0
선진뷰티사이언스(주),86710,2011,0.0
선진뷰티사이언스(주),86710,2010,67.3
선바이오(주),67370,2019,4.43
선바이오(주),67370,2018,-1.15
(주)셀바스헬스케어,208370,2014,
(주)셀바스헬스케어,208370,2015,
선바이오(주),67370,2017,0.0
선바이오(주),67370,2016,0.0
선바이오(주),67370,2015,0.0
선바이오(주),67370,2013,0.52
선바이오(주),67370,2012,34.3
선바이오(주),67370,2011,34.3
선바이오(주),67370,2010,23.16
서울식품공업(주),4410,2019,21.7
서울식품공업(주),4410,2018,21.16
서울식품공업(주),4410,2017,35.02
서울식품공업(주),4410,2016,29.1
서울바이오시스(주),92190,2013,2.47
서울바이오시스(주),92190,2012,3.89
서울바이오시스(주),92190,2011,28.27
서울바이오시스(주),92190,2010,7.15
서암기계공업(주),100660,2019,19.84
서암기계공업(주),100660,2018,16.54
서암기계공업(주),100660,2017,7.37
서암기계공업(주),100660,2016,24.73
서암기계공업(주),100660,2015,13.84
서암기계공업(주),100660,2014,10.5
서암기계공업(주),100660,2013,8.16
서암기계공업(주),100660,2012,4.86
서암기계공업(주),100660,2011,2.97
서암기계공업(주),100660,2010,-0.37
(주)파멥신,208340,2013,30.47
(주)파버나인,177830,2011,67.66
(주)파버나인,177830,2013,1.78
(주)파버나인,177830,2012,4.78
(주)파세코,37070,2011,6.62
상신전자(주),263810,2014,52.57
(주)셀트리온헬스케어,91990,2010,
(주)셀트리온헬스케어,91990,2011,
(주)셀트리온헬스케어,91990,2012,
(주)셀트리온헬스케어,91990,2013,
상신전자(주),263810,2013,8.5
상신전자(주),263810,2012,1.91
상신전자(주),263810,2011,0.67
상신전자(주),263810,2010,100.54
(주)파세코,37070,2010,9.04
(주)파세코,37070,2013,4.86
(주)셀피글로벌,68940,2010,5.18
(주)셀피글로벌,68940,2011,3.2
(주)셀피글로벌,68940,2012,4.64
(주)셀피글로벌,68940,2013,15.3
(주)셀피글로벌,68940,2014,0.0
(주)파멥신,208340,2015,0.0
나이스정보통신(주),36800,2013,3.1
(주)파세코,37070,2015,6.37
나이스정보통신(주),36800,2012,1.72
(주)지에스이,53050,2013,7.4
(주)소룩스,290690,2010,
(주)소룩스,290690,2011,
(주)소룩스,290690,2012,
(주)소룩스,290690,2013,
(주)소룩스,290690,2014,
(주)소룩스,290690,2015,
(주)소룩스,290690,2016,
(주)소룩스,290690,2017,4.02
(주)소룩스,290690,2018,2.36
(주)소룩스,290690,2019,1.03
(주)소마젠,950200,2019,
(주)파세코,37070,2017,10.49
(주)소프트센,32680,2011,0.0
(주)소프트센,32680,2012,34.44
(주)소프트센,32680,2013,62.85
나무기술(주),167380,2015,16.67
(주)소프트센,32680,2015,0.0
(주)소프트센,32680,2016,51.46
(주)소프트센,32680,2017,68.67
(주)소프트센,32680,2018,35.08
(주)소프트센,32680,2019,77.04
나무기술(주),167380,2013,
나무기술(주),167380,2011,16.36
(주)파세코,37070,2019,8.16
(주)파세코,37070,2018,7.41
(주)위드텍,348350,2018,0.0
(주)파수,150900,2010,10.92
(주)위드텍,348350,2016,36.35
(주)위드텍,348350,2017,0.0
(주)위드텍,348350,2014,55.34
(주)위드텍,348350,2015,0.0
(주)위드텍,348350,2012,17.9
(주)위드텍,348350,2013,64.49
(주)위다스,56810,2012,0.0
삼화왕관(주),4450,2018,4.83
삼화왕관(주),4450,2017,5.81
삼화왕관(주),4450,2016,4.31
삼화왕관(주),4450,2015,4.81
삼화왕관(주),4450,2014,4.41
삼화왕관(주),4450,2013,3.35
삼화왕관(주),4450,2012,2.77
(주)솔루에타,154040,2010,
삼화왕관(주),4450,2011,2.9
삼화왕관(주),4450,2010,2.81
(주)위드텍,348350,2011,4.51
(주)진에어,272450,2011,1.31
(주)진에어,272450,2010,3.3
(주)파워넷,37030,2011,816.64
(주)파워넷,37030,2013,14.61
(주)파워넷,37030,2012,8.78
(주)진매트릭스,109820,2019,0.0
(주)파이오링크,170790,2010,1.15
(주)파이오링크,170790,2011,-0.52
(주)파워넷,37030,2014,0.0
삼현철강(주),17480,2019,0.47
삼현철강(주),17480,2018,1.71
삼현철강(주),17480,2017,1.7
삼현철강(주),17480,2016,1.33
삼현철강(주),17480,2015,2.5
삼현철강(주),17480,2014,3.8
삼현철강(주),17480,2013,4.22
삼현철강(주),17480,2012,4.45
삼현철강(주),17480,2011,2.25
삼현철강(주),17480,2010,3.49
삼천리자전거(주),24950,2015,15.34
(주)솔트룩스,304100,2013,
(주)솔트룩스,304100,2014,
(주)솔트룩스,304100,2015,
(주)솔트룩스,304100,2016,
(주)솔트룩스,304100,2017,
삼천리자전거(주),24950,2014,17.25
삼천리자전거(주),24950,2013,27.94
(주)솔트웍스,222520,2013,
(주)솔트웍스,222520,2014,1.46
(주)솔트웍스,222520,2015,0.09
삼천리자전거(주),24950,2012,15.84
삼천리자전거(주),24950,2011,40.32
삼천리자전거(주),24950,2010,30.09
삼천당제약(주),250,2011,4.38
삼천당제약(주),250,2010,2.69
삼진제약(주),5500,2019,6.16
삼진제약(주),5500,2018,8.02
삼진제약(주),5500,2017,8.97
삼진제약(주),5500,2016,9.8
삼진제약(주),5500,2015,8.26
(주)수산아이앤티,50960,2010,-0.35
(주)수산아이앤티,50960,2011,-0.41
(주)수산아이앤티,50960,2012,-0.48
(주)수산아이앤티,50960,2013,-0.49
(주)수산아이앤티,50960,2014,-0.52
(주)수산아이앤티,50960,2015,-0.51
(주)수산아이앤티,50960,2016,8.77
(주)수산아이앤티,50960,2017,10.55
(주)수산아이앤티,50960,2018,10.44
(주)수산아이앤티,50960,2019,10.74
(주)수산인더스트리,126720,2010,-0.54
(주)수산인더스트리,126720,2011,-0.25
(주)수산인더스트리,126720,2012,-0.18
(주)수산인더스트리,126720,2013,-0.44
(주)수산인더스트리,126720,2014,-0.19
(주)위니아에이드,377460,2018,2.2
나노씨엠에스(주),247660,2011,-0.84
나노씨엠에스(주),247660,2012,-0.67
(주)위니아에이드,377460,2017,6.94
(주)위니아에이드,377460,2016,-0.53
나노씨엠에스(주),247660,2010,5.48
나노씨엠에스(주),247660,2015,5.09
나노씨엠에스(주),247660,2014,5.69
삼진제약(주),5500,2014,8.7
삼진제약(주),5500,2013,6.93
삼진제약(주),5500,2012,8.81
삼진제약(주),5500,2011,5.62
삼진제약(주),5500,2010,8.17
삼지전자(주),37460,2014,0.0
삼지전자(주),37460,2013,8.41
(주)수성샐바시온,84180,2010,
(주)수성샐바시온,84180,2011,5.01
(주)수성샐바시온,84180,2012,13.29
(주)수성샐바시온,84180,2013,9.74
(주)수성샐바시온,84180,2014,12.48
(주)수성샐바시온,84180,2015,9.31
(주)수성샐바시온,84180,2016,32.12
삼지전자(주),37460,2012,14.26
삼지전자(주),37460,2011,22.68
삼지전자(주),37460,2010,23.85
(주)수젠텍,253840,2014,
(주)수젠텍,253840,2015,
(주)수젠텍,253840,2016,
(주)수젠텍,253840,2017,
(주)수젠텍,253840,2018,0.0
삼정펄프(주),9770,2019,5.63
(주)슈프리마,236200,2015,
(주)위니아,71460,2010,0.17
금양그린파워(주),282720,2015,8.48
금양그린파워(주),282720,2017,10.88
삼정펄프(주),9770,2015,5.15
삼정펄프(주),9770,2014,6.02
삼정펄프(주),9770,2013,5.52
삼정펄프(주),9770,2012,3.67
삼정펄프(주),9770,2011,2.47
삼정펄프(주),9770,2010,3.42
금양그린파워(주),282720,2016,13.36
(주)에쎈테크,43340,2012,14.61
삼익티에이치케이(주),4380,2019,18.91
삼익티에이치케이(주),4380,2018,7.35
삼익티에이치케이(주),4380,2017,10.88
삼익티에이치케이(주),4380,2016,8.06
삼익티에이치케이(주),4380,2015,5.53
삼익티에이치케이(주),4380,2014,7.13
(주)슈피겐코리아,192440,2011,
(주)슈피겐코리아,192440,2012,
삼익티에이치케이(주),4380,2013,6.63
삼익티에이치케이(주),4380,2012,10.98
삼익티에이치케이(주),4380,2011,4.74
삼익티에이치케이(주),4380,2010,5.14
(주)파이오링크,170790,2019,6.84
(주)에쎈테크,43340,2019,32.41
(주)에쎈테크,43340,2018,17.47
(주)스마트솔루션즈,136510,2010,-1.49
(주)스마트솔루션즈,136510,2011,4.12
(주)스마트솔루션즈,136510,2012,0.0
(주)스마트솔루션즈,136510,2013,11.18
(주)파인텍,131760,2010,0.0
(주)에이디모터스,38120,2011,0.0
(주)파인텍,131760,2011,25.83
금양그린파워(주),282720,2014,16.42
(주)에쎈테크,43340,2013,11.79
(주)에쎈테크,43340,2014,12.34
(주)스맥,99440,2010,10.68
(주)스맥,99440,2011,13.51
(주)스맥,99440,2012,11.93
(주)스맥,99440,2013,17.6
(주)스맥,99440,2014,18.59
(주)스맥,99440,2015,19.41
(주)판타지오,187770,2012,17.76
삼영이엔씨(주),65570,2019,0.0
삼영이엔씨(주),65570,2016,6.81
삼영이엔씨(주),65570,2015,8.98
(주)스카이문스테크놀로지,33790,2010,18.39
(주)스카이문스테크놀로지,33790,2011,0.0
(주)스카이문스테크놀로지,33790,2012,0.0
(주)스카이문스테크놀로지,33790,2013,0.0
(주)스카이문스테크놀로지,33790,2014,16.18
(주)스카이문스테크놀로지,33790,2015,239.37
(주)스카이문스테크놀로지,33790,2016,0.0
삼영이엔씨(주),65570,2014,7.91
삼영이엔씨(주),65570,2013,6.57
(주)스카이문스테크놀로지,33790,2019,0.0
(주)스코넥엔터테인먼트,276040,2017,
(주)스코넥엔터테인먼트,276040,2018,
(주)스코넥엔터테인먼트,276040,2019,
(주)스킨앤스킨,159910,2011,
(주)스킨앤스킨,159910,2012,15.06
(주)스킨앤스킨,159910,2013,0.0
(주)스킨앤스킨,159910,2014,0.0
삼영이엔씨(주),65570,2012,5.32
삼영이엔씨(주),65570,2011,4.52
삼영이엔씨(주),65570,2010,4.98
(주)에쎈테크,43340,2017,44.4
(주)에이디칩스,54630,2017,26.11
(주)팜스빌,318010,2012,6.2
(주)에이디칩스,54630,2018,0.0
(주)팜스빌,318010,2014,3.96
(주)팜스빌,318010,2013,9.15
(주)팜스빌,318010,2016,10.23
(주)팜스빌,318010,2015,8.96
(주)웹스,196700,2014,0.83
(주)팜스빌,318010,2017,15.98
(주)웹스,196700,2012,118.09
(주)웹스,196700,2013,1.16
(주)스튜디오미르,408900,2015,
(주)스튜디오미르,408900,2016,
(주)스튜디오미르,408900,2017,
(주)스튜디오미르,408900,2018,
(주)웹스,196700,2010,1.83
(주)스튜디오산타클로스엔터테인먼트,204630,2014,
(주)스튜디오산타클로스엔터테인먼트,204630,2015,28.45
(주)에이디테크놀로지,200710,2010,69119.8
(주)에이디테크놀로지,200710,2011,0.0
(주)웹솔루스,160350,2013,108.45
(주)팬스타엔터프라이즈,54300,2013,0.0
(주)웹솔루스,160350,2011,0.0
(주)웹솔루스,160350,2012,13.12
(주)팬스타엔터프라이즈,54300,2015,614.54
(주)팬스타엔터프라이즈,54300,2014,106.37
(주)팬스타엔터프라이즈,54300,2017,10.93
(주)팬스타엔터프라이즈,54300,2016,0.0
(주)팬스타엔터프라이즈,54300,2019,16.98
(주)팬스타엔터프라이즈,54300,2018,16.06
(주)스페이스솔루션,245030,2014,
(주)스페이스솔루션,245030,2015,
(주)스페이스솔루션,245030,2016,
(주)스페이스솔루션,245030,2017,
(주)에이디칩스,54630,2019,0.0
(주)팬젠,222110,2012,26.94
(주)팬젠,222110,2013,24.26
(주)팬젠,222110,2015,0.0
(주)팬젠,222110,2017,0.0
(주)팬젠,222110,2016,0.0
(주)팬젠,222110,2019,0.0
(주)팬젠,222110,2018,0.0
(주)퍼시스,16800,2013,13.59
(주)퍼시스,16800,2012,6.99
(주)승일,49830,2010,2.15
(주)승일,49830,2011,3.57
(주)승일,49830,2012,3.49
(주)승일,49830,2013,3.19
(주)승일,49830,2014,6.41
(주)승일,49830,2015,8.17
(주)승일,49830,2016,8.62
(주)승일,49830,2017,5.77
(주)승일,49830,2018,4.05
(주)승일,49830,2019,6.55
(주)퍼시스,16800,2015,11.68
(주)에이디테크놀로지,200710,2017,906.77
(주)퍼시스,16800,2017,10.58
(주)승화프리텍,111610,2013,61.1
(주)승화프리텍,111610,2014,0.0
(주)퍼시스,16800,2016,13.69
(주)퍼시스,16800,2019,8.77
(주)펨트론,168360,2012,17.51
(주)펄어비스,263750,2015,58.22
(주)펨트론,168360,2014,13.12
(주)펨트론,168360,2013,194.16
(주)펨트론,168360,2015,0.0
(주)웨이버스,336060,2019,7.39
(주)펨트론,168360,2017,0.0
(주)펨트론,168360,2016,9.52
(주)시냅스엠,246830,2014,
(주)시냅스엠,246830,2015,
(주)시냅스엠,246830,2016,
(주)시냅스엠,246830,2017,
(주)펨트론,168360,2019,
(주)퍼시스,16800,2018,9.12
(주)펩트론,87010,2011,15.5
(주)펩트론,87010,2010,0.0
(주)펩트론,87010,2013,0.0
(주)펩트론,87010,2012,0.0
(주)펩트론,87010,2015,0.0
삼아제약(주),9300,2018,6.57
삼아제약(주),9300,2017,9.22
(주)펩트론,87010,2014,0.0
(주)에이루트,96690,2011,5.01
삼아제약(주),9300,2014,8.61
삼아제약(주),9300,2013,8.69
삼아제약(주),9300,2012,6.71
삼아제약(주),9300,2011,4.87
삼아제약(주),9300,2010,5.87
삼아알미늄(주),6110,2017,8.81
삼아알미늄(주),6110,2016,9.75
(주)에이루트,96690,2010,3.3
(주)제넥신,95700,2013,0.0
(주)에이루트,96690,2014,6.7
(주)에이루트,96690,2015,23.11
(주)펩트론,87010,2017,0.0
(주)펩트론,87010,2019,0.0
(주)시디즈,134790,2012,5.04
(주)시디즈,134790,2013,0.0
(주)시디즈,134790,2014,0.0
(주)포메탈,119500,2011,18.17
글로스텍(주),12410,2012,0.0
(주)정원엔시스,45510,2013,12.45
(주)시디즈,134790,2018,14.59
(주)시디즈,134790,2019,8.02
(주)펩트론,87010,2018,0.0
(주)진에어,272450,2016,0.25
(주)포메탈,119500,2013,27.4
(주)진에어,272450,2017,6.98
(주)정다운,224090,2010,-0.16
(주)정다운,224090,2012,5.69
(주)정다운,208140,2015,5.81
(주)시큐브,131090,2013,16.96
(주)시큐브,131090,2014,59.03
(주)시큐브,131090,2015,10.51
(주)포메탈,119500,2015,20.85
글로본(주),19660,2018,50.2
(주)에이블씨엔씨,78520,2010,5.81
(주)포메탈,119500,2016,13.6
(주)시티랩스,139050,2010,0.24
(주)시티랩스,139050,2011,7.05
(주)시티랩스,139050,2012,19.8
(주)포메탈,119500,2017,10.22
글로본(주),19660,2015,18.39
글로본(주),19660,2016,0.0
(주)포메탈,119500,2018,12.15
(주)포메탈,119500,2019,9.66
글로본(주),19660,2014,41.41
(주)포스코엠텍,9520,2018,12.46
글로본(주),19660,2017,0.0
(주)신도기연,290520,2013,
(주)포인트모바일,318020,2012,-2.14
(주)포스코엠텍,9520,2019,12.45
삼성제약(주),1360,2012,39.79
삼성제약(주),1360,2011,27.34
삼성제약(주),1360,2010,15.95
(주)포인트모바일,318020,2014,14.22
(주)포인트모바일,318020,2013,30.1
(주)포인트모바일,318020,2016,21.05
(주)포인트모바일,318020,2015,14.54
(주)포인트엔지니어링,176560,2010,11.08
(주)포인트모바일,318020,2017,9.11
(주)포인트엔지니어링,176560,2012,13.68
(주)신성에프에이,104120,2010,4.74
(주)신성에프에이,104120,2011,6.51
(주)신성에프에이,104120,2012,0.0
(주)신성에프에이,104120,2013,2.44
(주)신성에프에이,104120,2014,1.82
(주)신성에프에이,104120,2015,6.28
(주)포인트엔지니어링,176560,2011,3.33
(주)자비스,230400,2012,12.63
(주)신성이엔지,11930,2011,0.0
글로본(주),19660,2011,4.17
글로본(주),19660,2010,0.0
(주)신성이엔지,11930,2012,0.0
삼성바이오로직스(주),207940,2019,129.9
(주)신성이엔지,11930,2013,82.25
삼성바이오로직스(주),207940,2018,179.62
(주)신성이엔지,11930,2014,21.57
삼성바이오로직스(주),207940,2017,182.0
(주)신성이엔지,11930,2015,15.0
(주)포인트엔지니어링,176560,2014,52.16
삼성바이오로직스(주),207940,2015,0.0
글로벌텍스프리(주),204620,2015,63.35
글로벌텍스프리(주),204620,2014,24.82
(주)원익피앤이,217820,2014,0.82
(주)원익피앤이,217820,2015,25.64
(주)포인트엔지니어링,176560,2015,13.13
(주)원익피앤이,217820,2013,13.0
(주)자람테크놀로지,389020,2019,11.37
(주)포인트엔지니어링,256630,2016,11.44
(주)포인트엔지니어링,176560,2016,9.52
(주)포인트엔지니어링,256630,2018,11.95
(주)포인트엔지니어링,256630,2017,10.01
삼성물산(주),28260,2011,-0.34
(주)원익테라세미콘,123100,2011,16.45
(주)원익테라세미콘,123100,2012,14.44
(주)포커스에이치엔에스,331380,2019,3.24
(주)원익테라세미콘,123100,2010,0.67
(주)케이사인,192250,2013,8.34
(주)폴라리스세원,234100,2011,8.57
(주)케이씨아이,36670,2010,11.49
(주)신세계아이앤씨,35510,2017,3.99
(주)신세계아이앤씨,35510,2018,6.08
(주)신세계아이앤씨,35510,2019,4.44
(주)폴라리스세원,234100,2010,2.15
(주)폴라리스세원,234100,2013,12.77
(주)폴라리스세원,234100,2015,1.73
(주)일진파워,94820,2011,12.68
(주)폴라리스세원,234100,2014,24.69
(주)폴라리스세원,234100,2012,23.37
(주)일야,58450,2015,15.14
(주)폴라리스세원,234100,2017,7.37
(주)폴라리스세원,234100,2016,0.4
(주)케이씨아이,36670,2017,14.07
(주)신세계푸드,31440,2010,6.13
(주)신세계푸드,31440,2011,5.03
(주)신세계푸드,31440,2012,7.2
(주)신세계푸드,31440,2013,6.97
(주)신세계푸드,31440,2014,17.0
(주)폴라리스우노,114630,2010,8.36
(주)에이스디지텍,36550,2010,22.01
(주)폴라리스우노,114630,2012,9.15
(주)폴라리스우노,114630,2011,5.06
(주)폴라리스세원,234100,2018,13.59
(주)신스틸,162300,2012,
(주)신스틸,162300,2013,
(주)신스틸,162300,2014,
(주)신스틸,162300,2015,
(주)원익큐브,14190,2011,43.42
(주)신스틸,162300,2017,
(주)신스틸,162300,2018,11.84
(주)중앙백신연구소,72020,2017,13.82
(주)폴라리스우노,114630,2013,15.16
(주)푸른기술,94940,2011,4.42
(주)일승,333430,2019,3.07
(주)푸른기술,94940,2015,0.0
(주)일신석재,7110,2019,68.09
(주)원익큐브,14190,2012,19.72
(주)원익머트리얼즈,104830,2012,6.63
(주)푸른기술,94940,2014,0.0
(주)원익머트리얼즈,104830,2011,9.16
(주)원익머트리얼즈,104830,2010,-0.08
(주)케이씨티,89150,2013,8.37
(주)인프라웨어테크놀러지,247300,2017,28.24
(주)푸른기술,94940,2016,51.43
(주)인포피아,36220,2011,18.78
(주)케이씨티,89150,2015,27.56
삼보산업(주),9620,2012,16.31
삼보산업(주),9620,2011,17.09
삼보산업(주),9620,2010,9.81
(주)원익큐브,14190,2010,10.8
삼목에스폼(주),18310,2019,2.88
(주)퓨얼셀파워,139170,2010,6.62
(주)원방테크,53080,2016,7.76
(주)원방테크,53080,2014,0.0
(주)원방테크,53080,2015,0.0
(주)원방테크,53080,2012,0.0
(주)인포마크,175140,2014,3.27
(주)인포마크,175140,2016,12.39
(주)인포바인,115310,2011,5.0
(주)인포바인,115310,2013,6.96
삼목에스폼(주),18310,2014,4.44
삼목에스폼(주),18310,2013,2.91
삼목에스폼(주),18310,2012,3.25
삼목에스폼(주),18310,2011,1.5
삼목에스폼(주),18310,2010,1.7
삼목강업(주),158380,2015,7.72
(주)신테카바이오,226330,2018,
(주)신테카바이오,226330,2019,0.0
(주)신화다이나믹스,1770,2010,8.23
(주)신화다이나믹스,1770,2011,9.83
(주)원방테크,53080,2013,9.44
(주)신화다이나믹스,1770,2013,207.03
(주)신화다이나믹스,1770,2014,15.91
극동유화(주),14530,2012,5.07
극동유화(주),14530,2011,7.23
(주)신화다이나믹스,1770,2017,0.0
(주)신화다이나믹스,1770,2018,8.21
(주)신화다이나믹스,1770,2019,20.22
(주)신화콘텍,187270,2011,
(주)신화콘텍,187270,2012,
삼목강업(주),158380,2014,7.66
삼목강업(주),158380,2013,10.35
삼목강업(주),158380,2012,0.92
(주)원방테크,53080,2010,15.03
(주)케이에스피,73010,2013,7.76
(주)케이에스리소스,66340,2010,8.47
(주)인포마크,175140,2010,7.2
사조씨푸드(주),14710,2018,9.91
사조씨푸드(주),14710,2017,10.49
사조씨푸드(주),14710,2016,11.93
(주)지에스이,53050,2014,7.95
빛샘전자(주),72950,2013,8.19
빛샘전자(주),72950,2012,6.77
그린케미칼(주),83420,2019,4.94
그린케미칼(주),83420,2014,5.67
(주)인트론바이오테크놀로지,48530,2015,261.11
비플라이소프트(주),148780,2015,21.87
(주)실리콘투,257720,2012,
(주)실리콘투,257720,2013,
(주)실리콘투,257720,2014,
(주)실리콘투,257720,2015,
(주)실리콘투,257720,2016,
(주)실리콘투,257720,2017,
(주)실리콘투,257720,2018,
(주)실리콘투,257720,2019,
(주)실리콘화일,82930,2010,
(주)실리콘화일,82930,2011,3.46
(주)실리콘화일,82930,2012,5.94
(주)실리콘화일,82930,2013,3.62
비플라이소프트(주),148780,2014,
