회사명,거래소코드,회계년도,EV/EBITDA
(주)코센,9730,2011,0.0
(주)신일건업,14350,2013,0.0
(주)신일건업,14350,2014,0.0
흥구석유(주),24060,2019,77.37
흥구석유(주),24060,2018,25.18
흥구석유(주),24060,2017,40.12
흥구석유(주),24060,2016,41.48
흥구석유(주),24060,2015,56.14
흥구석유(주),24060,2014,17.77
흥구석유(주),24060,2013,163.52
흥구석유(주),24060,2012,26.42
흥구석유(주),24060,2011,9.07
흥구석유(주),24060,2010,15.01
삼성바이오로직스(주),207940,2016,356.7
(주)지성이씨에스,138290,2012,6.5
삼아제약(주),9300,2016,9.72
휴마시스(주),205470,2019,0.0
휴마시스(주),205470,2018,0.0
휴마시스(주),205470,2017,76.08
휴마시스(주),205470,2016,5.36
휴마시스(주),205470,2015,24.6
휴마시스(주),205470,2014,43.35
휴림네트웍스(주),192410,2014,3.94
휴림네트웍스(주),192410,2013,-3.74
휴림네트웍스(주),192410,2012,-0.68
휴림네트웍스(주),192410,2011,16.33
휴림네트웍스(주),192410,2010,26.96
환인제약(주),16580,2018,10.53
환인제약(주),16580,2017,11.71
환인제약(주),16580,2016,10.02
삼아제약(주),9300,2015,9.53
삼아알미늄(주),6110,2015,21.68
(주)카나리아바이오,16790,2013,4.33
삼아알미늄(주),6110,2014,17.29
(주)제넥신,95700,2018,0.0
(주)제넥신,95700,2019,0.0
(주)제넥신,95700,2016,0.0
(주)제넥신,95700,2017,0.0
(주)제넥신,95700,2014,231.54
(주)제넥신,95700,2015,164.66
환인제약(주),16580,2015,11.53
환인제약(주),16580,2014,15.09
환인제약(주),16580,2013,6.87
환인제약(주),16580,2012,5.41
(주)카나리아바이오,16790,2014,4.0
삼아알미늄(주),6110,2012,5.9
삼아알미늄(주),6110,2013,11.43
(주)카나리아바이오,16790,2015,6.5
환인제약(주),16580,2011,3.55
환인제약(주),16580,2010,4.91
화천기계(주),10660,2019,0.0
화천기계(주),10660,2018,21.61
화천기계(주),10660,2017,7.77
화천기계(주),10660,2016,10.78
화천기계(주),10660,2015,7.25
화천기계(주),10660,2014,7.51
화천기계(주),10660,2013,5.27
화천기계(주),10660,2012,3.87
화천기계(주),10660,2011,3.87
화천기계(주),10660,2010,3.76
(주)카나리아바이오,16790,2016,3.58
(주)시디즈,134790,2016,0.0
(주)시디즈,134790,2015,0.0
(주)카나리아바이오,16790,2017,4.16
(주)카나리아바이오,16790,2018,78.45
(주)시디즈,134790,2017,0.0
(주)제이테크놀로지,35480,2010,5.51
(주)카나리아바이오,16790,2019,14.72
(주)정원엔시스,45510,2014,6.63
(주)카나리아바이오,16790,2011,9.89
(주)SNT에너지,100840,2010,18.24
(주)SNT에너지,100840,2011,0.0
(주)SNT에너지,100840,2012,4.35
(주)SNT에너지,100840,2013,3.05
(주)SNT에너지,100840,2014,4.7
(주)SNT에너지,100840,2015,4.95
(주)SNT에너지,100840,2016,22.06
(주)SNT에너지,100840,2017,2.64
(주)SNT에너지,100840,2018,123.89
화일약품(주),61250,2019,11.16
화일약품(주),61250,2018,9.32
화일약품(주),61250,2017,12.09
(주)정원엔시스,45510,2012,13.73
삼아알미늄(주),6110,2010,4.89
(주)정원엔시스,45510,2010,46.81
(주)정원엔시스,45510,2011,23.05
삼아알미늄(주),6110,2011,5.96
(주)카이노스메드,284620,2018,43.53
(주)카카오엠,16170,2010,13.29
화성산업(주),2460,2019,0.01
화성산업(주),2460,2018,0.85
화성산업(주),2460,2017,2.85
화성산업(주),2460,2016,1.97
화성산업(주),2460,2015,3.25
(주)카이노스메드,284620,2019,31.73
(주)시큐브,131090,2011,5.69
(주)시큐브,131090,2010,-0.16
(주)카카오엠,16170,2011,8.61
(주)카카오엠,16170,2012,7.86
(주)시큐브,131090,2012,5.81
(주)카프로,6380,2011,2.83
(주)카프로,6380,2010,5.56
(주)카프로,6380,2013,0.0
(주)카프로,6380,2012,128.1
(주)카프로,6380,2015,0.0
(주)카프로,6380,2014,0.0
(주)카이노스메드,284620,2017,8.62
(주)정다운,208140,2014,14.62
(주)정다운,224090,2013,3.47
(주)정다운,224090,2011,10.29
화성밸브(주),39610,2019,14.53
화성밸브(주),39610,2018,22.23
화성밸브(주),39610,2017,12.94
화성밸브(주),39610,2016,13.51
화성밸브(주),39610,2015,8.39
화성밸브(주),39610,2014,5.38
화성밸브(주),39610,2013,5.48
화성밸브(주),39610,2012,5.43
화성밸브(주),39610,2011,4.2
화성밸브(주),39610,2010,4.03
(주)가온칩스,399720,2018,
(주)가온칩스,399720,2019,
(주)강스템바이오텍,217730,2013,
(주)강스템바이오텍,217730,2014,
(주)강스템바이오텍,217730,2015,0.0
(주)강스템바이오텍,217730,2016,0.0
호전실업(주),111110,2013,0.0
호전실업(주),111110,2012,0.0
호전실업(주),111110,2011,0.0
호전실업(주),111110,2010,9.62
현우산업(주),92300,2017,4.58
현우산업(주),92300,2016,3.93
현우산업(주),92300,2015,4.27
현우산업(주),92300,2014,11.65
현우산업(주),92300,2013,8.94
현우산업(주),92300,2012,6.69
현우산업(주),92300,2011,5.29
현우산업(주),92300,2010,5.91
(주)저스템,417840,2019,11.04
(주)강원에너지,114190,2010,8.66
(주)강원에너지,114190,2011,1.26
(주)강원에너지,114190,2012,4.43
(주)강원에너지,114190,2013,0.44
(주)강원에너지,114190,2014,8.35
(주)카프로,6380,2016,35.81
(주)카프로,6380,2018,5.23
(주)저스템,417840,2018,0.0
(주)카프로,6380,2019,0.0
현대페인트(주),11720,2015,0.0
현대페인트(주),11720,2014,0.0
현대페인트(주),11720,2013,0.0
현대페인트(주),11720,2012,0.0
현대페인트(주),11720,2011,0.0
(주)캐로스,260490,2013,213.74
삼성제약(주),1360,2019,0.0
(주)카프로,6380,2017,6.98
(주)장원테크,174880,2010,0.0
(주)캐로스,260490,2016,0.0
(주)캐로스,260490,2015,27.74
현대페인트(주),11720,2010,4.12
현대코퍼레이션홀딩스(주),227840,2015,4.82
현대중공업(주),329180,2019,4.32
(주)캐리소프트,317530,2017,4.14
(주)캐로스,260490,2014,6.47
(주)캐리소프트,317530,2016,11.79
(주)장원테크,174880,2011,15.13
(주)카나리아바이오,16790,2010,12.59
(주)캐스텍코리아,71850,2010,14.26
(주)케어랩스,263700,2016,17.34
(주)케스피온,79190,2013,7.71
(주)케어젠,214370,2011,3.05
(주)케어젠,214370,2010,7.17
(주)케어젠,214370,2013,-0.64
(주)케어젠,214370,2012,-0.3
(주)케어젠,214370,2015,64.62
(주)케어젠,214370,2014,-1.18
(주)자비스,254120,2018,16.06
(주)케이비지,318000,2010,14.24
(주)자비스,230400,2017,11.32
(주)케이비지,318000,2011,
(주)자비스,254120,2016,0.82
(주)자비스,254120,2017,1.02
(주)자비스,230400,2015,0.73
현대에이치티(주),39010,2019,5.26
(주)자비스,230400,2016,1.24
현대에너지솔루션(주),322000,2018,-1.59
현대에너지솔루션(주),322000,2017,3.42
현대비앤지스틸(주),4560,2014,6.24
현대비앤지스틸(주),4560,2013,6.04
현대무벡스(주),319400,2019,26.27
(주)신도기연,290520,2012,434.79
삼성제약(주),1360,2013,0.0
삼성제약(주),1360,2014,0.0
핸즈코퍼레이션(주),143210,2012,13.47
핸즈코퍼레이션(주),143210,2011,18.11
핸즈코퍼레이션(주),143210,2010,10.09
해성옵틱스(주),76610,2010,15.11
해성산업(주),34810,2019,20.6
해성산업(주),34810,2018,33.2
해성산업(주),34810,2017,46.97
해성산업(주),34810,2016,49.06
해성산업(주),34810,2015,57.85
(주)경보제약,214390,2010,
(주)경보제약,214390,2011,
(주)경보제약,214390,2012,
(주)경보제약,214390,2013,0.98
(주)경보제약,214390,2014,1.16
(주)경보제약,214390,2015,11.03
(주)경보제약,214390,2016,14.21
(주)경보제약,214390,2017,8.94
(주)경보제약,214390,2018,9.81
(주)경보제약,214390,2019,13.16
해성산업(주),34810,2014,57.22
해성산업(주),34810,2013,151.76
해성산업(주),34810,2012,77.18
해성산업(주),34810,2011,58.63
해성산업(주),34810,2010,46.13
한화화인케미칼(주),25850,2015,0.0
한화화인케미칼(주),25850,2014,0.0
한화화인케미칼(주),25850,2013,0.0
한화화인케미칼(주),25850,2012,358.6
한화화인케미칼(주),25850,2011,0.0
(주)고려시멘트,198440,2014,
(주)고려시멘트,198440,2015,
(주)고려시멘트,198440,2016,
(주)고려시멘트,198440,2017,11.36
(주)고려시멘트,198440,2018,15.18
(주)고려시멘트,198440,2019,54.19
한화화인케미칼(주),25850,2010,6.56
(주)자비스,230400,2014,6.91
(주)자비스,230400,2013,12.28
한화시스템(주),272210,2017,-0.25
한화시스템(주),272210,2016,-1.36
한화시스템(주),272210,2015,-2.36
한화시스템(주),272210,2014,-2.44
한화시스템(주),272210,2013,-3.29
한화시스템(주),272210,2012,-7.85
한화시스템(주),272210,2011,-7.41
한화시스템(주),272210,2010,-2.33
한창산업(주),79170,2019,12.6
한창산업(주),79170,2018,16.95
한창산업(주),79170,2017,9.11
한창산업(주),79170,2016,9.79
한창산업(주),79170,2015,0.0
한창산업(주),79170,2014,8.2
한창산업(주),79170,2013,3.6
한창산업(주),79170,2012,9.44
한창산업(주),79170,2011,5.14
한창산업(주),79170,2010,6.67
(주)골드퍼시픽,38530,2010,10.45
(주)골드퍼시픽,38530,2011,8.35
(주)골드퍼시픽,38530,2012,10.26
한주라이트메탈(주),198940,2019,0.0
한주라이트메탈(주),198940,2018,0.0
한주라이트메탈(주),198940,2017,0.0
(주)골드퍼시픽,38530,2016,0.0
(주)골드퍼시픽,38530,2017,35.35
(주)신성이엔지,11930,2010,12.63
(주)골드퍼시픽,38530,2019,0.0
한주라이트메탈(주),198940,2016,
한주라이트메탈(주),198940,2015,8.38
한주라이트메탈(주),198940,2014,5.62
한주라이트메탈(주),198940,2013,5.09
한주라이트메탈(주),198940,2012,8.9
한주라이트메탈(주),198940,2011,-0.59
한주라이트메탈(주),198940,2010,9.65
한전케이피에스(주),51600,2012,15.64
한전케이피에스(주),51600,2011,12.46
한전케이피에스(주),51600,2010,23.77
(주)자비스,230400,2011,0.0
(주)자람테크놀로지,389020,2018,0.0
(주)카나리아바이오,16790,2012,0.0
(주)케이비지,318000,2012,0.0
한일현대시멘트(주),6390,2019,11.92
(주)공구우먼,366030,2017,
(주)공구우먼,366030,2018,
(주)공구우먼,366030,2019,
(주)광림,14200,2010,12.15
(주)광림,14200,2011,5.73
(주)광림,14200,2012,15.95
(주)광림,14200,2013,7.12
한일현대시멘트(주),6390,2018,22.57
(주)광림,14200,2015,16.41
한일현대시멘트(주),6390,2017,7.65
한일현대시멘트(주),6390,2016,7.88
한일현대시멘트(주),6390,2015,3.51
(주)케이비지,318000,2013,36.29
(주)신세계아이앤씨,35510,2011,2.44
(주)신세계아이앤씨,35510,2010,3.67
(주)케이비지,318000,2014,21.65
(주)지성이씨에스,138290,2013,8.62
(주)케이비지,318000,2015,8.17
(주)신세계아이앤씨,35510,2012,3.24
한일시멘트(주),300720,2019,5.1
한일시멘트(주),300720,2018,18.71
(주)케이비지,318000,2017,22.94
(주)신세계아이앤씨,35510,2013,4.54
(주)케이비지,318000,2016,49.71
(주)케이비지,318000,2018,0.67
(주)케이비지,318000,2019,14.71
(주)신세계아이앤씨,35510,2014,8.34
(주)광무,29480,2014,8.37
(주)광무,29480,2015,285.23
(주)광무,29480,2016,23.46
(주)광무,29480,2017,39.16
(주)케이씨씨건설,21320,2019,1.29
(주)신세계아이앤씨,35510,2016,4.68
(주)광주신세계,37710,2010,4.33
(주)광주신세계,37710,2011,3.6
(주)광주신세계,37710,2012,5.11
(주)광주신세계,37710,2013,9.4
(주)광주신세계,37710,2014,10.79
(주)광주신세계,37710,2015,8.89
(주)광주신세계,37710,2016,7.25
(주)광주신세계,37710,2017,6.0
(주)광주신세계,37710,2018,4.3
(주)광주신세계,37710,2019,2.76
(주)신세계아이앤씨,35510,2015,8.57
(주)신세계인터내셔날,31430,2011,12.77
(주)케이씨아이,36670,2011,10.12
(주)케이씨아이,36670,2013,20.82
(주)신세계인터내셔날,31430,2010,2.15
(주)케이씨아이,36670,2014,13.47
(주)종근당바이오,63160,2018,6.36
(주)지성이씨에스,138290,2014,15.93
(주)지성이씨에스,138290,2015,17.72
(주)지성이씨에스,138290,2016,13.56
(주)잇츠한불,226320,2014,-0.35
삼성물산(주),28260,2010,-0.03
(주)지성이씨에스,138290,2017,18.0
(주)지씨셀,144510,2014,10.51
(주)잇츠한불,226320,2012,13.22
(주)잇츠한불,226320,2013,-0.5
(주)케이씨아이,36670,2015,12.58
(주)잇츠한불,226320,2011,0.0
(주)케이씨아이,36670,2012,8.98
(주)일진파워,94820,2012,23.72
한솔피엔에스(주),10420,2019,5.29
한솔피엔에스(주),10420,2018,3.22
한솔피엔에스(주),10420,2017,5.76
한솔피엔에스(주),10420,2016,9.59
한솔피엔에스(주),10420,2015,10.02
한솔피엔에스(주),10420,2014,3.97
한솔피엔에스(주),10420,2013,6.14
한솔피엔에스(주),10420,2012,5.35
(주)종근당바이오,63160,2017,5.63
(주)지씨셀,144510,2015,-0.02
한솔피엔에스(주),10420,2011,11.76
한솔피엔에스(주),10420,2010,11.84
(주)일진파워,94820,2010,53.14
(주)케이씨아이,36670,2016,9.23
(주)제이테크놀로지,35480,2011,19.02
(주)지디,155960,2011,1.67
(주)일진파워,94820,2013,11.93
(주)케이씨아이,36670,2018,6.5
(주)일야,58450,2018,0.0
(주)지디,155960,2012,-0.28
(주)일야,58450,2016,19.94
(주)일야,58450,2017,0.0
한솔인티큐브(주),70590,2019,108.41
한솔인티큐브(주),70590,2018,50.43
한솔인티큐브(주),70590,2017,0.0
한솔인티큐브(주),70590,2016,10.65
한솔인티큐브(주),70590,2015,8.73
한솔인티큐브(주),70590,2014,11.16
한솔아트원제지(주),7190,2015,9.32
한솔아트원제지(주),7190,2014,25.7
(주)국영지앤엠,6050,2010,1.71
(주)국영지앤엠,6050,2011,0.0
(주)국영지앤엠,6050,2012,0.0
(주)국영지앤엠,6050,2013,9.0
(주)국영지앤엠,6050,2014,7.3
(주)국영지앤엠,6050,2015,188.93
(주)국영지앤엠,6050,2016,42.82
(주)국영지앤엠,6050,2017,12.35
(주)국영지앤엠,6050,2018,85.64
(주)국영지앤엠,6050,2019,25.64
(주)국전약품,307750,2018,
(주)국전약품,307750,2019,
한솔아트원제지(주),7190,2013,10.33
한솔아트원제지(주),7190,2012,10.78
한솔아트원제지(주),7190,2011,21.73
한솔아트원제지(주),7190,2010,16.57
한솔아이원스(주),114810,2018,14.25
한솔아이원스(주),114810,2017,17.94
한솔아이원스(주),114810,2016,0.0
한솔아이원스(주),114810,2015,7755.83
한솔아이원스(주),114810,2014,14.79
한솔아이원스(주),114810,2013,6.84
(주)그리티,204020,2010,
(주)그리티,204020,2011,
(주)그리티,204020,2012,
(주)그리티,204020,2013,
한솔아이원스(주),114810,2012,2.96
한솔아이원스(주),114810,2011,2.4
한솔아이원스(주),114810,2010,3.08
(주)일야,58450,2014,3.23
한성기업(주),3680,2018,36.02
한성기업(주),3680,2017,13.18
(주)그린플러스,186230,2010,
(주)그린플러스,186230,2011,
(주)그린플러스,186230,2012,
(주)그린플러스,186230,2013,
(주)그린플러스,186230,2014,
(주)그린플러스,186230,2015,
(주)그린플러스,186230,2016,
(주)그린플러스,186230,2017,
한성기업(주),3680,2016,14.38
한성기업(주),3680,2015,19.91
(주)극동자동화,272420,2014,
(주)극동자동화,272420,2015,
(주)극동자동화,272420,2016,
(주)극동자동화,272420,2017,
(주)신스틸,162300,2016,2.86
(주)일신석재,7110,2018,86.33
(주)일신석재,7110,2016,0.0
(주)일신석재,7110,2017,63.96
(주)일신석재,7110,2014,158.21
(주)일신석재,7110,2015,0.0
(주)일신석재,7110,2012,39.63
(주)일신석재,7110,2013,48.02
(주)일신석재,7110,2010,61.02
(주)일신석재,7110,2011,50.22
(주)케이씨에스,115500,2010,233.76
(주)케이씨아이,36670,2019,7.13
(주)케이씨에스,115500,2012,12.0
(주)케이씨에스,115500,2011,10.53
(주)케이씨에스,115500,2014,8.14
(주)케이씨에스,115500,2013,8.8
(주)일신바이오베이스,68330,2012,9.71
(주)케이씨에스,115500,2015,36.29
(주)일신바이오베이스,68330,2010,16.1
(주)일신바이오베이스,68330,2011,16.43
(주)금오하이텍,165270,2010,
(주)금오하이텍,165270,2011,
(주)금오하이텍,165270,2012,
(주)금오하이텍,165270,2013,
(주)금오하이텍,165270,2014,
(주)금오하이텍,165270,2015,
(주)금오하이텍,165270,2016,
(주)금호에이치티,214330,2010,
(주)금호에이치티,214330,2011,
(주)금호에이치티,214330,2012,
(주)케이씨에스,115500,2016,43.38
(주)케이씨에스,115500,2018,11.38
(주)일야,58450,2013,7.69
(주)케이씨에스,115500,2019,11.47
(주)케이씨텍,281820,2017,4.64
(주)케이씨에스,115500,2017,31.75
(주)케이씨텍,281820,2019,6.88
(주)금화피에스시,36190,2010,4.5
(주)금화피에스시,36190,2011,3.7
(주)금화피에스시,36190,2012,5.44
(주)케이씨텍,281820,2018,2.31
(주)케이씨티,89150,2011,9.23
한미반도체(주),42700,2014,6.89
(주)인프라웨어테크놀러지,247300,2018,6.48
한국콜마홀딩스(주),24720,2010,8.29
(주)케이씨티,89150,2012,4.3
한국철강(주),104700,2019,4.5
(주)기가레인,49080,2010,
(주)케이씨티,89150,2010,2.99
(주)인프라웨어테크놀러지,247300,2016,13.53
(주)인프라웨어테크놀러지,247300,2014,0.0
(주)인프라웨어테크놀러지,247300,2015,0.0
한국철강(주),104700,2018,3.12
한국철강(주),104700,2017,3.21
한국철강(주),104700,2016,3.39
한국철강(주),104700,2015,3.64
한국철강(주),104700,2014,6.26
한국철강(주),104700,2013,7.14
한국철강(주),104700,2012,5.02
한국철강(주),104700,2011,0.0
한국철강(주),104700,2010,2.47
(주)케이씨티,89150,2014,3.79
(주)인포피아,36220,2012,94.02
한국지역난방공사,71320,2017,10.88
한국지역난방공사,71320,2016,9.12
(주)까뮤이앤씨,13700,2010,10.87
(주)까뮤이앤씨,13700,2011,0.0
(주)까뮤이앤씨,13700,2012,22.17
(주)까뮤이앤씨,13700,2013,0.0
(주)까뮤이앤씨,13700,2014,14.73
(주)까뮤이앤씨,13700,2015,15.3
(주)까뮤이앤씨,13700,2016,16.29
(주)까뮤이앤씨,13700,2017,5.92
(주)까뮤이앤씨,13700,2018,17.73
(주)까뮤이앤씨,13700,2019,4.99
한국지역난방공사,71320,2015,7.24
한국지역난방공사,71320,2014,9.61
한국주강(주),25890,2019,0.0
한국주강(주),25890,2018,0.0
(주)나노,187790,2014,
한국주강(주),25890,2017,0.0
한국주강(주),25890,2016,119.88
한국주강(주),25890,2015,10.84
한국주강(주),25890,2014,23.88
한국주강(주),25890,2013,0.0
(주)나노브릭,286750,2015,
(주)나노브릭,286750,2016,
한국주강(주),25890,2012,29.4
한국주강(주),25890,2011,10.24
한국주강(주),25890,2010,8.1
(주)인포피아,36220,2010,9.85
삼목에스폼(주),18310,2016,2.54
삼목에스폼(주),18310,2017,2.02
(주)케이씨티,89150,2016,27.92
(주)케이씨티,89150,2017,18.13
삼목에스폼(주),18310,2015,2.89
(주)케이씨티,89150,2019,29.13
(주)케이씨티,89150,2018,15.58
(주)인포바인,115310,2012,6.67
(주)인포바인,115310,2010,4.57
(주)중앙백신연구소,72020,2018,21.09
(주)지성이씨에스,138290,2011,0.0
(주)인포마크,175140,2015,68.05
삼목에스폼(주),18310,2018,2.21
(주)종근당바이오,63160,2016,5.78
(주)종근당바이오,63160,2015,7.52
(주)지씨셀,144510,2016,101.01
한국정보인증(주),53300,2010,25.68
한국정밀기계(주),101680,2019,0.0
한국정밀기계(주),101680,2018,0.0
한국정밀기계(주),101680,2017,0.0
한국정밀기계(주),101680,2016,0.0
한국정밀기계(주),101680,2015,0.0
(주)나래나노텍,137080,2010,
(주)나래나노텍,137080,2011,
(주)나래나노텍,137080,2012,
(주)나래나노텍,137080,2013,
(주)나래나노텍,137080,2014,
(주)나래나노텍,137080,2015,
(주)나래나노텍,137080,2016,
(주)나래나노텍,137080,2017,4.54
(주)나래나노텍,137080,2018,4.15
(주)나래나노텍,137080,2019,0.0
(주)나무가,190510,2010,
(주)나무가,190510,2011,
한국정밀기계(주),101680,2014,0.0
한국정밀기계(주),101680,2013,0.0
한국정밀기계(주),101680,2012,36.33
한국정밀기계(주),101680,2011,11.04
한국정밀기계(주),101680,2010,7.83
한국전자인증(주),41460,2011,5.25
한국전자인증(주),41460,2010,11.75
(주)인포마크,175140,2013,4.16
(주)나스미디어,89600,2010,1.13
(주)나스미디어,89600,2011,-1.67
(주)나스미디어,89600,2012,-0.84
(주)나스미디어,89600,2013,14.42
(주)나스미디어,89600,2014,21.47
(주)나스미디어,89600,2015,32.99
(주)신화다이나믹스,1770,2012,9.44
(주)신화다이나믹스,1770,2016,39.16
(주)신화다이나믹스,1770,2015,12.38
한국전력기술(주),52690,2019,9.54
(주)나이벡,138610,2010,6.85
(주)나이벡,138610,2011,0.0
(주)나이벡,138610,2012,0.0
(주)나이벡,138610,2013,0.0
(주)나이벡,138610,2014,0.0
(주)나이벡,138610,2015,0.0
(주)나이벡,138610,2016,0.0
(주)나이벡,138610,2017,220.7
(주)나이벡,138610,2018,0.0
(주)나이벡,138610,2019,133.18
(주)나이스디앤비,130580,2010,-1.3
(주)나이스디앤비,130580,2011,12.33
(주)나이스디앤비,130580,2012,11.61
(주)나이스디앤비,130580,2013,10.09
(주)나이스디앤비,130580,2014,10.43
한국전력기술(주),52690,2018,17.37
한국전력기술(주),52690,2017,17.7
한국전력기술(주),52690,2016,30.52
한국전력기술(주),52690,2015,47.07
한국전력기술(주),52690,2014,24.41
(주)인포마크,175140,2012,25.88
(주)중앙백신연구소,72020,2019,23.96
(주)인포마크,175140,2011,14.21
사조씨푸드(주),14710,2019,11.79
삼목강업(주),158380,2011,-0.72
삼목강업(주),158380,2010,0.76
(주)케이에스피,73010,2010,14.49
(주)케이에스에스해운,44450,2014,10.8
(주)케이에스피,73010,2012,10.33
(주)케이에스피,73010,2011,3.2
(주)나이코,192240,2012,
(주)나이코,192240,2013,
(주)나이코,192240,2014,
(주)나이코,192240,2015,
(주)나인테크,267320,2017,
(주)나인테크,267320,2018,
(주)나인테크,267320,2019,
한국전력기술(주),52690,2013,49.04
한국전력기술(주),52690,2012,15.68
(주)남선알미늄,8350,2012,87.31
(주)남선알미늄,8350,2013,7.85
(주)남선알미늄,8350,2014,10.58
(주)남선알미늄,8350,2015,10.07
(주)남선알미늄,8350,2016,6.76
(주)남선알미늄,8350,2017,6.22
(주)종근당바이오,63160,2014,13.1
(주)종근당바이오,63160,2013,6.62
한국전력기술(주),52690,2011,22.84
한국전력기술(주),52690,2010,28.47
(주)케이에스피,73010,2014,38.11
빛샘전자(주),72950,2010,-0.68
빛샘전자(주),72950,2011,-0.78
(주)케이에스피,73010,2015,207.39
(주)케이에스피,73010,2016,0.0
비플라이소프트(주),148780,2016,18.22
(주)케이에스피,73010,2018,0.0
(주)케이에스피,73010,2017,0.0
(주)내츄럴엔도텍,168330,2012,
(주)내츄럴엔도텍,168330,2013,19.78
(주)내츄럴엔도텍,168330,2014,32.51
한국유니온제약(주),80720,2017,2.16
한국유니온제약(주),80720,2016,2.78
한국유니온제약(주),80720,2015,0.0
한국유니온제약(주),80720,2014,0.0
한국유니온제약(주),80720,2013,0.0
한국유니온제약(주),80720,2012,
한국유니온제약(주),80720,2011,28.66
(주)네오리진,94860,2012,25.03
(주)네오리진,94860,2013,0.0
(주)네오리진,94860,2014,0.0
(주)네오리진,94860,2015,0.0
(주)네오리진,94860,2016,19.01
한국유니온제약(주),80720,2010,25.18
(주)네오리진,94860,2018,79.18
(주)네오리진,94860,2019,40.54
(주)네오셈,253590,2016,
(주)네오셈,253590,2017,
(주)네오셈,253590,2018,
한국유나이티드제약(주),33270,2019,6.96
(주)네오오토,212560,2010,
(주)네오오토,212560,2011,
(주)네오오토,212560,2012,
(주)네오오토,212560,2013,1.16
(주)네오오토,212560,2014,0.56
(주)네오오토,212560,2015,2.89
(주)네오오토,212560,2016,2.38
(주)네오오토,212560,2017,4.24
(주)네오오토,212560,2018,4.35
(주)네오오토,212560,2019,4.81
한국유나이티드제약(주),33270,2018,8.34
한국유나이티드제약(주),33270,2017,12.99
한국유나이티드제약(주),33270,2016,8.78
한국유나이티드제약(주),33270,2015,9.72
한국앤컴퍼니(주),240,2015,8.16
한국앤컴퍼니(주),240,2014,10.8
한국앤컴퍼니(주),240,2013,16.21
한국앤컴퍼니(주),240,2012,1.82
(주)인트론바이오테크놀로지,48530,2014,102.65
비씨엔씨(주),146320,2017,16.82
비씨엔씨(주),146320,2018,3.59
(주)인트론바이오테크놀로지,48530,2013,161.86
(주)인트론바이오테크놀로지,48530,2012,0.0
비비씨(주),318410,2018,477.48
(주)인트론바이오테크놀로지,48530,2010,2.57
(주)인트론바이오테크놀로지,48530,2011,87.11
(주)케이엔씨글로벌,68150,2010,0.0
한국쉘석유(주),2960,2019,13.96
한국쉘석유(주),2960,2018,12.72
한국쉘석유(주),2960,2017,15.38
한국쉘석유(주),2960,2016,15.54
(주)네오크레마,311390,2016,
(주)네오크레마,311390,2017,
(주)네오크레마,311390,2018,-0.32
한국쉘석유(주),2960,2015,14.78
한국쉘석유(주),2960,2014,14.18
(주)네오티스,85910,2011,3.42
(주)네오티스,85910,2012,6.89
한국쉘석유(주),2960,2013,15.28
한국쉘석유(주),2960,2012,7.26
한국쉘석유(주),2960,2011,6.99
한국쉘석유(주),2960,2010,7.07
(주)케이에스피,73010,2019,29.11
비디아이(주),148140,2015,1.62
비디아이(주),148140,2016,3.34
(주)네오팜,92730,2010,22.01
(주)네오팜,92730,2011,24.81
(주)네오팜,92730,2012,39.62
(주)네오팜,92730,2013,11.66
(주)네오팜,92730,2014,17.0
(주)네오팜,92730,2015,34.92
(주)인트로메딕,150840,2017,0.0
비디아이(주),148140,2012,22.54
(주)케이엔씨글로벌,68150,2011,50.67
비디아이(주),148140,2011,16.15
(주)초록뱀헬스케어,118000,2011,0.0
(주)초록뱀헬스케어,118000,2012,0.0
(주)초록뱀헬스케어,118000,2010,0.0
한국선재(주),25550,2011,8.5
한국선재(주),25550,2010,10.46
(주)지디,155960,2010,0.76
(주)네온테크,306620,2018,
(주)네온테크,306620,2019,
(주)네이블커뮤니케이션즈,153460,2010,-1.08
(주)네이블커뮤니케이션즈,153460,2011,-1.12
(주)네이블커뮤니케이션즈,153460,2012,9.78
(주)네이블커뮤니케이션즈,153460,2013,35.07
(주)심팩메탈,90730,2016,6.45
(주)네이블커뮤니케이션즈,153460,2015,24.17
(주)네이블커뮤니케이션즈,153460,2016,23.96
(주)네이블커뮤니케이션즈,153460,2017,0.0
(주)네이블커뮤니케이션즈,153460,2018,0.0
(주)네이블커뮤니케이션즈,153460,2019,1461.5
(주)네이처셀,7390,2010,30.89
(주)네이처셀,7390,2011,0.0
(주)네이처셀,7390,2012,0.0
(주)네이처셀,7390,2013,20.06
(주)네이처셀,7390,2014,0.0
(주)네이처셀,7390,2015,0.0
(주)네이처셀,7390,2016,0.0
(주)네이처셀,7390,2017,3672.79
(주)네이처셀,7390,2018,288.64
(주)네이처셀,7390,2019,122.99
(주)싸이맥스,160980,2011,-0.26
(주)인트로메딕,150840,2010,10.15
(주)지디,155960,2013,6.48
(주)초록뱀이앤엠,131100,2010,1.88
(주)케이엔제이,272110,2010,8.4
(주)지란지교시큐리티,208350,2014,4.38
(주)인텔리안테크놀로지스,189300,2014,2.99
(주)케이엔제이,272110,2011,4.72
(주)인텔리안테크놀로지스,189300,2012,4.55
(주)인텔리안테크놀로지스,189300,2013,9.28
(주)네패스아크,330860,2019,
(주)인텔리안테크놀로지스,189300,2010,14.13
(주)초록뱀이앤엠,131100,2011,11.59
