거래소코드,회계년도,수정종가,회사명,시가총액,거래량회전율,로그시가총액,수정거래량,거래량증가율,시가총액증가율
15760,2016,47025.0,한국전력공사보통주,30188360720925.0,0.4436725296702233,13.479839530738046,6056.817139819245,0.06973074919710043,0.014563106796116498
15760,2017,41025.0,한국전력공사보통주,26336576258925.0,0.5417998256622075,13.42055931624076,8478.148080438757,0.22117054681055226,-0.12759170653907492
15760,2018,35425.0,한국전력공사보통주,22741577427725.0,0.5517636526568448,13.356820585435127,9998.939844742414,0.01839023662006367,-0.13650213284582569
15760,2019,30925.0,한국전력공사보통주,19852739081225.0,0.5287492854526189,13.297820434816787,10976.169668552951,-0.04171055322946249,-0.12702893436838392
15860,2010,17775.0,일진홀딩스보통주,877151510325.0,1.4379546571807929,11.943074615503951,3992.0924331926863,,
15860,2011,15650.0,일진홀딩스보통주,772288108950.0,0.4314982792536754,11.887779347984615,1360.5976996805111,-0.6999221935831712,-0.1195499296765119
15860,2012,9275.0,일진홀딩스보통주,457697904825.0,0.34772650917170383,11.660578924389231,1850.0730997304581,-0.19414160869161334,-0.4073482428115016
15860,2013,13687.5,일진홀딩스보통주,675443673562.5,0.7040381167971627,11.829589138286341,2538.265497716895,1.0246892262376113,0.4757412398921832
15860,2014,26125.0,일진홀딩스보통주,1289202993375.0,3.2390253419814745,12.110321305221259,6118.191311004784,3.6006391766351706,0.908675799086758
15860,2015,47600.0,일진홀딩스보통주,2348940190800.0,4.431935667316608,12.370871958822642,4594.64012605042,0.3682929892130362,0.8220095693779905
15860,2016,44150.0,일진홀딩스보통주,2178691374450.0,1.5545594088355024,12.338195714015736,1737.5672480181202,-0.6492369191413068,-0.07247899159663862
15860,2017,29075.0,일진홀딩스보통주,1434778068225.0,1.3440140401892433,12.156784729502634,2281.1250214961306,-0.13543732548888276,-0.3414496036240091
15860,2018,20500.0,일진홀딩스보통주,1011623401500.0,0.7446869377309477,12.005018867157903,1792.6061463414635,-0.4459232452466848,-0.294926913155632
15860,2019,20262.5,일진홀딩스보통주,999903374287.5,2.056658715501255,11.99995803395872,5008.805971622455,1.761776273084458,-0.011585365853658547
15890,2010,48250.0,태경산업보통주,1410287187500.0,1.0634542701962963,12.149307560347873,644.2163523316062,,
15890,2011,39225.0,태경산업보통주,1146497718750.0,0.5537520762947441,12.059373194927037,412.6317654557043,-0.4792892446681978,-0.18704663212435235
15890,2012,32450.0,태경산업보통주,948472937500.0,0.40436255399221654,11.977024943804452,364.22224961479196,-0.26977690684632727,-0.17272147864882093
15890,2013,41075.0,태경산업보통주,1200570906250.0,0.7585302484711115,12.079387814775162,539.7660620815582,0.8758666968101902,0.26579352850539295
15890,2014,53100.0,태경산업보통주,1552046625000.0,0.2846128897061968,12.190904763749533,156.6643879472693,-0.6247837310643041,0.29275715155203885
15890,2015,57900.0,태경산업보통주,1692344625000.0,0.20579463712953855,12.228488806395498,103.8880829015544,-0.2769314230919815,0.09039548022598876
15890,2016,52000.0,태경산업보통주,1519895000000.0,0.0568243253645811,12.181813586302862,31.940461538461538,-0.7238784928646478,-0.10189982728842828
15890,2017,49900.0,태경산업보통주,1458514625000.0,0.1015116623187786,12.163910788291453,59.4601002004008,0.7864120984716756,-0.04038461538461535
15890,2018,53950.0,태경산업보통주,1576891062500.0,1.1543845357738527,12.197801691686992,625.4164411492122,10.371940025459555,0.08116232464929851
15890,2019,55950.0,태경산업보통주,1635348562500.0,1.6344986699739126,12.213610333532431,853.875835567471,0.4159048560696552,0.03707136237256714
15940,2010,8900.0,LG데이콤(보통주),,,,0.0,,
16090,2010,10675.0,대현보통주,483388659250.0,7.01561665029898,11.684296457236464,29759.562341920373,,
16090,2011,13025.0,대현보통주,589802087750.0,24.81284759986847,11.770706305510965,86263.57443378119,2.536802085503209,0.22014051522248246
16090,2012,13300.0,대현보통주,602254723000.0,6.006634069684166,11.779780214506488,20450.696691729325,-0.7579224212171437,0.02111324376199608
16090,2013,17275.0,대현보통주,782251905250.0,6.424310045136831,11.893346629585638,16839.803125904487,0.06953577837556324,0.29887218045112784
16090,2014,26225.0,대현보통주,1187528579750.0,5.463093556843721,12.074644070404997,9433.040838894185,-0.14962174638827497,0.5180897250361796
16090,2015,32725.0,대현보통주,1481863594750.0,4.968070599755181,12.170808228762196,6874.4297326203205,-0.09061220569221551,0.24785510009532885
16090,2016,40225.0,대현보통주,1821480919750.0,5.2786986132112075,12.260424626310469,5942.365866998135,0.06252487906901627,0.22918258212375853
16090,2017,34225.0,대현보통주,1549787059750.0,1.495736392423443,12.19027203034543,1978.9744046749452,-0.7166467529174702,-0.1491609695463021
